GEO_ID,B17001A_001E,B17001A_001M,B17001A_002E,B17001A_002M,B17001A_003E,B17001A_003M,B17001A_004E,B17001A_004M,B17001A_005E,B17001A_005M,B17001A_006E,B17001A_006M,B17001A_007E,B17001A_007M,B17001A_008E,B17001A_008M,B17001A_009E,B17001A_009M,B17001A_010E,B17001A_010M,B17001A_011E,B17001A_011M,B17001A_012E,B17001A_012M,B17001A_013E,B17001A_013M,B17001A_014E,B17001A_014M,B17001A_015E,B17001A_015M,B17001A_016E,B17001A_016M,B17001A_017E,B17001A_017M,B17001A_018E,B17001A_018M,B17001A_019E,B17001A_019M,B17001A_020E,B17001A_020M,B17001A_021E,B17001A_021M,B17001A_022E,B17001A_022M,B17001A_023E,B17001A_023M,B17001A_024E,B17001A_024M,B17001A_025E,B17001A_025M,B17001A_026E,B17001A_026M,B17001A_027E,B17001A_027M,B17001A_028E,B17001A_028M,B17001A_029E,B17001A_029M,B17001A_030E,B17001A_030M,B17001A_031E,B17001A_031M,B17001A_032E,B17001A_032M,B17001A_033E,B17001A_033M,B17001A_034E,B17001A_034M,B17001A_035E,B17001A_035M,B17001A_036E,B17001A_036M,B17001A_037E,B17001A_037M,B17001A_038E,B17001A_038M,B17001A_039E,B17001A_039M,B17001A_040E,B17001A_040M,B17001A_041E,B17001A_041M,B17001A_042E,B17001A_042M,B17001A_043E,B17001A_043M,B17001A_044E,B17001A_044M,B17001A_045E,B17001A_045M,B17001A_046E,B17001A_046M,B17001A_047E,B17001A_047M,B17001A_048E,B17001A_048M,B17001A_049E,B17001A_049M,B17001A_050E,B17001A_050M,B17001A_051E,B17001A_051M,B17001A_052E,B17001A_052M,B17001A_053E,B17001A_053M,B17001A_054E,B17001A_054M,B17001A_055E,B17001A_055M,B17001A_056E,B17001A_056M,B17001A_057E,B17001A_057M,B17001A_058E,B17001A_058M,B17001A_059E,B17001A_059M,NAME,B17001A_001EA,B17001A_001MA,B17001A_002EA,B17001A_002MA,B17001A_003MA,B17001A_003EA,B17001A_004EA,B17001A_004MA,B17001A_005EA,B17001A_005MA,B17001A_006MA,B17001A_006EA,B17001A_007EA,B17001A_007MA,B17001A_008MA,B17001A_008EA,B17001A_009EA,B17001A_009MA,B17001A_010EA,B17001A_010MA,B17001A_011MA,B17001A_011EA,B17001A_012EA,B17001A_012MA,B17001A_013MA,B17001A_013EA,B17001A_014EA,B17001A_014MA,B17001A_015EA,B17001A_015MA,B17001A_016MA,B17001A_016EA,B17001A_017EA,B17001A_017MA,B17001A_018MA,B17001A_018EA,B17001A_019MA,B17001A_019EA,B17001A_020EA,B17001A_020MA,B17001A_021MA,B17001A_021EA,B17001A_022MA,B17001A_022EA,B17001A_023EA,B17001A_023MA,B17001A_024EA,B17001A_024MA,B17001A_025MA,B17001A_025EA,B17001A_026MA,B17001A_026EA,B17001A_027MA,B17001A_027EA,B17001A_028EA,B17001A_028MA,B17001A_029MA,B17001A_029EA,B17001A_030EA,B17001A_030MA,B17001A_031MA,B17001A_031EA,B17001A_032MA,B17001A_032EA,B17001A_033EA,B17001A_033MA,B17001A_034EA,B17001A_034MA,B17001A_035EA,B17001A_035MA,B17001A_036EA,B17001A_036MA,B17001A_037EA,B17001A_037MA,B17001A_038EA,B17001A_038MA,B17001A_039MA,B17001A_039EA,B17001A_040EA,B17001A_040MA,B17001A_041EA,B17001A_041MA,B17001A_042MA,B17001A_042EA,B17001A_043MA,B17001A_043EA,B17001A_044EA,B17001A_044MA,B17001A_045MA,B17001A_045EA,B17001A_046MA,B17001A_046EA,B17001A_047MA,B17001A_047EA,B17001A_048MA,B17001A_048EA,B17001A_049EA,B17001A_049MA,B17001A_050EA,B17001A_050MA,B17001A_051MA,B17001A_051EA,B17001A_052MA,B17001A_052EA,B17001A_053MA,B17001A_053EA,B17001A_054EA,B17001A_054MA,B17001A_055MA,B17001A_055EA,B17001A_056EA,B17001A_056MA,B17001A_057MA,B17001A_057EA,B17001A_058EA,B17001A_058MA,B17001A_059EA,B17001A_059MA,state
0400000US01,3259636,8234,451050,17906,202048,9329,20328,2896,3603,1064,23944,3068,9192,1758,4876,1213,6144,1121,35324,3368,23030,2557,23704,3059,23982,2537,16070,1666,7265,1321,4586,852,249002,11402,17591,2278,4235,1120,21600,2970,11762,2239,2834,900,6027,1244,36584,3133,36019,3311,29453,2545,31930,2737,21948,2153,13373,1795,15646,1770,2808586,18612,1400500,9950,73975,3098,15369,1954,95659,3968,54912,3196,17582,1985,37339,2328,113333,3429,173402,3899,190217,3376,218810,2954,196270,1995,130820,1620,82812,1183,1408086,11444,72786,2590,13254,1748,97714,3809,46158,3133,16495,1604,33361,2080,100746,4781,162205,3704,183545,3056,215891,2864,204378,2182,144302,1973,117251,1795,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,471648,2756,32157,4253,14859,1989,2392,951,144,115,1075,638,403,271,275,273,193,161,2298,812,2211,647,1862,656,1634,603,1520,522,697,542,155,183,17298,3070,1630,759,212,225,1380,579,450,317,131,159,476,402,3813,1275,3864,1034,1256,543,1417,586,1467,555,673,481,529,282,439491,5541,234531,3467,13414,1237,3526,945,14943,1491,9594,1463,3546,836,5223,817,18746,1197,35909,1716,33214,1168,41749,874,35329,705,13352,700,5986,441,204960,3444,12261,901,2359,844,14753,1397,7907,1707,2866,799,5885,825,15784,1425,28914,1291,29572,699,37109,778,29150,658,11591,632,6809,536,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4995980,24595,773330,27539,359421,15682,41633,4599,8456,1948,42956,4375,23953,3018,5933,1241,12053,1858,51975,4769,45521,3447,42112,3860,38500,3687,27689,3096,10826,1723,7814,1488,413909,15824,39675,4140,6964,1569,43735,4361,18891,3073,5775,1384,14692,2504,61076,4424,62327,4939,50535,4148,42256,3705,34713,3304,17168,2233,16102,2035,4222650,32795,2105687,17542,122442,4765,25646,2974,153534,6427,79540,4528,27213,2747,58228,3156,171726,4840,275379,4499,272985,4268,297923,4085,272775,3656,203361,2005,144935,1931,2116963,18109,119771,4266,24614,2537,151069,6014,74136,5132,25890,2446,48851,3046,153037,5207,257219,5181,262034,4489,307027,4381,296065,3634,217948,2614,179302,2666,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2229836,7460,338668,13786,150214,7210,17517,2169,4087,1036,18384,2248,7226,1502,2282,865,5362,1298,21277,2298,18708,2524,15808,2162,16429,1838,13170,1575,5411,1233,4553,931,188454,8680,14604,2055,3550,1046,19571,2567,7849,1532,2296,794,4643,1177,30988,3229,26709,2740,22020,2280,18301,2229,15687,1740,9394,1352,12842,1565,1891168,14621,950770,9219,53403,2659,12173,1888,67101,3325,34991,2600,13084,1549,22631,1932,76921,3251,118991,3609,126979,2963,143284,2537,129399,1884,92722,1330,59091,1197,940398,9429,48417,2016,10232,1556,65027,2910,31704,2876,12073,1751,22656,1838,62928,3662,107533,3338,121194,2922,144536,2388,136782,1897,99254,1612,78062,2056,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22881667,67621,3198975,52083,1495803,30993,156783,7868,32144,3276,170322,8520,86020,6215,28282,2998,62036,4185,218788,9174,188541,7852,174669,8049,168045,6627,122295,5199,49075,3175,38803,3234,1703172,27588,146506,6305,30805,2750,174124,8787,78779,5210,27499,2626,59754,4176,244876,8146,252787,8669,215444,7735,178679,7662,132696,5569,73063,3998,88160,5054,19682692,75367,9874176,46917,563258,8167,114451,5368,706655,11075,372466,9874,128373,4743,274271,6764,885471,13907,1388113,11972,1387709,9848,1530010,9525,1246700,8039,717275,5428,559424,4262,9808516,36671,535817,8292,112397,5146,682729,12347,362580,8886,125377,5492,248408,5782,797835,12120,1260492,11251,1308469,10801,1508740,9697,1299389,7147,797471,5367,768812,7028,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4123278,16864,479526,19771,228653,11084,24761,2738,3653,1019,24222,2821,9010,1995,3501,1035,6363,1244,47161,4589,31487,3248,21923,2677,23194,2367,19421,2066,8894,1611,5063,959,250873,11689,22288,2582,4003,1147,19997,2723,8431,1788,2748,750,5414,1170,48367,3697,39799,3288,28393,3054,27240,2633,21397,2131,9712,1559,13084,1347,3643752,21311,1824544,12525,112095,3028,21352,2192,143286,4984,65608,3635,22667,2431,47591,2548,138769,4418,264882,3700,266186,3641,290620,3509,244905,2572,125125,1698,81458,1387,1819208,12556,101223,2452,23606,2594,136830,5148,62589,4015,23371,2090,44188,2347,129257,4064,247246,3718,253691,3419,295916,3275,251989,2770,137535,1882,111767,1649,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2721763,10885,196593,11747,87252,6260,8159,1524,853,524,7123,1418,4079,1140,1794,854,2575,942,12599,2574,11958,1985,8925,1548,12827,1933,9004,1543,3603,919,3753,933,109341,7506,7892,1649,823,485,7091,1655,3426,958,792,411,2353,715,16265,2376,14851,2169,11296,1974,15654,2215,11318,1478,7820,1332,9760,1548,2525170,15425,1236903,8810,60456,2104,13071,1743,94461,3227,50209,2604,16957,1617,35981,1572,86499,3090,132218,3087,168994,2244,219194,2449,177962,1929,100372,1152,80529,1026,1288267,8899,58210,2104,13536,1712,89329,3470,47189,2720,16598,1782,34062,2202,78001,2884,131916,2840,174319,2508,226323,2634,187016,1819,111769,1459,119999,2084,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,621871,4998,56268,6056,25939,3680,4017,1235,464,299,2429,807,930,427,480,322,387,318,4357,1665,3385,977,2852,924,1959,890,2122,702,2125,819,432,272,30329,3353,2401,850,605,367,2364,852,667,448,41,72,688,411,4650,1348,4061,875,2921,914,3356,944,3938,1188,2041,766,2596,559,565603,6738,277105,4115,12465,1234,2197,763,18595,1622,10145,1379,4089,835,7242,920,24408,1929,33017,1231,34918,1162,46138,1099,39227,865,25835,812,18829,382,288498,3701,13382,1001,3039,759,17373,1336,9163,1371,4362,838,6280,850,22282,1490,32781,992,37457,1170,46307,1082,42028,1223,29513,870,24531,745,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,224091,4390,20769,2823,8321,2223,489,548,274,314,330,365,0,292,0,292,0,292,1634,828,3044,1328,546,357,569,308,1072,522,133,120,230,213,12448,1884,169,212,0,292,319,359,0,292,0,292,0,292,5517,1349,4126,1073,254,198,963,515,398,255,280,208,422,284,203322,4268,101879,3012,5053,492,812,365,3364,575,1132,438,399,248,966,401,7212,1427,30956,1646,19264,774,13028,574,9539,714,6246,382,3908,253,101443,2272,4584,582,797,362,3409,728,1419,378,251,158,827,326,10190,1447,32215,1065,15781,540,9807,613,10749,391,6423,310,4991,401,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14156654,33831,1937858,31775,893082,17494,76528,5085,13710,2238,85753,6319,36817,3800,14828,2089,25592,3068,120469,6139,110186,6354,98492,6503,123332,6354,99026,6035,50096,3812,38253,2774,1044776,19877,71196,4988,13689,2120,77920,6005,37709,3922,11044,1671,27901,2985,133606,6127,137764,7402,130781,5925,123784,5215,117896,5479,75395,4127,86091,5189,12218796,39230,6019601,20849,277576,5827,64096,4076,363663,8874,204029,7700,68157,4230,143469,4453,454057,8198,694180,8203,796206,7147,928668,7924,821704,6339,658722,4442,545074,3458,6199195,22837,271167,5396,57776,4621,347494,6404,186954,6428,62879,3747,133275,3773,425125,7844,662013,8576,774800,6765,958661,7654,906884,5502,726063,4581,686104,5529,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
