GEO_ID,B22010_001E,B22010_001M,B22010_002E,B22010_002M,B22010_003E,B22010_003M,B22010_004E,B22010_004M,B22010_005E,B22010_005M,B22010_006E,B22010_006M,B22010_007E,B22010_007M,NAME,B22010_001EA,B22010_001MA,B22010_002MA,B22010_002EA,B22010_003EA,B22010_003MA,B22010_004EA,B22010_004MA,B22010_005EA,B22010_005MA,B22010_006MA,B22010_006EA,B22010_007MA,B22010_007EA,state
0400000US01,1815152,10938,260140,9719,122425,6420,137715,6867,1555012,12896,444371,9106,1110641,11389,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,254610,2804,26973,2080,11905,1423,15068,1992,227637,3388,49103,2975,178534,3764,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2334050,12895,308610,10005,115480,4991,193130,8269,2025440,12353,427352,8266,1598088,13258,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1114902,8104,153012,6075,69844,3971,83168,4669,961890,7956,281632,6365,680258,8117,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12406475,16820,918290,16010,307213,8952,611077,13348,11488185,21289,2424246,22456,9063939,27919,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1960585,9151,153681,6436,65092,4607,88589,4949,1806904,10525,338461,7817,1468443,11580,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1358809,7109,138205,5417,62860,3810,75345,4602,1220604,7412,229159,6380,991445,8864,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,328765,4178,37096,2975,13718,2125,23378,2320,291669,4846,65777,2911,225892,4661,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,252388,3730,28656,2792,13321,1754,15335,2094,223732,4082,31855,2230,191877,4195,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7035068,25739,871694,13415,370223,9437,501471,11300,6163374,26701,1383917,15018,4779457,27936,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3482420,15694,469338,10718,188135,7234,281203,9432,3013082,15059,645748,10219,2367334,13667,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,445812,4223,40594,3167,19477,2008,21117,2730,405218,4610,83169,4072,322049,5216,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,576709,5739,71990,3633,29646,2746,42344,3181,504719,5808,120729,4418,383990,6361,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4752857,13579,523580,9393,205498,7511,318082,8778,4229277,16503,814386,12502,3414891,17179,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2470905,11185,286289,8136,130826,4705,155463,7074,2184616,11773,490988,9292,1693628,13218,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1223439,6610,132295,5162,52717,3563,79578,3917,1091144,7927,216394,5582,874750,9030,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1101658,6952,96281,4932,44118,3373,52163,3685,1005377,8368,228161,5885,777216,8647,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1684348,9801,280171,8002,149293,6492,130878,5377,1404177,11523,381316,7382,1022861,11861,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1689822,9615,258527,7669,122174,4704,136353,6213,1431295,10365,378855,7724,1052440,12150,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,545417,5576,88303,3819,45432,3030,42871,2879,457114,5601,108283,4049,348831,5995,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2127439,8728,178730,6549,74476,4249,104254,5855,1948709,10508,374061,8265,1574648,10528,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2520419,10488,288633,7655,141121,6177,147512,5756,2231786,11573,413648,9269,1818138,13593,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3806621,12287,641615,11644,285809,6614,355806,9945,3165006,13888,724107,10219,2440899,15765,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2091548,8178,158090,5400,68577,3260,89513,4498,1933458,9580,349241,7460,1584217,11116,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1079999,8323,177433,6880,85804,5091,91629,4637,902566,9571,261067,7535,641499,9721,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2350628,10288,313472,8367,149280,6783,164192,5184,2037156,11877,481369,10201,1555787,11912,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,402747,4175,37192,2610,18045,1829,19147,2362,365555,4292,85057,3389,280498,4867,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,719304,4689,65852,3963,29830,2616,36022,2876,653452,5636,135617,4354,517835,6526,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,989811,6963,97141,5185,37883,3262,59258,4274,892670,8327,178378,5608,714292,7696,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,515431,4523,42581,2891,21650,2340,20931,2609,472850,5263,96379,4239,376471,5151,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3172421,11815,214973,6929,89809,4408,125164,5178,2957448,13412,577452,9859,2379996,14587,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,765183,5603,99329,4414,39549,2652,59780,3906,665854,6895,163291,5151,502563,7663,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7196427,16507,997131,15544,440722,10276,556409,10079,6199296,21688,1142606,12992,5056690,23051,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3670859,14413,482298,11011,212944,7331,269354,9151,3188561,15925,730298,11048,2458263,17561,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,280412,3191,22964,1762,9106,1345,13858,1371,257448,3673,48100,2625,209348,4197,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4525066,15956,637612,12202,309204,7553,328408,9759,3887454,16839,864314,11864,3023140,19603,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1432959,7544,195883,5242,95988,4246,99895,4223,1237076,8540,342833,7636,894243,10585,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1507137,8164,269533,8357,121687,5463,147846,6555,1237604,10059,279514,7807,958090,10668,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4936030,14212,564362,11250,274883,8166,289479,8257,4371668,17194,991866,13424,3379802,18522,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,402295,4265,58475,3584,31444,2731,27031,2874,343820,4986,76323,3173,267497,5430,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
