GEO_ID,B22010_001E,B22010_001M,B22010_002E,B22010_002M,B22010_003E,B22010_003M,B22010_004E,B22010_004M,B22010_005E,B22010_005M,B22010_006E,B22010_006M,B22010_007E,B22010_007M,NAME,B22010_001EA,B22010_001MA,B22010_002MA,B22010_002EA,B22010_003EA,B22010_003MA,B22010_004EA,B22010_004MA,B22010_005EA,B22010_005MA,B22010_006MA,B22010_006EA,B22010_007MA,B22010_007EA,state
0400000US45,1761393,10691,255795,8097,106850,5173,148945,6896,1505598,11114,369857,8111,1135741,12982,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,318955,3470,32558,2778,11731,1548,20827,2526,286397,4075,58993,2520,227404,4134,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2440663,12796,415861,8480,193003,5783,222858,7410,2024802,12739,509844,9116,1514958,12272,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8738664,20291,1123649,18084,477221,12986,646428,14094,7615015,22785,1670789,18834,5944226,26316,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,880025,4985,78187,3336,28420,2586,49767,3052,801838,5594,157406,4846,644432,7032,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,256922,2727,33981,2465,18194,1794,15787,1848,222941,3589,47744,2688,175197,3690,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2992732,14604,256388,7929,119365,5083,137023,5999,2736344,15711,535505,9310,2200839,16113,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2606863,9745,346450,8134,151611,5772,194839,6851,2260413,11641,467212,9532,1793201,12700,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,741940,5724,114433,5153,63477,3880,50956,4237,627507,7065,193063,5460,434444,7364,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2279532,9375,249977,6663,100803,4437,149174,5561,2029555,10096,389580,6240,1639975,11248,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,222803,3575,13874,2000,5743,1293,8131,1570,208929,3870,47691,2935,161238,3975,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1319448,9440,484807,9039,242285,5989,242522,7292,834641,8721,282900,6973,551741,9598,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
