GEO_ID,C19101_001E,C19101_001M,C19101_002E,C19101_002M,C19101_003E,C19101_003M,C19101_004E,C19101_004M,C19101_005E,C19101_005M,C19101_006E,C19101_006M,C19101_007E,C19101_007M,C19101_008E,C19101_008M,C19101_009E,C19101_009M,C19101_010E,C19101_010M,C19101_011E,C19101_011M,NAME,C19101_001MA,C19101_001EA,C19101_002MA,C19101_002EA,C19101_003EA,C19101_003MA,C19101_004EA,C19101_004MA,C19101_005MA,C19101_005EA,C19101_006MA,C19101_006EA,C19101_007EA,C19101_007MA,C19101_008EA,C19101_008MA,C19101_009EA,C19101_009MA,C19101_010EA,C19101_010MA,C19101_011MA,C19101_011EA,state
0400000US01,1227884,13886,87703,5312,53941,3959,138217,5892,137368,6066,190824,7217,238746,8714,151456,6495,144914,5224,49049,3163,35666,2911,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,170859,4484,5110,1233,4157,808,10763,1539,12602,1681,18190,1826,32339,2718,25707,2461,36500,2804,13990,2118,11501,1471,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1548428,12546,87455,5717,62036,4240,144386,6846,169027,6966,229912,7470,318376,9073,202346,7383,209250,6920,65113,3808,60527,3372,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761361,9102,48433,3628,33743,3078,94462,5020,100344,4919,124148,5025,152500,5162,90762,4274,77505,3528,22154,2364,17310,1990,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8507856,27357,397626,11733,286067,9063,751604,13283,742736,14171,1094260,17391,1499042,17372,1123935,16152,1382686,17297,615839,11229,614061,11323,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1258885,11852,54254,3802,34185,2962,93541,4648,104498,5793,165257,6236,241124,6564,189516,5954,219114,6465,82688,4090,74708,3647,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890770,9681,30380,3266,20523,2523,51093,3538,57582,4252,97394,4872,151236,5842,137004,5830,176375,5876,77052,3370,92131,4283,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,221233,4976,6856,1123,5427,1160,16571,2383,18544,2299,30810,2811,44382,2891,35271,2561,39087,2618,13784,1351,10501,1190,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101519,4051,7935,1279,4153,1022,7397,1405,7669,1255,8942,1314,13787,1735,10058,1474,14589,1554,9811,1474,17178,1453,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4556930,26451,253359,7857,175537,7135,460059,13180,514482,12087,718108,12233,920588,17128,586959,12917,558565,12194,182514,6736,186759,7173,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2385969,17984,150047,6895,96267,5447,245374,8798,253399,8631,336890,9642,464028,10678,305859,9745,317065,8689,115924,6004,101116,4420,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,303075,5409,10658,1404,7579,1494,17212,2381,20221,2158,36790,2666,56276,3252,52558,3878,61938,3426,21647,2269,18196,1590,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,401806,7285,19600,2151,16145,1953,36172,3138,48543,3006,66757,3817,95384,4265,56261,3030,41410,2949,12126,1550,9408,1548,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3133813,17339,137554,6040,90676,4838,253519,7488,278289,6975,413182,8924,607691,12190,468104,8770,511716,9539,192632,6092,180450,5766,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1656386,11547,83082,4798,53896,3837,152071,5602,185154,5730,266690,7529,361222,9576,240574,6708,214283,6353,53677,3294,45737,2528,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,793768,7580,27714,2187,22431,1954,61505,3427,76326,3649,122641,4997,189262,4787,128312,4260,113251,4520,29786,2313,22540,1610,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,721592,9016,30340,3032,20979,2081,59059,3482,67889,3687,106054,4365,162681,5501,110839,4931,107197,4553,30754,2091,25800,1798,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1126685,9960,77738,4181,54223,3177,124373,6113,129874,6000,172503,5673,224919,7304,151420,4724,127903,5495,34692,2582,29040,2200,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1129117,11989,71527,4101,56954,4340,128761,5970,120033,6199,159298,6760,210916,7282,149843,5794,146750,5756,45972,3174,39063,2963,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,345328,4830,13402,1742,11789,1627,32525,2757,35257,2492,53656,3120,80360,3545,52075,2807,43650,2524,13087,1636,9527,1130,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1431958,12327,49832,3478,24719,2760,74221,3978,96002,5847,144259,5725,249723,8771,214503,7286,295183,8979,144197,5417,139319,4621,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1590257,14005,64561,4545,44598,3695,102215,5138,106919,4626,165944,6857,275421,8153,230723,8312,315569,7779,140638,5178,143669,4769,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2508780,17418,138386,4593,95862,5062,227692,6212,252326,7980,386914,9469,528772,9357,352307,9252,337110,8550,108283,4272,81128,3757,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1353758,11075,43007,3077,35299,2566,92150,4643,108812,3978,172042,4830,287587,5682,229438,5547,237272,5349,81582,3343,66569,3257,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,746115,9375,57357,3556,45268,3768,99359,4920,86768,4850,115228,5765,142135,6073,94348,4531,71617,3627,18559,1847,15476,1643,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1524078,14162,74478,4428,54298,3671,143233,5494,160654,5554,234769,7113,330318,8405,213202,6528,204409,5822,56703,3182,52014,3394,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,255199,5113,11812,1891,7887,1473,28065,2694,27933,2467,40334,2490,53558,3418,40192,2941,30738,2314,8199,1263,6481,1087,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,468407,6176,16438,2011,14365,2054,36866,2811,44930,2781,69079,3568,108085,4742,76094,3644,68951,2995,18291,1658,15308,1775,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,639686,9203,31832,3469,20331,2614,55475,4582,68226,4551,90441,5210,133895,5430,95705,4489,93532,5093,26628,2630,23621,2443,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,344057,6102,9464,1558,6165,1250,18854,1928,25630,2577,44425,2991,68426,3978,59409,3334,66929,3275,25234,2113,19521,1709,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2185732,12750,77616,4749,52738,3811,130803,6141,142033,5093,218991,8010,361498,8346,311800,8514,441704,8185,217902,6651,230647,6370,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,501092,8213,34792,2703,20873,2445,62971,3894,53821,3225,72343,4618,94892,4477,62548,4058,63772,3865,19542,2109,15538,1617,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4632676,21902,246406,9258,161660,6366,379416,10257,396193,10103,577918,12616,821955,14032,617790,12186,764703,12475,322907,8946,343728,8691,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2441916,18415,149739,6827,106556,5770,250460,7631,273030,9046,370138,7330,499174,10626,326386,9247,284065,8282,94486,5368,87882,3984,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,171945,3437,6641,1117,4453,903,12479,1442,14505,1466,23204,1970,40462,2299,31370,2112,27153,1811,6362,968,5316,876,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2960107,17479,172011,6995,104645,5793,264211,7849,305479,8176,448069,10044,629193,10901,430646,8121,391526,7478,117015,4662,97312,3854,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,954622,8374,52315,3509,41138,3097,101831,4784,107411,4917,152817,6205,209196,5724,126019,4944,105946,3886,31503,2313,26446,2148,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,963362,9735,50415,3833,30965,3167,87748,4592,103944,5081,147500,6432,199438,6561,137078,6062,131009,5232,40798,2328,34467,2927,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3197710,17008,140562,6810,98372,5336,251454,6664,303913,7406,454949,10136,676825,11599,472762,8809,483563,9063,166896,4846,148414,4986,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,246028,5431,10152,1597,6066,1203,19603,2221,22475,3042,29884,2671,47860,3165,37414,3086,42168,2595,17038,1979,13368,1781,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1180687,11186,79444,5096,49488,3685,131502,6061,128847,5474,179605,5546,241151,7460,158539,6104,138321,5611,39355,2742,34435,2684,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,204029,4559,8290,1327,5375,1079,17021,2038,21216,1934,29152,2137,49209,2736,33569,2296,27935,2091,5942,1059,6320,924,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1644896,14706,104249,5007,73049,4523,176868,5758,186450,5694,261443,6858,339064,7495,207833,7009,184828,6201,54456,3511,56656,2914,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6091590,24172,328586,10229,256663,9404,617497,14579,636271,15388,850517,16846,1161232,16412,797382,14340,845688,13201,305057,9655,292697,8213,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,665964,7680,25577,2546,17386,1935,50351,3839,58596,4225,100541,4888,157256,4928,105524,4350,101092,4725,26526,2157,23115,1995,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,159846,3532,6073,984,4841,900,12118,1486,15469,1733,23155,1968,35177,2153,25680,2052,23089,1740,8016,1174,6228,987,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2013520,16738,70255,4229,53342,4010,141054,5819,160613,6092,243601,6340,369067,10130,286831,8460,356127,7642,165340,5739,167290,4999,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1681386,12734,70797,5267,44591,3507,124553,6324,136628,6054,213057,6785,348061,8103,266080,7383,289001,6564,103991,5316,84627,4466,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,485652,6805,29265,3077,21959,2271,56777,4293,60095,3742,80283,3799,102845,5336,64336,3849,50358,3028,10645,1364,9089,1245,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1453332,10977,58580,3902,43678,3019,115076,4995,134870,4532,206892,6449,328552,6417,239344,5409,219585,5128,58971,3031,47784,2902,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,147394,3852,4546,1055,3443,1021,10225,1594,12422,1737,18251,1941,35745,2963,25220,2055,25075,2431,7515,1489,4952,966,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,966123,10138,239275,7765,109896,4628,187267,6102,126935,4973,127501,5075,100721,3978,34566,2410,25362,2439,6982,1257,7618,1288,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
