GEO_ID,B24041_001E,B24041_001M,B24041_002E,B24041_002M,B24041_003E,B24041_003M,B24041_004E,B24041_004M,B24041_005E,B24041_005M,B24041_006E,B24041_006M,B24041_007E,B24041_007M,B24041_008E,B24041_008M,B24041_009E,B24041_009M,B24041_010E,B24041_010M,B24041_011E,B24041_011M,B24041_012E,B24041_012M,B24041_013E,B24041_013M,B24041_014E,B24041_014M,B24041_015E,B24041_015M,B24041_016E,B24041_016M,B24041_017E,B24041_017M,B24041_018E,B24041_018M,B24041_019E,B24041_019M,B24041_020E,B24041_020M,B24041_021E,B24041_021M,B24041_022E,B24041_022M,B24041_023E,B24041_023M,B24041_024E,B24041_024M,B24041_025E,B24041_025M,B24041_026E,B24041_026M,B24041_027E,B24041_027M,NAME,B24041_001MA,B24041_001EA,B24041_002EA,B24041_002MA,B24041_003MA,B24041_003EA,B24041_004EA,B24041_004MA,B24041_005MA,B24041_005EA,B24041_006MA,B24041_006EA,B24041_007MA,B24041_007EA,B24041_008MA,B24041_008EA,B24041_009MA,B24041_009EA,B24041_010EA,B24041_010MA,B24041_011MA,B24041_011EA,B24041_012EA,B24041_012MA,B24041_013MA,B24041_013EA,B24041_014MA,B24041_014EA,B24041_015EA,B24041_015MA,B24041_016EA,B24041_016MA,B24041_017MA,B24041_017EA,B24041_018EA,B24041_018MA,B24041_019MA,B24041_019EA,B24041_020EA,B24041_020MA,B24041_021EA,B24041_021MA,B24041_022MA,B24041_022EA,B24041_023MA,B24041_023EA,B24041_024EA,B24041_024MA,B24041_025EA,B24041_025MA,B24041_026EA,B24041_026MA,B24041_027EA,B24041_027MA,state
0400000US01,36897,343,40565,2653,30744,4225,51635,2032,32342,2002,38785,1555,40595,3211,28979,1469,48703,2218,44372,4682,61226,2112,42468,5588,38267,1980,40220,1241,32351,3760,42109,1442,56945,2839,100095,26094,28281,2810,38562,1296,42287,828,35056,1599,19574,1424,31419,3435,17471,1178,29529,1935,45974,1322,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,50809,895,77601,11688,57028,11545,89673,8585,60543,4645,39876,8135,41343,13029,33002,2720,53004,3025,53146,3480,52175,7770,50920,3941,51085,10006,60068,23255,43486,13884,64343,6329,71141,2644,47059,35412,41491,5187,47829,2976,55611,1723,43499,3061,28137,2813,44797,12430,26447,1647,37198,10734,60907,989,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,40419,274,44458,4180,31886,3418,60905,3451,40706,944,50970,1117,44689,3933,31444,616,45953,1921,41477,1178,65935,8850,48913,3790,45266,2514,47971,2358,38904,2638,41793,1143,56292,2064,52033,16276,29823,1793,40525,529,41187,646,39672,1411,24984,1016,30858,1049,22337,663,31080,1078,49217,1806,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,33727,939,31298,1531,27412,2869,53281,16328,34003,2628,32564,1903,36861,2233,27699,1878,44023,2995,43520,2983,45579,4966,40977,5538,33585,2473,36304,1379,30282,2639,35441,2105,47798,3661,40970,16298,26023,2333,36479,750,39073,1923,33825,2488,19476,1289,24470,3145,18580,1271,30651,1283,39045,1884,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,45791,188,26325,600,25097,606,66383,9567,44854,1814,49792,1131,42078,544,33686,1119,50029,941,44540,1426,75975,1660,62298,1614,52769,1124,57720,2349,45926,1468,55807,953,73417,1985,50415,6221,30627,487,48391,630,53737,1241,44947,889,26503,376,37820,2104,23413,630,31742,477,62479,1374,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,45063,621,48125,5259,31414,895,71415,5790,42487,2897,52071,2443,47204,1858,33000,1433,51440,969,50506,1229,58690,6595,57149,3230,50550,1176,52862,2806,45150,4421,54628,2870,66303,1525,68723,21694,32233,1350,41968,576,43110,1724,41351,879,25910,872,35503,1829,22618,1705,35527,1472,56499,1655,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,52110,346,38854,10987,32518,8772,51779,25217,51482,1137,55996,2060,58967,4718,39633,2064,59861,1734,54826,3264,76678,4466,63918,4804,70766,3125,76376,3452,46262,5802,60938,1274,70964,1594,60225,17034,37084,2778,51249,671,55202,1902,48671,2583,30802,1309,36465,1773,27039,3289,37455,2060,65437,1612,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,42973,1425,40102,15705,37406,15299,50625,58639,44663,2877,51225,2277,50342,6217,32093,3652,51295,3190,50213,7775,61742,8276,50196,13488,47840,2928,50240,2457,35910,3291,59453,5940,72131,6565,52997,26446,32193,4800,43145,2775,49158,3175,40433,2504,27086,2105,28471,3932,26333,3436,33940,4399,45616,3692,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,59599,3084,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,41003,3229,60519,20176,53781,22256,31809,3045,46252,5993,46073,5272,51436,25940,69597,7454,60307,11918,74139,20530,45290,4841,72384,6537,81106,3817,250001,-333333333,31303,921,51561,1712,55057,3327,47356,4582,31492,1553,51600,2049,27583,4445,54071,6952,77378,4450,District of Columbia,null,null,-,**,**,-,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"250,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,36745,193,22448,3150,20673,2035,52154,10691,36129,735,40977,673,41181,836,30033,580,42184,679,41001,592,51918,1457,44248,2310,41663,450,45028,1216,35903,976,41111,450,54465,1795,58877,8308,29172,1077,38585,708,41285,436,35942,525,24833,665,30716,899,22128,353,27402,928,46360,605,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
