GEO_ID,B14007H_001E,B14007H_001M,B14007H_002E,B14007H_002M,B14007H_003E,B14007H_003M,B14007H_004E,B14007H_004M,B14007H_005E,B14007H_005M,B14007H_006E,B14007H_006M,B14007H_007E,B14007H_007M,B14007H_008E,B14007H_008M,B14007H_009E,B14007H_009M,B14007H_010E,B14007H_010M,B14007H_011E,B14007H_011M,B14007H_012E,B14007H_012M,B14007H_013E,B14007H_013M,B14007H_014E,B14007H_014M,B14007H_015E,B14007H_015M,B14007H_016E,B14007H_016M,B14007H_017E,B14007H_017M,B14007H_018E,B14007H_018M,B14007H_019E,B14007H_019M,NAME,B14007H_001MA,B14007H_001EA,B14007H_002EA,B14007H_002MA,B14007H_003MA,B14007H_003EA,B14007H_004EA,B14007H_004MA,B14007H_005EA,B14007H_005MA,B14007H_006EA,B14007H_006MA,B14007H_007EA,B14007H_007MA,B14007H_008MA,B14007H_008EA,B14007H_009EA,B14007H_009MA,B14007H_010EA,B14007H_010MA,B14007H_011MA,B14007H_011EA,B14007H_012EA,B14007H_012MA,B14007H_013MA,B14007H_013EA,B14007H_014EA,B14007H_014MA,B14007H_015EA,B14007H_015MA,B14007H_016EA,B14007H_016MA,B14007H_017MA,B14007H_017EA,B14007H_018MA,B14007H_018EA,B14007H_019EA,B14007H_019MA,state
0400000US01,3106108,3404,746828,8974,40618,3158,39953,3358,35399,3061,35780,2897,37561,3289,37341,2975,39287,3239,40348,2851,43526,3552,37199,2897,39349,2409,40645,2537,35520,2188,36829,2756,176767,7192,30706,2978,2359280,9187,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,441029,1591,108648,4047,5198,1015,5013,1263,5340,1143,4504,973,5425,1344,5875,1005,4587,1088,4736,1151,5366,1257,5762,1366,6652,1212,5075,1033,5093,1034,7052,1330,24792,2944,8178,1540,332381,3823,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3602216,3688,823967,10867,45080,3799,35976,3489,34158,3322,38420,3632,36352,3802,38763,2961,39306,3074,35099,3079,37854,3236,38666,3033,40837,3210,40191,3257,39217,2988,40094,3377,232549,8398,51405,4751,2778249,10880,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2103288,2982,506780,7302,33327,2998,25831,2096,24818,2204,25340,2377,25494,2464,24806,2408,28381,2808,28526,2518,26413,2258,23448,2027,28915,2276,25716,1948,23118,2129,25933,2505,118458,5577,18256,2486,1596508,7161,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14580927,10246,3336602,19256,190516,5640,143211,6243,130751,6169,127255,6089,136144,5241,140850,6398,141455,6040,140678,5836,145745,4962,145478,6409,153636,6590,162892,5264,166375,5467,171952,6169,992444,15703,247220,8216,11244325,18445,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3417859,4301,849987,9596,56615,3714,38958,2673,37929,3119,43038,3193,40743,2843,39598,2892,40336,2951,41313,2808,36001,2662,37166,3149,39190,3089,40362,2619,39798,2699,41253,2833,214765,7683,62922,4404,2567872,8665,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2477825,4243,606322,5888,36865,2341,25181,2341,26895,2465,26849,2273,30032,2707,25949,2287,32936,2642,29383,2320,27308,2451,30367,2495,31753,2601,33277,2192,35060,2133,33245,2490,137003,5536,44219,4293,1871503,6379,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,570630,1202,131364,3392,7618,1203,6363,1124,4375,1036,5586,881,6591,1095,6753,1182,5294,1012,6544,1334,6823,1407,5370,1097,7714,1360,7806,1098,6710,1062,5925,1238,34081,2767,7811,1451,439266,3539,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,204733,624,49503,2123,2444,525,1318,485,654,309,1039,384,581,304,811,354,472,276,1051,321,440,253,1009,410,345,245,419,212,583,222,531,309,22668,2038,15138,1563,155230,2090,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10615450,11452,2195689,15328,137548,5751,98965,5412,98853,4435,93088,5978,101252,5105,95677,4655,106588,4803,105869,5289,110109,6005,117167,5514,108278,5057,105976,4650,112172,4922,111799,5459,579002,12715,113346,5859,8419761,16902,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
