GEO_ID,B18105_001E,B18105_001M,B18105_002E,B18105_002M,B18105_003E,B18105_003M,B18105_004E,B18105_004M,B18105_005E,B18105_005M,B18105_006E,B18105_006M,B18105_007E,B18105_007M,B18105_008E,B18105_008M,B18105_009E,B18105_009M,B18105_010E,B18105_010M,B18105_011E,B18105_011M,B18105_012E,B18105_012M,B18105_013E,B18105_013M,B18105_014E,B18105_014M,B18105_015E,B18105_015M,B18105_016E,B18105_016M,B18105_017E,B18105_017M,B18105_018E,B18105_018M,B18105_019E,B18105_019M,B18105_020E,B18105_020M,B18105_021E,B18105_021M,B18105_022E,B18105_022M,B18105_023E,B18105_023M,B18105_024E,B18105_024M,B18105_025E,B18105_025M,B18105_026E,B18105_026M,B18105_027E,B18105_027M,B18105_028E,B18105_028M,B18105_029E,B18105_029M,B18105_030E,B18105_030M,B18105_031E,B18105_031M,B18105_032E,B18105_032M,B18105_033E,B18105_033M,NAME,B18105_001EA,B18105_001MA,B18105_002MA,B18105_002EA,B18105_003MA,B18105_003EA,B18105_004EA,B18105_004MA,B18105_005MA,B18105_005EA,B18105_006EA,B18105_006MA,B18105_007EA,B18105_007MA,B18105_008EA,B18105_008MA,B18105_009EA,B18105_009MA,B18105_010EA,B18105_010MA,B18105_011EA,B18105_011MA,B18105_012MA,B18105_012EA,B18105_013MA,B18105_013EA,B18105_014EA,B18105_014MA,B18105_015EA,B18105_015MA,B18105_016MA,B18105_016EA,B18105_017EA,B18105_017MA,B18105_018EA,B18105_018MA,B18105_019EA,B18105_019MA,B18105_020MA,B18105_020EA,B18105_021EA,B18105_021MA,B18105_022EA,B18105_022MA,B18105_023MA,B18105_023EA,B18105_024EA,B18105_024MA,B18105_025EA,B18105_025MA,B18105_026MA,B18105_026EA,B18105_027EA,B18105_027MA,B18105_028MA,B18105_028EA,B18105_029EA,B18105_029MA,B18105_030EA,B18105_030MA,B18105_031MA,B18105_031EA,B18105_032EA,B18105_032MA,B18105_033MA,B18105_033EA,state
0400000US01,4394700,3481,2105991,5001,422118,3924,4093,1246,418025,3946,513003,4467,10749,1823,502254,4404,898693,4502,93241,4535,805452,6021,167773,1670,30503,2340,137270,2494,104404,1650,35633,2327,68771,2531,2288709,5421,403451,3461,2625,757,400826,3494,547962,3635,9982,1782,537980,4040,971878,3720,125309,6369,846569,7561,198107,1475,48445,3101,149662,3397,167311,1992,77144,3588,90167,3917,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,635667,2386,323714,2526,70661,1884,705,397,69956,1903,79895,1945,1227,412,78668,1914,148156,1728,9150,1501,139006,2094,17286,721,1933,521,15353,846,7716,531,2144,616,5572,737,311953,1715,63741,1363,354,296,63387,1390,81524,1301,1414,609,80110,1401,139860,1332,11061,1840,128799,1941,16632,733,3904,888,12728,1018,10196,716,3840,827,6356,924,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5854753,2538,2870881,4183,600845,2333,3588,927,597257,2507,721817,3650,10181,2099,711636,4110,1147687,3224,73657,4242,1074030,5189,236711,1478,26067,2409,210644,2474,163821,1344,41149,2801,122672,3080,2983872,3385,573665,1928,4119,1302,569546,2383,720781,2636,9220,1891,711561,3242,1214398,2779,97976,5018,1116422,5686,262884,1449,39536,2955,223348,3173,212144,1791,74920,4064,137224,3951,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2673300,3226,1294532,6437,259066,3392,1366,472,257700,3396,317187,4945,5009,1245,312178,5051,538593,4147,58950,3964,479643,5366,110609,1659,22473,2178,88136,2221,69077,1312,21872,1478,47205,1818,1378768,6312,255997,3199,1988,683,254009,3270,323868,3746,6482,1266,317386,3813,573785,4220,73698,3394,500087,4563,122305,1789,27744,2483,94561,2721,102813,1833,43367,2428,59446,3034,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34286823,4972,16859429,9687,3456150,4311,22415,2305,3433735,4813,4554174,7702,55499,4540,4498675,9104,7023794,8140,351212,8957,6672582,12870,1048445,2855,134746,5154,913699,5380,776866,2601,219089,5972,557777,6249,17427394,7759,3303795,3153,16661,1733,3287134,3492,4469334,4521,48615,3684,4420719,6053,7302605,5031,442175,9586,6860430,10932,1221552,2250,211418,7051,1010134,6577,1130108,5102,439968,9500,690140,10536,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4614596,2772,2285466,6051,453065,2579,2102,799,450963,2595,594271,3988,6915,1589,587356,4293,998530,3695,46095,2825,952435,4837,146421,1406,14381,1936,132040,2394,93179,1394,23383,1775,69796,1860,2329130,5504,430866,2337,2624,920,428242,2409,582388,3593,6256,1142,576132,3627,1019341,2887,61135,4202,958206,5122,161686,1503,24590,1818,137096,2106,134849,1680,48522,2445,86327,2848,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3318228,1408,1602229,2165,314257,1178,1854,631,312403,1365,360831,2110,3477,1006,357354,2295,719819,2263,34767,3247,685052,3899,118138,1194,10347,1510,107791,1958,89184,946,21889,1616,67295,1827,1715999,2006,299068,1012,1849,769,297219,1238,369301,1721,3618,1229,365683,1779,770127,1659,46687,3306,723440,3432,137034,1007,19400,2223,117634,2361,140469,1476,44388,2850,96081,2890,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,829137,989,397480,1681,76758,1024,304,208,76454,1033,96343,1536,2398,855,93945,1575,168907,1223,12451,2009,156456,2138,33638,645,4540,869,29098,945,21834,430,4975,762,16859,969,431657,1388,73193,756,399,290,72794,814,101165,768,1018,477,100147,890,187354,1031,14459,1540,172895,1989,38261,534,5347,914,32914,987,31684,603,10019,1036,21665,1132,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,561421,460,261584,1129,34433,718,348,455,34085,909,95396,613,1426,831,93970,1191,105019,869,5501,1198,99518,1446,16043,328,2681,701,13362,747,10693,299,2084,541,8609,582,299837,1127,33696,559,922,591,32774,753,113623,207,833,433,112790,501,112137,726,7860,1298,104277,1572,20849,634,3654,710,17195,965,19532,939,7741,1121,11791,1121,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17466095,5392,8436758,7924,1497673,4861,8649,1883,1489024,5216,1940072,6870,29830,3869,1910242,8083,3563114,6129,248041,7241,3315073,9873,803499,3244,101554,4833,701945,5534,632400,2822,165127,5469,467273,5945,9029337,6385,1424588,4904,9303,1725,1415285,5383,1973031,5701,25417,3306,1947614,5722,3859062,5297,292729,9651,3566333,10642,920438,2950,143658,5204,776780,6100,852218,3159,302513,7096,549705,7692,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
