GEO_ID,C19037A_001E,C19037A_001M,C19037A_002E,C19037A_002M,C19037A_003E,C19037A_003M,C19037A_004E,C19037A_004M,C19037A_005E,C19037A_005M,C19037A_006E,C19037A_006M,C19037A_007E,C19037A_007M,C19037A_008E,C19037A_008M,C19037A_009E,C19037A_009M,C19037A_010E,C19037A_010M,C19037A_011E,C19037A_011M,C19037A_012E,C19037A_012M,C19037A_013E,C19037A_013M,C19037A_014E,C19037A_014M,C19037A_015E,C19037A_015M,C19037A_016E,C19037A_016M,C19037A_017E,C19037A_017M,C19037A_018E,C19037A_018M,C19037A_019E,C19037A_019M,C19037A_020E,C19037A_020M,C19037A_021E,C19037A_021M,C19037A_022E,C19037A_022M,C19037A_023E,C19037A_023M,C19037A_024E,C19037A_024M,C19037A_025E,C19037A_025M,C19037A_026E,C19037A_026M,C19037A_027E,C19037A_027M,C19037A_028E,C19037A_028M,C19037A_029E,C19037A_029M,C19037A_030E,C19037A_030M,C19037A_031E,C19037A_031M,C19037A_032E,C19037A_032M,C19037A_033E,C19037A_033M,C19037A_034E,C19037A_034M,C19037A_035E,C19037A_035M,C19037A_036E,C19037A_036M,C19037A_037E,C19037A_037M,C19037A_038E,C19037A_038M,C19037A_039E,C19037A_039M,C19037A_040E,C19037A_040M,C19037A_041E,C19037A_041M,C19037A_042E,C19037A_042M,C19037A_043E,C19037A_043M,C19037A_044E,C19037A_044M,C19037A_045E,C19037A_045M,NAME,C19037A_001MA,C19037A_001EA,C19037A_002MA,C19037A_002EA,C19037A_003EA,C19037A_003MA,C19037A_004EA,C19037A_004MA,C19037A_005MA,C19037A_005EA,C19037A_006EA,C19037A_006MA,C19037A_007EA,C19037A_007MA,C19037A_008EA,C19037A_008MA,C19037A_009EA,C19037A_009MA,C19037A_010MA,C19037A_010EA,C19037A_011MA,C19037A_011EA,C19037A_012EA,C19037A_012MA,C19037A_013MA,C19037A_013EA,C19037A_014EA,C19037A_014MA,C19037A_015EA,C19037A_015MA,C19037A_016MA,C19037A_016EA,C19037A_017MA,C19037A_017EA,C19037A_018EA,C19037A_018MA,C19037A_019MA,C19037A_019EA,C19037A_020EA,C19037A_020MA,C19037A_021EA,C19037A_021MA,C19037A_022MA,C19037A_022EA,C19037A_023EA,C19037A_023MA,C19037A_024EA,C19037A_024MA,C19037A_025EA,C19037A_025MA,C19037A_026MA,C19037A_026EA,C19037A_027EA,C19037A_027MA,C19037A_028EA,C19037A_028MA,C19037A_029EA,C19037A_029MA,C19037A_030EA,C19037A_030MA,C19037A_031MA,C19037A_031EA,C19037A_032MA,C19037A_032EA,C19037A_033EA,C19037A_033MA,C19037A_034MA,C19037A_034EA,C19037A_035EA,C19037A_035MA,C19037A_036MA,C19037A_036EA,C19037A_037MA,C19037A_037EA,C19037A_038EA,C19037A_038MA,C19037A_039EA,C19037A_039MA,C19037A_040EA,C19037A_040MA,C19037A_041EA,C19037A_041MA,C19037A_042EA,C19037A_042MA,C19037A_043MA,C19037A_043EA,C19037A_044MA,C19037A_044EA,C19037A_045EA,C19037A_045MA,state
0400000US01,1311821,8656,55483,3544,12494,2133,6103,1475,10374,1698,10574,1695,7986,1484,5206,1231,2278,955,406,367,62,76,0,273,396939,6445,29187,3434,18630,2227,34349,3258,40374,3066,63949,3935,85999,4596,56563,3216,48186,2794,13001,1439,6701,1304,520637,4696,39217,3246,24815,2260,48169,3455,46791,4266,72973,4318,99128,5168,63905,4004,74216,3537,28613,2565,22810,2239,338762,4256,24324,2226,35631,2390,67274,3437,52875,2708,56915,3664,50304,3119,22340,2153,17846,1502,6309,1001,4944,1030,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,191655,2636,9391,1272,583,376,588,392,954,532,2219,756,1690,651,2068,752,639,413,596,346,54,95,0,246,68622,2148,2222,793,1653,658,2619,799,4517,1200,8699,1509,15912,2175,11332,1797,14467,1791,4703,1201,2498,829,88319,2073,3151,861,3176,950,4825,926,5427,947,8229,1473,13968,1863,12827,1580,19998,2182,9047,1470,7671,1091,25323,1342,609,379,1784,598,3947,1068,3277,868,3626,783,4700,949,2629,719,3567,982,476,271,708,340,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1963161,11524,91488,4841,17559,2143,7708,1708,16611,2627,16199,2296,13637,2194,14623,2164,3855,1343,1296,668,0,305,0,305,632679,8393,45425,3909,25851,2976,59995,4812,68429,4185,102736,5084,128207,5705,86462,5141,78695,4132,20377,2595,16502,1693,747019,7794,50528,4097,33756,3081,60591,3832,68047,4607,102518,5438,143651,5732,96681,5233,114253,5395,39123,2820,37871,2978,491975,5935,27207,2651,41428,2870,82459,4170,75472,3880,88579,4516,85142,4175,40830,2951,32829,2091,9374,1363,8655,1057,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,905918,6959,44337,3614,8893,1508,4263,1182,11281,1851,8296,1734,7193,1529,3620,962,511,293,280,301,0,273,0,273,278991,5287,19938,2348,14200,2253,30206,3116,33955,3157,45013,3345,59864,3874,35115,2786,28924,2573,6934,1415,4842,1210,348003,4040,25983,2468,18900,1836,36541,2927,40685,3039,54593,3158,68593,3428,40638,2757,39448,2896,12714,1539,9908,1625,234587,3767,19714,1890,26856,2288,47787,2875,39401,3006,37549,2566,33015,2142,14420,1507,9650,1063,3008,761,3187,825,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8422400,21278,281091,6762,43818,3284,22642,2998,45997,3397,38802,3616,47746,4063,46258,3166,19663,2604,11911,1754,3496,922,758,465,2766146,17178,131470,6128,94275,6197,229062,7692,239152,9285,369721,9920,531591,12157,387103,10568,444607,10254,176030,6034,163135,5976,3441188,17844,159824,6752,132002,5473,253878,8159,249829,8716,377537,9358,580526,10590,462582,10293,609729,11347,290188,7292,325093,7132,1933975,13676,105388,5562,167904,5782,304228,8999,241392,6944,287890,7826,306283,7619,189510,5579,182777,6227,67610,3190,80993,3505,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1702454,10472,93374,4449,17589,2433,9228,1600,15771,2471,15038,2375,16309,2377,12305,2036,4548,1132,2364,717,120,151,102,123,600643,7413,28614,2956,17131,2520,45896,3969,57665,3826,86640,4737,128341,5164,91415,4286,95657,4182,27655,2673,21629,2071,687492,6167,37396,2639,25202,1991,49872,3352,50153,3713,79485,4510,123342,5384,100596,4539,122937,5033,50168,3295,48341,3005,320945,4088,21594,2252,29705,2085,52486,3107,44136,2730,49310,2739,55017,3235,27817,2225,23561,2336,9083,1313,8236,1258,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1117760,7836,27003,2185,3802,1060,2548,889,3903,1085,3746,1125,4782,1166,4622,1143,1902,890,1119,631,331,358,248,246,318735,6160,11723,1799,7065,1540,14857,2154,18093,2025,37842,3195,62825,3887,54341,3055,61477,3248,23385,2272,27127,2234,488510,4078,20351,2174,11855,1839,21475,2292,25717,2370,48648,3909,78921,4314,72373,4096,101824,4991,49439,2744,57907,3248,283512,3387,15682,1868,21572,2221,49586,2943,37895,2772,41824,2738,45679,2862,25920,1918,24864,1938,9409,1232,11081,1302,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,244876,3857,8100,1497,1473,638,570,432,1472,792,863,554,1297,604,1301,566,582,430,542,478,0,265,0,265,68669,2825,2158,759,1226,431,4631,1121,5176,1420,9569,1635,15638,2025,11144,1639,13233,1935,3144,801,2750,744,102944,2506,4688,1050,2452,727,5476,1171,8496,1407,10227,1282,21479,1912,15611,1743,19720,1793,8482,1213,6313,1038,65163,1919,3422,742,5305,996,9669,1289,8228,1186,12253,1177,12158,1530,6209,1044,5342,984,1384,547,1193,402,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,111490,3335,7793,1259,1951,820,262,200,490,251,836,397,1310,554,1160,473,595,351,939,444,208,162,42,72,58224,2785,2142,760,1125,643,2330,853,2757,857,3159,912,9765,1502,9805,1642,11135,1496,7547,1210,8459,1167,29718,1660,1204,555,214,168,1154,636,646,348,2144,640,3533,938,2230,646,5314,1111,3641,791,9638,1170,15755,838,496,283,733,564,1056,444,877,350,2007,621,2477,572,1373,537,2205,696,1488,496,3043,581,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5712179,20245,166303,7020,34637,3353,13721,1947,33485,3281,25518,2681,28372,2866,20324,2735,5909,1425,3888,975,206,177,243,287,1545521,14789,97593,5574,56812,4601,147810,8080,164664,7503,257145,10167,336745,10640,208584,8058,182341,7530,52101,3877,41726,3368,2245604,13528,158538,5914,106382,5478,204715,6850,221242,6029,316103,8695,433180,10383,284227,7884,301263,9612,107094,5724,112860,5067,1754751,13075,128703,5687,161824,6310,304497,9238,261719,7397,293450,7380,277315,7748,138121,5316,107642,4831,34683,2845,46797,3378,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
