GEO_ID,C17020H_001E,C17020H_001M,C17020H_002E,C17020H_002M,C17020H_003E,C17020H_003M,C17020H_004E,C17020H_004M,C17020H_005E,C17020H_005M,C17020H_006E,C17020H_006M,C17020H_007E,C17020H_007M,C17020H_008E,C17020H_008M,C17020H_009E,C17020H_009M,NAME,C17020H_001MA,C17020H_001EA,C17020H_002MA,C17020H_002EA,C17020H_003MA,C17020H_003EA,C17020H_004EA,C17020H_004MA,C17020H_005EA,C17020H_005MA,C17020H_006MA,C17020H_006EA,C17020H_007MA,C17020H_007EA,C17020H_008EA,C17020H_008MA,C17020H_009MA,C17020H_009EA,state
0400000US01,3143931,4295,412021,17173,115041,8664,256414,10400,40566,3296,2731910,17367,549739,8692,1709519,11225,472652,3211,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,447762,1285,31176,4170,8661,2001,20515,2633,2000,992,416586,4589,88465,2280,290755,2808,37366,1073,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3638511,4365,406995,17658,94304,8561,273170,10789,39521,3433,3231516,17457,573974,9080,1973670,10701,683872,3773,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2120165,4148,304692,11732,90219,6294,182507,7149,31966,2579,1815473,12009,367025,6115,1121166,7318,327282,3272,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14651142,9970,1410920,29179,247764,12216,983209,20201,179947,7861,13240222,30280,2256031,13821,8583839,20889,2400352,8680,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3465807,4024,323115,13898,65975,6601,227252,9481,29888,2588,3142692,14387,639785,6589,2079140,10193,423767,2549,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2469867,5103,146727,9888,25903,3971,99320,6712,21504,2523,2323140,10609,465794,4334,1455229,7308,402117,2680,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,574976,1572,45286,4782,10619,2229,27865,3202,6802,1411,529690,4858,97163,2203,335379,3292,97148,1362,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,192065,1411,16327,1909,60,102,15526,1835,741,400,175738,2145,17323,282,138363,2002,20052,480,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10675274,13324,1223852,23019,258167,11805,798483,14991,167202,7745,9451422,27077,1531557,12384,5613526,17558,2306339,9050,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5299018,6828,592696,17803,156340,9177,382532,12801,53824,4138,4706322,18858,997810,10043,3007986,12858,700526,4227,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,296514,1612,34540,3588,4449,1488,26790,3131,3301,898,261974,3598,33960,1781,183930,3165,44084,916,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1297823,1554,175000,9895,48989,4739,112777,6585,13234,2222,1122823,10249,276665,5141,677695,6763,168463,2192,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7993173,5356,692456,17836,164417,8558,448873,10708,79166,4271,7300717,18905,1470708,9066,4676564,11503,1153445,5067,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5141882,4548,639396,20009,192302,11112,400600,12443,46494,2691,4502486,20778,974758,11590,2835555,12614,692173,3335,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2618005,3573,274264,10119,70715,5111,176222,7017,27327,2113,2343741,11166,508882,6002,1445250,7061,389609,2288,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2173356,3257,227387,11244,61488,5857,144584,7057,21315,2125,1945969,11585,429223,6302,1209567,6940,307179,2683,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3660423,5376,621513,18062,184663,9280,381616,10414,55234,3619,3038910,18982,627900,8938,1945862,11591,465148,3704,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2678996,3725,306831,11358,77942,6177,195558,7797,33331,2514,2372165,11228,499320,5830,1509549,8194,363296,2722,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1223358,1456,147330,7217,38836,3797,89694,4379,18800,1732,1076028,7433,203335,3913,691375,4541,181318,1842,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3094191,5504,196951,11754,40887,4984,124869,7778,31195,2415,2897240,12345,579552,5445,1858280,7941,459408,3070,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4841263,6787,370875,13964,68014,6212,249259,9103,53602,4000,4470388,15574,880342,6964,2871286,10042,718760,4113,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7410353,5026,946254,23641,258057,10976,609160,14811,79037,4106,6464099,24074,1318617,11983,4077488,14562,1067994,4582,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4318546,2674,362636,10464,80952,5355,234976,7713,46708,2944,3955910,10774,851650,5472,2526883,8094,577377,3251,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1679572,4186,229229,15005,66625,7593,141376,8387,21228,1992,1450343,15759,301725,8127,896493,8764,252125,2345,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4724876,5508,593549,16986,168103,8255,367980,11242,57466,3517,4131327,17557,872709,8833,2595087,12121,663531,3965,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,848046,2354,111798,8108,30208,3790,72234,5435,9356,1360,736248,7904,145881,3847,464154,5209,126213,1363,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1462869,2423,139195,7751,36666,4173,87031,4912,15498,1390,1323674,7962,291270,4167,824716,4812,207688,1914,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1440666,2074,145987,10323,28606,4337,100708,7129,16673,2036,1294679,10908,228813,4306,836800,7515,229066,2106,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1176571,2266,89704,7026,21849,3380,57721,4787,10134,1837,1086867,7200,225106,3598,704679,4982,157082,1963,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5124935,6066,295484,12967,72767,6882,175085,8305,47632,4076,4829451,13579,980973,7059,3010963,8891,837515,4759,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,821457,2063,89078,6633,18628,2700,60007,4412,10443,2067,732379,7153,114722,2907,464939,4784,152718,2269,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10988992,7669,1042885,24629,265259,12242,636337,13393,141289,6433,9946107,25108,1904411,12332,6343356,14272,1698340,6166,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6086981,7501,719769,20261,173266,8789,470769,12900,75734,4209,5367212,20426,1068274,9036,3403806,13580,895132,5238,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,580282,934,60913,4499,13610,2426,36660,2820,10643,1271,519369,4526,107249,2509,333912,2959,78208,1269,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9128156,8172,1144398,28847,346512,13966,704396,17824,93490,5240,7983758,28988,1642783,14705,5042265,17517,1298710,7204,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2509692,3449,322420,10237,91034,6445,197590,6092,33796,2934,2187272,10945,420625,6485,1382312,6470,384335,3225,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
