GEO_ID,C17020H_001E,C17020H_001M,C17020H_002E,C17020H_002M,C17020H_003E,C17020H_003M,C17020H_004E,C17020H_004M,C17020H_005E,C17020H_005M,C17020H_006E,C17020H_006M,C17020H_007E,C17020H_007M,C17020H_008E,C17020H_008M,C17020H_009E,C17020H_009M,NAME,C17020H_001MA,C17020H_001EA,C17020H_002MA,C17020H_002EA,C17020H_003MA,C17020H_003EA,C17020H_004EA,C17020H_004MA,C17020H_005EA,C17020H_005MA,C17020H_006MA,C17020H_006EA,C17020H_007MA,C17020H_007EA,C17020H_008EA,C17020H_008MA,C17020H_009MA,C17020H_009EA,state
0400000US41,2956544,3937,387946,14680,92292,7307,259425,9342,36229,3270,2568598,15471,471620,7534,1645713,9876,451265,3428,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9808880,7585,967893,22406,245577,10999,605929,14223,116387,5213,8840987,22829,1706300,11013,5552922,15272,1581765,5987,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,773566,2747,72570,6442,14065,2811,50125,4737,8380,1461,700996,6045,127665,2737,449845,4513,123486,1662,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2895144,4486,343532,14093,86197,6693,225794,8544,31541,3136,2551612,15342,502599,7066,1600536,9431,448477,3261,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,669926,1732,69217,5786,16149,2981,42184,3851,10884,1241,600709,5947,134647,3069,370899,3886,95163,1415,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4697635,5737,667305,21508,193110,11427,410789,12532,63406,4616,4030330,21585,800880,11197,2562745,13243,666705,5039,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11147574,9237,1034109,27081,243805,14158,685026,16140,105278,5641,10113465,28428,2044316,15662,6463282,18182,1605867,6713,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2195404,1979,219568,12230,70910,7104,137114,7531,11544,2098,1975836,12394,581740,7150,1177833,7639,216263,2246,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,567507,1403,69265,4999,18443,2483,45009,3622,5813,979,498242,5172,96159,2675,321941,3606,80142,971,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5054213,6771,429776,16106,99797,7754,282797,10641,47182,3318,4624437,18166,939052,8286,2977990,12618,707395,4053,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4806075,4279,490095,17940,112106,8631,336990,11712,40999,3463,4315980,18042,837389,8344,2804607,11838,673984,3834,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1684754,2390,292147,12851,82369,6371,182988,8144,26790,1973,1392607,13107,257602,6358,882628,8339,252377,2269,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4624503,2864,454373,15331,118098,8593,289286,8803,46989,3228,4170130,15689,849835,8847,2660092,9356,660203,3283,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,473915,798,46094,5777,12149,2974,29737,3746,4208,1078,427821,5830,93423,2960,275136,3684,59262,1177,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,28795,2844,12048,1945,3825,1262,7509,1228,714,481,16747,1971,2736,865,10894,1483,3117,705,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
