GEO_ID,B20017I_001E,B20017I_001M,B20017I_002E,B20017I_002M,B20017I_003E,B20017I_003M,B20017I_004E,B20017I_004M,B20017I_005E,B20017I_005M,B20017I_006E,B20017I_006M,B20017I_007E,B20017I_007M,NAME,B20017I_001MA,B20017I_001EA,B20017I_002EA,B20017I_002MA,B20017I_003MA,B20017I_003EA,B20017I_004MA,B20017I_004EA,B20017I_005EA,B20017I_005MA,B20017I_006MA,B20017I_006EA,B20017I_007EA,B20017I_007MA,state
0400000US01,16548,692,17480,1022,20412,1000,10898,1193,14675,2676,20122,2233,6976,1535,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,29217,4413,31852,4216,38576,7046,20147,4257,22134,3430,33537,7451,11026,1496,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,21515,306,23939,944,31646,563,10043,555,19430,752,27323,712,9311,627,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,18382,1148,19835,1580,24783,2393,12139,1288,16814,803,20338,1303,9320,2334,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,20959,147,23009,321,31479,224,11758,165,17798,303,28261,691,9771,196,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,21146,485,24211,1054,32590,1895,10519,550,17379,679,28301,1533,8978,546,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,21437,572,22900,2482,34089,2376,10760,1002,19244,1167,31341,1246,9061,1090,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,21202,861,22204,1717,31150,3257,14489,2262,19543,2170,22446,3619,10338,1371,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,30706,1759,31188,2320,34940,6224,17068,9656,30099,4192,42228,19141,13624,2928,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,21487,244,22517,621,30644,364,11332,283,20132,320,27486,645,10057,320,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,17420,566,18940,754,23369,1479,11189,609,14684,1010,23837,1476,7459,737,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,26045,1919,30639,2994,39168,4712,12271,4331,21727,1775,35359,2675,9886,2062,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,17798,1634,21042,1234,28955,3537,9106,1679,13586,2082,25466,1774,6754,882,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,21571,261,23596,953,31311,526,12465,568,19096,652,27220,773,9609,490,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,20540,644,21578,895,30920,1234,10457,614,18368,1786,25194,1075,7781,1285,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,20794,1061,21465,1555,30038,2923,9199,1148,19700,2996,26485,1154,9324,2066,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,19989,991,22246,1125,29369,1788,11364,1173,16031,1044,24321,2553,7869,1104,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
