GEO_ID,C15002I_001E,C15002I_001M,C15002I_002E,C15002I_002M,C15002I_003E,C15002I_003M,C15002I_004E,C15002I_004M,C15002I_005E,C15002I_005M,C15002I_006E,C15002I_006M,C15002I_007E,C15002I_007M,C15002I_008E,C15002I_008M,C15002I_009E,C15002I_009M,C15002I_010E,C15002I_010M,C15002I_011E,C15002I_011M,NAME,C15002I_001MA,C15002I_001EA,C15002I_002EA,C15002I_002MA,C15002I_003MA,C15002I_003EA,C15002I_004EA,C15002I_004MA,C15002I_005MA,C15002I_005EA,C15002I_006MA,C15002I_006EA,C15002I_007EA,C15002I_007MA,C15002I_008EA,C15002I_008MA,C15002I_009MA,C15002I_009EA,C15002I_010MA,C15002I_010EA,C15002I_011MA,C15002I_011EA,state
0400000US01,88940,2788,50204,2365,27301,2542,11787,1773,6545,1315,4571,1180,38736,1959,17642,2606,7140,1423,8842,1787,5112,1309,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,19665,1464,10585,1404,3333,894,1349,637,4117,1026,1786,681,9080,662,1632,698,2041,651,3407,1012,2000,660,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,966077,1619,476196,1184,173110,6980,137984,5533,120283,5563,44819,3474,489881,1233,169125,6767,131453,5355,134889,5101,54414,4683,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,85167,2495,45761,2047,23108,1928,11876,2235,5595,1465,5182,1095,39406,2017,21204,1832,8019,1637,7178,1673,3005,877,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7540267,2054,3751867,1973,1648508,22343,924747,15427,812875,13082,365737,9375,3788400,1912,1548446,16565,889538,14200,921125,15782,429291,10843,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,548619,2249,277738,2095,101269,5012,81600,4871,65123,3921,29746,2574,270881,2084,90819,4478,75922,4022,68116,4256,36024,3291,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,260280,902,126283,965,46389,3471,41527,3415,21228,2698,17139,2231,133997,792,40191,2952,40690,2674,33948,2613,19168,2370,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36207,600,18315,336,7540,1351,4461,1107,4290,1198,2024,656,17892,582,6442,1186,4755,1022,3473,879,3222,935,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,34864,-555555555,18067,-555555555,7476,1404,3055,1299,1742,758,5794,1197,16797,-555555555,6129,1320,1581,678,3150,1089,5937,1183,District of Columbia,*****,null,null,*****,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,11
0400000US12,2677432,3366,1287775,2992,366649,9701,373135,8258,297995,8931,249996,8428,1389657,2379,336296,9901,381558,9607,372609,10337,299194,8409,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,432953,3531,236101,3887,112493,5366,62405,4561,34648,3294,26555,3234,196852,2774,75832,4174,52212,4021,38079,3602,30729,2871,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,59959,573,30122,424,4962,1140,11198,1820,9992,1239,3970,900,29837,446,4367,1013,10001,1447,9534,1477,5935,1169,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,81400,2050,42584,1797,20838,2087,10212,1705,9155,1452,2379,722,38816,1308,16874,1763,9218,1350,9382,1621,3342,866,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1068695,2289,549852,2096,226784,7460,163808,6871,101159,4705,58101,3973,518843,2098,193900,5391,141379,5544,111073,4821,72491,4712,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,189684,2849,100566,2269,39606,3333,31171,2738,18948,2583,10841,1760,89118,1660,32014,2583,24532,2342,19211,2245,13361,1742,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,68550,2459,35660,1712,17420,1590,9503,1475,6342,1294,2395,745,32890,1444,14630,1304,7125,1252,7016,1295,4119,971,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
