GEO_ID,C17001B_001E,C17001B_001M,C17001B_002E,C17001B_002M,C17001B_003E,C17001B_003M,C17001B_004E,C17001B_004M,C17001B_005E,C17001B_005M,C17001B_006E,C17001B_006M,C17001B_007E,C17001B_007M,C17001B_008E,C17001B_008M,C17001B_009E,C17001B_009M,C17001B_010E,C17001B_010M,C17001B_011E,C17001B_011M,C17001B_012E,C17001B_012M,C17001B_013E,C17001B_013M,C17001B_014E,C17001B_014M,C17001B_015E,C17001B_015M,C17001B_016E,C17001B_016M,C17001B_017E,C17001B_017M,C17001B_018E,C17001B_018M,C17001B_019E,C17001B_019M,NAME,C17001B_001MA,C17001B_001EA,C17001B_002MA,C17001B_002EA,C17001B_003EA,C17001B_003MA,C17001B_004EA,C17001B_004MA,C17001B_005MA,C17001B_005EA,C17001B_006MA,C17001B_006EA,C17001B_007EA,C17001B_007MA,C17001B_008MA,C17001B_008EA,C17001B_009EA,C17001B_009MA,C17001B_010EA,C17001B_010MA,C17001B_011MA,C17001B_011EA,C17001B_012MA,C17001B_012EA,C17001B_013MA,C17001B_013EA,C17001B_014EA,C17001B_014MA,C17001B_015EA,C17001B_015MA,C17001B_016MA,C17001B_016EA,C17001B_017EA,C17001B_017MA,C17001B_018EA,C17001B_018MA,C17001B_019EA,C17001B_019MA,state
0400000US01,1214146,6568,393012,14734,165195,7695,78943,4665,77820,5529,8432,1336,227817,9344,78708,5007,131431,5886,17678,1578,821134,15421,389719,8879,95475,5708,260228,5878,34016,1770,431415,9686,90718,4213,289533,6789,51164,1678,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,23692,1626,1814,788,1428,604,266,231,1162,527,0,246,386,338,96,151,256,242,34,58,21878,1595,10741,1255,2883,988,7447,734,411,264,11137,955,3715,720,6688,622,734,312,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,252549,5466,63436,6497,32995,3986,14077,2992,18020,2545,898,497,30441,4034,10280,2338,18775,2490,1386,590,189113,7846,97604,4317,29312,3203,61405,2672,6887,532,91509,4796,23691,2710,60104,2951,7714,773,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,445876,4492,153313,9494,69708,4893,33201,2790,33625,3382,2882,748,83605,5912,32238,2724,45744,4138,5623,862,292563,9672,136707,5735,34879,3126,89391,4284,12437,1115,155856,5867,37796,3230,101779,3644,16281,856,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2135645,14606,483682,17234,216502,9488,85558,5722,119913,5691,11031,1614,267180,10931,87468,6626,160094,6876,19618,2138,1651963,21789,804501,12335,187098,6508,538689,8486,78714,2088,847462,12671,177775,7751,563203,7231,106484,2519,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,183980,4832,47299,5031,21641,2849,11776,2085,9371,1675,494,303,25658,3022,9043,1715,15361,1902,1254,497,136681,5883,70935,4001,15497,1921,49896,3086,5542,683,65746,3427,17069,2213,42062,2207,6615,744,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,341051,5612,75389,8260,33131,4269,14521,2783,17849,2410,761,504,42258,4900,13554,2559,25402,3050,3302,799,265662,8362,127759,4522,35288,3075,82120,2759,10351,913,137903,5202,32123,3295,90334,3404,15446,1088,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,181767,3195,37295,5839,16081,2605,9118,1916,6599,1348,364,240,21214,3801,8604,2108,10988,2208,1622,534,144472,6138,67786,2877,17638,2002,43979,1827,6169,291,76686,4102,18746,2247,50690,2416,7250,673,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,297061,3042,80412,6475,33806,3484,13978,2061,18041,2423,1787,709,46606,3854,13632,2035,27928,2518,5046,1039,216649,6965,100241,3844,19378,2195,67639,2753,13224,762,116408,4148,19322,1985,76142,2815,20944,1308,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2871335,15476,819923,24600,366927,13562,163038,8235,184039,9326,19850,2792,452996,15532,161310,9166,257463,9564,34223,2524,2051412,25975,970907,14522,261833,8783,628552,9551,80522,2532,1080505,16404,254857,9032,715963,10411,109685,3691,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
