GEO_ID,B08124_001E,B08124_001M,B08124_002E,B08124_002M,B08124_003E,B08124_003M,B08124_004E,B08124_004M,B08124_005E,B08124_005M,B08124_006E,B08124_006M,B08124_007E,B08124_007M,B08124_008E,B08124_008M,B08124_009E,B08124_009M,B08124_010E,B08124_010M,B08124_011E,B08124_011M,B08124_012E,B08124_012M,B08124_013E,B08124_013M,B08124_014E,B08124_014M,B08124_015E,B08124_015M,B08124_016E,B08124_016M,B08124_017E,B08124_017M,B08124_018E,B08124_018M,B08124_019E,B08124_019M,B08124_020E,B08124_020M,B08124_021E,B08124_021M,B08124_022E,B08124_022M,B08124_023E,B08124_023M,B08124_024E,B08124_024M,B08124_025E,B08124_025M,B08124_026E,B08124_026M,B08124_027E,B08124_027M,B08124_028E,B08124_028M,B08124_029E,B08124_029M,B08124_030E,B08124_030M,B08124_031E,B08124_031M,B08124_032E,B08124_032M,B08124_033E,B08124_033M,B08124_034E,B08124_034M,B08124_035E,B08124_035M,B08124_036E,B08124_036M,B08124_037E,B08124_037M,B08124_038E,B08124_038M,B08124_039E,B08124_039M,B08124_040E,B08124_040M,B08124_041E,B08124_041M,B08124_042E,B08124_042M,B08124_043E,B08124_043M,B08124_044E,B08124_044M,B08124_045E,B08124_045M,B08124_046E,B08124_046M,B08124_047E,B08124_047M,B08124_048E,B08124_048M,B08124_049E,B08124_049M,NAME,B08124_001EA,B08124_001MA,B08124_002MA,B08124_002EA,B08124_003EA,B08124_003MA,B08124_004MA,B08124_004EA,B08124_005MA,B08124_005EA,B08124_006EA,B08124_006MA,B08124_007MA,B08124_007EA,B08124_008MA,B08124_008EA,B08124_009EA,B08124_009MA,B08124_010MA,B08124_010EA,B08124_011EA,B08124_011MA,B08124_012EA,B08124_012MA,B08124_013MA,B08124_013EA,B08124_014MA,B08124_014EA,B08124_015EA,B08124_015MA,B08124_016EA,B08124_016MA,B08124_017EA,B08124_017MA,B08124_018MA,B08124_018EA,B08124_019EA,B08124_019MA,B08124_020EA,B08124_020MA,B08124_021MA,B08124_021EA,B08124_022EA,B08124_022MA,B08124_023EA,B08124_023MA,B08124_024MA,B08124_024EA,B08124_025MA,B08124_025EA,B08124_026EA,B08124_026MA,B08124_027EA,B08124_027MA,B08124_028EA,B08124_028MA,B08124_029MA,B08124_029EA,B08124_030MA,B08124_030EA,B08124_031EA,B08124_031MA,B08124_032EA,B08124_032MA,B08124_033EA,B08124_033MA,B08124_034EA,B08124_034MA,B08124_035EA,B08124_035MA,B08124_036EA,B08124_036MA,B08124_037MA,B08124_037EA,B08124_038EA,B08124_038MA,B08124_039EA,B08124_039MA,B08124_040MA,B08124_040EA,B08124_041EA,B08124_041MA,B08124_042EA,B08124_042MA,B08124_043EA,B08124_043MA,B08124_044EA,B08124_044MA,B08124_045EA,B08124_045MA,B08124_046MA,B08124_046EA,B08124_047MA,B08124_047EA,B08124_048EA,B08124_048MA,B08124_049EA,B08124_049MA,state
0400000US01,1951769,16535,620794,13841,325235,9602,490513,13215,201693,7099,304384,10464,9150,1525,1648706,17854,539081,13623,265977,8171,431333,12391,153303,6640,252046,9128,6966,1462,195292,9369,45824,3599,38288,3839,36082,3206,37522,3823,37335,4184,241,215,7964,2010,1723,836,4010,1237,982,547,305,245,944,449,0,273,25853,3049,6560,1500,5780,1262,6230,1401,3296,1117,2537,759,1450,715,18172,2027,4190,1043,3076,784,2483,866,2437,942,5793,1310,193,172,55782,4508,23416,2441,8104,1584,13403,1663,4830,1324,5729,1465,300,246,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,343424,5810,117592,4575,59041,4022,76743,4450,41500,3846,40387,2631,8161,1645,230116,5965,83579,4095,37656,3025,54613,4169,26173,2689,21847,2300,6248,1457,45376,4438,14460,1987,8462,1749,10673,2129,5968,1559,4821,1056,992,508,4034,1011,609,304,1184,559,1192,673,563,367,486,313,0,246,27069,2322,7265,1173,4866,928,4482,894,2439,800,7869,1739,148,273,18024,1897,5474,1224,3081,585,2145,614,4001,897,3083,814,240,243,18805,3141,6205,1302,3792,1038,3638,1155,2356,760,2281,931,533,1056,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2621839,20723,926507,15991,505029,14831,703275,14189,234724,8448,244103,10441,8201,1674,2005289,19912,718133,14245,364936,11192,548926,12003,180791,7487,186865,9081,5638,1576,305162,11371,95031,6096,72702,6241,71439,5450,32755,3644,32236,3964,999,717,46829,4262,10343,1595,13598,2289,14409,2218,3480,1118,4999,1431,0,305,52391,4528,14670,1807,16272,2171,12828,2094,3739,1292,3513,1233,1369,1527,61279,5212,18718,2276,16257,2756,10995,1819,6161,1676,9019,1962,129,194,150889,6705,69612,4549,21264,3331,44678,3905,7798,1698,7471,1779,66,107,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1225968,11423,377491,8295,216025,6945,294826,9139,133918,5855,201473,7703,2235,735,1005284,11655,318334,7830,166123,6614,250642,8490,103149,4905,165025,6804,2011,702,138346,6434,34331,3270,30696,3259,25967,2674,22074,2577,25106,3017,172,171,6058,1619,1419,855,1607,835,1549,669,520,420,963,489,0,273,22201,2959,6545,1343,4908,1096,6017,2027,1137,618,3594,923,0,273,17820,2511,2889,739,4467,1355,2308,917,3764,1265,4340,1029,52,133,36259,3465,13973,1860,8224,2012,8343,1599,3274,936,2445,695,0,273,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15921475,45956,5782139,37782,2891528,33767,3985234,30222,1485325,23675,1706846,24168,70403,5172,11650145,48881,4379825,36592,1927124,26500,3018436,27989,1031348,16795,1257570,20157,35842,3274,1831538,25012,518889,13045,363003,11377,407152,11622,291241,12439,243538,9706,7715,1592,820349,17602,256085,8936,226228,9553,203301,8090,42398,3996,90472,5547,1865,1153,429786,13246,129655,6502,119579,6600,103066,6322,30806,4019,34111,3349,12569,2292,365352,10897,115135,5789,84964,5997,64705,5239,50700,5172,48180,3815,1668,677,824305,17515,382550,11172,170630,8697,188574,7347,38832,3261,32975,2940,10744,3597,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2428102,16248,955899,14051,410694,11557,598556,12648,226855,8114,217411,8091,18687,2198,1832425,17344,725544,12895,300914,9671,464190,10415,163806,7501,167635,7148,10336,1643,243835,10203,75341,4300,43805,3898,51992,4098,42938,4073,28821,3247,938,578,71917,4654,24467,2392,20882,2758,17712,2411,3461,1152,5286,1187,109,134,72320,5488,21416,2643,18083,3049,16941,2409,5489,1631,3474,957,6917,1614,52473,3985,23922,2329,9763,1643,8599,1541,3910,1179,6030,1244,249,206,155132,7501,85209,5000,17247,2356,39122,3482,7251,1283,6165,1864,138,130,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1707618,10144,693416,11963,304903,10088,418657,10034,125020,6264,161218,6496,4404,1074,1360587,13792,569177,11466,226278,7826,334971,9273,101027,4941,127223,5344,1911,673,135921,6670,38654,3330,32513,3691,29686,2434,15722,2833,18991,2831,355,318,76791,5513,27825,2974,18164,2811,20877,2696,1959,777,7966,1671,0,281,48348,3538,15753,2318,14031,2244,12161,1886,2303,997,2818,779,1282,887,18756,2832,5541,1489,6036,2047,3880,1010,1317,727,1831,683,151,158,67215,4129,36466,2728,7881,1489,17082,2103,2692,926,2389,677,705,600,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,404044,6800,151885,5334,70750,4487,102027,4976,36949,3208,41410,3448,1023,425,324776,7163,124636,4533,53466,3580,83460,4516,30243,3117,32023,3053,948,409,38268,3154,12039,1682,8971,1634,8356,1506,4100,1025,4727,1114,75,113,12113,1864,3765,916,2145,700,3818,1125,854,688,1531,740,0,265,9044,1863,3145,836,2569,923,2128,680,180,171,1022,1116,0,265,5081,1137,948,391,1759,786,987,592,553,344,834,457,0,265,14762,1986,7352,1324,1840,599,3278,821,1019,442,1273,645,0,265,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,296717,5055,175498,4746,45360,4164,51172,3740,9035,1627,14280,2204,1372,786,103239,4438,60947,3650,12694,1910,17352,2435,3627,833,8266,1749,353,257,17630,2165,9977,1821,3241,856,2824,965,1230,764,311,257,47,81,113648,5057,63724,3521,20856,2909,21725,2530,3040,1005,4262,1179,41,68,34895,3374,22974,2772,4696,1193,5931,1401,652,441,571,473,71,119,12435,2408,8467,1859,1917,933,996,529,486,427,569,349,0,292,14870,2071,9409,1556,1956,848,2344,815,0,292,301,369,860,719,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7865975,28271,2616877,25773,1598634,20846,2188566,27290,724711,17951,705847,14250,31340,2641,6286833,33757,2158277,23197,1216624,18289,1801950,25391,531853,14216,563845,12969,14284,2403,757260,18804,200872,9203,186417,9684,183919,8651,111073,8142,73202,5106,1777,799,161012,10861,25377,3047,58811,5332,37962,3797,24704,6910,13455,2364,703,837,130004,9757,33606,4359,42674,4999,30018,3623,11426,2275,9334,1559,2946,1288,168035,9305,34024,3390,49381,4627,33175,3312,21188,3374,29326,3599,941,607,362831,11267,164721,6879,44727,5045,101542,5780,24467,3536,16685,2849,10689,2156,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
