GEO_ID,C16010_001E,C16010_001M,C16010_002E,C16010_002M,C16010_003E,C16010_003M,C16010_004E,C16010_004M,C16010_005E,C16010_005M,C16010_006E,C16010_006M,C16010_007E,C16010_007M,C16010_008E,C16010_008M,C16010_009E,C16010_009M,C16010_010E,C16010_010M,C16010_011E,C16010_011M,C16010_012E,C16010_012M,C16010_013E,C16010_013M,C16010_014E,C16010_014M,C16010_015E,C16010_015M,C16010_016E,C16010_016M,C16010_017E,C16010_017M,C16010_018E,C16010_018M,C16010_019E,C16010_019M,C16010_020E,C16010_020M,C16010_021E,C16010_021M,C16010_022E,C16010_022M,C16010_023E,C16010_023M,C16010_024E,C16010_024M,C16010_025E,C16010_025M,C16010_026E,C16010_026M,C16010_027E,C16010_027M,C16010_028E,C16010_028M,C16010_029E,C16010_029M,C16010_030E,C16010_030M,C16010_031E,C16010_031M,C16010_032E,C16010_032M,C16010_033E,C16010_033M,C16010_034E,C16010_034M,C16010_035E,C16010_035M,C16010_036E,C16010_036M,C16010_037E,C16010_037M,NAME,C16010_001EA,C16010_001MA,C16010_002EA,C16010_002MA,C16010_003MA,C16010_003EA,C16010_004EA,C16010_004MA,C16010_005EA,C16010_005MA,C16010_006MA,C16010_006EA,C16010_007EA,C16010_007MA,C16010_008MA,C16010_008EA,C16010_009EA,C16010_009MA,C16010_010EA,C16010_010MA,C16010_011EA,C16010_011MA,C16010_012EA,C16010_012MA,C16010_013MA,C16010_013EA,C16010_014EA,C16010_014MA,C16010_015MA,C16010_015EA,C16010_016EA,C16010_016MA,C16010_017EA,C16010_017MA,C16010_018MA,C16010_018EA,C16010_019EA,C16010_019MA,C16010_020MA,C16010_020EA,C16010_021EA,C16010_021MA,C16010_022MA,C16010_022EA,C16010_023MA,C16010_023EA,C16010_024MA,C16010_024EA,C16010_025MA,C16010_025EA,C16010_026MA,C16010_026EA,C16010_027EA,C16010_027MA,C16010_028MA,C16010_028EA,C16010_029MA,C16010_029EA,C16010_030EA,C16010_030MA,C16010_031MA,C16010_031EA,C16010_032EA,C16010_032MA,C16010_033EA,C16010_033MA,C16010_034MA,C16010_034EA,C16010_035MA,C16010_035EA,C16010_036EA,C16010_036MA,C16010_037EA,C16010_037MA,state
0400000US13,6235623,7667,979559,16645,437948,12370,280403,10843,133257,6190,24288,3713,541611,12106,470978,11818,51038,5399,19595,2269,1824976,22166,1117064,17259,991177,16536,77438,6013,48449,4625,707912,13541,655493,12435,28664,3531,23755,2825,1729330,19071,1254218,17189,1143634,16556,53194,4289,57390,4027,475112,11680,438804,10852,17086,2728,19222,2425,1701758,20212,1327920,18750,1156064,17660,47113,4319,124743,6359,373838,9187,325503,8869,11659,1663,36676,3026,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,926928,1367,93599,5476,38283,3970,15938,2060,1398,642,20947,3303,55316,3313,26028,2277,1237,504,28051,2587,265263,8866,163704,6668,118569,6920,2156,977,42979,5085,101559,4484,74257,4072,1548,760,25754,2435,294492,5772,219384,5537,162205,5727,5176,1227,52003,4418,75108,4097,57326,3756,883,491,16899,1901,273574,7490,206033,6591,159189,6473,3791,965,43053,3192,67541,3919,51201,3573,1206,624,15134,1793,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,987829,2954,115466,5116,58052,4213,34299,3535,21803,2384,1950,656,57414,4402,44166,3510,10854,2057,2394,716,282678,7191,170588,5782,155730,5656,11256,1932,3602,1140,112090,4527,107634,4280,3165,983,1291,629,348757,7478,235766,7131,220200,6700,10633,1805,4933,971,112991,4871,107505,4851,2898,717,2588,782,240928,6860,176879,5841,164219,5723,5337,1117,7323,1354,64049,3890,61237,3914,1062,472,1750,647,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8465762,4855,1110491,18096,506404,14266,205089,9747,257791,10235,43524,3557,604087,11434,401950,9753,138718,5513,63419,4203,2336176,24825,1393703,20198,1079382,16472,203557,8330,110764,6857,942473,12648,816214,11735,65774,4553,60485,4234,2415178,23247,1768258,22308,1496847,19541,150486,7324,120925,5693,646920,11954,568761,10871,31814,3376,46345,3581,2603917,21666,2072919,19295,1672226,19318,101982,7113,298711,9240,530998,9831,428047,9101,16734,1968,86217,5117,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4229798,5104,548278,10507,229745,7167,167435,5804,44790,3811,17520,2620,318533,8407,282751,7482,20001,2417,15781,2067,1521860,14458,912655,12914,866595,13216,31128,3424,14932,2424,609205,11524,584357,10554,11765,1882,13083,1651,1200547,15312,872822,13787,834940,13870,21299,2814,16583,1859,327725,8512,311576,8263,8391,1299,7758,1485,959113,13192,761558,11769,698168,11163,19004,2214,44386,3212,197555,6061,180964,5784,4131,1027,12460,1623,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2018785,3966,190644,5972,88764,3921,58844,3452,21723,1759,8197,1370,101880,4426,89701,4020,7561,1281,4618,771,681148,10735,408609,9294,387182,9117,10502,1767,10925,1699,272539,6062,265269,5723,3421,783,3849,872,643442,8864,486456,8070,469000,8023,9490,1484,7966,1285,156986,4480,150350,4557,2973,767,3663,965,503551,11957,403734,10183,376928,9565,6721,1193,20085,1883,99817,4308,92928,4096,1800,634,5089,981,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1840681,5033,199609,7120,96452,5068,51775,3317,39102,3463,5575,1162,103157,4860,82777,4244,15069,1795,5311,1401,511343,10448,307672,9441,280888,9172,19396,2789,7388,1454,203671,5635,192203,5491,7170,1548,4298,1036,581841,10344,424500,9414,399397,9139,14430,2166,10673,1617,157341,5407,150211,5369,4086,945,3044,914,547888,10838,435341,9441,399227,9226,9867,1888,26247,2686,112547,5238,101988,4766,2755,903,7804,1695,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2903308,4686,524691,11137,164236,6580,143147,6212,14119,2230,6970,1612,360455,9504,349579,9530,5300,1294,5576,1193,996825,14623,576431,10531,554820,10055,12860,2314,8751,2028,420394,8542,411644,8462,4832,1256,3918,910,785409,14315,537127,11848,520351,11512,8178,1513,8598,1471,248282,8168,241074,7996,3896,1270,3312,776,596383,11560,462287,10142,435070,10076,7026,1486,20191,2619,134096,4604,126318,4295,1798,632,5980,1125,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2945907,4720,531876,11017,216476,7437,176834,7546,22488,2773,17154,2257,315400,8289,267075,8081,10442,1496,37883,2911,1012345,13921,615153,12125,564141,11751,21529,2657,29483,2839,397192,8895,357996,8298,7170,1448,32026,2680,770791,13019,543982,11641,509864,11967,14106,2260,20012,2603,226809,5841,208194,5763,5814,1338,12801,1509,630895,12380,485796,10553,441225,10644,14358,2134,30213,2790,145099,5972,131444,5913,2875,816,10780,1700,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,937014,1752,90787,4831,28014,2869,25210,2809,170,182,2634,757,62773,3584,53326,3488,172,145,9275,1469,322397,7467,193500,6253,182452,6186,783,571,10265,1432,128897,3705,118375,3853,303,215,10219,1345,272861,7044,192790,6016,181368,5645,1320,577,10102,1522,80071,3409,74416,3426,876,448,4779,963,250969,6773,190811,6550,178983,6305,1253,448,10575,1557,60158,2407,55429,2252,341,345,4388,975,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3873474,3559,462627,11268,225721,8254,137942,7115,68618,5320,19161,2640,236906,7478,201493,6752,15940,1985,19473,2321,1004589,15583,641391,12880,555018,11467,40123,4563,46250,4418,363198,8981,334287,8339,9012,1480,19899,2527,1009415,15265,766521,13909,660124,12578,43356,4264,63041,4403,242894,6681,216664,6661,7715,1241,18515,2247,1396843,17610,1126810,15344,910768,12793,39057,3496,176985,6592,270033,8062,218568,7227,6751,1288,44714,3880,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4458898,2445,485401,11030,200239,8647,87238,4769,51882,4795,61119,4435,285162,6929,157606,5685,52924,3896,74632,4348,1168464,14944,723136,15487,552024,14370,65597,3954,105515,6752,445328,10613,372596,9270,24666,2655,48066,3823,1066134,15449,775618,14427,648503,13802,47007,3499,80108,4927,290516,7997,250277,7527,12881,1814,27358,2755,1738899,17070,1387343,16416,1146149,14451,44268,4351,196926,7515,351556,9081,284594,7920,9234,1486,57728,4251,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6569801,4232,741122,12094,277240,7778,211170,7034,38199,4090,27871,2720,463882,10911,398464,9946,19637,2035,45781,3242,2032219,19099,1118787,15233,1055461,14776,24314,2804,39012,3677,913432,12885,867651,12606,11791,1672,33990,2547,2141279,19665,1478040,18057,1403885,17357,24614,2740,49541,3167,663239,9986,623334,9605,10793,1742,29112,2469,1655181,17276,1250614,15350,1111086,14076,20543,2050,118985,5964,404567,10309,359531,9587,5350,1058,39686,2780,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3528096,3505,288905,8358,130274,5991,81065,4122,29956,2833,19253,2671,158631,6227,125422,4884,12091,1758,21118,2306,963579,11471,594753,10352,542239,8776,22538,2549,29976,3411,368826,6978,348821,6943,5252,1135,14753,1848,1152776,10866,879784,10311,820883,10531,17645,2318,41256,3208,272992,6588,255794,6378,4965,1069,12233,1739,1122836,14058,905086,11567,825920,10440,16893,1759,62273,4282,217750,6296,199001,6070,2114,524,16635,1784,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1904406,4745,361791,9637,135903,6510,123512,6235,8666,1618,3725,1104,225888,6735,219068,6404,4490,1063,2330,908,583436,10211,328203,9552,318429,9365,6087,1401,3687,1030,255233,6815,249545,6758,3418,1004,2270,713,587660,11016,408536,10302,398465,10055,5748,1522,4323,895,179124,6029,175910,6244,1918,682,1296,463,371519,9137,275397,7603,263187,7645,5445,1341,6765,1141,96122,5204,91760,5079,1781,652,2581,892,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3984849,5419,523635,11809,206073,7465,175531,6822,20222,2501,10320,1955,317562,8781,296331,8323,10261,1776,10970,1517,1269737,14530,758532,13226,723481,12714,15544,2397,19507,2695,511205,8854,496775,8975,5458,1175,8972,1395,1171658,13793,829271,12785,795882,12240,13216,1936,20173,2707,342387,8874,329225,8328,4556,1146,8606,1569,1019819,14714,797436,13520,739119,13042,14844,1737,43473,3062,222383,5996,204278,5596,4394,1101,13711,1807,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,672952,2328,55633,3832,21412,2354,19396,2065,570,426,1446,681,34221,2901,30878,2755,791,352,2552,614,201082,6330,118090,4810,115198,4725,1142,577,1750,593,82992,3854,79580,3670,520,264,2892,775,222377,6204,152101,5700,146292,5655,1543,565,4266,1086,70276,3670,66984,3470,1017,534,2275,715,193860,7025,144187,5697,138461,5510,1702,651,4024,1060,49673,3524,46863,3387,898,375,1912,577,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1184379,2776,114212,5041,57387,4077,27041,2647,25876,3046,4470,1290,56825,3788,43200,2925,8505,1557,5120,1522,335752,7152,205670,6422,191080,6298,9730,1751,4860,1129,130082,4364,124010,4520,2833,1028,3239,1072,395344,6713,302261,6249,287434,5824,8012,1443,6815,1484,93083,3855,88476,3647,2258,726,2349,723,339071,6957,278209,6339,259748,6193,6597,1511,11864,1825,60862,3458,57601,3425,881,434,2380,723,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1789530,2380,274661,9410,158924,7854,50933,4853,98828,5263,9163,1695,115737,5292,67341,4285,37462,3218,10934,1979,531333,12826,344625,10694,254050,9079,65569,4650,25006,3650,186708,6557,153013,6405,18906,2465,14789,1664,595411,10927,420140,9686,334970,9154,47379,4219,37791,3740,175271,6487,151823,5971,10281,1367,13167,2019,388125,10981,288023,9324,225008,7660,18650,2354,44365,3572,100102,6036,78285,5404,5484,1254,16333,2115,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,907755,1813,77536,4815,33163,3235,27725,3091,2667,1241,2771,871,44373,3210,35990,3116,1493,597,6890,1252,270680,7360,172969,6332,162579,5923,2161,695,8229,1647,97711,3569,90652,3487,1075,518,5984,1163,262058,6509,199196,5798,186506,5671,3715,1346,8975,1454,62862,4009,58901,3907,1049,462,2912,789,297481,7537,236006,7409,215795,7062,3764,973,16447,2037,61475,3503,56682,3480,422,261,4371,1017,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
