GEO_ID,B17001G_001E,B17001G_001M,B17001G_002E,B17001G_002M,B17001G_003E,B17001G_003M,B17001G_004E,B17001G_004M,B17001G_005E,B17001G_005M,B17001G_006E,B17001G_006M,B17001G_007E,B17001G_007M,B17001G_008E,B17001G_008M,B17001G_009E,B17001G_009M,B17001G_010E,B17001G_010M,B17001G_011E,B17001G_011M,B17001G_012E,B17001G_012M,B17001G_013E,B17001G_013M,B17001G_014E,B17001G_014M,B17001G_015E,B17001G_015M,B17001G_016E,B17001G_016M,B17001G_017E,B17001G_017M,B17001G_018E,B17001G_018M,B17001G_019E,B17001G_019M,B17001G_020E,B17001G_020M,B17001G_021E,B17001G_021M,B17001G_022E,B17001G_022M,B17001G_023E,B17001G_023M,B17001G_024E,B17001G_024M,B17001G_025E,B17001G_025M,B17001G_026E,B17001G_026M,B17001G_027E,B17001G_027M,B17001G_028E,B17001G_028M,B17001G_029E,B17001G_029M,B17001G_030E,B17001G_030M,B17001G_031E,B17001G_031M,B17001G_032E,B17001G_032M,B17001G_033E,B17001G_033M,B17001G_034E,B17001G_034M,B17001G_035E,B17001G_035M,B17001G_036E,B17001G_036M,B17001G_037E,B17001G_037M,B17001G_038E,B17001G_038M,B17001G_039E,B17001G_039M,B17001G_040E,B17001G_040M,B17001G_041E,B17001G_041M,B17001G_042E,B17001G_042M,B17001G_043E,B17001G_043M,B17001G_044E,B17001G_044M,B17001G_045E,B17001G_045M,B17001G_046E,B17001G_046M,B17001G_047E,B17001G_047M,B17001G_048E,B17001G_048M,B17001G_049E,B17001G_049M,B17001G_050E,B17001G_050M,B17001G_051E,B17001G_051M,B17001G_052E,B17001G_052M,B17001G_053E,B17001G_053M,B17001G_054E,B17001G_054M,B17001G_055E,B17001G_055M,B17001G_056E,B17001G_056M,B17001G_057E,B17001G_057M,B17001G_058E,B17001G_058M,B17001G_059E,B17001G_059M,NAME,B17001G_001EA,B17001G_001MA,B17001G_002MA,B17001G_002EA,B17001G_003EA,B17001G_003MA,B17001G_004MA,B17001G_004EA,B17001G_005EA,B17001G_005MA,B17001G_006EA,B17001G_006MA,B17001G_007MA,B17001G_007EA,B17001G_008EA,B17001G_008MA,B17001G_009EA,B17001G_009MA,B17001G_010MA,B17001G_010EA,B17001G_011EA,B17001G_011MA,B17001G_012MA,B17001G_012EA,B17001G_013MA,B17001G_013EA,B17001G_014EA,B17001G_014MA,B17001G_015MA,B17001G_015EA,B17001G_016EA,B17001G_016MA,B17001G_017MA,B17001G_017EA,B17001G_018EA,B17001G_018MA,B17001G_019MA,B17001G_019EA,B17001G_020EA,B17001G_020MA,B17001G_021MA,B17001G_021EA,B17001G_022EA,B17001G_022MA,B17001G_023EA,B17001G_023MA,B17001G_024EA,B17001G_024MA,B17001G_025MA,B17001G_025EA,B17001G_026EA,B17001G_026MA,B17001G_027MA,B17001G_027EA,B17001G_028MA,B17001G_028EA,B17001G_029EA,B17001G_029MA,B17001G_030MA,B17001G_030EA,B17001G_031EA,B17001G_031MA,B17001G_032EA,B17001G_032MA,B17001G_033EA,B17001G_033MA,B17001G_034EA,B17001G_034MA,B17001G_035MA,B17001G_035EA,B17001G_036EA,B17001G_036MA,B17001G_037EA,B17001G_037MA,B17001G_038MA,B17001G_038EA,B17001G_039EA,B17001G_039MA,B17001G_040MA,B17001G_040EA,B17001G_041MA,B17001G_041EA,B17001G_042EA,B17001G_042MA,B17001G_043MA,B17001G_043EA,B17001G_044EA,B17001G_044MA,B17001G_045EA,B17001G_045MA,B17001G_046MA,B17001G_046EA,B17001G_047EA,B17001G_047MA,B17001G_048EA,B17001G_048MA,B17001G_049MA,B17001G_049EA,B17001G_050MA,B17001G_050EA,B17001G_051MA,B17001G_051EA,B17001G_052EA,B17001G_052MA,B17001G_053EA,B17001G_053MA,B17001G_054MA,B17001G_054EA,B17001G_055EA,B17001G_055MA,B17001G_056MA,B17001G_056EA,B17001G_057EA,B17001G_057MA,B17001G_058MA,B17001G_058EA,B17001G_059MA,B17001G_059EA,state
0400000US01,63274,4403,17784,2607,7982,1870,2110,827,647,428,1883,864,942,614,31,56,0,273,570,328,472,289,250,205,570,367,441,280,27,43,39,74,9802,1628,1896,835,372,364,1926,858,70,70,19,37,519,450,1611,723,1324,537,336,260,599,378,527,317,427,317,176,171,45490,3962,24638,2757,4196,1242,393,252,3813,1131,806,437,407,417,981,655,3182,946,2192,931,2682,836,2917,821,1132,478,1282,559,655,340,20852,2919,2840,894,781,446,3437,944,1108,611,933,505,1270,668,2109,937,1307,617,1559,542,2061,670,1857,583,897,376,693,380,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,48669,4261,6085,1844,3351,1002,854,565,68,83,444,399,606,530,13,21,219,218,385,256,142,131,214,173,146,131,194,219,0,246,66,120,2734,1098,255,241,31,42,445,348,56,56,0,246,143,159,701,511,311,274,351,309,329,288,112,157,0,246,0,246,42584,3933,22873,2453,3073,672,935,472,3688,1036,2301,819,641,294,1324,704,2298,760,3776,775,1366,476,1757,600,1053,398,458,304,203,202,19711,2595,2742,775,400,380,3069,818,1191,436,408,324,1013,559,2146,649,3171,929,2266,783,2163,807,827,394,211,160,104,89,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,165340,10065,28748,4414,12848,2709,3462,1236,666,477,1679,836,786,353,83,107,453,381,1945,882,1015,425,1593,916,571,452,349,275,156,168,90,111,15900,2732,2883,1027,486,337,1272,715,879,516,283,227,1098,605,3147,1125,1818,683,1626,774,704,462,1039,539,293,298,372,371,136592,9013,68271,6051,11336,1819,1070,539,13341,2632,5347,1364,2174,816,3363,1099,7200,1818,8610,2004,6347,1385,4576,1111,2889,671,1094,505,924,452,68321,4851,13249,2074,2585,1001,10620,1626,4878,1338,1537,643,2504,718,5868,1075,9567,1535,5940,1203,4650,884,3365,845,2504,695,1054,424,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,47807,4149,14595,2666,6479,1533,2053,741,141,188,1109,466,720,651,128,148,52,92,923,647,336,279,320,231,356,285,303,307,38,72,0,273,8116,1874,2097,899,300,264,1059,689,951,474,0,273,448,348,1234,657,389,331,441,318,514,349,388,275,222,180,73,109,33212,3620,16183,2286,1487,552,217,184,1688,626,1522,635,383,348,622,427,1240,678,1776,661,2130,721,1453,662,2320,847,1185,607,160,140,17029,2545,1534,662,664,426,3241,1154,1206,610,506,390,1015,574,1511,696,1864,840,1522,616,1829,710,1072,431,685,452,380,281,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1534073,31596,234546,14933,112114,9002,19875,2926,2728,1031,18123,3525,5545,1337,3311,958,5006,1248,18188,2534,13962,2105,7605,1177,9974,1604,4264,788,2195,685,1338,464,122432,8369,20556,2946,2951,930,15706,2674,6544,1431,3174,1101,4772,1216,19542,2394,13186,1692,11987,1921,10005,1718,6750,1362,3767,962,3492,897,1299527,29216,655990,16670,96948,5825,16633,2277,100979,5441,45160,3480,16384,1917,27954,2884,76540,4430,83239,4477,64845,3804,59766,3887,37765,2717,17321,1983,12456,1799,643537,16679,81423,5364,15939,1890,90493,5380,41363,2684,14058,1756,29623,2542,71599,5168,86252,4545,69792,3858,66393,4424,39487,3345,22805,2106,14310,1844,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,165894,8639,28984,4130,13845,2333,2344,696,952,497,2241,912,804,443,554,440,512,412,2384,1151,1572,686,598,390,824,358,787,363,231,282,42,75,15139,2636,2731,904,331,276,2527,929,494,344,299,236,513,326,2288,829,2295,922,1561,576,843,491,847,465,161,164,249,227,136910,8116,68990,5307,10458,1505,2145,722,10657,1704,7171,1499,1404,577,2884,775,7165,1369,7911,1485,8066,1608,4862,1035,4024,931,1574,546,669,254,67920,4489,8873,1627,1855,686,11719,1778,5194,1220,1185,529,3891,1396,6460,1185,8759,1577,7749,1410,6184,1273,3391,829,1817,534,843,454,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,85853,6459,12835,2621,6031,1608,1375,593,221,274,1332,651,590,369,327,293,263,243,550,484,385,306,621,387,147,177,156,133,64,105,0,281,6804,1592,841,523,371,365,1075,577,500,350,58,95,130,172,747,513,1163,693,716,322,477,307,565,337,110,128,51,85,73018,5665,34467,3493,5553,1148,1493,662,5430,1267,3260,1007,1813,751,1416,493,3252,944,3444,977,3561,1117,2202,758,1918,597,800,407,325,227,38551,3699,5987,1318,1210,717,6945,1292,2670,911,462,331,1704,780,4044,1061,4289,1225,3564,1025,4509,1099,1862,607,644,361,661,373,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,22267,3445,2909,1077,1309,700,375,273,297,383,196,259,0,265,0,265,47,86,106,186,131,206,75,92,0,265,50,80,32,53,0,265,1600,694,194,182,0,265,140,201,47,70,0,265,0,265,437,400,278,387,114,135,0,265,127,142,72,122,191,296,19358,3373,9779,1881,1366,733,552,442,1313,672,862,488,802,540,544,376,797,388,1136,592,731,357,825,506,464,285,332,230,55,92,9579,2088,1942,976,346,277,1468,604,703,421,340,294,136,155,768,501,925,431,669,371,1018,601,776,423,125,128,363,342,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,396217,15914,78345,7351,36073,5134,6968,1884,1481,895,6242,1640,3264,1036,699,445,1786,719,4670,1377,2773,926,3481,1228,2057,801,1619,529,397,280,636,339,42272,4127,7872,1859,1058,552,6551,1728,2100,876,771,543,1162,586,5375,1717,4379,1236,3015,776,4660,1078,2042,646,2189,819,1098,499,317872,14573,158534,8561,23880,2982,3995,1091,20707,3513,13261,1996,3960,1147,6694,1533,18666,2717,18517,2648,15449,2367,13930,2060,10589,1549,4651,989,4235,1018,159338,9359,18670,2158,2652,871,21325,2695,9678,1875,3727,935,6006,1439,18410,2591,15698,2053,18857,2531,19214,2382,14027,2211,7051,1409,4023,1006,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
