GEO_ID,B07409_001E,B07409_001M,B07409_002E,B07409_002M,B07409_003E,B07409_003M,B07409_004E,B07409_004M,B07409_005E,B07409_005M,B07409_006E,B07409_006M,B07409_007E,B07409_007M,B07409_008E,B07409_008M,B07409_009E,B07409_009M,B07409_010E,B07409_010M,B07409_011E,B07409_011M,B07409_012E,B07409_012M,B07409_013E,B07409_013M,B07409_014E,B07409_014M,B07409_015E,B07409_015M,B07409_016E,B07409_016M,B07409_017E,B07409_017M,B07409_018E,B07409_018M,B07409_019E,B07409_019M,B07409_020E,B07409_020M,B07409_021E,B07409_021M,B07409_022E,B07409_022M,B07409_023E,B07409_023M,B07409_024E,B07409_024M,B07409_025E,B07409_025M,B07409_026E,B07409_026M,B07409_027E,B07409_027M,B07409_028E,B07409_028M,B07409_029E,B07409_029M,B07409_030E,B07409_030M,NAME,B07409_001EA,B07409_001MA,B07409_002MA,B07409_002EA,B07409_003EA,B07409_003MA,B07409_004EA,B07409_004MA,B07409_005EA,B07409_005MA,B07409_006EA,B07409_006MA,B07409_007MA,B07409_007EA,B07409_008MA,B07409_008EA,B07409_009EA,B07409_009MA,B07409_010EA,B07409_010MA,B07409_011EA,B07409_011MA,B07409_012MA,B07409_012EA,B07409_013MA,B07409_013EA,B07409_014EA,B07409_014MA,B07409_015EA,B07409_015MA,B07409_016EA,B07409_016MA,B07409_017EA,B07409_017MA,B07409_018MA,B07409_018EA,B07409_019MA,B07409_019EA,B07409_020EA,B07409_020MA,B07409_021EA,B07409_021MA,B07409_022MA,B07409_022EA,B07409_023EA,B07409_023MA,B07409_024MA,B07409_024EA,B07409_025MA,B07409_025EA,B07409_026EA,B07409_026MA,B07409_027EA,B07409_027MA,B07409_028EA,B07409_028MA,B07409_029MA,B07409_029EA,B07409_030MA,B07409_030EA,state
0400000US01,3150669,8543,562147,12361,984471,15012,913193,12723,438346,10902,252512,7676,2765567,15212,480972,12075,873551,14306,792573,12249,390579,9868,227892,7221,236904,9423,51083,4060,70782,5273,76872,4753,26321,3172,11846,1883,89172,6796,22247,3386,26212,2773,25071,3013,10458,2021,5184,1385,59026,5035,7845,1771,13926,2327,18677,2588,10988,2114,7590,1366,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,477218,6062,41890,3502,125569,5198,178677,6281,86000,4705,45082,3835,377457,4348,32799,2809,94792,4229,142336,5210,69330,3877,38200,3369,39181,3822,3347,945,12155,1951,13863,2114,8200,1839,1616,631,11048,1623,1409,597,2738,838,4699,1138,1794,639,408,241,49532,5332,4335,1566,15884,2810,17779,2773,6676,1316,4858,1420,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4089666,10282,588937,15082,1029551,17097,1413766,15655,681613,13121,375799,10699,3432588,18234,486390,13322,865060,15754,1170532,15951,578789,12482,331817,9537,479666,16499,79842,6952,119315,7851,183764,8467,69587,5696,27158,2967,70768,6893,11287,1860,18545,2823,26769,3800,10066,1934,4101,1307,106644,5852,11418,2156,26631,2474,32701,3264,23171,2597,12723,2254,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1906220,7813,325842,8772,658102,10886,552710,10198,248876,7191,120690,6159,1658235,11141,281226,8503,573147,11006,476181,9693,220458,7658,107223,5786,145485,7806,26654,2695,52724,4082,45252,4362,14732,2510,6123,1212,64643,6502,12977,2344,22118,3027,19030,3836,7092,1868,3426,1141,37857,3638,4985,1449,10113,1774,12247,2065,6594,1339,3918,1173,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24009112,18744,4628979,39540,5002344,30029,7185742,41464,4579044,36249,2613003,26275,20574911,41651,3977138,34798,4295356,31830,6139092,40061,3899547,34990,2263778,23385,2465876,38894,516639,18736,519550,16471,742631,20172,461168,11281,225888,8299,634330,17810,99525,5702,126543,8000,196293,9801,138342,7417,73627,5441,333995,13462,35677,3824,60895,4930,107726,6913,79987,5635,49710,4548,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3284838,8672,340851,9745,751589,12681,1001314,15884,763971,12617,427113,10068,2798539,15461,284435,9251,638505,11053,842891,14593,652856,11888,379852,9577,273489,10883,37079,3437,64598,4838,88434,6008,59866,4821,23512,2587,131525,8234,13016,1918,31266,3317,42864,3779,32370,2956,12009,1741,81285,5095,6321,1298,17220,2360,27125,2823,18879,2100,11740,1634,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2427016,6561,273997,10496,685478,12335,603624,11231,489828,10884,374089,10184,2169524,9357,236610,9196,615889,11326,539092,10654,438881,10088,339052,9469,168445,8043,28130,3134,49949,4631,43204,4028,29804,3030,17358,2373,42197,4011,5804,1380,11605,2015,11340,1658,8021,1471,5427,978,46850,4639,3453,1128,8035,1557,9988,1971,13122,2712,12252,1964,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,600453,3685,73934,5265,197035,6436,163305,6486,99207,4722,66972,3586,533687,5331,64807,4639,172169,6350,147515,6016,88624,4353,60572,3327,44991,4776,6170,1684,17428,2848,11003,1883,6715,1677,3675,863,4695,1226,1058,717,1757,945,928,525,783,504,169,158,17080,3095,1899,764,5681,1784,3859,1160,3085,976,2556,801,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,419779,5184,53990,3797,86315,4353,74421,4878,94964,4641,110089,4652,343903,4972,45815,3682,72810,4251,62473,4254,72927,4007,89878,3930,39292,3873,4226,1265,7762,1911,4933,1193,11593,1922,10778,1876,0,273,0,273,0,273,0,273,0,273,0,273,36584,3457,3949,1265,5743,1295,7015,1588,10444,1774,9433,1730,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12913977,21998,1879896,24845,3877073,31991,3835194,28685,2141010,25647,1180804,16607,11187455,27227,1598330,23257,3349713,28211,3307100,27667,1879401,24316,1052911,16343,1142820,22231,196100,11971,360608,13147,354142,13071,160158,9416,71812,4412,321998,11652,54687,4857,91553,6003,97487,5274,51975,4292,26296,2563,261704,11156,30779,3230,75199,4987,76465,5777,49476,3612,29785,3378,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
