GEO_ID,B05010_001E,B05010_001M,B05010_002E,B05010_002M,B05010_003E,B05010_003M,B05010_004E,B05010_004M,B05010_005E,B05010_005M,B05010_006E,B05010_006M,B05010_007E,B05010_007M,B05010_008E,B05010_008M,B05010_009E,B05010_009M,B05010_010E,B05010_010M,B05010_011E,B05010_011M,B05010_012E,B05010_012M,B05010_013E,B05010_013M,B05010_014E,B05010_014M,B05010_015E,B05010_015M,B05010_016E,B05010_016M,B05010_017E,B05010_017M,B05010_018E,B05010_018M,B05010_019E,B05010_019M,B05010_020E,B05010_020M,B05010_021E,B05010_021M,B05010_022E,B05010_022M,B05010_023E,B05010_023M,B05010_024E,B05010_024M,B05010_025E,B05010_025M,NAME,B05010_001EA,B05010_001MA,B05010_002MA,B05010_002EA,B05010_003MA,B05010_003EA,B05010_004MA,B05010_004EA,B05010_005MA,B05010_005EA,B05010_006MA,B05010_006EA,B05010_007MA,B05010_007EA,B05010_008EA,B05010_008MA,B05010_009MA,B05010_009EA,B05010_010MA,B05010_010EA,B05010_011MA,B05010_011EA,B05010_012MA,B05010_012EA,B05010_013MA,B05010_013EA,B05010_014MA,B05010_014EA,B05010_015MA,B05010_015EA,B05010_016MA,B05010_016EA,B05010_017EA,B05010_017MA,B05010_018MA,B05010_018EA,B05010_019MA,B05010_019EA,B05010_020EA,B05010_020MA,B05010_021EA,B05010_021MA,B05010_022MA,B05010_022EA,B05010_023EA,B05010_023MA,B05010_024EA,B05010_024MA,B05010_025MA,B05010_025EA,state
0400000US13,2358698,8799,569872,16525,182235,12107,97447,8411,73520,8012,11268,2512,387637,16263,336864,15631,50773,5984,559743,18596,304339,14968,213015,13914,69280,7705,22044,4053,255404,11192,221626,10247,33778,6172,1229083,20045,983775,16674,814503,17101,105624,6745,63648,6333,245308,10823,222410,10109,22898,3595,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,281265,3785,36962,5081,12180,3048,6494,2130,4555,2337,1131,742,24782,4216,20674,3722,4108,1647,48446,5453,29635,4349,16656,3775,7938,2399,5041,1827,18811,3645,15439,3114,3372,1783,195857,7251,154444,7705,105894,7070,24662,3650,23888,3047,41413,3815,33917,3643,7496,1816,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,412625,3487,75935,5500,38174,5196,28493,4967,8138,2576,1543,781,37761,4697,30271,4052,7490,2158,121699,7769,86991,6927,73035,5944,10247,2813,3709,1556,34708,4284,30617,3788,4091,1653,214991,7912,182475,8323,164236,8060,9693,2385,8546,2214,32516,3981,31518,3927,998,565,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2999454,8366,564801,16608,183522,12030,73739,7412,92460,9520,17323,4763,381279,14697,323848,12400,57431,8288,639205,17352,353651,14275,180913,10720,140823,9494,31915,5042,285554,10902,228342,9922,57212,6067,1795448,19748,1473740,19638,1138852,17237,209697,11263,125191,8899,321708,11700,278432,12095,43276,4597,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1524549,6108,320993,13010,102195,9337,78070,8285,17363,3605,6762,2142,218798,10944,200213,10262,18585,4447,377586,13632,210027,11899,182875,11265,19353,3403,7799,1965,167559,8395,154781,8252,12778,3080,825970,16495,682424,15098,638174,15240,27450,3729,16800,2692,143546,7879,137174,7526,6372,1769,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,695575,3752,109892,7462,37905,4719,28287,4031,7339,2294,2279,1173,71987,6004,65204,5375,6783,2190,152005,7926,87321,6566,73338,5798,9313,2359,4670,1538,64684,5943,58225,5466,6459,1894,433678,7791,370655,8028,343919,8138,15188,2338,11548,1894,63023,4556,60817,4396,2206,946,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,693913,3981,124096,8801,37987,5180,23350,4079,12883,3663,1754,837,86109,7756,74506,6663,11603,3142,164265,9013,102117,8134,76783,6793,21115,3858,4219,1607,62148,5129,56375,5141,5773,1692,405552,10404,339724,10673,303921,9366,20706,2783,15097,2390,65828,5703,61235,5118,4593,2072,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,957762,5454,245333,11106,80144,6533,67569,5973,11237,2947,1338,829,165189,9670,158441,9696,6748,2286,216184,10359,130107,8083,118313,8101,8624,1802,3170,1218,86077,6254,81660,6149,4417,1219,496245,12429,409079,11416,385676,11130,13306,2679,10097,2041,87166,6644,84904,6505,2262,912,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1044620,7503,275470,12382,49656,6751,42319,6450,6557,1629,780,535,225814,11490,221084,11512,4730,1505,228730,12209,106675,8238,93659,7797,10230,2556,2786,1258,122055,8574,119293,8656,2762,1052,540420,12542,416749,11173,392068,11134,10400,2214,14281,2777,123671,7733,119724,7568,3947,1508,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,261411,1912,44979,4007,13536,2703,11556,2503,1459,1071,521,512,31443,3398,29629,3269,1814,881,60724,5205,32279,4141,30315,4114,878,513,1086,562,28445,4162,26603,3921,1842,966,155708,5480,125458,5583,116178,5490,2106,801,7174,1816,30250,2978,29848,2920,402,314,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1284216,5910,158919,10410,33603,5662,17693,3772,14313,3807,1597,940,125316,9243,106392,8166,18924,4528,210559,13519,93155,8444,52709,6654,36304,5204,4142,1732,117404,9701,92185,8492,25219,4049,914738,14030,700234,14202,519029,13101,114430,7011,66775,6237,214504,9181,186390,9106,28114,4303,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1364253,4598,186941,9241,36166,4223,18614,3472,13296,2825,4256,1578,150775,9211,110186,8735,40589,4396,201415,10359,100775,7429,52869,5262,37803,4746,10103,2863,100640,7734,72048,6596,28592,4342,975897,12361,801870,12508,618010,12021,111092,6602,72768,6065,174027,8876,140649,8471,33378,4507,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2227517,6396,511082,14435,165071,8838,112232,7347,44421,5541,8418,2161,346011,11592,336561,12064,9450,2344,481011,15907,276666,13215,226122,10647,34016,5602,16528,3613,204345,9752,195467,9670,8878,1931,1235424,17937,1022995,17144,905004,17313,69069,4298,48922,4564,212429,8874,203401,8769,9028,1870,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1241714,3938,180849,9088,59064,6073,34767,4129,20563,3962,3734,1408,121785,7569,96664,7293,25121,3858,230312,9318,127174,7350,90902,6337,27889,4008,8383,2212,103138,7501,86794,6650,16344,3393,830553,10716,710921,11476,632585,10622,44625,4796,33711,3887,119632,6251,110087,5961,9545,2360,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,703974,4252,225688,10846,51636,6681,45955,6491,4918,2031,763,598,174052,10548,171921,10556,2131,1346,172077,10388,85565,8104,81676,8091,3135,1247,754,528,86512,7207,84879,7052,1633,931,306209,9874,241240,8813,231393,8146,5066,1476,4781,1731,64969,4679,63335,4533,1634,918,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1346306,6397,275117,11554,86172,7637,72740,6876,11784,2890,1648,819,188945,10303,178924,9601,10021,2886,320475,13024,184367,10059,161296,9283,16832,3345,6239,1713,136108,9164,132086,8616,4022,1574,750714,12873,618634,12717,576917,12844,22639,3040,19078,2307,132080,8238,128831,8175,3249,917,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,210037,2213,39471,4426,15772,3291,14623,3185,425,612,724,770,23699,3533,23699,3533,0,237,50595,4653,31913,3860,30216,3743,380,466,1317,756,18682,3296,18301,3246,381,391,119971,5673,101254,4976,97798,5051,473,427,2983,1003,18717,2591,18717,2591,0,237,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,438474,3631,76444,6990,28230,4894,14257,2796,12690,4408,1283,959,48214,5325,41492,4599,6722,2445,97058,5876,58578,4373,46076,4396,9881,2122,2621,1103,38480,3873,31612,3073,6868,2171,264972,8067,227161,7373,209596,6364,10815,2035,6750,1521,37811,3678,35987,3442,1824,983,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,631706,3742,136058,10255,53669,7048,16406,4574,28949,5501,8314,3046,82389,8919,56691,6437,25698,5277,152163,10438,87842,6827,36606,4970,36967,4391,14269,3347,64321,6977,45845,5817,18476,3764,343485,11041,261178,10686,174887,9365,54115,5441,32176,3896,82307,7199,66648,6344,15659,3306,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,275305,2358,26593,3898,6436,1938,5468,1795,968,746,0,257,20157,3483,18227,3130,1930,1402,43565,4716,24196,3867,19042,2953,3453,1838,1701,899,19369,3250,18130,2914,1239,1254,205147,4587,169946,5620,151683,5827,7882,1830,10381,2084,35201,4397,33295,4236,1906,1047,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1990205,6563,277524,12619,83920,8706,36181,5801,38423,5685,9316,3230,193604,10535,136442,8720,57162,6525,313152,14665,174535,10364,80793,8393,74795,7011,18947,3776,138617,9625,97071,8877,41546,4781,1399529,16215,1153030,15578,771575,14008,255893,11017,125562,8628,246499,10339,189460,8589,57039,5289,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,491032,4429,145437,9371,51360,5825,27191,4631,16259,3371,7910,2715,94077,8478,75004,7793,19073,4172,125149,9317,68376,7210,44799,5073,14242,3258,9335,3137,56773,5885,49391,5604,7382,2484,220446,8151,164212,7788,138226,7813,9397,2565,16589,2867,56234,5346,53021,5259,3213,1272,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4125110,8893,851062,20945,297917,13735,132653,10513,135889,8182,29375,5342,553145,16583,392661,15589,160484,10714,803563,20817,435560,17194,199930,10928,195944,13053,39686,5110,368003,16479,236748,12046,131255,9428,2470485,25776,1945805,26046,1368129,19829,370517,14192,207159,10670,524680,16246,385192,12473,139488,8269,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2160646,8577,520629,17368,163151,12464,91163,7791,65760,8532,6228,2166,357478,14102,304052,12144,53426,6287,499921,15408,280475,14277,197987,12233,61185,7161,21303,4095,219446,11281,194084,11382,25362,4243,1140096,18039,925143,18735,810276,18576,61918,6179,52949,5588,214953,9080,197780,8844,17173,3507,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,145209,1528,22771,3064,8098,1946,6731,1839,849,586,518,545,14673,2130,13980,2085,693,565,27746,3089,15399,2296,13687,2437,666,557,1046,552,12347,2112,12252,2105,95,87,94692,3196,84911,3304,80372,3171,2096,967,2443,990,9781,1595,9626,1593,155,189,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2591203,7044,593401,15624,170045,12239,138123,11185,25972,4673,5950,2200,423356,14834,408884,14974,14472,2987,551500,18713,304056,14880,275126,13897,18279,3637,10651,2744,247444,9331,236845,9354,10599,2599,1446302,19256,1191907,20216,1100704,19396,45336,4595,45867,4698,254395,11411,244911,10930,9484,2450,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,876325,4589,212296,9961,72360,6170,50903,5636,18266,4012,3191,1114,139936,9415,129090,8848,10846,2909,222696,9777,136442,8346,108854,7289,20951,3650,6637,2172,86254,5365,78292,4884,7962,2177,441333,9680,360986,9251,329227,8507,16646,3281,15113,2288,80347,5859,77267,5603,3080,1277,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,829199,3917,174164,8131,63244,6407,33489,4662,25342,4362,4413,1701,110920,7903,88350,7283,22570,4374,217583,9281,138452,7995,82266,7422,43807,5761,12379,2855,79131,6973,65775,6163,13356,2867,437452,10604,365311,11009,297054,9697,34578,4133,33679,3861,72141,5554,68542,5685,3599,1170,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2669915,7097,494328,16113,133074,7997,103814,7006,22573,3637,6687,2309,361254,13841,331515,12582,29739,5492,540877,17562,290972,14680,244238,12362,35581,4328,11153,2577,249905,10815,231623,11000,18282,3129,1634710,17473,1344127,15949,1205933,15730,80281,6174,57913,5097,290583,10529,273695,10542,16888,2499,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,217292,1705,40211,4800,10437,3390,5988,2327,3694,1724,755,877,29774,4118,20275,3672,9499,2616,44246,4900,20204,3661,11480,2853,5484,1769,3240,1461,24042,3912,17949,3453,6093,1867,132835,5417,106504,4564,87031,4565,10056,2268,9417,2105,26331,3702,22562,3629,3769,981,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1017118,6501,260317,12150,62961,7120,42245,5626,15555,3777,5161,2778,197356,11800,183451,11130,13905,3270,243781,11546,120646,9247,104687,8375,11500,3097,4459,1709,123135,7990,117805,7797,5330,2024,513020,13056,410792,11883,378020,12215,15122,2827,17650,2732,102228,7720,97869,7356,4359,1621,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,192875,2079,33537,3971,9404,2013,9127,2045,245,219,32,53,24133,3413,23364,3421,769,640,46519,4284,28093,3828,24647,3437,2401,1383,1045,684,18426,2460,17814,2368,612,442,112819,4497,98565,4662,95065,4388,2144,1138,1356,891,14254,2106,13460,2062,794,638,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1406588,8137,352276,14881,115463,7597,85814,7200,24420,3882,5229,2270,236813,11733,218271,11180,18542,3313,342639,14376,186789,11482,159117,10055,20720,3808,6952,1950,155850,10455,149247,10758,6603,1987,711673,16060,580023,14053,531514,13044,25508,3512,23001,3638,131650,7678,127701,7456,3949,1225,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6560557,14191,1652737,29726,643770,19326,185874,12236,356797,16567,101099,9202,1008967,27746,699822,22427,309145,17425,1634704,32588,968377,31109,433889,19571,389374,17421,145114,10023,666327,22449,515447,19430,150880,10418,3273116,35032,2611033,32482,1935371,28689,401556,14145,274106,12878,662083,18481,577283,16923,84800,7072,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,845863,3242,131194,8309,71402,6839,46579,5523,18648,3420,6175,2267,59792,6602,45124,6229,14668,2946,208311,10427,159605,9047,123905,8433,24133,4233,11567,3211,48706,6043,42149,5758,6557,1974,506358,11578,450911,11514,409235,10307,20412,3757,21264,3174,55447,4569,50882,4254,4565,2365,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,123416,1672,19477,2763,5904,1835,4911,1685,720,738,273,170,13573,2443,13263,2446,310,276,27718,3419,16761,2613,15602,2591,305,217,854,400,10957,2237,10550,2283,407,317,76221,3671,63245,3399,58056,3222,1299,585,3890,909,12976,1793,12836,1762,140,126,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1769244,7552,246170,11400,64359,6160,42671,5090,18897,3947,2791,1075,181811,10043,158974,9133,22837,4603,328527,12276,167044,10629,110460,8524,42579,5524,14005,3773,161483,9356,136965,8055,24518,4795,1194547,14809,963504,14840,749471,13244,130405,7359,83628,7104,231043,11664,196806,11117,34237,4986,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
