GEO_ID,C27018_001E,C27018_001M,C27018_002E,C27018_002M,C27018_003E,C27018_003M,C27018_004E,C27018_004M,C27018_005E,C27018_005M,C27018_006E,C27018_006M,C27018_007E,C27018_007M,C27018_008E,C27018_008M,C27018_009E,C27018_009M,C27018_010E,C27018_010M,C27018_011E,C27018_011M,C27018_012E,C27018_012M,C27018_013E,C27018_013M,C27018_014E,C27018_014M,C27018_015E,C27018_015M,C27018_016E,C27018_016M,C27018_017E,C27018_017M,C27018_018E,C27018_018M,C27018_019E,C27018_019M,C27018_020E,C27018_020M,C27018_021E,C27018_021M,C27018_022E,C27018_022M,C27018_023E,C27018_023M,C27018_024E,C27018_024M,C27018_025E,C27018_025M,C27018_026E,C27018_026M,C27018_027E,C27018_027M,C27018_028E,C27018_028M,C27018_029E,C27018_029M,C27018_030E,C27018_030M,C27018_031E,C27018_031M,C27018_032E,C27018_032M,C27018_033E,C27018_033M,C27018_034E,C27018_034M,C27018_035E,C27018_035M,C27018_036E,C27018_036M,C27018_037E,C27018_037M,C27018_038E,C27018_038M,C27018_039E,C27018_039M,C27018_040E,C27018_040M,C27018_041E,C27018_041M,C27018_042E,C27018_042M,C27018_043E,C27018_043M,C27018_044E,C27018_044M,C27018_045E,C27018_045M,C27018_046E,C27018_046M,C27018_047E,C27018_047M,C27018_048E,C27018_048M,C27018_049E,C27018_049M,C27018_050E,C27018_050M,C27018_051E,C27018_051M,NAME,C27018_001EA,C27018_001MA,C27018_002MA,C27018_002EA,C27018_003EA,C27018_003MA,C27018_004MA,C27018_004EA,C27018_005EA,C27018_005MA,C27018_006EA,C27018_006MA,C27018_007MA,C27018_007EA,C27018_008EA,C27018_008MA,C27018_009MA,C27018_009EA,C27018_010EA,C27018_010MA,C27018_011EA,C27018_011MA,C27018_012EA,C27018_012MA,C27018_013MA,C27018_013EA,C27018_014EA,C27018_014MA,C27018_015MA,C27018_015EA,C27018_016MA,C27018_016EA,C27018_017EA,C27018_017MA,C27018_018EA,C27018_018MA,C27018_019MA,C27018_019EA,C27018_020MA,C27018_020EA,C27018_021MA,C27018_021EA,C27018_022EA,C27018_022MA,C27018_023MA,C27018_023EA,C27018_024EA,C27018_024MA,C27018_025EA,C27018_025MA,C27018_026MA,C27018_026EA,C27018_027EA,C27018_027MA,C27018_028EA,C27018_028MA,C27018_029EA,C27018_029MA,C27018_030EA,C27018_030MA,C27018_031EA,C27018_031MA,C27018_032MA,C27018_032EA,C27018_033EA,C27018_033MA,C27018_034EA,C27018_034MA,C27018_035EA,C27018_035MA,C27018_036EA,C27018_036MA,C27018_037MA,C27018_037EA,C27018_038MA,C27018_038EA,C27018_039EA,C27018_039MA,C27018_040MA,C27018_040EA,C27018_041EA,C27018_041MA,C27018_042MA,C27018_042EA,C27018_043MA,C27018_043EA,C27018_044MA,C27018_044EA,C27018_045EA,C27018_045MA,C27018_046MA,C27018_046EA,C27018_047MA,C27018_047EA,C27018_048MA,C27018_048EA,C27018_049MA,C27018_049EA,C27018_050EA,C27018_050MA,C27018_051EA,C27018_051MA,state
0400000US01,4653597,3125,887717,22606,310590,11915,252202,10502,58388,6413,508921,13520,169457,8709,339464,11486,68206,4104,66931,4053,1275,565,992930,27685,255803,11901,135263,8713,120540,8844,569466,17550,125813,7060,443653,15448,167661,5137,166041,5213,1620,667,813503,25519,190140,10295,41242,4252,148898,9604,491588,16264,56043,4827,435545,15010,131775,5997,129927,5995,1848,795,613731,17343,130690,7410,13892,2070,116798,6942,395179,10790,30580,2789,364599,10407,87862,5264,86905,5170,957,419,1345716,26925,233245,8829,11908,2713,221337,8130,930380,18743,53563,4011,876817,18177,182091,6843,177403,6625,4688,953,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,683599,2461,69227,6101,23773,2891,17602,2236,6171,1567,42523,3746,13429,1845,29094,2976,2931,1062,2911,1063,20,35,112447,8041,34272,4157,21060,3004,13212,2655,69239,4641,17824,2463,51415,3868,8936,1336,8633,1340,303,234,107523,8027,36084,4299,9509,2315,26575,4017,61902,4809,6456,1544,55446,4300,9537,1506,8715,1432,822,528,99385,7222,32781,3494,2942,1033,29839,3366,58946,4609,2943,855,56003,4420,7658,1256,7143,1253,515,336,295017,10001,57264,4505,4645,1279,52619,4233,214985,7069,15004,1934,199981,6729,22768,1987,21573,1911,1195,532,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6259083,4476,1093740,33517,392229,17920,288416,15133,103813,10128,633902,18818,289055,12443,344847,12156,67609,4351,62415,4244,5194,1334,1342235,36268,435418,17838,206532,14100,228886,12166,725596,20310,203203,12705,522393,16355,181221,6605,176517,6534,4704,1717,1099189,33657,286697,13634,54048,6621,232649,12799,637236,19810,93687,7427,543549,18479,175256,7036,170600,6823,4656,1113,818153,28056,181801,11404,20167,3399,161634,11120,499813,17417,50005,4633,449808,15985,136539,7159,133571,7005,2968,871,1905766,32050,309963,13082,16497,3021,293466,12518,1280868,19724,71803,4957,1209065,19237,314935,8289,305905,8289,9030,1737,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2833775,2478,534864,16592,193081,9271,164204,8795,28877,3876,300407,9693,93786,5030,206621,8807,41376,2705,40123,2698,1253,677,669051,20462,189814,9493,121029,7977,68785,6470,364685,11999,82513,5636,282172,10206,114552,4732,113766,4713,786,412,537446,19378,126261,7640,40730,4852,85531,6367,323586,12948,47001,4120,276585,11939,87599,4544,87011,4576,588,301,360039,13025,75643,4559,11496,2248,64147,4380,230939,9303,21280,2365,209659,8828,53457,3917,52927,3880,530,308,732375,17427,114604,6024,9239,1715,105365,5690,509951,13592,30640,2781,479311,13228,107820,3917,105926,3891,1894,706,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36514381,9382,5781826,74256,2012585,38677,1537146,33644,475439,18571,3361998,39886,1164110,23572,2197888,31632,407243,10151,378512,9722,28731,3319,7376425,86188,2221747,39454,1236822,30287,984925,26613,4286025,48152,956687,22915,3329338,40492,868653,17262,837769,17138,30884,3869,5767221,76570,1475720,28670,444376,15281,1031344,25844,3585029,51149,420468,12184,3164561,47142,706472,14653,675171,13720,31301,3494,4383455,64789,1009677,26411,154517,9686,855160,23816,2820982,42842,224593,9371,2596389,39863,552796,14863,527905,14234,24891,3024,13205454,83328,2437880,30103,135141,7311,2302739,29981,9125767,60268,372750,9964,8753017,58451,1641807,18846,1542683,19164,99124,4673,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4914516,3184,659214,22993,210532,11691,141742,10005,68790,6886,405523,13051,112816,6535,292707,11515,43159,3138,41338,2980,1821,730,848406,25828,258346,13224,118493,8656,139853,9312,491193,14599,89543,5517,401650,12583,98867,4005,97251,4076,1616,675,797755,18049,210246,9119,37908,4245,172338,8691,482676,12368,44457,4456,438219,12076,104833,5298,102790,5263,2043,606,668066,19775,164118,8889,16916,2896,147202,8257,425967,13656,25600,2984,400367,12927,77981,4616,76646,4555,1335,541,1941075,26174,370169,11478,13265,2537,356904,11019,1359611,16282,50641,3314,1308970,15982,211295,7238,201798,7250,9497,1703,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3463164,2282,350145,15842,103498,7645,84967,6523,18531,3706,214714,9126,102150,5999,112564,7111,31933,3034,30071,2938,1862,860,450639,16991,122576,6505,78435,5893,44141,4907,237818,11050,83526,6179,154292,9228,90245,5288,87946,5192,2299,886,474132,18327,116509,7487,36208,4756,80301,7115,271462,11748,39545,4176,231917,11027,86161,4258,84215,4221,1946,757,460246,17993,110957,7646,15055,2691,95902,6538,279817,11331,24135,3152,255682,11034,69472,4861,65677,4578,3795,1294,1728002,21820,352301,7585,16407,3271,335894,7374,1168687,15794,45255,4267,1123432,15509,207014,5450,197608,5512,9406,1314,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,871457,1341,103376,8083,36655,4296,31314,4318,5341,1962,57033,4700,28710,3587,28323,3200,9688,1707,9213,1604,475,541,139084,11324,39560,5154,23111,3501,16449,3547,76385,6793,27217,3626,49168,5367,23139,2377,23013,2373,126,131,149776,10338,38178,4780,9755,2695,28423,4015,88686,6353,15802,2714,72884,5442,22912,2510,22372,2408,540,625,129155,8906,28181,3528,4415,1459,23766,3429,80661,5829,10293,2234,70368,5750,20313,2128,20088,2126,225,189,350066,12249,60025,4354,2005,612,58020,4328,240676,8944,14526,2555,226150,8530,49365,3046,47913,3233,1452,647,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,569625,671,109423,7577,30555,3846,28155,4013,2400,1550,70100,4969,38824,3504,31276,2754,8768,1284,8433,1225,335,315,78377,7481,20520,3706,16002,3421,4518,1727,46656,4218,22184,2978,24472,2882,11201,1418,10740,1401,461,303,63539,7679,11691,3059,5595,2304,6096,2090,43306,4969,14228,3278,29078,3293,8542,1569,7809,1536,733,395,63307,6378,6238,1836,940,654,5298,1638,48916,5358,5505,1500,43411,4866,8153,1323,7863,1299,290,262,254979,9180,31349,2526,2614,914,28735,2272,193322,7037,11217,2328,182105,6476,30308,2096,26593,1816,3715,1170,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18397865,7023,3047100,41629,923963,23162,675049,21897,248914,13450,1804515,26296,506137,13286,1298378,23849,318622,10183,293044,10093,25578,2991,3879326,54535,972496,24327,484280,17318,488216,19196,2189977,32122,388432,12651,1801545,30015,716853,13605,697130,13047,19723,2938,3301482,52874,695342,18602,174536,9096,520806,17056,1981082,37074,208970,10110,1772112,32850,625058,12362,607962,12241,17096,2541,2546414,46794,478773,15047,58790,5643,419983,13988,1598846,33837,124347,6562,1474499,32968,468795,12741,454837,12828,13958,2309,5623543,54695,865944,20031,48972,5079,816972,20275,3678372,38483,179164,7465,3499208,38276,1079227,15526,1039579,15295,39648,4059,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
