GEO_ID,B19101H_001E,B19101H_001M,B19101H_002E,B19101H_002M,B19101H_003E,B19101H_003M,B19101H_004E,B19101H_004M,B19101H_005E,B19101H_005M,B19101H_006E,B19101H_006M,B19101H_007E,B19101H_007M,B19101H_008E,B19101H_008M,B19101H_009E,B19101H_009M,B19101H_010E,B19101H_010M,B19101H_011E,B19101H_011M,B19101H_012E,B19101H_012M,B19101H_013E,B19101H_013M,B19101H_014E,B19101H_014M,B19101H_015E,B19101H_015M,B19101H_016E,B19101H_016M,B19101H_017E,B19101H_017M,NAME,B19101H_001MA,B19101H_001EA,B19101H_002EA,B19101H_002MA,B19101H_003MA,B19101H_003EA,B19101H_004MA,B19101H_004EA,B19101H_005EA,B19101H_005MA,B19101H_006MA,B19101H_006EA,B19101H_007EA,B19101H_007MA,B19101H_008MA,B19101H_008EA,B19101H_009EA,B19101H_009MA,B19101H_010EA,B19101H_010MA,B19101H_011EA,B19101H_011MA,B19101H_012MA,B19101H_012EA,B19101H_013EA,B19101H_013MA,B19101H_014MA,B19101H_014EA,B19101H_015EA,B19101H_015MA,B19101H_016MA,B19101H_016EA,B19101H_017MA,B19101H_017EA,state
0400000US13,1459638,12875,55705,3724,35120,2421,51316,3918,59017,3939,64638,4730,68402,4588,64262,3855,69272,4275,63559,4309,125209,5687,172953,6201,213639,7539,156486,6066,84690,3985,91403,4868,83967,3932,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,82230,2754,1914,531,2186,818,982,475,2934,931,3179,1031,2235,771,3371,1036,2877,925,3363,820,5399,1207,8708,1306,15649,2078,9814,1520,7214,1083,5846,1205,6559,1135,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,350245,6241,13856,1895,12592,1797,11235,1672,18488,1825,21755,1961,19179,2112,20343,2443,19116,2410,17165,1831,37861,2970,48272,3205,51428,2956,24879,2179,13549,1636,11666,1523,8861,1493,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2150540,12184,55355,3920,41000,3048,53630,3195,72325,4096,76667,4358,90275,4478,86211,3709,90965,4348,84538,4129,172255,6141,252225,7820,354429,7943,256946,7670,152286,5740,156699,5113,154734,4803,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1412761,10056,56846,4067,40434,3130,48486,3458,64832,4017,67817,3342,78415,3855,74699,3749,82361,3718,72956,3940,140057,5850,180930,7626,218614,6117,128612,5187,66384,3981,49738,3209,41580,2458,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,731030,7003,20688,1656,18079,1488,23897,2042,29366,2363,33457,2514,33668,2372,35302,2665,37879,2900,39622,2515,72767,3302,104341,3982,121118,3985,72957,3707,37647,2492,28805,2270,21437,1433,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,597884,7304,18658,2109,14096,1609,19609,2043,22513,2222,26083,2562,26429,2042,25728,2134,29206,1894,31013,2173,56940,3226,78582,3713,99107,4524,63912,3397,33669,2672,28474,2010,23865,1688,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1005451,9470,62176,3727,45176,2899,48431,3600,56082,4008,57589,3822,54357,3606,54109,3682,55139,3588,46401,3060,90701,4630,115514,5038,140857,4666,81724,3614,37907,3313,32421,2495,26867,1975,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,727435,8923,28119,2930,21291,2274,26158,2386,33541,2922,31900,2700,33852,3218,34172,2798,31815,2966,35251,2781,61256,3703,85149,4474,112903,5272,74732,3980,44151,3306,39774,2912,33371,2922,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,333167,4672,12384,1683,10419,1509,13704,1582,17144,2057,16547,1627,16982,1903,17284,2122,17973,1820,16760,1897,31115,2787,47798,2646,50456,2681,27111,2117,15318,1777,12817,1618,9355,1141,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,848044,8935,16939,1990,10031,1501,12597,1600,18725,2118,22943,2573,23646,2514,21683,2112,22506,2132,24606,2096,54154,3484,84342,4440,133730,5475,116050,5038,80931,4260,97595,4302,107566,4253,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1253987,11221,29541,2806,23889,2416,29411,2828,34420,2832,36507,3191,38050,2572,41651,2921,40184,3474,40066,2813,86845,5023,131205,5952,194271,7211,164134,5833,113610,4399,122394,5113,127809,4600,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2017840,14023,76277,3838,60198,3626,73791,3499,86824,3766,93656,4819,100947,4653,100640,4192,110120,4306,105348,5271,192508,6549,253285,6568,307765,7732,187347,5993,104832,4830,92970,3994,71332,3198,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1184377,8695,23767,2279,25082,2065,29909,2234,37954,2923,41760,2500,47499,2625,47026,2237,52334,2795,51134,2682,101337,3854,156587,4318,212453,5127,141650,3615,79745,3705,73955,3048,62185,3031,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,468754,6787,20251,2656,17986,2420,20475,2116,25637,2982,22535,2271,25488,2494,26717,2737,23599,2642,22103,2441,42983,3345,58134,3943,73858,3820,40622,2681,18799,1765,16076,1928,13491,1538,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1284646,10964,48368,3694,39741,2835,48718,3372,61263,3418,62282,3920,65563,3340,69678,4386,68531,3671,59636,3742,121516,4991,164718,6020,192340,6144,116618,4864,66341,3760,52136,3068,47197,3335,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,233211,4631,9590,1662,6680,1278,10714,1769,14059,1921,11448,1561,13888,1760,12747,1633,11642,1480,11813,1401,21650,2164,28657,2229,37235,2857,19930,2004,9375,1237,7624,1246,6159,1058,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,403106,5251,9780,1499,9835,1457,11401,1352,15885,1661,16944,1655,18125,1701,19318,1802,19640,2168,19025,1679,42310,2748,54180,3147,70176,3325,42283,2266,22654,1959,17131,1558,14419,1650,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,383264,6765,12551,1771,7727,1475,11435,1858,15065,2049,17101,2212,15078,1790,15744,1902,15719,1968,16777,1892,31916,2929,52916,3708,63589,3818,43221,3127,25034,2531,20662,2118,18729,2140,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,322471,5995,8286,1535,5569,1143,6790,1304,10189,1473,12156,1597,11466,1680,12156,1748,15605,2169,13688,1516,25650,2833,38748,2920,55302,3219,40105,2665,24464,2242,23723,2096,18574,1647,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1376991,9776,22249,2457,15979,1887,25646,2210,30592,3120,37067,2750,36052,3100,35891,2997,39938,3294,43665,3015,86274,3843,132148,5387,211676,6993,185530,6111,133921,5337,163185,4972,177178,5428,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,234023,5123,7828,1580,5006,1045,8756,1489,9486,1408,9345,1539,11685,1470,9403,1360,13607,1784,9926,1448,21413,2385,27416,2607,33059,2898,23374,2287,16809,2260,14931,1811,11979,1309,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2852276,16531,76406,4539,64112,3785,73415,4078,91949,4307,98830,5048,106681,4810,102723,4456,117037,5478,106250,5444,218893,7405,302207,7670,424166,10005,331219,7284,217877,6514,240760,6986,279751,7567,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1692858,12036,65191,3864,49231,3498,57507,3539,76418,4220,78564,4874,88499,4468,80556,3937,81435,3933,85302,4675,156979,5888,219982,7410,259970,8683,152784,5918,83282,5189,79302,4647,77856,3749,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,157312,3099,4248,827,3669,784,4420,924,5890,1132,5940,779,6502,1094,6996,1002,6466,913,7509,949,14781,1468,23960,1804,29926,1990,17524,1484,8260,1154,6109,951,5112,867,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2491262,15003,107203,5338,72710,4217,87497,4953,106127,4738,111072,4424,134610,5734,134046,6246,126856,4762,118787,4914,238362,6769,316204,7885,387627,8203,227420,5971,127932,4228,107898,4448,86911,3720,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,708360,7185,29305,2889,23229,2316,29604,2679,37919,2836,36584,2591,35803,2882,37899,2917,38757,2650,34477,2902,72542,3302,91094,3819,101606,4367,59806,3375,30011,2289,26985,2263,22739,2178,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,796599,8559,34938,3584,23720,2681,26863,2636,37991,3271,37757,2934,43941,3317,39359,3122,42393,3379,41191,2794,71536,4012,96513,5358,119559,5669,74614,4138,40571,2798,35349,2448,30304,2582,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2664653,15076,76703,4635,62091,3864,81248,4456,101269,4380,116357,4518,125729,4620,127657,4730,127491,4762,123896,5182,247215,6323,335471,8339,420083,8348,280416,6680,155598,5370,148624,4860,134805,4775,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,196840,4600,5217,1263,3031,1008,4891,1042,6107,1067,7809,1306,7542,1400,7502,1254,7244,1319,7449,1305,14862,2007,24696,2098,33652,2995,22908,2115,16064,1656,15260,1905,12606,1686,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,816389,8122,33198,3148,21686,2096,31008,2581,35893,2950,38873,3066,40944,3500,38445,3206,41282,2869,41586,3052,76797,4075,105032,5090,127414,4956,76042,3813,39927,3085,35578,2761,32684,2562,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,181258,4226,4224,864,3899,935,5217,899,7714,1241,8017,1361,9999,1435,8081,1237,8456,1163,9415,1077,19132,2000,26621,1879,31704,2192,18517,1512,8010,1287,5942,1059,6310,924,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1305139,10997,62399,4153,48968,3527,58680,4015,70555,3660,69743,4407,70704,3732,70460,4468,71081,4225,66565,4129,121593,5099,155921,4817,179374,6528,106918,4571,53518,3395,48240,3362,50420,2738,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3097882,16138,87064,5085,65256,4588,82815,4566,102567,5328,113602,5181,123298,6815,128745,5801,131003,6545,122165,5297,251569,8167,363538,8026,494671,11672,355234,8872,219337,6824,221929,7788,235089,6835,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,560004,6788,16469,2134,11194,1677,14880,1883,20499,2249,19711,2192,25580,2763,26515,2589,27557,2488,27968,2482,57495,3365,78116,4240,94592,3915,61101,3384,31728,2693,24692,2058,21907,1929,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,154126,3374,5709,1000,4333,879,4383,884,7080,998,7198,1081,7890,1211,6915,1148,8202,1092,7201,1363,13953,1494,20454,1869,24813,1955,14269,1408,7912,1097,7792,1129,6022,937,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1400745,11459,34946,2904,27857,2743,35746,2959,46112,3242,45970,3251,48541,3199,53218,3957,51950,3665,54036,3107,101987,4541,153247,6594,209650,6300,164161,5713,109558,4220,126046,4885,137720,4421,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1308384,10253,40224,3519,27491,2912,33838,3502,43213,3887,44519,3072,55624,3795,51726,3173,52466,3094,55916,3839,115801,4707,165232,5652,221760,6136,151886,5438,90066,4124,84928,4581,73694,3856,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,461797,6634,26363,2921,19702,2232,26971,2728,26566,2599,28301,2465,28622,2598,25292,2103,25598,2383,25520,2452,42737,3160,56276,3746,62012,3808,32311,2637,16813,1601,10157,1314,8556,1183,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1267923,9077,35645,2662,29319,2435,34996,2538,50752,2843,53104,3069,59897,3156,56845,3307,61018,2799,59115,3046,122240,3828,177036,4823,221538,5052,135683,4682,71010,3093,55390,2984,44335,2781,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,131235,3127,3129,861,2865,1010,3729,1011,4667,907,5460,1240,5555,1023,4918,980,5793,1196,5276,1095,15669,2310,17027,1657,22131,1791,16869,1779,5980,1042,7284,1440,4883,953,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,6748,1221,1214,558,807,482,692,343,391,282,64,78,268,206,197,197,684,402,88,110,379,290,391,294,368,258,528,302,360,323,270,211,47,81,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
