GEO_ID,C15002H_001E,C15002H_001M,C15002H_002E,C15002H_002M,C15002H_003E,C15002H_003M,C15002H_004E,C15002H_004M,C15002H_005E,C15002H_005M,C15002H_006E,C15002H_006M,C15002H_007E,C15002H_007M,C15002H_008E,C15002H_008M,C15002H_009E,C15002H_009M,C15002H_010E,C15002H_010M,C15002H_011E,C15002H_011M,NAME,C15002H_001EA,C15002H_001MA,C15002H_002EA,C15002H_002MA,C15002H_003EA,C15002H_003MA,C15002H_004MA,C15002H_004EA,C15002H_005MA,C15002H_005EA,C15002H_006EA,C15002H_006MA,C15002H_007MA,C15002H_007EA,C15002H_008EA,C15002H_008MA,C15002H_009MA,C15002H_009EA,C15002H_010EA,C15002H_010MA,C15002H_011MA,C15002H_011EA,state
0400000US01,2242013,2242,1076145,1480,168146,6061,331008,7430,304445,6791,272546,6617,1165868,1259,170098,7174,364226,8615,356773,8297,274771,6962,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,316631,946,167899,678,9522,1688,43463,3047,62445,3179,52469,3205,148732,506,6285,1103,29470,2138,61294,2795,51683,2639,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2722084,1848,1326208,1437,91057,4507,307542,9502,481234,9291,446375,9379,1395876,1160,88961,5533,347332,9631,548026,8992,411557,7513,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1513457,3326,730516,1858,109600,4125,255179,6015,207517,6380,158220,5275,782941,2581,106064,4957,275883,6242,240751,5677,160243,5636,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11130961,4721,5472825,2896,359894,9843,1070456,16875,1821875,16149,2220600,19379,5658136,2985,366487,8076,1154390,14125,2026346,19790,2110913,19002,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2500740,2486,1229250,1652,60485,3539,265196,6715,372862,8961,530707,7752,1271490,1598,55384,3623,268608,6283,415498,8080,532000,8820,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1841062,2230,875515,993,68922,3965,242875,6981,207199,5571,356519,7095,965547,1452,68737,4205,265434,7082,257882,6760,373494,7234,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,424379,244,202001,143,20041,2032,66698,3205,54275,2985,60987,3089,222378,199,20606,2301,75352,3491,62619,3384,63801,2762,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,154732,294,78475,233,328,233,3225,992,7094,1569,67828,1796,76257,173,206,203,2475,807,7527,1573,66049,1670,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8214424,6850,3966430,4012,393672,11416,1156302,15871,1187934,14068,1228522,16072,4247994,3517,362609,9157,1352813,15804,1392177,15486,1140395,13139,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3762681,3412,1815930,2633,227031,8013,519476,10243,480185,10410,589238,9497,1946751,2214,213764,6985,584236,11966,557452,10290,591299,9283,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,239096,739,128734,380,4863,1060,26338,2354,43310,2790,54223,2974,110362,542,4728,890,19307,2127,40278,2758,46049,2940,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,866909,905,426858,901,36212,2969,126526,4521,146121,5095,117999,4669,440051,527,35265,2925,125599,4148,171380,5106,107807,4641,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5801337,1480,2790911,791,215529,7762,795011,12060,797105,12655,983266,10234,3010426,1047,232093,6297,863271,12130,910803,10731,1004259,12833,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3594150,1691,1732622,1310,203940,6285,639483,8857,474135,9252,415064,7688,1861528,918,204037,5426,686105,8487,545515,9495,425871,7370,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1853424,1736,896076,1340,73586,3678,321204,5801,274781,5699,226505,6128,957348,818,68073,2918,318193,6823,326625,6422,244457,6851,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1522457,1448,735216,932,58026,3327,214174,5757,227574,5834,235442,6026,787241,1070,59089,3293,212981,5719,267308,6522,247863,6110,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2581377,2333,1240015,1736,231655,6773,452087,8757,301323,8350,254950,5888,1341362,1424,222854,6526,449435,7653,386577,8572,282496,6884,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1892807,2136,916767,1637,136792,5688,318779,7597,234861,7921,226335,6780,976040,1104,129067,4996,336189,7136,266780,7308,244004,6792,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,901089,226,431812,187,46502,3342,153324,4231,120078,4545,111908,4187,469277,137,38594,3016,158063,5171,142098,4583,130522,4468,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2259196,1508,1082448,784,97030,5092,270976,6961,259547,7136,454895,7675,1176748,925,94830,4877,306124,7156,311020,7695,464774,7159,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3577099,3383,1691772,2164,139053,5595,461470,8820,386877,9246,704372,9941,1885327,1851,143605,5130,481129,9585,490079,9934,770514,9844,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5258029,1872,2545238,1303,249357,7503,797489,10489,807232,11177,691160,10365,2712791,906,240628,6414,874670,10673,907013,10199,690480,9564,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3080576,851,1501493,526,99637,4204,421904,6361,485115,6681,494837,8613,1579083,637,86256,3687,428757,7233,544900,7000,519170,7386,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1192199,3246,573744,2067,90742,4896,176348,5431,175519,5187,131135,5013,618455,2016,80608,4260,191141,5068,204955,6161,141751,4799,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3343849,1580,1611668,1242,192004,6125,533794,9538,460435,9362,425435,7891,1732181,827,200900,6579,549467,7764,519328,8569,462486,7878,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,611213,696,303380,605,24062,2246,94257,3820,95557,4068,89504,3927,307833,262,20805,2181,90991,3632,102419,3566,93618,3984,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1027769,1642,498002,1114,33905,2482,148700,4411,165470,4730,149927,3828,529767,978,29428,2231,150976,3863,188270,4128,161093,4202,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1087436,1444,552816,869,42135,3560,163870,6136,199668,5857,147143,5383,534620,1027,46141,3977,163872,6490,199292,5778,125315,5818,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,851476,1099,412858,620,35940,2921,129494,4922,114356,4103,133068,4064,438618,827,32214,2804,129211,4159,133396,4518,143797,4507,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3759588,3061,1784937,1681,134481,5916,506905,10011,422769,7842,720782,9641,1974651,1705,149276,5488,626854,10507,462572,8942,735949,9386,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,635269,1502,308049,1164,20091,2284,67661,3762,100334,4141,119963,4198,327220,928,18900,1937,72957,3599,118996,4166,116367,3780,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8065035,4016,3854092,2929,342901,9341,1049793,16010,982118,12486,1479280,13838,4210943,2023,339924,7489,1210028,14594,1073633,12957,1587358,13708,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4413897,4738,2106647,3719,270481,7570,581235,10813,612934,11656,641997,11152,2307250,2247,229581,6540,633306,10364,768332,12183,676031,11616,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,408263,276,203379,126,19161,1638,56927,2448,73476,2648,53815,2638,204884,212,16365,1252,54383,1983,72645,2588,61491,2564,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6482723,1815,3108889,1142,345450,9305,1126329,14378,822166,11977,814944,11302,3373834,1115,348815,7063,1214844,12820,974641,11590,835534,11524,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1823210,1133,881005,894,99012,4376,282288,6288,273599,5992,226106,5124,942205,762,103211,4476,305897,6384,306238,6535,226859,6436,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2176341,1917,1053047,1373,86551,4659,274559,7905,366911,7485,325026,6919,1123294,849,80111,4788,287053,8268,424934,7692,331196,6874,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7186805,1601,3434614,823,329333,7660,1302826,14293,797536,14009,1004919,14080,3752191,1234,362678,9003,1449318,12947,913048,12387,1027147,13907,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,576719,1646,270635,912,35503,2886,75115,3600,69598,3302,90419,3617,306084,974,36569,2681,83380,3328,85918,4501,100217,3727,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2094401,1671,1005972,1261,122779,6241,281502,7863,299550,7143,302141,7601,1088429,960,123010,4770,321759,7887,341578,8351,302082,7112,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,472727,1761,232381,1035,22785,1827,77088,3061,68404,3245,64104,2988,240346,1069,19254,2153,72125,3367,82901,3226,66066,2862,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3365888,2261,1611458,1504,254187,7596,542905,9573,405676,8692,408690,8927,1754430,1500,248402,7583,596497,9175,496194,9449,413337,8393,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8099053,5038,3943558,3676,323300,8737,962861,14879,1241911,16176,1415486,15884,4155495,2767,326785,10004,1082987,15292,1397804,15906,1347919,15209,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
