GEO_ID,B10052_001E,B10052_001M,B10052_002E,B10052_002M,B10052_003E,B10052_003M,B10052_004E,B10052_004M,B10052_005E,B10052_005M,B10052_006E,B10052_006M,B10052_007E,B10052_007M,B10052_008E,B10052_008M,B10052_009E,B10052_009M,B10052_010E,B10052_010M,B10052_011E,B10052_011M,NAME,B10052_001MA,B10052_001EA,B10052_002MA,B10052_002EA,B10052_003EA,B10052_003MA,B10052_004MA,B10052_004EA,B10052_005EA,B10052_005MA,B10052_006MA,B10052_006EA,B10052_007MA,B10052_007EA,B10052_008EA,B10052_008MA,B10052_009MA,B10052_009EA,B10052_010EA,B10052_010MA,B10052_011EA,B10052_011MA,state
0400000US01,123935,7326,42262,3914,20557,2350,11722,1658,8835,1523,21705,2890,81673,5956,47847,4696,33302,3965,14545,2068,33826,3422,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,13768,1897,4472,1051,1301,535,723,391,578,247,3171,917,9296,1550,3709,724,2408,651,1301,375,5587,1303,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,158316,7789,39303,3662,14344,1866,7800,1279,6544,1380,24959,3087,119013,6684,52706,4458,37123,4055,15583,2500,66307,5417,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,71629,5050,22481,2626,13184,2022,7713,1452,5471,1062,9297,1605,49148,3845,27166,2869,20098,2606,7068,1429,21982,2972,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1110271,21612,263855,9943,62631,4706,27816,2913,34815,3353,201224,9090,846416,20328,238161,9177,155419,8818,82742,5114,608255,17012,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,88620,6044,21716,2608,7631,1569,4226,1090,3405,1087,14085,2165,66904,5339,27819,2766,18423,2047,9396,1940,39085,4120,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,72332,5573,17065,2395,5043,1288,2768,903,2275,841,12022,2101,55267,4998,18013,2542,11975,2074,6038,1360,37254,3856,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,18454,2599,5230,1319,2214,890,983,560,1231,648,3016,886,13224,2170,5620,1492,3841,1302,1779,651,7604,1433,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10495,1984,3136,903,1282,427,846,383,436,281,1854,770,7359,1589,3410,965,1903,710,1507,617,3949,1081,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,469274,13859,118749,7133,38071,3603,18976,2201,19095,2703,80678,5707,350525,11312,133151,7574,89524,5533,43627,4473,217374,9559,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,252288,10260,63061,4255,25951,2593,14473,2162,11478,1730,37110,2955,189227,9155,89624,6973,65482,5684,24142,3039,99603,6471,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,52392,4532,11184,1608,2387,873,1210,712,1177,547,8797,1407,41208,4011,9682,1960,5668,1424,4014,1355,31526,3572,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
