GEO_ID,B09002_001E,B09002_001M,B09002_002E,B09002_002M,B09002_003E,B09002_003M,B09002_004E,B09002_004M,B09002_005E,B09002_005M,B09002_006E,B09002_006M,B09002_007E,B09002_007M,B09002_008E,B09002_008M,B09002_009E,B09002_009M,B09002_010E,B09002_010M,B09002_011E,B09002_011M,B09002_012E,B09002_012M,B09002_013E,B09002_013M,B09002_014E,B09002_014M,B09002_015E,B09002_015M,B09002_016E,B09002_016M,B09002_017E,B09002_017M,B09002_018E,B09002_018M,B09002_019E,B09002_019M,B09002_020E,B09002_020M,NAME,B09002_001EA,B09002_001MA,B09002_002MA,B09002_002EA,B09002_003MA,B09002_003EA,B09002_004EA,B09002_004MA,B09002_005MA,B09002_005EA,B09002_006EA,B09002_006MA,B09002_007MA,B09002_007EA,B09002_008MA,B09002_008EA,B09002_009EA,B09002_009MA,B09002_010MA,B09002_010EA,B09002_011EA,B09002_011MA,B09002_012EA,B09002_012MA,B09002_013MA,B09002_013EA,B09002_014MA,B09002_014EA,B09002_015MA,B09002_015EA,B09002_016EA,B09002_016MA,B09002_017EA,B09002_017MA,B09002_018MA,B09002_018EA,B09002_019MA,B09002_019EA,B09002_020EA,B09002_020MA,state
0400000US01,973888,9423,623241,11963,94874,4245,69220,3342,32284,2534,212193,7513,214670,5945,350647,11579,58835,5517,10036,2089,7914,1777,2636,955,17450,2519,20799,2828,291812,10303,42459,3905,30041,2821,14245,2061,96727,5485,108340,5729,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,168112,2372,121165,4618,19952,1914,13929,1493,7120,1313,39117,2570,41047,2699,46947,4526,13874,2389,1533,439,1521,695,887,486,4203,995,5730,1449,33073,4009,5331,1014,3273,940,1809,758,10227,1827,12433,2122,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1404733,11517,946450,17730,147237,6024,112949,5425,52334,3726,327755,9465,306175,9404,458283,15916,121402,10860,22980,3597,12400,2497,6359,1621,39302,5126,40361,4611,336881,15352,47837,4767,32958,3786,18877,2594,109920,6867,127289,8442,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,612323,6776,398076,8610,61510,4015,43128,2850,22856,2369,133821,5118,136761,5193,214247,8281,41213,4357,8008,1748,4421,1233,3272,986,13442,1927,12070,1970,173034,8214,27257,2566,19133,2349,11300,1912,59833,4498,55511,4208,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8004370,24076,5695798,39719,839449,13068,638347,11257,319689,7300,1924764,20439,1973549,23065,2308572,37059,602135,14955,112486,6595,71337,4749,33775,3541,184309,8574,200228,8610,1706437,34710,221277,8779,171919,8410,92852,5558,556711,17010,663678,17224,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1115450,8450,812058,11086,133479,5332,97550,4621,49308,3367,284783,6787,246938,7516,303392,11086,77728,6760,11325,2367,7639,1759,4276,1149,25423,2856,29065,3250,225664,9576,31056,2746,22881,2622,11325,2061,81049,5221,79353,4906,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,740253,5001,526843,9100,73650,3469,54424,2864,29031,2421,185452,5712,184286,5419,213410,9528,39220,4409,4457,1632,4363,1262,1804,875,12586,2447,16010,2333,174190,9772,21740,2699,16157,2244,7177,1511,57702,4776,71414,5130,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,181916,3529,120803,5233,17699,1498,12965,1512,6000,1129,41922,2798,42217,3046,61113,4770,12610,2797,2773,1188,1446,655,409,378,3483,1153,4499,1378,48503,4534,6619,1605,4989,1268,2820,812,16590,2765,17485,2118,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,82873,3053,37001,3144,9793,1075,5273,1082,2651,649,10379,1811,8905,1391,45872,3932,6436,2065,424,281,653,456,495,358,1997,997,2867,1043,39436,4330,6675,1414,3625,1060,1071,539,12946,2248,15119,1978,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3482327,15934,2246041,28546,338148,9172,245672,7798,124494,5317,755413,17089,782314,12400,1236286,23744,250855,12970,47155,4989,28764,3504,13522,2279,79481,6147,81933,5195,985431,20522,122736,7393,100348,6091,52644,4988,329556,11040,380147,10376,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2170094,13446,1444835,19730,223830,6886,161871,5507,79374,5159,503978,11729,475782,10937,725259,18936,129872,9604,27573,3942,14409,2846,9954,2299,37183,4220,40753,4679,595387,17049,77384,5961,60889,4295,34994,3585,202541,8211,219579,9187,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,236710,5996,179076,7417,28573,2449,20817,2393,8554,1028,61991,3532,59141,3617,57634,5465,14128,2672,2901,1061,1535,698,708,563,3774,1166,5210,1230,43506,5226,6641,1554,4506,1433,1960,865,14449,2632,15950,2277,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,392953,4609,303786,7031,49985,3088,33883,2299,19347,2060,103967,3764,96604,4150,89167,6689,20977,3696,4923,1461,1411,556,1216,592,6128,1536,7299,1736,68190,5399,9004,1705,6957,1506,3482,933,23547,2786,25200,3046,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2785220,13569,1978728,18502,296933,6286,207130,6048,108160,4878,669809,10141,696696,11232,806492,19562,168920,11309,31282,3683,17517,2654,10400,2025,55240,5189,54481,4698,637572,17709,83761,4973,64580,3791,31579,2574,216403,8480,241249,9269,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1437708,8364,977770,14917,145077,4757,107545,4723,56830,3968,335483,7646,332835,8181,459938,14599,97817,7328,18976,2655,12221,2086,5515,1279,29043,3006,32062,3460,362121,13133,52114,4238,40322,3626,21950,2866,127322,6983,120413,5721,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
