GEO_ID,B18101I_001E,B18101I_001M,B18101I_002E,B18101I_002M,B18101I_003E,B18101I_003M,B18101I_004E,B18101I_004M,B18101I_005E,B18101I_005M,B18101I_006E,B18101I_006M,B18101I_007E,B18101I_007M,B18101I_008E,B18101I_008M,B18101I_009E,B18101I_009M,B18101I_010E,B18101I_010M,NAME,B18101I_001EA,B18101I_001MA,B18101I_002EA,B18101I_002MA,B18101I_003MA,B18101I_003EA,B18101I_004EA,B18101I_004MA,B18101I_005MA,B18101I_005EA,B18101I_006EA,B18101I_006MA,B18101I_007MA,B18101I_007EA,B18101I_008EA,B18101I_008MA,B18101I_009MA,B18101I_009EA,B18101I_010EA,B18101I_010MA,state
0400000US01,180566,2377,67215,1785,3142,874,64073,1913,109202,2053,6045,1460,103157,2481,4149,1121,2044,833,2105,808,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,38470,1724,14839,492,824,634,14015,862,22655,1770,1816,657,20839,1854,976,304,638,304,338,289,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1872157,3543,707641,484,22258,2849,685383,2905,1067819,3614,80981,5228,986838,6090,96697,941,37705,2496,58992,2530,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,180477,1812,72911,1637,2851,956,70060,1701,104132,2024,8328,1534,95804,2393,3434,1021,1299,664,2135,755,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13931538,4982,4768399,873,143496,7573,4624903,7502,8419435,4746,556443,13104,7862992,14511,743704,3066,301448,7024,442256,7348,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1025931,2631,376650,944,11936,1865,364714,2006,596667,2692,52860,4664,543807,4808,52614,1365,21949,2056,30665,1876,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,473701,990,160975,72,7826,1511,153149,1516,291849,1039,32721,3719,259128,3817,20877,679,9067,1061,11810,1206,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,73052,181,27360,5,1660,859,25700,859,43194,596,2484,747,40710,853,2498,559,778,411,1720,473,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,54795,208,12258,8,378,406,11880,406,39768,208,1254,712,38514,759,2769,4,1038,359,1731,358,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4206942,3056,1108995,3701,37640,3789,1071355,4872,2662914,4637,195202,8833,2467712,9734,435033,2422,158751,6084,276282,5753,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,843034,1927,316561,1996,10843,2233,305718,2915,506977,3243,21480,2460,485497,4250,19496,1959,7694,1591,11802,1577,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,114131,1095,45152,10,3188,1128,41964,1129,62344,1275,6925,1424,55419,1969,6635,675,2349,741,4286,664,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,174262,836,73440,546,3391,946,70049,1034,94534,1419,9329,1585,85205,2072,6288,1064,2968,649,3320,802,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2022648,2333,725845,1451,19285,2650,706560,3207,1214441,2168,66959,4580,1147482,4860,82362,1338,26276,1976,56086,2198,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,385190,1398,153196,1568,5080,1064,148116,1859,219613,1800,17203,2151,202410,2590,12381,1094,4625,657,7756,1042,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,149824,1172,62056,1170,1161,511,60895,1332,84532,1577,5188,1035,79344,1807,3236,916,955,463,2281,764,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,296123,1090,121308,1052,3150,883,118158,1375,165246,1488,11565,1609,153681,2019,9569,1307,4300,859,5269,1031,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
