GEO_ID,B18102_001E,B18102_001M,B18102_002E,B18102_002M,B18102_003E,B18102_003M,B18102_004E,B18102_004M,B18102_005E,B18102_005M,B18102_006E,B18102_006M,B18102_007E,B18102_007M,B18102_008E,B18102_008M,B18102_009E,B18102_009M,B18102_010E,B18102_010M,B18102_011E,B18102_011M,B18102_012E,B18102_012M,B18102_013E,B18102_013M,B18102_014E,B18102_014M,B18102_015E,B18102_015M,B18102_016E,B18102_016M,B18102_017E,B18102_017M,B18102_018E,B18102_018M,B18102_019E,B18102_019M,B18102_020E,B18102_020M,B18102_021E,B18102_021M,B18102_022E,B18102_022M,B18102_023E,B18102_023M,B18102_024E,B18102_024M,B18102_025E,B18102_025M,B18102_026E,B18102_026M,B18102_027E,B18102_027M,B18102_028E,B18102_028M,B18102_029E,B18102_029M,B18102_030E,B18102_030M,B18102_031E,B18102_031M,B18102_032E,B18102_032M,B18102_033E,B18102_033M,B18102_034E,B18102_034M,B18102_035E,B18102_035M,B18102_036E,B18102_036M,B18102_037E,B18102_037M,B18102_038E,B18102_038M,B18102_039E,B18102_039M,NAME,B18102_001EA,B18102_001MA,B18102_002MA,B18102_002EA,B18102_003MA,B18102_003EA,B18102_004EA,B18102_004MA,B18102_005MA,B18102_005EA,B18102_006MA,B18102_006EA,B18102_007EA,B18102_007MA,B18102_008EA,B18102_008MA,B18102_009MA,B18102_009EA,B18102_010EA,B18102_010MA,B18102_011EA,B18102_011MA,B18102_012MA,B18102_012EA,B18102_013MA,B18102_013EA,B18102_014EA,B18102_014MA,B18102_015MA,B18102_015EA,B18102_016EA,B18102_016MA,B18102_017EA,B18102_017MA,B18102_018MA,B18102_018EA,B18102_019EA,B18102_019MA,B18102_020EA,B18102_020MA,B18102_021EA,B18102_021MA,B18102_022EA,B18102_022MA,B18102_023EA,B18102_023MA,B18102_024MA,B18102_024EA,B18102_025MA,B18102_025EA,B18102_026EA,B18102_026MA,B18102_027MA,B18102_027EA,B18102_028MA,B18102_028EA,B18102_029EA,B18102_029MA,B18102_030MA,B18102_030EA,B18102_031MA,B18102_031EA,B18102_032MA,B18102_032EA,B18102_033MA,B18102_033EA,B18102_034EA,B18102_034MA,B18102_035EA,B18102_035MA,B18102_036MA,B18102_036EA,B18102_037EA,B18102_037MA,B18102_038EA,B18102_038MA,B18102_039MA,B18102_039EA,state
0400000US01,4702769,1669,2264282,5426,158291,2837,1859,899,156432,2882,422118,3924,2789,845,419329,3967,513003,4467,6492,1708,506511,4539,898693,4502,47058,3384,851635,5676,167773,1670,26506,2047,141267,2689,104404,1650,33945,2218,70459,2642,2438487,5571,149778,2783,267,201,149511,2786,403451,3461,2882,1012,400569,3667,547962,3635,4417,1326,543545,3933,971878,3720,30061,2883,941817,4521,198107,1475,15771,1825,182336,2402,167311,1992,34079,2376,133232,2720,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689249,1872,351120,2257,27406,1004,248,275,27158,1068,70661,1884,930,514,69731,1948,79895,1945,367,235,79528,1995,148156,1728,9151,1559,139005,2298,17286,721,3936,804,13350,903,7716,531,2339,566,5377,673,338129,1869,26176,1031,76,108,26100,1022,63741,1363,598,441,63143,1410,81524,1301,1305,672,80219,1358,139860,1332,4491,978,135369,1598,16632,733,1788,675,14844,990,10196,716,2347,560,7849,712,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6310174,2001,3105385,4053,234504,1890,958,672,233546,2076,600845,2333,3780,1025,597065,2475,721817,3650,3980,1007,717837,3807,1147687,3224,41862,3259,1105825,4912,236711,1478,28200,2254,208511,2380,163821,1344,43295,2598,120526,2875,3204789,3753,220917,1516,1079,672,219838,1524,573665,1928,3562,1055,570103,2174,720781,2636,3364,846,717417,2794,1214398,2779,22705,2658,1191693,3693,262884,1449,13245,2054,249639,2386,212144,1791,42564,2609,169580,2838,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2867611,1672,1395533,6537,101001,2664,712,410,100289,2721,259066,3392,2528,953,256538,3391,317187,4945,3952,1251,313235,5029,538593,4147,30695,2599,507898,4696,110609,1659,20067,1749,90542,2070,69077,1312,22278,1875,46799,2106,1472078,6426,93310,2691,326,313,92984,2708,255997,3199,2021,770,253976,3166,323868,3746,2765,1105,321103,3962,573785,4220,15914,1807,557871,4264,122305,1789,8272,1423,114033,2058,102813,1833,22655,2100,80158,2665,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36815569,4634,18152479,9393,1293050,2503,7862,1756,1285188,3007,3456150,4311,20813,2733,3435337,4960,4554174,7702,31392,3176,4522782,8358,7023794,8140,186348,7758,6837446,10806,1048445,2855,113051,4867,935394,5745,776866,2601,209128,6509,567738,6691,18663090,7973,1235696,2257,5967,1590,1229729,2668,3303795,3153,16803,2081,3286992,4069,4469334,4521,23024,2848,4446310,5608,7302605,5031,109954,4699,7192651,6751,1221552,2250,64809,3870,1156743,4298,1130108,5102,227924,6463,902184,8111,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4956873,2211,2462240,6565,176774,1969,969,614,175805,1997,453065,2579,3233,897,449832,2664,594271,3988,6173,1554,588098,4158,998530,3695,42860,3818,955670,4677,146421,1406,20747,1760,125674,2210,93179,1394,30883,1864,62296,2093,2494633,6292,165503,1769,616,484,164887,1762,430866,2337,3309,1136,427557,2581,582388,3593,4270,1146,578118,3748,1019341,2887,22433,1907,996908,3690,161686,1503,8944,1311,152742,1769,134849,1680,30911,2136,103938,2548,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3519913,989,1704117,2239,101888,805,88,102,101800,803,314257,1178,2079,910,312178,1541,360831,2110,2031,693,358800,2312,719819,2263,17849,1993,701970,2811,118138,1194,9833,1390,108305,1722,89184,946,21327,1568,67857,1697,1815796,2076,99797,1048,0,281,99797,1048,299068,1012,1398,546,297670,1205,369301,1721,1743,820,367558,1927,770127,1659,10459,1662,759668,2291,137034,1007,8291,1379,128743,1613,140469,1476,28277,2114,112192,2554,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885232,820,426205,1636,28725,641,228,226,28497,711,76758,1024,435,410,76323,1081,96343,1536,1276,710,95067,1640,168907,1223,5677,1259,163230,1717,33638,645,2374,592,31264,845,21834,430,5281,815,16553,952,459027,1568,27370,596,409,436,26961,713,73193,756,191,223,73002,784,101165,768,135,172,101030,805,187354,1031,3468,1035,183886,1437,38261,534,1393,471,36868,653,31684,603,6176,1088,25508,1183,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594282,401,278370,1152,16786,346,0,292,16786,346,34433,718,166,206,34267,795,95396,613,1671,1170,93725,1397,105019,869,2168,679,102851,1129,16043,328,649,424,15394,546,10693,299,936,335,9757,456,315912,1126,16075,274,206,258,15869,388,33696,559,434,385,33262,600,113623,207,455,424,113168,454,112137,726,1424,614,110713,1010,20849,634,837,486,20012,767,19532,939,3608,974,15924,1154,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18534081,4456,8979510,7602,542752,3256,3055,1201,539697,3306,1497673,4861,8461,1581,1489212,5142,1940072,6870,15155,2736,1924917,7108,3563114,6129,111558,5678,3451556,8466,803499,3244,81808,3883,721691,5070,632400,2822,156875,4241,475525,4886,9554571,6409,525234,3134,2693,1000,522541,3432,1424588,4904,9059,1550,1415529,5228,1973031,5701,11914,2251,1961117,5942,3859062,5297,62059,4482,3797003,7129,920438,2950,42900,3439,877538,4282,852218,3159,165124,6994,687094,7570,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
