GEO_ID,B07411_001E,B07411_001M,B07411_002E,B07411_002M,B07411_003E,B07411_003M,B07411_004E,B07411_004M,B07411_005E,B07411_005M,NAME,B07411_001MA,B07411_001EA,B07411_002MA,B07411_002EA,B07411_003MA,B07411_003EA,B07411_004EA,B07411_004MA,B07411_005EA,B07411_005MA,state
0400000US01,21146,218,22069,237,15865,682,13612,1359,17486,1764,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,27396,949,30602,690,23680,2126,16818,4626,21546,1431,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,24933,306,25958,286,21262,600,15078,1909,21056,891,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,20720,253,21767,274,15379,646,13818,2111,17284,1794,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25730,125,26546,140,21974,251,20879,723,19405,911,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,27846,400,30410,272,20872,705,19210,1307,20817,874,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,31112,359,32151,383,23431,2021,20695,2717,21241,2088,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,27883,919,29380,984,23294,2859,18338,14332,17387,5231,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,36010,1132,36545,1189,35893,5261,-666666666,-222222222,31562,2493,District of Columbia,null,null,null,null,null,null,-,**,null,null,11
0400000US12,22749,176,23772,204,19767,493,17915,1025,18073,933,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,23804,227,25149,196,18305,747,18044,949,19423,1594,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,29617,720,30170,449,27184,2006,19180,17345,22674,2528,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,21941,301,23779,493,15442,828,12090,879,14025,3520,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,26480,153,27473,222,20895,361,17335,1191,18556,1718,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,23710,244,25378,222,16764,452,14218,1192,17129,1687,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,25476,264,27051,257,17320,950,13776,1670,17764,2352,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,25058,363,26505,372,19670,1177,13383,1083,19783,2002,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,20956,236,21894,241,14673,938,14230,1521,16662,1885,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,21973,231,22696,391,17273,684,16370,1075,18512,2634,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,23587,512,24894,509,18845,1519,16221,3099,17511,2967,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,33527,527,35114,402,27701,2100,25708,1496,23209,2101,Maryland,null,null,null,null,null,null,null,null,null,null,24
