GEO_ID,B18104_001E,B18104_001M,B18104_002E,B18104_002M,B18104_003E,B18104_003M,B18104_004E,B18104_004M,B18104_005E,B18104_005M,B18104_006E,B18104_006M,B18104_007E,B18104_007M,B18104_008E,B18104_008M,B18104_009E,B18104_009M,B18104_010E,B18104_010M,B18104_011E,B18104_011M,B18104_012E,B18104_012M,B18104_013E,B18104_013M,B18104_014E,B18104_014M,B18104_015E,B18104_015M,B18104_016E,B18104_016M,B18104_017E,B18104_017M,B18104_018E,B18104_018M,B18104_019E,B18104_019M,B18104_020E,B18104_020M,B18104_021E,B18104_021M,B18104_022E,B18104_022M,B18104_023E,B18104_023M,B18104_024E,B18104_024M,B18104_025E,B18104_025M,B18104_026E,B18104_026M,B18104_027E,B18104_027M,B18104_028E,B18104_028M,B18104_029E,B18104_029M,B18104_030E,B18104_030M,B18104_031E,B18104_031M,B18104_032E,B18104_032M,B18104_033E,B18104_033M,NAME,B18104_001EA,B18104_001MA,B18104_002MA,B18104_002EA,B18104_003EA,B18104_003MA,B18104_004EA,B18104_004MA,B18104_005MA,B18104_005EA,B18104_006EA,B18104_006MA,B18104_007MA,B18104_007EA,B18104_008MA,B18104_008EA,B18104_009EA,B18104_009MA,B18104_010MA,B18104_010EA,B18104_011MA,B18104_011EA,B18104_012EA,B18104_012MA,B18104_013MA,B18104_013EA,B18104_014EA,B18104_014MA,B18104_015EA,B18104_015MA,B18104_016MA,B18104_016EA,B18104_017EA,B18104_017MA,B18104_018EA,B18104_018MA,B18104_019MA,B18104_019EA,B18104_020EA,B18104_020MA,B18104_021EA,B18104_021MA,B18104_022MA,B18104_022EA,B18104_023EA,B18104_023MA,B18104_024MA,B18104_024EA,B18104_025EA,B18104_025MA,B18104_026EA,B18104_026MA,B18104_027MA,B18104_027EA,B18104_028EA,B18104_028MA,B18104_029MA,B18104_029EA,B18104_030MA,B18104_030EA,B18104_031EA,B18104_031MA,B18104_032MA,B18104_032EA,B18104_033MA,B18104_033EA,state
0400000US01,4394700,3481,2105991,5001,422118,3924,26971,3094,395147,4769,513003,4467,24542,2864,488461,4919,898693,4502,63494,4496,835199,6058,167773,1670,12884,1989,154889,2651,104404,1650,18297,1429,86107,2015,2288709,5421,403451,3461,13044,2390,390407,4313,547962,3635,18785,2390,529177,4085,971878,3720,67059,4722,904819,5945,198107,1475,16997,2070,181110,2560,167311,1992,34957,2506,132354,2860,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,635667,2386,323714,2526,70661,1884,2787,844,67874,1963,79895,1945,3298,1099,76597,1998,148156,1728,4194,849,143962,1850,17286,721,1036,454,16250,778,7716,531,930,417,6786,577,311953,1715,63741,1363,1378,621,62363,1293,81524,1301,2337,753,79187,1516,139860,1332,7852,1508,132008,1872,16632,733,905,437,15727,750,10196,716,1614,476,8582,716,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5854753,2538,2870881,4183,600845,2333,26072,2917,574773,3554,721817,3650,24988,2782,696829,4591,1147687,3224,52349,3667,1095338,4819,236711,1478,11301,1841,225410,2096,163821,1344,18087,2226,145734,2604,2983872,3385,573665,1928,11425,1851,562240,2688,720781,2636,16378,2610,704403,3630,1214398,2779,58644,4052,1155754,4806,262884,1449,11832,1908,251052,2214,212144,1791,27209,2495,184935,2649,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2673300,3226,1294532,6437,259066,3392,16647,2332,242419,3736,317187,4945,15786,2483,301401,5613,538593,4147,32265,2194,506328,4517,110609,1659,7891,1296,102718,2028,69077,1312,10197,1212,58880,1615,1378768,6312,255997,3199,10511,1672,245486,3446,323868,3746,12567,2097,311301,4573,573785,4220,38223,3304,535562,4273,122305,1789,7882,1315,114423,1985,102813,1833,18826,1846,83987,2576,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34286823,4972,16859429,9687,3456150,4311,127198,6158,3328952,7391,4554174,7702,127321,6356,4426853,8404,7023794,8140,266705,9665,6757089,12592,1048445,2855,56447,3806,991998,4610,776866,2601,104689,4379,672177,4978,17427394,7759,3303795,3153,57970,4610,3245825,5776,4469334,4521,88637,5313,4380697,6440,7302605,5031,279325,7267,7023280,8089,1221552,2250,74704,4820,1146848,4953,1130108,5102,207856,9213,922252,11080,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4614596,2772,2285466,6051,453065,2579,18527,2478,434538,3139,594271,3988,17974,2383,576297,4321,998530,3695,40116,3149,958414,4904,146421,1406,6613,1222,139808,1924,93179,1394,11272,1825,81907,1832,2329130,5504,430866,2337,7096,1493,423770,2694,582388,3593,14517,1834,567871,3507,1019341,2887,40922,4042,978419,4778,161686,1503,5854,1153,155832,1886,134849,1680,18353,1992,116496,2552,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3318228,1408,1602229,2165,314257,1178,14087,1888,300170,2141,360831,2110,10582,1736,350249,2969,719819,2263,30299,3413,689520,3825,118138,1194,5331,1082,112807,1494,89184,946,9422,1454,79762,1647,1715999,2006,299068,1012,6179,1266,292889,1586,369301,1721,8613,1767,360688,2429,770127,1659,27107,2510,743020,2932,137034,1007,5091,1200,131943,1520,140469,1476,19616,2109,120853,2314,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,829137,989,397480,1681,76758,1024,4055,1133,72703,1528,96343,1536,5804,1528,90539,1980,168907,1223,7143,1411,161764,1597,33638,645,1607,403,32031,724,21834,430,2290,691,19544,875,431657,1388,73193,756,2570,867,70623,1108,101165,768,2861,918,98304,1250,187354,1031,9493,1524,177861,1743,38261,534,1760,633,36501,804,31684,603,4340,836,27344,1028,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,561421,460,261584,1129,34433,718,2884,922,31549,1128,95396,613,3298,988,92098,1197,105019,869,6874,1349,98145,1409,16043,328,1217,531,14826,622,10693,299,564,328,10129,456,299837,1127,33696,559,1196,571,32500,754,113623,207,2496,937,111127,952,112137,726,6778,1567,105359,1804,20849,634,1204,518,19645,839,19532,939,3613,919,15919,1173,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17466095,5392,8436758,7924,1497673,4861,79513,5244,1418160,6571,1940072,6870,74796,5373,1865276,9004,3563114,6129,168327,7681,3394787,9557,803499,3244,40276,3127,763223,4311,632400,2822,73501,4416,558899,5225,9029337,6385,1424588,4904,34692,3275,1389896,6163,1973031,5701,51624,4755,1921407,5544,3859062,5297,174024,8271,3685038,9430,920438,2950,43549,3303,876889,4204,852218,3159,134574,6036,717644,6659,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
