GEO_ID,B08006_001E,B08006_001M,B08006_002E,B08006_002M,B08006_003E,B08006_003M,B08006_004E,B08006_004M,B08006_005E,B08006_005M,B08006_006E,B08006_006M,B08006_007E,B08006_007M,B08006_008E,B08006_008M,B08006_009E,B08006_009M,B08006_010E,B08006_010M,B08006_011E,B08006_011M,B08006_012E,B08006_012M,B08006_013E,B08006_013M,B08006_014E,B08006_014M,B08006_015E,B08006_015M,B08006_016E,B08006_016M,B08006_017E,B08006_017M,B08006_018E,B08006_018M,B08006_019E,B08006_019M,B08006_020E,B08006_020M,B08006_021E,B08006_021M,B08006_022E,B08006_022M,B08006_023E,B08006_023M,B08006_024E,B08006_024M,B08006_025E,B08006_025M,B08006_026E,B08006_026M,B08006_027E,B08006_027M,B08006_028E,B08006_028M,B08006_029E,B08006_029M,B08006_030E,B08006_030M,B08006_031E,B08006_031M,B08006_032E,B08006_032M,B08006_033E,B08006_033M,B08006_034E,B08006_034M,B08006_035E,B08006_035M,B08006_036E,B08006_036M,B08006_037E,B08006_037M,B08006_038E,B08006_038M,B08006_039E,B08006_039M,B08006_040E,B08006_040M,B08006_041E,B08006_041M,B08006_042E,B08006_042M,B08006_043E,B08006_043M,B08006_044E,B08006_044M,B08006_045E,B08006_045M,B08006_046E,B08006_046M,B08006_047E,B08006_047M,B08006_048E,B08006_048M,B08006_049E,B08006_049M,B08006_050E,B08006_050M,B08006_051E,B08006_051M,NAME,B08006_001EA,B08006_001MA,B08006_002MA,B08006_002EA,B08006_003MA,B08006_003EA,B08006_004EA,B08006_004MA,B08006_005EA,B08006_005MA,B08006_006EA,B08006_006MA,B08006_007EA,B08006_007MA,B08006_008MA,B08006_008EA,B08006_009EA,B08006_009MA,B08006_010MA,B08006_010EA,B08006_011EA,B08006_011MA,B08006_012MA,B08006_012EA,B08006_013MA,B08006_013EA,B08006_014EA,B08006_014MA,B08006_015EA,B08006_015MA,B08006_016MA,B08006_016EA,B08006_017MA,B08006_017EA,B08006_018MA,B08006_018EA,B08006_019MA,B08006_019EA,B08006_020EA,B08006_020MA,B08006_021EA,B08006_021MA,B08006_022MA,B08006_022EA,B08006_023EA,B08006_023MA,B08006_024EA,B08006_024MA,B08006_025MA,B08006_025EA,B08006_026MA,B08006_026EA,B08006_027EA,B08006_027MA,B08006_028EA,B08006_028MA,B08006_029EA,B08006_029MA,B08006_030EA,B08006_030MA,B08006_031MA,B08006_031EA,B08006_032MA,B08006_032EA,B08006_033EA,B08006_033MA,B08006_034EA,B08006_034MA,B08006_035EA,B08006_035MA,B08006_036MA,B08006_036EA,B08006_037EA,B08006_037MA,B08006_038EA,B08006_038MA,B08006_039EA,B08006_039MA,B08006_040EA,B08006_040MA,B08006_041MA,B08006_041EA,B08006_042EA,B08006_042MA,B08006_043EA,B08006_043MA,B08006_044EA,B08006_044MA,B08006_045MA,B08006_045EA,B08006_046EA,B08006_046MA,B08006_047MA,B08006_047EA,B08006_048MA,B08006_048EA,B08006_049EA,B08006_049MA,B08006_050MA,B08006_050EA,B08006_051EA,B08006_051MA,state
0400000US01,1951769,16535,1843998,17547,1648706,17854,195292,9369,146540,7311,28665,3452,20087,3237,7964,2010,7689,1953,137,162,54,99,0,273,84,139,2322,699,25853,3049,15850,1959,55782,4508,1029051,10587,968365,11256,858528,11795,109837,6686,78363,5234,16205,2665,15269,2894,2907,955,2849,961,58,94,0,273,0,273,0,273,1454,533,14586,2083,10326,1730,31413,3542,922718,11872,875633,12343,790178,12935,85455,5604,68177,4582,12460,2009,4818,976,5057,1515,4840,1471,79,130,54,99,0,273,84,139,868,466,11267,2015,5524,1257,24369,2450,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,343424,5810,275492,6080,230116,5965,45376,4438,36412,3762,4635,1104,4329,1541,4034,1011,3978,1018,0,246,0,246,0,246,56,55,4542,1244,27069,2322,13482,1699,18805,3141,192156,3687,150420,4062,125485,3555,24935,3060,19912,2715,2221,792,2802,1408,2081,711,2052,708,0,246,0,246,0,246,29,48,3523,1077,16737,1997,9110,1523,10285,2256,151268,4184,125072,4073,104631,4249,20441,2496,16500,2162,2414,665,1527,597,1953,735,1926,738,0,246,0,246,0,246,27,24,1019,466,10332,1105,4372,737,8520,1641,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2621839,20723,2310451,19560,2005289,19912,305162,11371,245055,9104,33401,4235,26706,3765,46829,4262,43264,4230,1742,786,936,550,887,615,0,305,22303,2693,52391,4528,38976,4724,150889,6705,1399516,12270,1220921,12356,1063072,13418,157849,7337,124810,5696,17257,3222,15782,2380,24723,3149,22839,2976,884,540,475,404,525,481,0,305,17182,2412,27789,3469,28185,3760,80716,4071,1222323,14093,1089530,12591,942217,12892,147313,6993,120245,6209,16144,2065,10924,2187,22106,2716,20425,2607,858,601,461,387,362,409,0,305,5121,1024,24602,2678,10791,2139,70173,4813,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1225968,11423,1143630,11249,1005284,11655,138346,6434,103659,5870,20933,2839,13754,2195,6058,1619,5726,1523,54,91,150,291,0,273,128,145,746,367,22201,2959,17074,2488,36259,3465,638640,7619,592064,7345,518263,7082,73801,4847,53748,4191,11002,2094,9051,1894,2979,1072,2789,988,0,273,150,291,0,273,40,50,555,319,11934,1787,12259,1921,18849,2748,587328,8375,551566,8713,487021,8251,64545,3864,49911,3899,9931,1658,4703,1111,3079,1136,2937,1107,54,91,0,273,0,273,88,129,191,229,10267,2126,4815,1249,17410,2390,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15921475,45956,13481683,49024,11650145,48881,1831538,25012,1399793,21683,250423,10707,181322,8777,820349,17602,605949,16170,23155,2609,135023,7605,51399,4015,4823,908,160016,7185,429786,13246,205336,8737,824305,17515,8663138,32317,7353415,31455,6359962,31877,993453,16904,746823,14556,139843,7728,106787,7493,412545,11606,296925,10055,10421,1836,73688,4948,28484,2625,3027,684,120222,7086,226968,9238,132404,8143,417584,11256,7258337,30448,6128268,34198,5290183,32435,838085,14789,652970,13934,110580,5383,74535,4448,407804,11760,309024,10278,12734,1884,61335,4818,22915,2662,1796,676,39794,3166,202818,8156,72932,5330,406721,9962,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2428102,16248,2076260,16013,1832425,17344,243835,10203,191091,8592,30764,3152,21980,3286,71917,4654,61823,4110,1029,442,6271,1494,2746,859,48,82,27563,2714,72320,5488,24910,2994,155132,7501,1302095,10584,1103433,12033,970076,11443,133357,7143,100775,5355,18028,2649,14554,2917,38862,3586,33322,3319,504,296,3495,1004,1493,514,48,82,19972,2358,42789,4052,17435,2443,79604,4986,1126007,11671,972827,11098,862349,11391,110478,6244,90316,5640,12736,1695,7426,1442,33055,3006,28501,2675,525,331,2776,961,1253,643,0,279,7591,1376,29531,3005,7475,1547,75528,4666,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1707618,10144,1496508,12546,1360587,13792,135921,6670,106585,6127,16906,2477,12430,2100,76791,5513,49014,5182,364,227,2230,654,24785,2594,398,364,4326,1974,48348,3538,14430,2353,67215,4129,880522,7624,765986,9127,695244,9562,70742,4491,54177,3693,8379,1726,8186,1804,41916,3664,22919,3204,167,162,1469,519,17147,1991,214,226,3095,1526,27941,2887,8750,1758,32834,2629,827096,8017,730522,9102,665343,9186,65179,3750,52408,3746,8527,1537,4244,899,34875,3617,26095,3485,197,196,761,424,7638,1376,184,187,1231,597,20407,2062,5680,1324,34381,2900,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,404044,6800,363044,6715,324776,7163,38268,3154,31090,2804,3931,1261,3247,1128,12113,1864,9798,1831,42,73,413,340,1860,637,0,265,630,384,9044,1863,4451,1102,14762,1986,202032,4319,180615,4565,161529,4781,19086,2018,15468,1968,2071,938,1547,629,5033,1276,4015,1184,42,73,187,188,789,379,0,265,491,372,4779,1247,2524,802,8590,1383,202012,5137,182429,5030,163247,5171,19182,2107,15622,1944,1860,711,1700,769,7080,1517,5783,1593,0,265,226,295,1071,547,0,265,139,157,4265,1078,1927,829,6172,1076,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,296717,5055,120869,4683,103239,4438,17630,2165,12795,1910,3364,864,1471,654,113648,5057,52991,4234,842,472,58812,4037,1003,587,0,292,9288,2128,34895,3374,3147,997,14870,2071,145302,3187,60401,3679,51804,3469,8597,1553,6030,1275,1864,728,703,483,50873,3910,21471,2666,573,396,28459,2557,370,252,0,292,6303,1662,17910,2399,1780,724,8035,1303,151415,3848,60468,3380,51435,3062,9033,1515,6765,1238,1500,585,768,360,62775,3862,31520,3464,269,264,30353,3044,633,474,0,292,2985,921,16985,2182,1367,647,6835,1381,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7865975,28271,7044093,30952,6286833,33757,757260,18804,593047,16371,100978,7251,63235,6056,161012,10861,147791,10638,1529,686,6664,1449,4681,1112,347,468,51006,5622,130004,9757,117029,6948,362831,11267,4069941,22098,3601186,23447,3203167,21411,398019,13497,302632,11363,53434,4870,41953,5369,78733,8307,71793,8292,521,340,4092,1171,2261,699,66,86,35853,4623,77030,6748,80560,5921,196579,9429,3796034,22701,3442907,24537,3083666,25378,359241,10439,290415,9465,47544,4070,21282,2516,82279,6312,75998,6211,1008,667,2572,859,2420,843,281,461,15153,2398,52974,5338,36469,3250,166252,7217,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
