GEO_ID,B27001F_001E,B27001F_001M,B27001F_002E,B27001F_002M,B27001F_003E,B27001F_003M,B27001F_004E,B27001F_004M,B27001F_005E,B27001F_005M,B27001F_006E,B27001F_006M,B27001F_007E,B27001F_007M,B27001F_008E,B27001F_008M,B27001F_009E,B27001F_009M,B27001F_010E,B27001F_010M,B27001F_011E,B27001F_011M,B27001F_012E,B27001F_012M,B27001F_013E,B27001F_013M,B27001F_014E,B27001F_014M,B27001F_015E,B27001F_015M,B27001F_016E,B27001F_016M,B27001F_017E,B27001F_017M,B27001F_018E,B27001F_018M,B27001F_019E,B27001F_019M,B27001F_020E,B27001F_020M,B27001F_021E,B27001F_021M,B27001F_022E,B27001F_022M,B27001F_023E,B27001F_023M,B27001F_024E,B27001F_024M,B27001F_025E,B27001F_025M,B27001F_026E,B27001F_026M,B27001F_027E,B27001F_027M,B27001F_028E,B27001F_028M,NAME,B27001F_001MA,B27001F_001EA,B27001F_002EA,B27001F_002MA,B27001F_003MA,B27001F_003EA,B27001F_004EA,B27001F_004MA,B27001F_005EA,B27001F_005MA,B27001F_006MA,B27001F_006EA,B27001F_007EA,B27001F_007MA,B27001F_008MA,B27001F_008EA,B27001F_009EA,B27001F_009MA,B27001F_010EA,B27001F_010MA,B27001F_011MA,B27001F_011EA,B27001F_012MA,B27001F_012EA,B27001F_013MA,B27001F_013EA,B27001F_014EA,B27001F_014MA,B27001F_015EA,B27001F_015MA,B27001F_016MA,B27001F_016EA,B27001F_017MA,B27001F_017EA,B27001F_018MA,B27001F_018EA,B27001F_019EA,B27001F_019MA,B27001F_020MA,B27001F_020EA,B27001F_021EA,B27001F_021MA,B27001F_022MA,B27001F_022EA,B27001F_023MA,B27001F_023EA,B27001F_024EA,B27001F_024MA,B27001F_025EA,B27001F_025MA,B27001F_026EA,B27001F_026MA,B27001F_027MA,B27001F_027EA,B27001F_028EA,B27001F_028MA,state
0400000US01,51156,6526,9484,2113,7141,1547,2343,1343,8506,1907,5249,1494,3257,1331,7010,1893,1934,943,5076,1492,11649,2112,2271,878,9378,2048,8845,1984,2347,1024,6498,1610,3243,1119,1833,836,1410,779,1508,650,968,572,540,499,146,141,146,141,0,273,765,547,266,232,499,601,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,6137,1709,555,339,500,327,55,94,697,433,587,378,110,190,722,563,408,256,314,470,1061,668,806,463,255,292,1288,678,947,493,341,323,993,547,448,272,545,461,461,284,256,183,205,194,313,293,313,293,0,246,47,80,47,80,0,246,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,403862,22538,46165,4735,41211,4592,4954,2137,93757,7933,75656,6895,18101,2842,51458,4973,31616,4137,19842,3146,62727,6186,38678,4595,24049,3632,59559,4972,38945,3836,20614,3151,44084,3675,31243,3271,12841,2311,26573,3332,18955,2815,7618,1972,13470,2169,12623,2167,847,607,6069,1163,5580,1079,489,360,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,60789,6535,8620,2025,7691,1923,929,614,13700,1988,11332,1926,2368,968,8010,1808,1625,721,6385,1669,11766,2076,4622,1655,7144,1768,10412,1972,4531,1356,5881,1472,4956,1453,2459,954,2497,985,1971,833,926,494,1045,705,977,563,831,568,146,175,377,436,377,436,0,273,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4829210,67244,540438,12906,493261,13093,47177,4019,1034856,21561,864292,20147,170564,10539,627626,15045,324005,11535,303621,10294,844572,18505,446350,13181,398222,12999,739461,15960,422648,12815,316813,12169,545464,13176,323818,11278,221646,9249,298760,9814,184663,7643,114097,6937,121578,6676,111237,6034,10341,2072,76455,4010,72351,3959,4104,1241,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,279819,15690,36707,3532,32314,3724,4393,1529,62664,6975,51929,6542,10735,2883,28715,2706,12876,1850,15839,2256,52988,4615,28853,3532,24135,2963,43585,3746,26158,2929,17427,2715,29034,3076,18644,2715,10390,2064,15142,2142,10550,1700,4592,1199,7195,1667,6899,1643,296,262,3789,964,3688,947,101,166,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,185067,10696,19434,2744,18848,2866,586,610,36020,3424,33562,3328,2458,1036,24781,2620,15389,2085,9392,1870,38152,3784,21045,2933,17107,2524,29913,3223,19343,2744,10570,2325,20739,2340,14103,1994,6636,1471,10169,1569,8745,1587,1424,576,4528,1214,4032,1106,496,450,1331,712,1331,712,0,281,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,17493,3897,2066,766,2066,766,0,265,4587,1400,4027,1353,560,463,1661,952,961,775,700,563,4131,1325,2180,953,1951,1016,2472,1006,1654,890,818,552,1673,917,1382,812,291,448,650,484,650,484,0,265,238,214,238,214,0,265,15,21,15,21,0,265,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,16499,3776,1837,937,1794,937,43,70,2397,1300,2263,1325,134,242,3197,1165,2461,1127,736,529,3402,1008,2659,930,743,664,2563,925,1945,820,618,532,1269,571,817,481,452,357,1312,560,790,396,522,409,414,246,346,277,68,117,108,124,108,124,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,490188,25453,49584,5071,43036,4679,6548,2051,85181,6536,64319,5930,20862,3550,70022,7907,28935,4165,41087,5788,86108,6463,40012,4092,46096,4966,79553,6356,38039,4254,41514,4932,59555,5447,31532,3831,28023,3398,32648,3354,17994,2438,14654,2553,18160,3019,16540,2743,1620,847,9377,2243,8677,2158,700,526,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
