GEO_ID,C24060_001E,C24060_001M,C24060_002E,C24060_002M,C24060_003E,C24060_003M,C24060_004E,C24060_004M,C24060_005E,C24060_005M,C24060_006E,C24060_006M,C24060_007E,C24060_007M,C24060_008E,C24060_008M,C24060_009E,C24060_009M,C24060_010E,C24060_010M,C24060_011E,C24060_011M,C24060_012E,C24060_012M,C24060_013E,C24060_013M,C24060_014E,C24060_014M,C24060_015E,C24060_015M,C24060_016E,C24060_016M,C24060_017E,C24060_017M,C24060_018E,C24060_018M,C24060_019E,C24060_019M,C24060_020E,C24060_020M,C24060_021E,C24060_021M,C24060_022E,C24060_022M,C24060_023E,C24060_023M,C24060_024E,C24060_024M,C24060_025E,C24060_025M,C24060_026E,C24060_026M,C24060_027E,C24060_027M,C24060_028E,C24060_028M,C24060_029E,C24060_029M,C24060_030E,C24060_030M,C24060_031E,C24060_031M,C24060_032E,C24060_032M,C24060_033E,C24060_033M,C24060_034E,C24060_034M,C24060_035E,C24060_035M,C24060_036E,C24060_036M,NAME,C24060_001EA,C24060_001MA,C24060_002EA,C24060_002MA,C24060_003MA,C24060_003EA,C24060_004EA,C24060_004MA,C24060_005MA,C24060_005EA,C24060_006MA,C24060_006EA,C24060_007MA,C24060_007EA,C24060_008EA,C24060_008MA,C24060_009EA,C24060_009MA,C24060_010EA,C24060_010MA,C24060_011MA,C24060_011EA,C24060_012MA,C24060_012EA,C24060_013EA,C24060_013MA,C24060_014EA,C24060_014MA,C24060_015MA,C24060_015EA,C24060_016EA,C24060_016MA,C24060_017MA,C24060_017EA,C24060_018MA,C24060_018EA,C24060_019EA,C24060_019MA,C24060_020EA,C24060_020MA,C24060_021MA,C24060_021EA,C24060_022MA,C24060_022EA,C24060_023MA,C24060_023EA,C24060_024EA,C24060_024MA,C24060_025EA,C24060_025MA,C24060_026MA,C24060_026EA,C24060_027EA,C24060_027MA,C24060_028MA,C24060_028EA,C24060_029MA,C24060_029EA,C24060_030EA,C24060_030MA,C24060_031EA,C24060_031MA,C24060_032MA,C24060_032EA,C24060_033MA,C24060_033EA,C24060_034MA,C24060_034EA,C24060_035EA,C24060_035MA,C24060_036MA,C24060_036EA,state
0400000US01,1978825,16252,630546,13742,332024,9630,498720,13364,207577,6811,309958,10465,1339956,14087,319274,9991,215124,8333,384489,11996,151267,5897,269802,8813,60295,4255,30647,2844,5324,1336,14745,2175,6222,1079,3357,971,129226,5602,73309,4340,23897,2600,23482,2232,4569,1127,3969,1028,336749,10184,175938,7923,61619,4027,57047,3961,18598,2209,23547,2454,112599,5577,31378,3084,26060,2718,18957,2034,26921,2646,9283,1931,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,337683,5648,118437,4662,60506,4081,78109,4306,39854,3356,40777,2702,180874,5929,40943,3597,34509,3280,49573,3559,24280,2555,31569,2415,10582,1918,4054,984,1233,562,2939,1160,1707,534,649,401,32830,2929,18069,2059,5412,1115,6904,1364,1403,609,1042,428,92059,4521,48695,3164,15278,1827,14978,1737,7637,1522,5471,1188,21338,2110,6676,1155,4074,1004,3715,999,4827,1062,2046,625,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2655557,20625,944655,16337,513025,15051,713539,14361,235874,8603,248464,10540,1799852,20764,528793,11340,341302,13270,544016,13167,177496,7953,208245,9080,98279,5801,48971,4114,9861,1720,23480,2793,11539,1915,4428,1276,174434,7127,99979,4828,28730,3245,36783,3027,3223,890,5719,1598,419515,9821,218818,7570,89791,5521,73434,4918,19978,2003,17494,2155,163477,7953,48094,3775,43341,3907,35826,4290,23638,2830,12578,2122,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1245328,11343,384319,8391,220464,7209,299687,9213,135703,5676,205155,7770,817894,12184,183589,6180,137017,6365,220793,7454,97162,4774,179333,7099,40496,3072,18242,2370,2419,734,10807,1377,6076,1265,2952,879,87148,4546,48823,3391,16555,1907,15525,1743,1816,662,4429,1353,217631,7156,110176,5398,46934,3412,38521,3370,10915,1707,11085,1712,82159,4742,23489,2686,17539,1785,14041,2161,19734,2373,7356,1271,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16243172,45906,5925464,39544,2963375,33578,4080629,30674,1524195,24502,1749509,24033,10799410,46244,3198343,32257,1878056,27780,3059990,30945,1160951,19938,1502070,22425,554545,13342,302097,9992,44126,4084,133848,5886,44657,3613,29817,2984,1081058,18434,654109,13433,149652,6727,201647,6900,30054,2788,45596,3697,2417422,29436,1282212,18992,526691,15720,432258,9383,90042,4909,86219,5151,1390737,23768,488703,13246,364850,11240,252886,8695,198491,8111,85807,4992,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2446674,15959,970249,14311,418111,11760,607053,12444,229678,8452,221583,8201,1592965,14237,519436,11405,275767,8815,455408,10715,161070,7107,181284,7546,126017,6029,60760,3913,11616,1671,30707,3305,15336,2087,7598,1617,182333,6899,115607,5723,23728,2501,31684,3235,5173,1235,6141,1264,365394,10041,207614,7134,64427,4016,57723,3867,18789,2338,16841,2287,179965,6772,66832,3881,42573,3801,31531,2446,29310,2857,9719,1625,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1736446,9985,705401,11920,311353,10020,425711,10170,129682,6390,164299,6605,1145715,12746,389764,8438,201702,8487,329341,9937,83399,4544,141509,6142,60793,3460,32342,2518,5981,1369,12423,1477,7086,1316,2961,738,171390,7091,104765,5166,28498,2874,29641,3004,3827,1004,4659,1276,240748,7161,135431,5780,46602,3488,37054,2825,11713,2293,9948,1547,117800,6062,43099,3122,28570,3476,17252,2282,23657,3422,5222,1070,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,411120,6925,154959,5389,71759,4319,103532,5029,38526,3174,42344,3521,281473,6889,87349,3831,49669,3885,79647,4556,29266,3106,35542,3203,14215,2046,6770,1477,1388,597,3037,895,1950,645,1070,500,37336,3145,21406,2045,6018,1325,7288,1698,927,553,1697,713,61526,3812,34096,2868,10776,1567,10380,1554,3258,915,3016,784,16570,2111,5338,997,3908,930,3180,902,3125,995,1019,529,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,299127,4978,177065,4835,46535,4066,51778,3831,9196,1667,14553,2309,141855,4910,64170,3787,32809,3886,28787,3263,6642,1474,9447,1655,6211,1339,4534,1058,587,384,632,419,175,222,283,247,54230,3521,39955,3016,3831,1116,8977,1605,472,281,995,699,82584,4506,60475,3878,6889,1282,11820,1869,828,478,2572,919,14247,1559,7931,1169,2419,756,1562,594,1079,556,1256,609,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7974945,26843,2668971,26456,1627601,20827,2226696,27014,734051,17977,717626,14209,5439664,32336,1456050,20970,1135060,20761,1737174,27119,521650,16087,589730,13934,471729,11669,219374,7448,49703,3760,114500,5678,63333,4720,24819,3120,504840,13155,300326,8980,81315,5547,95757,5320,11544,2037,15898,2434,1073104,16355,559791,13048,218196,8775,188078,7637,51604,4412,55435,3636,485608,13561,133430,5881,143327,9231,91187,6008,85920,6462,31744,3414,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
