GEO_ID,C25015_001E,C25015_001M,C25015_002E,C25015_002M,C25015_003E,C25015_003M,C25015_004E,C25015_004M,C25015_005E,C25015_005M,C25015_006E,C25015_006M,C25015_007E,C25015_007M,C25015_008E,C25015_008M,C25015_009E,C25015_009M,C25015_010E,C25015_010M,C25015_011E,C25015_011M,C25015_012E,C25015_012M,C25015_013E,C25015_013M,C25015_014E,C25015_014M,C25015_015E,C25015_015M,C25015_016E,C25015_016M,C25015_017E,C25015_017M,C25015_018E,C25015_018M,C25015_019E,C25015_019M,C25015_020E,C25015_020M,C25015_021E,C25015_021M,NAME,C25015_001EA,C25015_001MA,C25015_002MA,C25015_002EA,C25015_003EA,C25015_003MA,C25015_004MA,C25015_004EA,C25015_005EA,C25015_005MA,C25015_006EA,C25015_006MA,C25015_007EA,C25015_007MA,C25015_008MA,C25015_008EA,C25015_009MA,C25015_009EA,C25015_010EA,C25015_010MA,C25015_011EA,C25015_011MA,C25015_012MA,C25015_012EA,C25015_013MA,C25015_013EA,C25015_014MA,C25015_014EA,C25015_015MA,C25015_015EA,C25015_016EA,C25015_016MA,C25015_017EA,C25015_017MA,C25015_018EA,C25015_018MA,C25015_019MA,C25015_019EA,C25015_020MA,C25015_020EA,C25015_021EA,C25015_021MA,state
0400000US13,3482420,15694,2304165,17073,269366,7032,262731,7102,6635,1534,1521489,13650,1499900,13370,21589,2412,513310,6393,511124,6368,2186,827,1178255,14458,457196,9720,425014,8958,32182,3294,604716,12179,574268,11824,30448,2726,116343,5189,115064,5320,1279,703,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,445812,4223,258533,5422,16926,2045,15199,1920,1727,656,160290,5063,147713,5052,12577,1696,81317,2812,78580,2844,2737,843,187279,5414,60598,3347,53559,3394,7039,1600,99149,3950,86465,3456,12684,1939,27532,2321,26309,2139,1223,649,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,576709,5739,401532,6302,59714,3271,57214,3302,2500,983,240499,4860,234662,5035,5837,1194,101319,2563,101137,2572,182,158,175177,5242,76403,4383,70722,4367,5681,1388,78803,4056,75180,4130,3623,932,19971,2059,19434,2006,537,511,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4752857,13579,3219338,16289,372578,8864,362146,8717,10432,1528,2046894,14625,2013928,14228,32966,3171,799866,7791,796208,7851,3658,793,1533519,13202,582605,9994,546157,10227,36448,3671,744357,10519,703324,10347,41033,3812,206557,6244,204267,6163,2290,703,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2470905,11185,1736751,11947,218187,6344,213843,6494,4344,994,1082624,9426,1068927,9410,13697,1887,435940,5700,434845,5753,1095,438,734154,9897,293574,6629,278550,6665,15024,2359,342990,7827,331368,7549,11622,1769,97590,3758,97220,3786,370,268,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1223439,6610,885284,8254,123900,4619,121189,4595,2711,681,530681,5877,525335,5916,5346,1068,230703,3306,230354,3310,349,268,338155,6728,143599,5098,138628,5084,4971,1142,138932,5160,135844,5120,3088,1088,55624,3140,55402,3115,222,191,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1101658,6952,749907,8746,99752,4159,97742,4096,2010,603,461609,5802,455758,5898,5851,1176,188546,3554,188128,3583,418,294,351751,6919,154216,4803,147296,4722,6920,1527,148422,5211,143084,5088,5338,1250,49113,2487,49043,2484,70,93,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1684348,9801,1156292,12036,139894,5713,137367,5560,2527,853,712805,9055,704118,9055,8687,1685,303593,4700,303068,4622,525,316,528056,11015,200766,5566,190006,5503,10760,1762,265881,8635,257831,8405,8050,1716,61409,3467,60909,3433,500,285,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1689822,9615,1141504,11499,137706,5819,132732,5715,4974,1108,705433,8857,689949,9024,15484,2062,298365,4617,296663,4587,1702,591,548318,11587,227002,7646,210069,7664,16933,2177,263684,8262,249553,8210,14131,2029,57632,3550,56736,3555,896,514,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,545417,5576,396395,5449,37107,2542,36542,2583,565,393,256115,4439,254014,4390,2101,686,103173,2387,102833,2385,340,250,149022,5676,48277,3188,45754,3156,2523,929,73187,4206,71242,4103,1945,635,27558,2192,27464,2185,94,95,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2127439,8728,1426267,12068,143316,4626,140916,4692,2400,1013,947746,10329,937412,10122,10334,1730,335205,4855,333900,4949,1305,606,701172,11745,247256,5835,234804,5805,12452,2066,357210,10914,343340,10980,13870,2448,96706,4532,96211,4503,495,305,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2520419,10488,1568382,10691,131313,4584,129298,4477,2015,641,1040206,8907,1031292,8830,8914,1431,396863,5397,396225,5406,638,333,952037,10587,322463,7903,311227,7804,11236,1541,465826,8725,451307,8902,14519,2055,163748,5467,162341,5603,1407,768,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3806621,12287,2769474,14635,303068,7025,297161,6965,5907,1167,1744218,11946,1723495,11910,20723,2157,722188,6986,720375,6958,1813,532,1037147,11792,376004,7646,362145,7217,13859,1836,509069,9168,492329,9377,16740,2166,152074,4918,151060,4826,1014,613,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2091548,8178,1527328,10448,215931,5122,212850,5175,3081,754,971802,6760,959770,6749,12032,1527,339595,4822,339000,4812,595,246,564220,7849,234424,6323,222933,6156,11491,1850,233568,6332,222617,6526,10951,1749,96228,3693,95757,3649,471,287,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1079999,8323,753374,9176,86895,4128,83341,4110,3554,1093,461625,7146,451252,6888,10373,1778,204854,3523,203198,3400,1656,707,326625,7460,127178,4635,116495,4579,10683,2185,161131,5488,152621,5184,8510,1585,38316,2797,37545,2807,771,467,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2350628,10288,1621371,13182,204886,6464,201205,6468,3681,796,990440,9198,977624,9246,12816,1985,426045,5426,424823,5446,1222,502,729257,11761,286978,7740,275550,7594,11428,2031,335795,8249,325091,7920,10704,1958,106484,4870,105899,4804,585,448,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,402747,4175,280633,4455,32485,2293,31101,2174,1384,694,170042,3436,167600,3378,2442,739,78106,2395,77999,2403,107,127,122114,4642,46496,2976,44524,2975,1972,770,56334,3700,54093,3475,2241,769,19284,1466,19228,1471,56,60,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,719304,4689,484649,6026,67491,3299,65941,3246,1550,623,293305,4540,290126,4554,3179,828,123853,2553,123731,2541,122,89,234655,5829,100705,4315,95916,4479,4789,1216,100252,4425,96248,4451,4004,1128,33698,2376,33441,2349,257,273,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,989811,6963,565869,9281,68741,4304,66276,4118,2465,798,350056,7628,341706,7268,8350,1548,147072,3953,146427,3849,645,354,423942,8805,148285,5700,133864,5133,14421,2132,227297,7130,211704,7054,15593,2448,48360,3360,47582,3274,778,478,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,515431,4523,369448,5293,31899,2514,31509,2508,390,304,251261,4814,249407,4745,1854,690,86288,2101,86018,2104,270,222,145983,5144,47912,3545,45467,3530,2445,900,73807,4095,71907,4033,1900,705,24264,1858,24264,1858,0,257,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3172421,11815,2106728,14618,175430,6758,171622,6680,3808,963,1384662,11308,1361658,11370,23004,2130,546636,6563,544707,6525,1929,678,1065693,11891,305630,7544,276083,7073,29547,3070,590459,10416,534120,10023,56339,3467,169604,4993,166924,4781,2680,951,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,765183,5603,519864,7374,54612,2834,51976,2777,2636,715,322873,6061,312448,5946,10425,1718,142379,4246,141107,4203,1272,469,245319,7043,96173,4775,88717,4562,7456,1662,119965,5457,114436,5293,5529,1252,29181,2730,29023,2699,158,147,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7196427,16507,3904123,16568,333893,7878,322937,7669,10956,1680,2534074,14778,2479320,14696,54754,3501,1036156,10440,1031132,10333,5024,1080,3292304,17577,986338,12357,890849,12773,95489,5219,1737795,17631,1558994,15931,178801,6757,568171,8788,553585,8553,14586,2007,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3670859,14413,2465551,18417,268386,6544,260658,6260,7728,1915,1555986,13413,1533311,13734,22675,2694,641179,7761,639700,7793,1479,495,1205308,14092,475434,8963,447235,8916,28199,3319,589144,10942,564955,10964,24189,2723,140730,5394,139753,5378,977,431,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,280412,3191,187673,3460,26393,2021,26029,2028,364,249,115142,2301,114656,2308,486,269,46138,1489,46138,1489,0,211,92739,3625,44268,2369,43143,2337,1125,457,32646,2686,31675,2669,971,313,15825,1368,15788,1357,37,63,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4525066,15956,3095197,18587,340643,7775,335739,7797,4904,951,1930295,13270,1914832,13367,15463,1953,824259,7900,823027,7869,1232,475,1429869,17019,519237,11772,500717,12014,18520,2225,698682,11215,680195,11194,18487,2242,211950,6116,210930,6081,1020,400,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1432959,7544,971378,9238,131811,5034,126765,5087,5046,1001,573491,7187,562234,6885,11257,1453,266076,4061,265095,4060,981,297,461581,7782,188179,6138,178421,6159,9758,1474,217492,6519,209104,6589,8388,1381,55910,3074,55620,3087,290,226,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1507137,8164,942674,8824,95053,4505,90807,4265,4246,1159,586537,7300,575247,7275,11290,1868,261084,4745,260597,4802,487,249,564463,10492,223449,6896,210055,6473,13394,2237,265288,8514,253097,8484,12191,2060,75726,3590,75253,3662,473,366,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4936030,14212,3461678,15683,338933,7883,334977,7672,3956,844,2173395,11803,2155634,12020,17761,2213,949350,6707,948096,6819,1254,534,1474352,16039,507534,10399,492815,10331,14719,2133,686368,10504,670507,10117,15861,2104,280450,6194,277452,6180,2998,1074,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,402295,4265,244516,5053,20963,1926,20006,1914,957,564,161353,3800,159422,3943,1931,741,62200,2119,62104,2118,96,113,157779,5612,46942,2982,45063,3140,1879,846,80026,4332,77563,4259,2463,938,30811,2190,30811,2190,0,291,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1761393,10691,1210160,11085,131346,6027,128688,5993,2658,824,739972,9450,731018,9810,8954,1560,338842,5262,337500,5394,1342,745,551233,10628,208188,6681,193656,6703,14532,2068,279619,8774,268526,8678,11093,2173,63426,4027,62793,3923,633,438,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,318955,3470,216821,3676,30448,2263,30053,2231,395,246,131807,2889,129423,2868,2384,739,54566,1733,54433,1732,133,182,102134,3829,39045,2796,37215,2777,1830,734,42542,2907,40710,2908,1832,731,20547,1690,20454,1692,93,85,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2440663,12796,1662768,15433,189533,6765,186010,6549,3523,1109,1031299,11356,1018652,11247,12647,1808,441936,6522,440194,6532,1742,632,777895,11156,289869,7747,273300,7757,16569,2490,391746,9439,377632,9558,14114,2050,96280,4220,95814,4187,466,359,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8738664,20291,5555903,27420,695791,11149,653115,10806,42676,3498,3590912,20530,3451439,21298,139473,5747,1269200,9880,1257260,9946,11940,1705,3182761,25433,1346849,16041,1220637,14867,126212,6485,1534918,20312,1405142,19445,129776,6006,300994,7824,297246,7854,3748,961,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,880025,4985,615142,6267,116331,4190,112197,3969,4134,916,367721,4412,357425,4798,10296,1542,131090,2817,130776,2839,314,214,264883,6277,136620,4579,123325,4356,13295,1993,104256,4864,96459,4855,7797,1531,24007,2191,23627,2222,380,323,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,256922,2727,180847,3870,14929,1277,14272,1286,657,405,120678,3126,119638,3042,1040,409,45240,1718,45142,1739,98,114,76075,3506,28550,1992,27587,1957,963,542,35492,2798,34885,2779,607,369,12033,1407,12033,1407,0,211,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2992732,14604,2025240,16608,205683,7436,201817,7350,3866,1120,1321083,12406,1308215,12011,12868,1695,498474,6649,497037,6655,1437,549,967492,13869,384490,8977,363235,9000,21255,2612,470081,10828,449464,10889,20617,2438,112921,4963,111734,4920,1187,672,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2606863,9745,1644939,11518,178822,5757,171746,5291,7076,1756,1070574,9447,1052331,9615,18243,2229,395543,5351,394408,5312,1135,433,961924,12195,386844,8734,361429,9012,25415,2613,453024,9860,431909,9769,21115,2369,122056,5005,121207,5088,849,434,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,741940,5724,553429,5834,55118,2373,53712,2292,1406,813,327835,5449,325195,5601,2640,878,170476,3519,169895,3542,581,343,188511,6311,68883,3438,66613,3428,2270,777,93253,5083,92331,4954,922,481,26375,2170,26173,2143,202,239,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2279532,9375,1566039,12101,189064,5723,185100,5692,3964,971,994706,8399,983961,8278,10745,1330,382269,4493,381663,4493,606,287,713493,10686,281370,7550,269014,7328,12356,1831,313358,7661,303634,7726,9724,1634,118765,3982,118339,4019,426,262,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,222803,3575,155278,3397,21576,2128,20855,2024,721,416,97463,3070,96170,3082,1293,736,36239,1672,36057,1657,182,162,67525,3690,31137,2931,29366,2800,1771,681,28819,2795,27528,2789,1291,611,7569,1269,7569,1269,0,269,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1319448,9440,929831,9777,81280,4494,74985,4519,6295,1424,554345,7909,526265,8022,28080,2469,294206,4556,289702,4690,4504,978,389617,7765,132065,5132,116616,4827,15449,2084,200665,5694,185535,5462,15130,2006,56887,2566,56312,2618,575,285,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
