GEO_ID,C17007_001E,C17007_001M,C17007_002E,C17007_002M,C17007_003E,C17007_003M,C17007_004E,C17007_004M,C17007_005E,C17007_005M,C17007_006E,C17007_006M,C17007_007E,C17007_007M,NAME,C17007_001EA,C17007_001MA,C17007_002EA,C17007_002MA,C17007_003MA,C17007_003EA,C17007_004MA,C17007_004EA,C17007_005MA,C17007_005EA,C17007_006EA,C17007_006MA,C17007_007EA,C17007_007MA,state
0400000US01,783029,15528,238516,8212,103962,5503,134554,5971,544513,12460,266319,7909,278194,7725,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,143259,6751,26994,2843,12592,1599,14402,2535,116265,6335,66964,4210,49301,3616,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1187456,17540,322097,11713,155343,8749,166754,7115,865359,13728,449240,10221,416119,9333,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,486409,12063,154745,7380,68860,4361,85885,5368,331664,9021,169444,6729,162220,5357,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6523257,45984,1724263,24708,808123,21147,916140,15501,4798994,35231,2479272,27460,2319722,20321,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1010930,17156,245402,9413,123264,7137,122138,5539,765528,14842,397614,9895,367914,8794,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,657160,13122,139329,7113,64626,5091,74703,4842,517831,12068,252613,8805,265218,7420,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,157745,8114,36625,3311,16198,2458,20427,2193,121120,6918,57279,4171,63841,4271,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,228518,6667,50218,3549,19776,2777,30442,2662,178300,5953,87880,4141,90420,3983,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3685906,32314,1010666,18802,479002,14314,531664,12072,2675240,26745,1341805,18598,1333435,18952,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1574900,24068,452516,15148,207352,10114,245164,9403,1122384,18811,568151,12711,554233,12716,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,238976,8108,60425,3838,26477,2729,33948,3070,178551,7014,92824,5227,85727,4451,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,256369,9788,79527,5313,36014,3511,43513,3850,176842,7808,94399,5125,82443,4335,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2257260,21655,543560,12062,244227,9520,299333,9485,1713700,20746,849652,14475,864048,12881,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1141813,16124,317940,9376,144831,6575,173109,6195,823873,14165,412779,11186,411094,9155,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,592959,9568,148185,5967,69746,4012,78439,4209,444774,8611,220203,6256,224571,4893,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,520901,11861,133170,5944,58760,4226,74410,4662,387731,10327,193353,7727,194378,5677,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,766338,12566,247796,8761,112075,6314,135721,6381,518542,10083,254569,6357,263973,7196,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,784425,14494,233684,9142,104702,6604,128982,6427,550741,13562,286976,9642,263765,8106,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,290520,7686,70646,4003,32355,3020,38291,2861,219874,6519,103374,4407,116500,3675,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1025396,20608,212197,9011,94657,6241,117540,6356,813199,17658,384926,11707,428273,10559,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1358149,19330,312310,10546,141914,7607,170396,8121,1045839,18273,504847,11145,540992,12412,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1809034,22727,527569,12822,249260,9357,278309,7962,1281465,18959,629631,12323,651834,10935,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1053308,15510,246841,7951,114914,5683,131927,5517,806467,13067,409962,8564,396505,8173,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,449428,10547,150341,6760,66220,5148,84121,4388,299087,8235,152210,6361,146877,5833,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1131953,17718,319904,10221,148997,7269,170907,7190,812049,13453,384968,8747,427081,9065,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,208295,7374,53965,4905,26881,3336,27084,3053,154330,5837,79861,3939,74469,3657,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,343203,8886,83268,4968,38240,3123,45028,3485,259935,7470,131571,4696,128364,5224,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,548984,15349,122717,7000,60124,4652,62593,4301,426267,13377,239259,8796,187008,7488,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,250468,8404,49989,3942,20273,2445,29716,3078,200479,7504,97010,4846,103469,4361,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1407474,16666,283336,9174,122203,7052,161133,5880,1124138,15409,541443,10456,582695,11671,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,382396,11254,107052,6369,52497,4336,54555,4259,275344,9728,136955,6176,138389,5854,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3762917,35442,921195,18785,409736,12578,511459,12662,2841722,27589,1396633,19587,1445089,17016,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1730304,22175,491726,13466,218576,8973,273150,9084,1238578,19009,600655,11969,637923,13105,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,148814,4424,40063,3005,17742,2045,22321,1999,108751,4036,59163,2756,49588,2716,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2156982,22324,581652,12590,269503,9383,312149,9360,1575330,19425,766667,13169,808663,11227,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,663363,11003,185186,6311,84729,4755,100457,4792,478177,10029,249615,7881,228562,5636,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,837034,16506,230151,8546,112342,7031,117809,5333,606883,14323,300927,9322,305956,8339,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2395885,24821,601836,13977,269578,10107,332258,10670,1794049,21406,858569,14390,935480,13429,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,227041,8333,60975,4588,28745,3509,32230,3147,166066,6414,83826,4887,82240,4146,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,811866,14406,238205,8915,110374,7034,127831,5883,573661,12496,291927,8944,281734,7770,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,162358,5278,45809,3181,21364,2299,24445,2394,116549,4878,61325,3536,55224,3006,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1092708,19845,322746,11015,149975,7487,172771,7201,769962,16459,378666,11374,391296,9720,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3868589,34671,1036066,21264,468318,12856,567748,15360,2832523,28883,1505413,19913,1327110,17341,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,353232,11081,106696,6827,50224,4557,56472,5086,246536,8261,126762,6328,119774,5211,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,137605,5683,34310,3319,17139,2118,17171,2025,103295,4784,47853,3009,55442,2678,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1429237,22594,318102,11023,140659,7539,177443,8064,1111135,19103,556237,12298,554898,11333,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1381881,19941,339077,11408,158717,7522,180360,8064,1042804,18588,535806,11987,506998,11575,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,342644,9116,114540,4994,52323,3719,62217,3705,228104,6856,113590,4686,114514,4167,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1153331,14557,270314,7567,125092,5963,145222,5889,883017,13777,448946,9213,434071,9297,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,106421,4727,25153,2998,10728,1887,14425,1956,81268,4404,45126,3028,36142,3072,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,519348,11376,289403,9033,125407,5936,163996,5788,229945,6739,120656,4429,109289,5025,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
