GEO_ID,C27002_001E,C27002_001M,C27002_002E,C27002_002M,C27002_003E,C27002_003M,C27002_004E,C27002_004M,C27002_005E,C27002_005M,C27002_006E,C27002_006M,C27002_007E,C27002_007M,C27002_008E,C27002_008M,C27002_009E,C27002_009M,C27002_010E,C27002_010M,C27002_011E,C27002_011M,C27002_012E,C27002_012M,C27002_013E,C27002_013M,C27002_014E,C27002_014M,C27002_015E,C27002_015M,C27002_016E,C27002_016M,C27002_017E,C27002_017M,C27002_018E,C27002_018M,C27002_019E,C27002_019M,C27002_020E,C27002_020M,C27002_021E,C27002_021M,NAME,C27002_001MA,C27002_001EA,C27002_002EA,C27002_002MA,C27002_003EA,C27002_003MA,C27002_004MA,C27002_004EA,C27002_005EA,C27002_005MA,C27002_006MA,C27002_006EA,C27002_007EA,C27002_007MA,C27002_008EA,C27002_008MA,C27002_009MA,C27002_009EA,C27002_010MA,C27002_010EA,C27002_011MA,C27002_011EA,C27002_012MA,C27002_012EA,C27002_013EA,C27002_013MA,C27002_014EA,C27002_014MA,C27002_015MA,C27002_015EA,C27002_016EA,C27002_016MA,C27002_017MA,C27002_017EA,C27002_018EA,C27002_018MA,C27002_019EA,C27002_019MA,C27002_020MA,C27002_020EA,C27002_021EA,C27002_021MA,state
0400000US01,4702769,1669,2264282,5426,580409,4165,322956,7341,257453,8119,1411696,4278,951011,10645,460685,10724,272177,2147,188484,3911,83693,3711,2438487,5571,553229,3838,319479,6740,233750,7094,1519840,3855,1052627,11688,467213,11266,365418,2200,240899,4278,124519,3915,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689249,1872,351120,2257,98067,1769,60186,2908,37881,2412,228051,1873,147843,4349,80208,4466,25002,744,15928,1232,9074,1155,338129,1869,89917,1576,56134,2876,33783,2885,221384,1182,150660,3549,70724,3412,26828,631,15605,1321,11223,1301,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6310174,2001,3105385,4053,835349,2384,455052,11905,380297,11689,1869504,3564,1145153,11865,724351,11775,400532,1319,260828,4568,139704,4445,3204789,3753,794582,2245,423414,8321,371168,8455,1935179,2604,1230512,11778,704667,11565,475028,1801,296514,4989,178514,5357,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2867611,1672,1395533,6537,360067,3837,169426,5292,190641,5965,855780,5332,528292,7765,327488,8288,179686,1735,117258,3239,62428,2794,1472078,6426,349307,3824,162881,5750,186426,5773,897653,5403,566982,9302,330671,8676,225118,1959,140720,3406,84398,3260,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36815569,4634,18152479,9393,4749200,4391,2642423,22183,2106777,22132,11577968,9176,7203767,35124,4374201,34851,1825311,3391,1066314,9936,758997,9695,18663090,7973,4539491,3888,2510035,19707,2029456,20162,11771939,6474,7602977,29847,4168962,29977,2351660,4990,1301747,11085,1049913,11207,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4956873,2211,2462240,6565,629839,3148,404627,7877,225212,7550,1592801,5038,1118115,11471,474686,10760,239600,1431,167593,3428,72007,3585,2494633,6292,596369,3090,389624,6897,206745,7130,1601729,4414,1173175,10150,428554,10296,296535,1791,204975,3808,91560,3655,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3519913,989,1704117,2239,416145,1288,295876,6143,120269,6234,1080650,1981,813253,8285,267397,8068,207322,1165,150409,3496,56913,3362,1815796,2076,398865,1282,280991,5236,117874,5115,1139428,1712,873389,8033,266039,7962,277503,1289,192414,3485,85089,3544,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885232,820,426205,1636,105483,1063,65890,3438,39593,3365,265250,1178,192683,3928,72567,4035,55472,575,41831,1624,13641,1646,459027,1568,100563,969,64488,3187,36075,3146,288519,1142,211838,4558,76681,4322,69945,566,50688,1738,19257,1707,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594282,401,278370,1152,51219,734,27511,2253,23708,2220,200415,1083,145538,3529,54877,3601,26736,414,19252,1174,7484,1153,315912,1126,49771,582,26571,2601,23200,2469,225760,797,167482,3617,58278,3458,40381,1099,28458,1634,11923,1530,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18534081,4456,8979510,7602,2040425,4878,1072515,15427,967910,16508,5503186,7114,3204923,24703,2298263,25086,1435899,3228,885374,8744,550525,9242,9554571,6409,1949822,4738,1034508,15183,915314,15729,5832093,4854,3650082,25095,2182011,24478,1772656,3805,1040894,10022,731762,9474,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9519836,3059,4595689,7668,1275569,5860,695835,13456,579734,14439,2892009,5853,1839847,14682,1052162,15931,428111,2684,279254,6046,148857,5940,4924147,7623,1216712,5971,677793,12491,538919,12823,3132018,4795,2083979,16908,1048039,16307,575417,2855,352754,6003,222663,5510,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1315677,2309,644535,2929,157018,1400,106817,3907,50201,4043,401038,2613,318399,4928,82639,4470,86479,787,64615,2138,21864,2168,671142,2158,146643,1457,103906,3553,42737,3470,417143,1667,333428,4526,83715,4326,107356,775,76857,2249,30499,2096,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1551635,954,772179,3023,220549,2348,137787,4276,82762,4528,462624,2563,310948,5289,151676,5508,89006,994,66604,1687,22402,1869,779456,2944,207747,2192,131319,4260,76428,4456,467688,2234,326172,5577,141516,5208,104021,1142,73677,1858,30344,1883,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12673245,2432,6188379,6646,1595153,3906,962948,11255,632205,11810,3934540,6093,2737996,19150,1196544,17284,658686,2796,460623,5714,198063,5619,6484866,6072,1526566,3510,913333,11077,613233,10978,4067203,4614,2863923,14291,1203280,14794,891097,3005,601346,6007,289751,5564,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6391470,950,3132505,4540,821850,3216,499305,9080,322545,8628,1962643,3642,1372737,11131,589906,10877,348012,1760,253773,3504,94239,3589,3258965,4486,780470,3371,475901,8424,304569,8768,2019723,3300,1424853,10713,594870,10095,458772,2609,332531,4586,126241,4591,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3004885,571,1483717,3817,367351,2873,262591,5422,104760,5261,930050,2621,716210,7167,213840,6852,186316,1087,142968,2113,43348,2332,1521168,3843,354411,3080,243538,5017,110873,5284,924766,2161,719645,6076,205121,6038,241991,1285,189506,2802,52485,2458,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2804461,1848,1379541,3843,371188,3235,251784,5339,119404,5333,850271,2862,628664,6942,221607,6618,158082,1606,118303,2629,39779,2512,1424920,3890,354249,3373,243755,6562,110494,6439,868256,2475,654848,7270,213408,7049,202415,1733,151229,2768,51186,2393,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4242714,4353,2065844,4964,526090,3772,303518,6968,222572,7976,1297854,4482,837869,11115,459985,10761,241900,1677,166635,3443,75265,3437,2176870,5805,492285,3757,292154,7167,200131,7818,1370126,4137,910442,9741,459684,9585,314459,1758,213120,4602,101339,4271,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4440314,1830,2146775,5421,568772,5051,270818,7820,297954,7998,1346768,5476,830335,10714,516433,11120,231235,1949,145132,3058,86103,3431,2293539,5059,544557,4002,258687,7905,285870,8023,1441656,3030,901322,9505,540334,9401,307326,2094,186582,4401,120744,4817,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1313037,991,640864,2086,140497,1106,84256,3754,56241,3731,409860,1592,272036,5007,137824,4710,90507,716,63233,1866,27274,1757,672173,1794,132601,1190,78382,2592,54219,2668,426619,1192,296996,4584,129623,4405,112953,852,78799,2086,34154,1994,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5687998,2852,2730888,4561,689853,3158,475828,7861,214025,7526,1748894,3282,1311538,10879,437356,10750,292141,1505,226864,3298,65277,3418,2957110,4114,660158,2936,446987,8346,213171,8221,1902044,3248,1475150,11729,426894,11776,394908,2410,285156,4007,109752,3932,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6478067,1529,3126920,3073,721791,1755,520803,7659,200988,7592,2039337,2361,1595826,12096,443511,11807,365792,1686,263244,3430,102548,3522,3351147,2622,692955,1926,506029,6485,186926,6499,2160196,2089,1693167,12037,467029,12335,497996,1896,344201,5499,153795,5064,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9763683,1209,4771428,4679,1194627,3227,738313,10029,456314,10108,2997973,3477,2033755,12769,964218,12980,578828,1904,459646,4677,119182,4340,4992255,4631,1136848,3013,703020,10579,433828,10658,3108521,3069,2179556,12230,928965,12208,746886,2255,581823,4776,165063,4091,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
