GEO_ID,B13015_001E,B13015_001M,B13015_002E,B13015_002M,B13015_003E,B13015_003M,B13015_004E,B13015_004M,B13015_005E,B13015_005M,B13015_006E,B13015_006M,B13015_007E,B13015_007M,B13015_008E,B13015_008M,B13015_009E,B13015_009M,B13015_010E,B13015_010M,B13015_011E,B13015_011M,B13015_012E,B13015_012M,B13015_013E,B13015_013M,B13015_014E,B13015_014M,B13015_015E,B13015_015M,NAME,B13015_001MA,B13015_001EA,B13015_002MA,B13015_002EA,B13015_003EA,B13015_003MA,B13015_004MA,B13015_004EA,B13015_005EA,B13015_005MA,B13015_006EA,B13015_006MA,B13015_007MA,B13015_007EA,B13015_008EA,B13015_008MA,B13015_009EA,B13015_009MA,B13015_010MA,B13015_010EA,B13015_011EA,B13015_011MA,B13015_012EA,B13015_012MA,B13015_013MA,B13015_013EA,B13015_014MA,B13015_014EA,B13015_015EA,B13015_015MA,state
0400000US01,1174012,4189,66243,4226,36439,3180,434,287,36005,3135,29804,3013,2594,875,27210,3045,1107769,5691,506722,10338,4171,1037,502551,10252,601047,11340,12951,2134,588096,11005,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,177281,1793,12494,1786,8507,1666,346,296,8161,1612,3987,767,447,240,3540,727,164787,2287,81585,3032,1916,683,79669,3081,83202,3621,4066,1019,79136,3480,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1527153,3857,86210,4956,50632,3628,1489,844,49143,3634,35578,3696,3995,1209,31583,3622,1440943,6650,655005,10411,11958,1882,643047,10265,785938,10161,20725,2179,765213,9955,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,697187,4255,37344,3196,22740,2505,235,202,22505,2502,14604,2123,1344,585,13260,2169,659843,5319,320189,6796,2661,648,317528,6832,339654,6852,5626,1260,334028,7072,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9517677,8957,508113,12820,335864,10276,18956,2357,316908,9996,172249,7875,32958,3692,139291,7023,9009564,16738,3978491,22798,101510,5429,3876981,23045,5031073,24012,201088,9938,4829985,24438,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1257790,4477,68838,4408,48337,3694,742,430,47595,3617,20501,2477,1749,765,18752,2471,1188952,6601,574488,8988,6716,1493,567772,8734,614464,10267,10644,1665,603820,10337,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,872153,2859,42002,3265,28557,2746,669,345,27888,2734,13445,1992,3261,1022,10184,1728,830151,4250,361774,7334,3756,1137,358018,7300,468377,7179,16384,2285,451993,7015,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,221127,1577,9902,1749,5693,1018,99,114,5594,1001,4209,1203,804,533,3405,987,211225,2296,90090,3537,1981,770,88109,3442,121135,3872,2657,975,118478,4003,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,186080,1077,9098,1634,4250,1009,67,113,4183,989,4848,1311,1113,556,3735,1153,176982,2114,37802,2771,1331,626,36471,2664,139180,3307,7939,1640,131241,3321,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4418652,6592,211737,10946,125965,6756,2187,717,123778,6702,85772,7036,6008,1373,79764,6606,4206915,12631,1821564,18398,21359,2350,1800205,17848,2385351,21734,43857,3709,2341494,21106,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2520143,7529,145715,7387,88043,5139,1697,656,86346,5044,57672,4828,3598,1165,54074,4501,2374428,9640,1082238,11428,11635,2026,1070603,11586,1292190,13213,23383,2204,1268807,13216,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,318515,1552,19939,2404,13395,1832,549,358,12846,1791,6544,1346,987,589,5557,1189,298576,2781,139061,3947,2326,892,136735,3947,159515,3904,5315,1251,154200,4104,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,371571,2541,23489,2380,17508,2122,186,200,17322,2097,5981,1317,257,220,5724,1303,348082,3707,179893,4685,2592,812,177301,4697,168189,5608,4384,798,163805,5484,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3214234,7146,179328,6763,115127,5545,2004,624,113123,5609,64201,4429,7200,1596,57001,4353,3034906,9115,1337515,10478,16140,2079,1321375,10652,1697391,12594,35773,3023,1661618,12710,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1574955,3955,82273,4727,51519,3927,703,400,50816,3885,30754,2781,3461,876,27293,2721,1492682,6169,687297,9152,11639,1919,675658,9653,805385,9247,24660,2339,780725,9254,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,711187,3580,41387,2719,28751,2382,1188,635,27563,2401,12636,1787,1993,664,10643,1772,669800,4614,326811,5338,5755,1395,321056,5407,342989,6868,10879,1606,332110,6917,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,680705,3081,40095,2981,27291,2041,455,296,26836,2039,12804,2115,2125,814,10679,1852,640610,3856,312380,6794,4068,878,308312,6668,328230,6859,10360,1966,317870,6529,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1055142,4131,57337,3613,36676,2890,1324,551,35352,2958,20661,2468,2082,754,18579,2438,997805,5017,484088,8974,7436,1347,476652,9123,513717,9216,15513,2170,498204,9230,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1128352,4134,67832,4667,34942,2801,603,488,34339,2850,32890,3447,1888,803,31002,3294,1060520,6103,445840,8744,2641,781,443199,8608,614680,8622,9750,1706,604930,8628,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,308216,1827,14244,1911,8743,1468,532,317,8211,1415,5501,1259,999,440,4502,1141,293972,2632,135385,3997,4260,945,131125,3928,158587,4307,9934,1856,148653,4349,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
