GEO_ID,B11001G_001E,B11001G_001M,B11001G_002E,B11001G_002M,B11001G_003E,B11001G_003M,B11001G_004E,B11001G_004M,B11001G_005E,B11001G_005M,B11001G_006E,B11001G_006M,B11001G_007E,B11001G_007M,B11001G_008E,B11001G_008M,B11001G_009E,B11001G_009M,NAME,B11001G_001EA,B11001G_001MA,B11001G_002MA,B11001G_002EA,B11001G_003MA,B11001G_003EA,B11001G_004EA,B11001G_004MA,B11001G_005MA,B11001G_005EA,B11001G_006MA,B11001G_006EA,B11001G_007MA,B11001G_007EA,B11001G_008EA,B11001G_008MA,B11001G_009EA,B11001G_009MA,state
0400000US01,15121,1754,9543,1358,5850,1112,3693,950,755,350,2938,898,5578,1057,5141,1022,437,323,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,10500,1452,6144,1195,3685,941,2459,858,704,394,1755,705,4356,1011,2883,837,1473,550,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,37099,3025,24226,2792,17274,2309,6952,1532,1636,638,5316,1353,12873,1893,9391,1791,3482,1002,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,13926,1754,8527,1357,5256,1163,3271,1031,1044,497,2227,777,5399,1304,5051,1243,348,265,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,351034,9243,233936,6750,154851,5236,79085,5078,21587,2338,57498,4214,117098,5252,83071,4417,34027,2945,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,43020,3446,25829,2477,17697,2239,8132,1389,1863,578,6269,1263,17191,2324,13812,2193,3379,878,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,18896,2252,12885,1800,6258,1294,6627,1560,1451,675,5176,1489,6011,1317,4100,1065,1911,754,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,4850,1027,3106,805,1879,649,1227,477,290,186,937,450,1744,612,1384,558,360,307,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,4742,1141,1566,537,1329,514,237,158,0,292,237,158,3176,949,2293,741,883,539,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,96237,5552,61896,3789,41365,3454,20531,2257,4755,1128,15776,2230,34341,3228,26254,2889,8087,1598,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,35958,3091,24927,2303,16034,1839,8893,1428,1981,644,6912,1278,11031,1748,9138,1645,1893,692,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,70506,3765,52190,3123,32685,2678,19505,2155,4450,1089,15055,2005,18316,2068,13712,1863,4604,954,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,8844,1172,6017,1128,3560,976,2457,815,335,270,2122,708,2827,893,2028,750,799,572,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,50577,4376,31103,3199,20743,2417,10360,1834,3680,1247,6680,1331,19474,2535,16284,2247,3190,869,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,23119,2429,15012,1895,10226,1594,4786,1079,1085,496,3701,992,8107,1401,6284,1168,1823,636,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,12878,1783,7439,1336,4736,1109,2703,850,684,476,2019,658,5439,1061,3487,850,1952,745,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,20569,2178,13514,1642,8091,1165,5423,1268,1172,480,4251,1158,7055,1615,5934,1480,1121,538,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,15236,2021,10225,1534,6414,1128,3811,1007,1161,676,2650,845,5011,1213,3746,1104,1265,596,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,16526,1806,9431,1427,6448,1236,2983,814,587,340,2396,764,7095,1173,5003,1032,2092,692,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,5378,893,3011,640,2055,498,956,448,410,276,546,326,2367,756,1652,700,715,338,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,33844,2615,23045,2330,13321,1761,9724,1638,3025,929,6699,1327,10799,1646,8963,1535,1836,763,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,44989,3765,30757,2839,14388,1855,16369,2137,4378,990,11991,1923,14232,2104,10626,1955,3606,976,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,53644,3023,34811,2328,21719,1834,13092,1657,3224,843,9868,1431,18833,1866,14839,1966,3994,880,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,25532,2528,15072,1700,8546,1299,6526,1183,1171,477,5355,1159,10460,1819,8182,1545,2278,812,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,6909,1451,4703,1107,2751,856,1952,692,262,259,1690,693,2206,780,1844,667,362,313,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,32545,2840,21674,2383,13317,1912,8357,1632,1861,857,6496,1372,10871,1680,8378,1408,2493,846,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,6163,1152,3077,702,2000,622,1077,420,202,217,875,406,3086,1011,2794,960,292,264,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,9166,1488,6397,1220,3161,837,3236,932,724,390,2512,882,2769,866,2071,705,698,423,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,23295,2755,14969,2124,8866,1601,6103,1468,2292,859,3811,990,8326,1633,6767,1436,1559,611,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,5825,1162,4255,1011,2619,703,1636,782,344,259,1292,742,1570,593,1231,481,339,311,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,52796,3728,37796,3080,24138,2548,13658,2186,4352,1217,9306,1773,15000,2179,10760,1780,4240,1206,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,15354,1886,9421,1412,5512,1094,3909,1100,977,475,2932,973,5933,1230,5332,1188,601,340,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,129426,5286,81451,3820,45432,3448,36019,2861,9435,1551,26584,2527,47975,3734,37161,3383,10814,1958,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,47818,3893,28387,2940,17954,2490,10433,1677,1657,633,8776,1537,19431,2598,14623,2284,4808,1277,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,2619,638,1523,427,423,225,1100,431,268,304,832,393,1096,537,907,513,189,252,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,50340,3089,34148,2391,19107,2049,15041,2215,3445,938,11596,1826,16192,1836,12966,1737,3226,1000,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,78250,3566,52514,2798,34040,2423,18474,2211,4662,987,13812,1929,25736,2747,21278,2416,4458,1141,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,35089,2707,22212,2237,14995,1743,7217,1325,2208,738,5009,1203,12877,1737,8899,1461,3978,927,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,52843,4345,32998,3124,18998,2163,14000,1933,2761,926,11239,1707,19845,2726,15284,2382,4561,1299,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,7085,1468,3580,898,1723,627,1857,717,46,78,1811,697,3505,1209,2898,1101,607,374,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,18867,2339,12724,1824,7803,1343,4921,1152,732,369,4189,1071,6143,1484,5280,1418,863,498,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,3326,847,1833,686,860,448,973,474,245,262,728,415,1493,698,1104,634,389,377,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,25188,2602,15783,2103,10207,1617,5576,1112,1491,525,4085,1084,9405,1731,7672,1539,1733,654,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,135211,6153,87088,4617,58234,3754,28854,2941,8564,1726,20290,2153,48123,3974,38910,3314,9213,1849,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,11233,1556,7949,1400,5735,1022,2214,893,728,522,1486,703,3284,977,1642,587,1642,767,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2571,741,1670,570,1180,488,490,319,30,39,460,317,901,533,692,460,209,219,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,43938,3687,29509,3140,21256,2771,8253,1558,1597,651,6656,1354,14429,2000,10309,1570,4120,1139,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,75143,4011,46657,3111,28310,2323,18347,2320,4927,1084,13420,1875,28486,2534,20101,2401,8385,1475,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,10523,1451,5024,911,2287,547,2737,689,676,373,2061,661,5499,1225,4896,1206,603,343,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,24103,2473,16828,2102,9808,1656,7020,1469,1401,664,5619,1253,7275,1416,5879,1288,1396,513,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
