GEO_ID,C27013_001E,C27013_001M,C27013_002E,C27013_002M,C27013_003E,C27013_003M,C27013_004E,C27013_004M,C27013_005E,C27013_005M,C27013_006E,C27013_006M,C27013_007E,C27013_007M,C27013_008E,C27013_008M,C27013_009E,C27013_009M,C27013_010E,C27013_010M,C27013_011E,C27013_011M,C27013_012E,C27013_012M,C27013_013E,C27013_013M,C27013_014E,C27013_014M,C27013_015E,C27013_015M,C27013_016E,C27013_016M,C27013_017E,C27013_017M,C27013_018E,C27013_018M,C27013_019E,C27013_019M,C27013_020E,C27013_020M,C27013_021E,C27013_021M,C27013_022E,C27013_022M,NAME,C27013_001MA,C27013_001EA,C27013_002MA,C27013_002EA,C27013_003EA,C27013_003MA,C27013_004MA,C27013_004EA,C27013_005MA,C27013_005EA,C27013_006MA,C27013_006EA,C27013_007MA,C27013_007EA,C27013_008EA,C27013_008MA,C27013_009EA,C27013_009MA,C27013_010MA,C27013_010EA,C27013_011MA,C27013_011EA,C27013_012MA,C27013_012EA,C27013_013EA,C27013_013MA,C27013_014MA,C27013_014EA,C27013_015MA,C27013_015EA,C27013_016MA,C27013_016EA,C27013_017MA,C27013_017EA,C27013_018EA,C27013_018MA,C27013_019MA,C27013_019EA,C27013_020EA,C27013_020MA,C27013_021EA,C27013_021MA,C27013_022MA,C27013_022EA,state
0400000US13,7027555,4541,2972146,20238,2898052,19877,2373787,18857,524265,14522,74094,3554,59123,3426,14971,1659,1675461,17508,1570218,16426,859472,16401,710746,15316,105243,5082,71264,4398,33979,2791,2379948,20673,1555757,20665,690567,12985,865190,20532,824191,6740,501621,9216,322570,8576,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1012016,2386,442582,8033,424122,7783,391897,7397,32225,3087,18460,2059,15802,1937,2658,925,250330,8361,225163,7953,162995,6998,62168,4537,25167,2422,19193,2099,5974,1376,319104,6118,168896,5678,96935,4953,71961,4908,150208,2656,106477,3533,43731,2923,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1123339,1757,433755,7974,421187,7903,352309,7167,68878,3821,12568,1741,9402,1538,3166,722,344934,7513,322262,6955,190922,5939,131340,6121,22672,2143,16488,1894,6184,1033,344650,6638,186863,5650,93889,4511,92974,5100,157787,2746,114391,3153,43396,2856,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9551526,3901,4007462,22131,3898318,22257,3308435,20833,589883,13793,109144,4124,89343,3847,19801,2036,2555272,23452,2368415,22028,1502965,18999,865450,14244,186857,6412,136896,5313,49961,3487,2988792,21287,1735010,19332,790519,13358,944491,16816,1253782,7861,835730,9351,418052,8989,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4789150,2810,1938164,16238,1889851,15806,1638938,13785,250913,9282,48313,3479,38584,3129,9729,1492,1321245,17195,1214895,16907,754908,14739,459987,13021,106350,4566,79877,4075,26473,2376,1529741,15494,877620,13178,403744,8584,473876,11541,652121,5633,467843,7177,184278,5944,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2283123,2206,1049104,9187,1018680,8892,915075,9148,103605,5169,30424,2059,25127,1884,5297,908,644268,8954,574515,8292,388210,7012,186305,6958,69753,3237,54616,3177,15137,1600,589751,8501,261621,7686,132570,5879,129051,6007,328130,3645,252731,3819,75399,3479,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2079024,3265,949384,11481,916041,10912,801111,11266,114930,6433,33343,2251,26941,2326,6402,987,562665,9729,509465,9660,331816,8347,177649,7125,53200,2815,39201,2372,13999,1463,566975,8355,293021,7265,150585,5952,142436,6001,273954,3741,203390,4027,70564,3074,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3224339,4238,1249055,14690,1215824,14366,1041846,14140,173978,8384,33231,2118,28189,2171,5042,922,793860,11937,734136,11461,431778,9469,302358,9460,59724,3256,45717,2952,14007,1517,1181424,12730,718020,11634,274687,7131,443333,11426,463404,4334,305849,7150,157555,6192,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3326985,5453,1401734,14737,1351847,14501,1061706,13307,290141,10818,49887,3015,38404,2545,11483,1714,801267,12567,744818,11871,390259,9230,354559,10752,56449,3147,37750,2439,18699,1860,1123984,13846,691759,14042,279692,9924,412067,10952,432225,5107,255560,5721,176665,6381,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1039939,1467,423365,6511,411211,6413,350069,6283,61142,4200,12154,1447,9710,1376,2444,653,294554,7099,263634,6315,154612,5141,109022,4198,30920,2237,23685,2013,7235,1138,322020,6462,161634,5478,64351,3526,97283,4778,160386,2582,108637,3322,51749,2950,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4337987,3198,2087940,16377,2019082,16141,1782755,16367,236327,9466,68858,3947,60271,3541,8587,1394,1049609,13416,955972,12549,638145,11090,317827,11315,93637,3978,73888,3079,19749,2142,1200438,14479,675884,14146,365788,11395,310096,10147,524554,5871,377861,5753,146693,4997,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5063321,1700,2137789,16774,2067714,16605,1884709,15477,183005,9199,70075,3717,62399,3549,7676,1352,1458792,15572,1336331,14973,985266,14776,351065,9763,122461,4854,97019,4095,25442,2365,1466740,15170,795488,15292,419018,11355,376470,11201,671252,5474,448027,7778,223225,6043,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7432208,2371,2627140,16882,2567254,16378,2228362,15597,338892,9533,59886,3618,52267,3466,7619,1190,2082082,17271,1941011,16763,1217673,14828,723338,15589,141071,4700,112712,4273,28359,2137,2722986,19136,1598229,18259,767276,11025,830953,15164,1124757,5458,876490,7258,248267,5715,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3971070,2265,1766707,13128,1726327,13294,1557146,12951,169181,6657,40380,2215,34099,2099,6281,967,1196796,13153,1095804,13099,748985,11199,346819,8648,100992,3321,79599,3296,21393,1947,1007567,11533,492169,10006,265855,6393,226314,8487,515398,4219,397810,5351,117588,3939,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2150922,2413,853871,12740,826427,12376,678172,11923,148255,7518,27444,2457,21122,2304,6322,1215,468497,11221,430298,10418,226329,7580,203969,8254,38199,2752,24364,2205,13835,1746,828554,12085,524393,11322,178422,7299,345971,11137,304161,3890,180957,4456,123204,4056,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4466134,4290,1889694,15018,1837278,14877,1606698,15491,230580,8085,52416,3254,44140,3205,8276,1180,1159601,15311,1061357,14848,661293,11815,400064,11585,98244,4667,68455,3702,29789,2692,1416839,15596,763876,14083,348445,11236,415431,12196,652963,5138,438374,6820,214589,5837,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,754107,1523,301021,6551,290930,6451,240092,6191,50838,3753,10091,1228,7749,1215,2342,638,232058,6308,208365,6127,128388,5394,79977,4378,23693,1706,15542,1402,8151,1170,221028,5490,112156,5255,54864,3772,57292,4013,108872,2088,78613,2471,30259,2005,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1343180,2056,646816,7349,624015,7211,547975,7373,76040,4376,22801,1780,19287,1616,3514,748,372522,6178,331977,6068,226811,5794,105166,5442,40545,2175,30570,2094,9975,1141,323842,6255,152287,5699,77112,4134,75175,4410,171555,2869,124163,3044,47392,2784,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2005224,2065,838100,12556,810039,12481,662310,11896,147729,7423,28061,2870,24071,2799,3990,948,515895,11627,478289,10790,258759,9047,219530,6747,37606,2904,24437,2302,13169,1609,651229,10250,393683,8968,168298,6473,225385,7934,257546,3880,149943,5141,107603,5310,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1016909,1266,460071,7034,447913,7027,401763,8100,46150,4190,12158,1433,10616,1162,1542,632,288748,6907,259703,6229,183871,5252,75832,4943,29045,2535,21716,2269,7329,1173,268090,5597,136935,5180,71594,3956,65341,4485,131155,2943,99417,3333,31738,2664,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6636086,2887,2947777,20123,2838431,19726,2410774,19072,427657,11222,109346,4063,92679,3887,16667,1791,1592127,17155,1453890,17259,980162,15462,473728,13933,138237,4535,104007,3920,34230,2697,2096182,14781,1191645,13980,631719,12093,559926,12616,904537,6153,585678,7844,318859,6586,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1515041,2067,606119,11210,586198,10876,435883,10194,150315,6930,19921,2226,14293,1702,5628,1390,364475,9973,336230,9885,166841,6777,169389,7644,28245,2381,18825,1722,9420,1514,544447,8687,322864,8644,128100,5748,194764,7606,221583,3349,133946,3673,87637,3533,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,14832620,3940,6286684,30563,6082115,30848,5003116,31215,1078999,18278,204569,6801,168966,5937,35603,2972,3558675,27763,3287459,26089,2024261,21269,1263198,20322,271216,7010,201093,5780,70123,3735,4987261,28798,2938360,26328,1335424,20408,1602936,23150,2048901,10082,1213756,13362,835145,12967,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7080012,5136,2813418,17928,2741220,17212,2306587,18768,434633,14274,72198,3718,58955,3422,13243,1698,1851795,20386,1705774,19572,985094,15611,720680,17131,146021,5315,107661,4949,38360,3311,2414799,21864,1434147,20539,619031,11195,815116,17567,980652,6711,636692,9581,343960,8829,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,510503,1203,245816,4292,237604,4075,211852,4540,25752,2429,8212,890,6505,866,1707,427,148646,4014,131892,3778,98828,3689,33064,2622,16754,1213,13502,1163,3252,557,116041,3450,49046,3008,28891,2014,20155,2120,66995,1472,50235,1641,16760,1672,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8643518,6119,3473835,18161,3382291,17470,2966613,18345,415678,12416,91544,4351,74933,3882,16611,2097,2303643,21427,2112164,20188,1342621,14481,769543,16247,191479,5355,138896,4757,52583,3078,2866040,19685,1588379,17823,739769,12622,848610,15967,1277661,9128,876677,9546,400984,9028,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2747857,3005,1180312,11897,1138191,11383,919731,10918,218460,8385,42121,2800,33499,2402,8622,1409,669772,11525,613151,11508,316240,8804,296911,8225,56621,3009,40759,2725,15862,1595,897773,10367,505470,9945,217605,7452,287865,7825,392303,3991,261297,5159,131006,4227,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2933745,1691,1072215,12540,1043487,12516,882368,13043,161119,7270,28728,2689,23477,2577,5251,1090,877189,12376,811331,12246,479647,10084,331684,9652,65858,3151,47036,3081,18822,1799,984341,13035,553934,12323,255258,7815,298676,9398,430407,4481,307557,5875,122850,4790,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9727767,2802,3968214,20838,3849479,20051,3448287,21580,401192,10061,118735,4142,101792,3795,16943,1622,2528127,20315,2291954,18694,1580042,20430,711912,14661,236173,6131,184364,5257,51809,2863,3231426,23462,1699649,20222,857564,14066,842085,16485,1531777,7671,1106739,10676,425038,9191,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,812773,1230,318027,6019,307642,5669,267524,6168,40118,3647,10385,1279,8230,1281,2155,676,232098,6154,216797,5995,146879,5066,69918,4385,15301,1649,10893,1376,4408,1060,262648,7046,143990,6209,68181,4019,75809,5285,118658,2249,75108,2665,43550,3051,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3458358,2771,1353632,13860,1316061,13616,1096482,13298,219579,9251,37571,2657,29062,2264,8509,1170,856362,14474,788402,14530,441892,10616,346510,10961,67960,3403,48795,3254,19165,2042,1248364,15521,737032,14441,306801,9836,430231,13129,511332,4606,334967,6865,176365,6357,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,597248,1512,286427,4685,276815,4549,242908,4910,33907,2582,9612,1223,7954,1151,1658,511,162178,4544,142604,4301,96865,3498,45739,3511,19574,1494,14297,1346,5277,843,148643,3948,66424,3728,30655,2717,35769,2797,82219,1993,59734,2239,22485,1920,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4766449,3568,1898785,18728,1840529,18322,1559408,18772,281121,10266,58256,3223,45559,2883,12697,1349,1189620,17322,1102184,16442,635366,12531,466818,13991,87436,4108,62743,3555,24693,2411,1678044,15803,990318,14174,416286,10444,574032,14985,687726,5569,438634,6696,249092,5971,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,17903428,5675,8134983,38235,7906667,38093,5985824,38455,1920843,25400,228316,6197,173881,5997,54435,3813,4312209,33957,4018469,33412,1973941,23966,2044528,27077,293740,7841,192363,6016,101377,5096,5456236,33974,3441565,30838,1374304,20586,2067261,27022,2014671,9836,1163862,12868,850809,12559,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1879971,1460,800172,10305,781057,9917,662715,9587,118342,6420,19115,1937,15968,1555,3147,811,565634,10579,534181,10359,356044,8972,178137,6354,31453,2220,23671,2316,7782,1120,514165,10198,318271,9407,187071,5868,131200,7126,195894,3138,135998,3487,59896,3794,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,490225,1176,205456,4478,198406,4369,164523,4244,33883,3075,7050,966,5642,924,1408,433,157661,4413,140360,4067,88454,3143,51906,3082,17301,1519,13909,1429,3392,610,127108,3642,63750,3191,29200,2070,34550,2390,63358,1697,43560,2033,19798,1529,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5957751,6130,2769101,18954,2687337,18265,2368141,19570,319196,10190,81764,4091,69608,4063,12156,1590,1433582,16935,1311057,16240,880574,14755,430483,11782,122525,4593,92338,4000,30187,2623,1755068,14464,1004508,14132,552448,12549,452060,11724,750560,6366,533233,7929,217327,7113,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5055145,3925,2034395,15477,1983295,14716,1730384,13925,252911,10693,51100,3531,42067,2957,9033,1695,1442544,15699,1348683,15277,839776,14669,508907,12257,93861,3587,70461,3173,23400,2087,1578206,15991,913092,15296,463331,10090,449761,12780,665114,5342,473738,6544,191376,6129,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1438098,2665,523043,9142,509812,9140,424961,9895,84851,4675,13231,1491,10885,1262,2346,762,308504,6782,284528,6187,169533,6085,114995,6094,23976,2380,17948,1815,6028,1215,606551,8132,353909,7861,145957,5949,207952,7855,252642,2822,169095,3486,83547,3658,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4279244,2587,1837583,14084,1798030,13716,1583056,13744,214974,7830,39553,2254,32268,1957,7285,1020,1255971,12975,1152076,12758,775912,11730,376164,9020,103895,3816,75236,3242,28659,2179,1185690,12578,580003,11186,281480,6762,298523,9622,605687,4594,440519,5865,165168,5906,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,418781,1604,198471,5494,191283,5220,164498,5172,26785,2649,7188,1103,6211,1032,977,400,117377,4388,109239,4376,65066,3772,44173,4207,8138,1126,5538,822,2600,707,102933,3744,50463,3264,27277,2333,23186,2806,52470,1441,38179,1863,14291,1612,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2798196,894,787178,11563,765996,11721,583474,10355,182522,7508,21182,2107,13627,1664,7555,1278,453942,9943,433940,9765,163313,6089,270627,8645,20002,2016,8966,1402,11036,1483,1557076,10454,1059661,10131,292065,8620,767596,12725,497415,3000,133576,4375,363839,4619,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
