GEO_ID,B07003_001E,B07003_001M,B07003_002E,B07003_002M,B07003_003E,B07003_003M,B07003_004E,B07003_004M,B07003_005E,B07003_005M,B07003_006E,B07003_006M,B07003_007E,B07003_007M,B07003_008E,B07003_008M,B07003_009E,B07003_009M,B07003_010E,B07003_010M,B07003_011E,B07003_011M,B07003_012E,B07003_012M,B07003_013E,B07003_013M,B07003_014E,B07003_014M,B07003_015E,B07003_015M,B07003_016E,B07003_016M,B07003_017E,B07003_017M,B07003_018E,B07003_018M,NAME,B07003_001EA,B07003_001MA,B07003_002MA,B07003_002EA,B07003_003MA,B07003_003EA,B07003_004EA,B07003_004MA,B07003_005EA,B07003_005MA,B07003_006MA,B07003_006EA,B07003_007MA,B07003_007EA,B07003_008MA,B07003_008EA,B07003_009MA,B07003_009EA,B07003_010MA,B07003_010EA,B07003_011EA,B07003_011MA,B07003_012MA,B07003_012EA,B07003_013MA,B07003_013EA,B07003_014MA,B07003_014EA,B07003_015MA,B07003_015EA,B07003_016EA,B07003_016MA,B07003_017MA,B07003_017EA,B07003_018MA,B07003_018EA,state
0400000US01,4729509,3716,2294263,5524,2435246,4852,3987155,21708,1933566,12896,2053589,13838,454675,16569,216259,8940,238416,10963,165790,9728,82798,5704,82992,6903,108723,8781,54665,5111,54058,5179,13166,2247,6975,1505,6191,1419,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,702974,1600,366474,2021,336500,1949,565031,7596,292525,4330,272506,4879,76301,7086,39808,4085,36493,3640,19577,2757,9939,1488,9638,1976,36326,3708,20339,2490,15987,1925,5739,1602,3863,1150,1876,731,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6332786,4439,3149715,4106,3183071,4451,5069002,35057,2495580,18806,2573422,20471,879397,32000,446290,17868,433107,16882,122594,9847,67209,5715,55385,5545,222725,11873,117070,7179,105655,6665,39068,6046,23566,4131,15502,2819,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2888304,2453,1412907,4188,1475397,4522,2387806,18627,1163297,9712,1224509,12519,292197,14369,143232,8296,148965,8689,120800,10915,61412,5455,59388,7256,79127,7901,41046,4860,38081,4292,8374,2099,3920,1389,4454,1424,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36907897,10889,18347691,9048,18560206,8427,30790221,71574,15228947,37298,15561274,42305,4318755,60629,2164159,32231,2154596,34426,1094532,28856,582350,17119,512182,17870,444749,18415,235385,11249,209364,9448,259640,13144,136850,9014,122790,6805,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4988190,3936,2500269,4341,2487921,4212,4042039,25546,2009324,15779,2032715,13186,489557,19978,255117,11428,234440,11095,235856,13821,121034,8316,114822,7993,186366,9897,96135,6664,90231,5154,34372,4253,18659,2355,15713,2762,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541146,2779,1722968,2617,1818178,2320,3100742,16358,1498212,9867,1602530,9072,271709,14248,138703,8800,133006,8117,71195,6597,38359,3824,32836,3974,77333,6651,38283,3009,39050,4495,20167,2860,9411,1629,10756,2033,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,889812,1573,430631,2005,459181,1551,764640,9145,366274,5137,398366,5646,82530,8456,43329,4628,39201,4700,7471,1626,4388,1215,3083,899,30759,4030,14416,2458,16343,2311,4412,1791,2224,1118,2188,988,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,596747,1124,281860,1182,314887,1196,474676,8281,224098,5081,250578,5343,63766,6163,30373,3553,33393,3914,0,292,0,292,0,292,51244,4828,23924,3014,27320,3139,7061,1472,3465,1152,3596,830,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18647600,7733,9111895,8027,9535705,7284,15554008,45602,7546521,24770,8007487,29660,1912631,37220,943606,19024,969025,24875,546899,20448,296165,13100,250734,11768,482889,22701,249718,13556,233171,11692,151173,10799,75885,6355,75288,6226,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9587237,5924,4678601,7585,4908636,7621,8015409,37393,3900450,19993,4114959,22430,832014,29840,399518,17021,432496,17147,446534,19015,230837,10310,215697,11093,249459,15858,124844,8477,124615,9127,43821,5631,22952,3507,20869,3447,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1346274,1690,675206,2186,671068,1956,1140572,10422,565627,6739,574945,5882,123814,9349,63112,5302,60702,4933,10501,2265,6344,2193,4157,1071,53581,6065,29034,4075,24547,3164,17806,4654,11089,4549,6717,1426,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1550967,1954,776786,2668,774181,2832,1279856,12606,641168,7495,638688,7000,156267,10129,75424,5624,80843,6024,53005,5473,27788,3250,25217,3204,55638,6079,28676,3683,26962,3281,6201,1618,3730,1046,2471,929,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12680126,5467,6210257,6406,6469869,6184,11009852,32636,5386589,17644,5623263,19421,1091837,25235,530926,14741,560911,15235,312688,13739,161982,8217,150706,8010,203959,11573,101808,6781,102151,7061,61790,4951,28952,2889,32838,3644,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6414862,4257,3159187,4597,3255675,4843,5431015,24897,2671851,15343,2759164,14115,605800,18889,293569,10917,312231,11400,227286,11128,115453,6493,111833,6965,127353,8463,66143,4750,61210,4967,23408,3198,12171,1962,11237,1921,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3013053,2381,1486132,3865,1526921,3965,2553210,15158,1255495,8639,1297715,10137,268989,11425,133614,6652,135375,7012,106661,6035,54752,3851,51909,4031,72557,5707,37355,3894,35202,3197,11636,2469,4916,1123,6720,1933,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2820894,2731,1399475,4390,1421419,4113,2341401,17752,1158411,10999,1182990,9757,273703,14853,134141,8618,139562,8216,98458,5964,51991,3739,46467,4060,95059,7804,48496,4891,46563,4080,12273,2344,6436,1635,5837,1397,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4296639,3389,2114629,4610,2182010,4172,3638259,20337,1779595,12144,1858664,12024,372469,16156,180910,8436,191559,9582,147418,8433,77984,5553,69434,4942,118443,8947,62999,6232,55444,4758,20050,4259,13141,3207,6909,1842,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4483529,3720,2197691,4851,2285838,4074,3826390,25103,1866597,13330,1959793,15066,398836,19033,194733,10083,204103,11550,148455,9368,78575,5807,69880,5634,97889,8319,50241,4984,47648,5126,11959,1983,7545,1421,4414,1051,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1313902,1878,642272,1979,671630,1809,1136780,8034,553912,4998,582868,4737,109095,7375,53485,3771,55610,4738,37640,4506,19315,2848,18325,2462,27758,3059,13863,1843,13895,1832,2629,718,1697,619,932,423,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
