GEO_ID,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,NAME,B25070_001MA,B25070_001EA,B25070_002EA,B25070_002MA,B25070_003MA,B25070_003EA,B25070_004EA,B25070_004MA,B25070_005EA,B25070_005MA,B25070_006MA,B25070_006EA,B25070_007MA,B25070_007EA,B25070_008MA,B25070_008EA,B25070_009MA,B25070_009EA,B25070_010EA,B25070_010MA,B25070_011MA,B25070_011EA,state
0400000US01,542306,10228,15047,1963,40108,3797,55439,4473,54070,3987,50548,4277,42869,3710,35377,3116,43285,3066,131616,5769,73947,4767,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,91825,3849,4401,994,6059,1092,11386,1914,10442,1727,9814,1678,7465,1554,6286,1356,6004,1220,18375,2075,11593,1654,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,811112,13574,27963,3169,50976,4094,89486,6254,95992,6309,85812,5228,73120,4810,52792,4153,73018,4869,199251,7339,62702,4164,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,363334,8761,13869,2305,29700,3122,37750,4122,39542,3253,38671,3413,27740,2500,19507,2559,28389,3180,81867,4871,46299,3611,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5503300,25377,123398,4907,336141,10106,556601,12525,615790,14388,606036,13018,493501,11422,394192,9322,538529,12725,1567813,20286,271299,9431,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,667793,12023,20839,2366,45638,3626,75031,4648,81932,5189,75735,4170,57794,4035,47392,3785,58874,3717,163189,6891,41369,3061,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,435192,8295,14152,1925,27863,2967,46755,3458,50629,3746,50314,3608,36485,2962,28922,2982,36779,3082,117643,5329,25650,2509,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,88881,3899,1506,505,5213,1228,9302,1672,10847,1908,9876,1617,9233,1718,6632,1269,7847,1343,21552,2498,6873,1183,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,145195,4932,5698,1296,9805,1543,18918,2211,18218,1914,14408,2046,12252,1850,10425,1606,10693,1693,35574,3337,9204,1514,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2240938,20709,46429,4017,102379,5678,189230,7778,243794,8853,234756,9778,200645,8126,157298,6977,227752,9230,661138,12504,177517,7590,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1178255,14458,34485,3404,79603,4982,122531,6524,129168,5886,119289,5696,96407,5206,74696,5402,106509,6624,299257,8442,116310,6325,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,187279,5414,5474,1012,11093,1846,19479,2181,20715,2678,18121,2292,15267,1950,13898,1806,18843,2474,48119,3651,16270,1967,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
