GEO_ID,B05003H_001E,B05003H_001M,B05003H_002E,B05003H_002M,B05003H_003E,B05003H_003M,B05003H_004E,B05003H_004M,B05003H_005E,B05003H_005M,B05003H_006E,B05003H_006M,B05003H_007E,B05003H_007M,B05003H_008E,B05003H_008M,B05003H_009E,B05003H_009M,B05003H_010E,B05003H_010M,B05003H_011E,B05003H_011M,B05003H_012E,B05003H_012M,B05003H_013E,B05003H_013M,B05003H_014E,B05003H_014M,B05003H_015E,B05003H_015M,B05003H_016E,B05003H_016M,B05003H_017E,B05003H_017M,B05003H_018E,B05003H_018M,B05003H_019E,B05003H_019M,B05003H_020E,B05003H_020M,B05003H_021E,B05003H_021M,B05003H_022E,B05003H_022M,B05003H_023E,B05003H_023M,NAME,B05003H_001MA,B05003H_001EA,B05003H_002MA,B05003H_002EA,B05003H_003MA,B05003H_003EA,B05003H_004MA,B05003H_004EA,B05003H_005MA,B05003H_005EA,B05003H_006EA,B05003H_006MA,B05003H_007MA,B05003H_007EA,B05003H_008MA,B05003H_008EA,B05003H_009EA,B05003H_009MA,B05003H_010EA,B05003H_010MA,B05003H_011EA,B05003H_011MA,B05003H_012EA,B05003H_012MA,B05003H_013MA,B05003H_013EA,B05003H_014EA,B05003H_014MA,B05003H_015EA,B05003H_015MA,B05003H_016MA,B05003H_016EA,B05003H_017EA,B05003H_017MA,B05003H_018EA,B05003H_018MA,B05003H_019MA,B05003H_019EA,B05003H_020EA,B05003H_020MA,B05003H_021EA,B05003H_021MA,B05003H_022EA,B05003H_022MA,B05003H_023EA,B05003H_023MA,state
0400000US01,3206485,934,1568976,1857,346165,1820,344203,2162,1962,1049,1021,665,941,715,1222811,618,1213000,1602,9811,1463,4989,919,4822,1200,1637509,1919,326874,1904,325523,2061,1351,707,616,413,735,484,1310635,298,1297003,1844,13632,1764,7767,1193,5865,1357,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,457264,758,242122,799,51043,533,50679,627,364,341,86,145,278,320,191079,538,186375,1265,4704,1256,2477,946,2227,690,215142,623,47688,527,47454,557,234,214,84,109,150,181,167454,358,160532,1267,6922,1282,3277,994,3645,901,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3703810,1751,1831542,1668,348153,1118,345006,1446,3147,1072,1219,780,1928,760,1483389,1420,1420085,4932,63304,4645,36626,3517,26678,3321,1872268,1666,329613,1297,328198,1487,1415,593,383,232,1032,568,1542655,857,1465570,4250,77085,4416,45310,3296,31775,3061,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2176442,1589,1068942,2070,238837,1743,238328,1779,509,397,141,173,368,333,830105,1005,823571,1934,6534,1711,3092,859,3442,1284,1107500,1850,225478,1716,224477,1881,1001,762,111,139,890,754,882022,708,871645,1865,10377,1731,5427,1174,4950,1248,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14948814,7382,7442134,4522,1301942,2680,1271429,4185,30513,3833,7651,1574,22862,3403,6140192,3160,5536761,13494,603431,13740,373464,11088,229967,9226,7506680,4343,1234376,2215,1204299,4006,30077,3319,7331,1416,22746,3159,6272304,2851,5599663,14999,672641,14720,437356,10935,235285,8900,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3528477,2598,1759403,2282,365495,1565,361396,1978,4099,1143,1311,655,2788,987,1393908,1581,1348987,3717,44921,3646,25125,2888,19796,2230,1769074,2115,345679,1398,341368,1938,4311,1234,1344,677,2967,1048,1423395,1570,1368113,4473,55282,4143,30578,2674,24704,2959,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2540999,4032,1234125,2316,254201,1321,249382,1797,4819,1254,1700,701,3119,1133,979924,1447,899273,4355,80651,4398,47320,3252,33331,3257,1306874,1958,241733,801,237710,1398,4023,1074,1332,579,2691,948,1065141,1597,975429,4714,89712,4445,55215,3405,34497,3369,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,587891,342,284869,240,55937,144,55891,160,46,79,46,79,0,265,228932,143,224797,862,4135,845,2774,683,1361,602,303022,216,53259,78,53140,167,119,145,56,96,63,107,249763,199,243252,1110,6511,1080,4429,994,2082,674,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,210100,447,103915,324,8972,174,8587,305,385,242,99,122,286,208,94943,282,85566,1441,9377,1446,3543,790,5834,1277,106185,262,8523,200,8378,209,145,150,56,92,89,111,97662,173,87703,1625,9959,1607,4481,1120,5478,1197,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10884119,9928,5335768,4926,934352,2249,921681,3328,12671,2589,2726,772,9945,2290,4401416,3568,4132706,8510,268710,7759,146918,5854,121792,5792,5548351,5991,885783,2859,873708,3214,12075,2016,3795,1179,8280,1699,4662568,4193,4334344,10988,328224,10062,188875,6890,139349,6865,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5419594,2591,2663985,3032,599780,2889,595645,3168,4135,1160,1621,637,2514,912,2064205,1085,2003330,4959,60875,4871,31800,3433,29075,3270,2755609,3092,569973,2813,565178,3188,4795,1291,1251,762,3544,1082,2185636,1044,2119991,4150,65645,4176,36171,2806,29474,3138,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,308895,865,167597,1132,20761,1117,20552,1137,209,228,0,275,209,228,146836,167,136957,1831,9879,1805,4659,1141,5220,1193,141298,1070,18709,929,18497,908,212,200,75,125,137,150,122589,520,111249,1842,11340,1686,5775,1045,5565,1317,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1320295,460,658663,820,170327,824,169659,940,668,410,358,377,310,282,488336,252,480894,1642,7442,1638,3867,1141,3575,999,661632,865,159816,826,159090,938,726,541,161,150,565,498,501816,261,491353,1690,10463,1672,6511,1384,3952,954,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8170079,2292,4002372,1822,847756,1403,836623,2225,11133,1883,3900,1125,7233,1389,3154616,834,2941579,7276,213037,7258,126095,5961,86942,5410,4167707,1691,805697,1362,792125,2881,13572,2395,5175,1318,8397,1775,3362010,993,3125842,7262,236168,7268,147427,6218,88741,4779,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5289807,2444,2598657,2477,611077,2065,608687,2340,2390,807,1512,640,878,460,1987580,1211,1962920,2684,24660,2478,14266,1774,10394,1603,2691150,1986,577055,1648,574695,1802,2360,626,1492,677,868,460,2114095,909,2083424,3254,30671,3084,20628,2445,10043,1769,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2700807,2733,1329345,1582,302647,1113,301169,1151,1478,641,751,486,727,447,1026698,873,1014020,2180,12678,1960,7307,1390,5371,1119,1371462,2111,287250,1532,285337,1835,1913,787,558,284,1355,696,1084212,831,1067948,2434,16264,2261,8521,1289,7743,1669,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2233460,994,1099401,1634,255457,1599,253405,1823,2052,1037,856,715,1196,737,843944,310,832746,2444,11198,2466,4636,1205,6562,1850,1134059,1784,242494,1565,240647,1736,1847,698,654,358,1193,649,891565,632,876828,2067,14737,1968,8604,1543,6133,1292,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
