GEO_ID,B27001_001E,B27001_001M,B27001_002E,B27001_002M,B27001_003E,B27001_003M,B27001_004E,B27001_004M,B27001_005E,B27001_005M,B27001_006E,B27001_006M,B27001_007E,B27001_007M,B27001_008E,B27001_008M,B27001_009E,B27001_009M,B27001_010E,B27001_010M,B27001_011E,B27001_011M,B27001_012E,B27001_012M,B27001_013E,B27001_013M,B27001_014E,B27001_014M,B27001_015E,B27001_015M,B27001_016E,B27001_016M,B27001_017E,B27001_017M,B27001_018E,B27001_018M,B27001_019E,B27001_019M,B27001_020E,B27001_020M,B27001_021E,B27001_021M,B27001_022E,B27001_022M,B27001_023E,B27001_023M,B27001_024E,B27001_024M,B27001_025E,B27001_025M,B27001_026E,B27001_026M,B27001_027E,B27001_027M,B27001_028E,B27001_028M,B27001_029E,B27001_029M,B27001_030E,B27001_030M,B27001_031E,B27001_031M,B27001_032E,B27001_032M,B27001_033E,B27001_033M,B27001_034E,B27001_034M,B27001_035E,B27001_035M,B27001_036E,B27001_036M,B27001_037E,B27001_037M,B27001_038E,B27001_038M,B27001_039E,B27001_039M,B27001_040E,B27001_040M,B27001_041E,B27001_041M,B27001_042E,B27001_042M,B27001_043E,B27001_043M,B27001_044E,B27001_044M,B27001_045E,B27001_045M,B27001_046E,B27001_046M,B27001_047E,B27001_047M,B27001_048E,B27001_048M,B27001_049E,B27001_049M,B27001_050E,B27001_050M,B27001_051E,B27001_051M,B27001_052E,B27001_052M,B27001_053E,B27001_053M,B27001_054E,B27001_054M,B27001_055E,B27001_055M,B27001_056E,B27001_056M,B27001_057E,B27001_057M,NAME,B27001_001EA,B27001_001MA,B27001_002EA,B27001_002MA,B27001_003MA,B27001_003EA,B27001_004MA,B27001_004EA,B27001_005MA,B27001_005EA,B27001_006EA,B27001_006MA,B27001_007EA,B27001_007MA,B27001_008EA,B27001_008MA,B27001_009MA,B27001_009EA,B27001_010MA,B27001_010EA,B27001_011EA,B27001_011MA,B27001_012EA,B27001_012MA,B27001_013EA,B27001_013MA,B27001_014MA,B27001_014EA,B27001_015EA,B27001_015MA,B27001_016MA,B27001_016EA,B27001_017EA,B27001_017MA,B27001_018MA,B27001_018EA,B27001_019EA,B27001_019MA,B27001_020EA,B27001_020MA,B27001_021MA,B27001_021EA,B27001_022MA,B27001_022EA,B27001_023MA,B27001_023EA,B27001_024EA,B27001_024MA,B27001_025MA,B27001_025EA,B27001_026MA,B27001_026EA,B27001_027EA,B27001_027MA,B27001_028MA,B27001_028EA,B27001_029EA,B27001_029MA,B27001_030EA,B27001_030MA,B27001_031MA,B27001_031EA,B27001_032MA,B27001_032EA,B27001_033MA,B27001_033EA,B27001_034EA,B27001_034MA,B27001_035MA,B27001_035EA,B27001_036MA,B27001_036EA,B27001_037MA,B27001_037EA,B27001_038MA,B27001_038EA,B27001_039MA,B27001_039EA,B27001_040EA,B27001_040MA,B27001_041EA,B27001_041MA,B27001_042MA,B27001_042EA,B27001_043EA,B27001_043MA,B27001_044MA,B27001_044EA,B27001_045MA,B27001_045EA,B27001_046EA,B27001_046MA,B27001_047MA,B27001_047EA,B27001_048MA,B27001_048EA,B27001_049EA,B27001_049MA,B27001_050MA,B27001_050EA,B27001_051EA,B27001_051MA,B27001_052EA,B27001_052MA,B27001_053MA,B27001_053EA,B27001_054EA,B27001_054MA,B27001_055MA,B27001_055EA,B27001_056EA,B27001_056MA,B27001_057EA,B27001_057MA,state
0400000US01,4702769,1669,2264282,5426,188286,3666,178890,3646,9396,2130,392123,4605,365505,5032,26618,3531,236302,3998,160607,4437,75695,4527,276701,4038,182403,5198,94298,5003,292383,4241,221552,5141,70831,4230,327871,3597,267585,4863,60286,3781,278439,2068,251481,3101,26958,2695,167773,1670,167056,1580,717,555,104404,1650,104150,1606,254,300,2438487,5571,178951,3512,170808,3816,8143,1415,374278,4155,351477,4853,22801,3329,242582,2992,179478,4548,63104,4402,305380,3742,227798,5238,77582,4670,312342,3234,253059,4703,59283,4163,350702,2437,293947,4040,56755,3823,308834,1550,275911,3116,32923,2635,198107,1475,197663,1468,444,357,167311,1992,166807,2027,504,446,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689249,1872,351120,2257,33667,1374,30235,1656,3432,908,64400,2292,56099,2392,8301,1345,31899,1604,18226,1429,13673,1414,47996,1811,30141,2344,17855,1865,45510,1647,34671,1988,10839,1614,56100,1441,43228,1726,12872,1395,46546,828,38232,1474,8314,1331,17286,721,16668,748,618,423,7716,531,7716,531,0,246,338129,1869,30792,1532,28220,1595,2572,935,59125,1729,50587,2327,8538,1677,33878,1226,23520,1712,10358,1490,47646,1232,36401,2206,11245,1756,44094,1124,35894,1301,8200,1104,54924,1223,43039,1615,11885,1269,40842,895,33260,1331,7582,1263,16632,733,16176,671,456,352,10196,716,10096,690,100,109,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6310174,2001,3105385,4053,280992,4198,254413,4298,26579,3039,554357,3998,476518,7132,77839,5996,311034,2932,202450,6111,108584,5450,410783,3438,284347,5812,126436,5807,397024,2712,297484,5372,99540,5023,405281,2351,325142,4279,80139,4536,345382,1304,298758,3522,46624,3663,236711,1478,233735,1791,2976,927,163821,1344,162505,1503,1316,589,3204789,3753,266773,4076,239016,4631,27757,3329,527809,3948,452017,6822,75792,6353,301742,2276,217271,5226,84471,4951,419039,2229,324272,5253,94767,5160,403764,2259,323119,5020,80645,4224,427190,2282,352767,4046,74423,4025,383444,1067,331646,3225,51798,2957,262884,1449,259149,1852,3735,1123,212144,1791,210433,1870,1711,766,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2867611,1672,1395533,6537,123400,3855,117652,3900,5748,1635,236667,4150,217048,4595,19619,2744,141178,3650,83911,4571,57267,4048,176009,4209,110522,4109,65487,3739,176951,3383,129556,3543,47395,3247,194640,2628,152535,3185,42105,3075,167002,1479,142345,3057,24657,2744,110609,1659,110410,1656,199,175,69077,1312,68999,1309,78,104,1472078,6426,114999,2861,109888,2973,5111,1410,234308,3343,218291,4345,16017,2592,143662,3459,94391,3995,49271,3439,180206,3706,128290,4586,51916,3897,185609,2837,137090,3777,48519,3761,204804,2473,165378,3387,39426,2797,183372,1520,156283,2923,27089,2928,122305,1789,121942,1807,363,256,102813,1833,102467,1925,346,519,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36815569,4634,18152479,9393,1561392,7583,1461482,9069,99910,5303,3187808,8503,2865187,14545,322621,12640,1955217,5842,1223405,13008,731812,13471,2598957,6290,1657834,15162,941123,14984,2529992,6352,1819487,13947,710505,12670,2548771,5249,1978827,11367,569944,11014,1945031,2998,1620437,10457,324594,10228,1048445,2855,1024057,4262,24388,3180,776866,2601,769765,2895,7101,1388,18663090,7973,1485825,6604,1390930,8602,94895,5861,3053666,6254,2738340,11674,315326,11256,1877834,4146,1320743,13333,557091,13249,2591500,4970,1933354,11024,658146,10913,2573727,4032,2015424,11997,558303,10731,2633301,3387,2114594,10178,518707,10084,2095577,3072,1745234,9551,350343,9687,1221552,2250,1194088,3631,27464,3011,1130108,5102,1117468,5132,12640,2070,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4956873,2211,2462240,6565,211470,3516,194820,4569,16650,2458,418369,3965,371401,5559,46968,4413,238879,3036,157979,4057,80900,4131,355392,3429,238831,5728,116561,5587,343914,3236,272649,4436,71265,4328,360658,2825,295597,4495,65061,4124,293958,1614,257705,3003,36253,2381,146421,1406,145841,1457,580,357,93179,1394,92779,1372,400,339,2494633,6292,201887,3482,184099,3747,17788,2597,394482,3430,351760,5583,42722,4369,234438,2515,174518,4072,59920,3830,347950,3192,267953,5315,79997,5156,343257,2746,285355,5234,57902,4564,370437,2084,313062,3994,57375,3507,305647,1338,268922,2632,36725,2693,161686,1503,160102,1602,1584,650,134849,1680,134391,1620,458,373,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3519913,989,1704117,2239,122941,2309,120383,2337,2558,788,293204,2575,285038,3211,8166,1736,159817,1219,124179,2925,35638,3006,201014,1967,147469,3619,53545,3267,230998,1889,193360,4035,37638,4038,275921,1397,245602,2877,30319,2786,212900,922,196686,2047,16214,1881,118138,1194,116405,1427,1733,733,89184,946,88741,944,443,417,1815796,2076,119947,1900,116601,2259,3346,1266,278918,1811,268874,2367,10044,1836,158570,1138,135638,2424,22932,2385,210731,1611,182508,2965,28223,2777,246441,1323,222408,2807,24033,2792,293984,1363,267762,2919,26222,2784,229702,936,213037,2058,16665,1915,137034,1007,134882,1175,2152,662,140469,1476,140207,1474,262,213,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885232,820,426205,1636,33808,1245,32821,1337,987,547,71675,1300,66703,2060,4972,1549,45213,1107,34021,1535,11192,1725,51130,1188,38404,2009,12726,1649,53961,1172,46159,1859,7802,1632,63102,1088,54792,1618,8310,1519,51844,537,47821,1230,4023,1081,33638,645,33620,644,18,27,21834,430,21796,423,38,63,459027,1568,33216,1216,32118,1342,1098,682,67347,1258,63392,1699,3955,1039,45443,839,39436,1564,6007,1601,55722,869,48737,1612,6985,1344,60068,1086,54144,1799,5924,1519,68267,1034,60922,1591,7345,1302,59019,642,54739,1321,4280,1181,38261,534,38162,553,99,121,31684,603,31644,602,40,67,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594282,401,278370,1152,19737,841,19547,873,190,230,31482,1086,30050,1237,1432,685,37037,748,31799,1645,5238,1496,58359,713,49571,2007,8788,1964,39492,482,35053,1169,4439,1139,36965,472,32463,1161,4502,1143,28562,707,25617,1170,2945,962,16043,328,15821,390,222,186,10693,299,10577,259,116,179,315912,1126,18119,842,17939,863,180,179,31652,1067,31145,1141,507,360,47566,165,44592,776,2974,789,66057,135,60202,1390,5855,1384,40470,649,37697,1093,2773,950,37367,444,34599,805,2768,762,34300,418,32646,756,1654,663,20849,634,20334,739,515,470,19532,939,19466,935,66,119,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18534081,4456,8979510,7602,656093,6433,587993,7765,68100,5589,1384332,6378,1193639,12897,190693,10509,858468,6021,493525,9816,364943,9664,1081604,6473,599645,10095,481959,10414,1160503,5173,767651,10352,392852,9755,1306011,3636,935035,11439,370976,10609,1096600,3232,895992,9158,200608,8909,803499,3244,789918,3954,13581,2217,632400,2822,628919,3181,3481,1108,9554571,6409,631346,6717,571689,7963,59657,4475,1318476,7586,1129992,10560,188484,8231,854559,4148,555143,9607,299416,9178,1118472,5184,756289,10565,362183,10021,1224525,5011,881287,8983,343238,9144,1394513,3995,1058171,9903,336342,10021,1240024,2596,1004327,9581,235697,9537,920438,2950,901677,3657,18761,2323,852218,3159,842129,3431,10089,2113,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
