C24040_011E,C24040_011M,C24040_012E,C24040_012M,C24040_013E,C24040_013M,C24040_014E,C24040_014M,C24040_015E,C24040_015M,C24040_016E,C24040_016M,C24040_017E,C24040_017M,C24040_018E,C24040_018M,C24040_019E,C24040_019M,C24040_020E,C24040_020M,C24040_021E,C24040_021M,C24040_022E,C24040_022M,C24040_023E,C24040_023M,C24040_024E,C24040_024M,C24040_025E,C24040_025M,C24040_026E,C24040_026M,C24040_027E,C24040_027M,C24040_028E,C24040_028M,C24040_029E,C24040_029M,C24040_030E,C24040_030M,C24040_031E,C24040_031M,C24040_032E,C24040_032M,C24040_033E,C24040_033M,C24040_034E,C24040_034M,C24040_035E,C24040_035M,C24040_036E,C24040_036M,C24040_037E,C24040_037M,C24040_038E,C24040_038M,C24040_039E,C24040_039M,C24040_040E,C24040_040M,C24040_041E,C24040_041M,C24040_042E,C24040_042M,C24040_043E,C24040_043M,C24040_044E,C24040_044M,C24040_045E,C24040_045M,C24040_046E,C24040_046M,C24040_047E,C24040_047M,C24040_048E,C24040_048M,C24040_049E,C24040_049M,C24040_050E,C24040_050M,C24040_051E,C24040_051M,C24040_052E,C24040_052M,C24040_053E,C24040_053M,C24040_054E,C24040_054M,C24040_055E,C24040_055M,GEO_ID,C24040_001E,C24040_001M,C24040_002E,C24040_002M,C24040_003E,C24040_003M,C24040_004E,C24040_004M,C24040_005E,C24040_005M,C24040_006E,C24040_006M,C24040_007E,C24040_007M,C24040_008E,C24040_008M,C24040_009E,C24040_009M,C24040_010E,C24040_010M,C24040_011MA,C24040_011EA,C24040_012MA,C24040_012EA,C24040_013MA,C24040_013EA,C24040_014MA,C24040_014EA,C24040_015MA,C24040_015EA,C24040_016EA,C24040_016MA,C24040_017MA,C24040_017EA,C24040_018MA,C24040_018EA,C24040_019MA,C24040_019EA,C24040_020MA,C24040_020EA,C24040_021EA,C24040_021MA,C24040_022MA,C24040_022EA,C24040_023MA,C24040_023EA,C24040_024MA,C24040_024EA,C24040_025MA,C24040_025EA,C24040_026EA,C24040_026MA,C24040_027MA,C24040_027EA,C24040_028MA,C24040_028EA,C24040_029EA,C24040_029MA,C24040_030EA,C24040_030MA,C24040_031MA,C24040_031EA,C24040_032EA,C24040_032MA,C24040_033MA,C24040_033EA,C24040_034MA,C24040_034EA,C24040_035EA,C24040_035MA,C24040_036MA,C24040_036EA,C24040_037EA,C24040_037MA,C24040_038MA,C24040_038EA,C24040_039MA,C24040_039EA,C24040_040EA,C24040_040MA,C24040_041EA,C24040_041MA,C24040_042MA,C24040_042EA,C24040_043EA,C24040_043MA,C24040_044MA,C24040_044EA,C24040_045MA,C24040_045EA,C24040_046EA,C24040_046MA,C24040_047MA,C24040_047EA,C24040_048EA,C24040_048MA,C24040_049EA,C24040_049MA,C24040_050MA,C24040_050EA,C24040_051MA,C24040_051EA,C24040_052MA,C24040_052EA,C24040_053EA,C24040_053MA,C24040_054EA,C24040_054MA,C24040_055MA,C24040_055EA,NAME,C24040_001MA,C24040_001EA,C24040_002MA,C24040_002EA,C24040_003MA,C24040_003EA,C24040_004EA,C24040_004MA,C24040_005MA,C24040_005EA,C24040_006MA,C24040_006EA,C24040_007MA,C24040_007EA,C24040_008MA,C24040_008EA,C24040_009EA,C24040_009MA,C24040_010EA,C24040_010MA,state
117761,5878,28133,2630,51256,4341,92069,5271,60328,4280,31741,3256,205100,7984,122828,5936,1302,516,80970,6136,150014,7153,79398,5246,70616,4742,92551,5858,16947,2259,75604,5291,76015,4566,109212,5232,1327808,15595,4584,1094,3697,992,887,501,15134,2268,105749,5180,30588,2671,146208,5988,44791,3416,38292,3608,6499,1358,33805,3244,118256,5308,87751,4522,30505,3023,125362,5940,82580,4657,1257,451,41525,3602,463142,10758,184341,6495,278801,8933,85648,5548,9065,1889,76583,5134,55833,4603,98708,4930,0400000US13,2948169,20651,1620361,13925,30474,3492,26140,2905,4334,1684,164898,8975,258583,9458,80918,5169,163377,7090,145894,6449,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
16241,2535,4460,1003,4448,992,14534,2172,6771,1231,7763,1550,26571,2974,13064,2064,143,186,13364,2137,28987,3008,14852,1820,14135,2717,33438,3497,6940,1399,26498,3298,8540,1509,28050,2621,202093,5385,1686,906,1686,906,0,275,3874,987,3988,814,4120,1106,21133,2436,7950,1412,6617,1375,1333,514,2341,791,19360,2177,12368,1546,6992,1383,16111,1896,9808,1391,125,147,6178,1336,64514,4393,26234,2811,38280,3347,26633,2518,3220,842,23413,2432,10289,1402,20094,2104,0400000US15,440818,8484,238725,6016,4450,998,4450,998,0,275,30314,3159,10500,1937,8188,1555,20004,2422,20701,2580,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
15864,2212,5452,1275,4327,1129,10935,1736,7382,1287,3553,866,29914,2452,18220,2048,0,267,11694,1792,24406,2538,13055,1880,11351,1535,10771,1904,3188,1046,7583,1600,8998,1190,16971,1607,178367,5720,4331,1059,4022,1024,309,268,2083,617,13212,1922,4100,1138,21498,2289,4492,1226,3066,1018,1426,481,4500,1211,17280,1926,14373,1866,2907,790,15906,2273,9553,1640,149,173,6204,1327,62301,3494,23368,2281,38933,2955,11245,2039,1883,601,9362,1986,4829,985,12590,1520,0400000US16,430407,8021,252040,5479,20729,2010,19062,1958,1667,503,23891,2141,41511,3223,11673,1367,26598,2407,21316,2458,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
168768,6747,32802,2944,51607,3799,170155,7067,129007,5598,41148,3597,277640,8142,183277,6248,3673,978,90690,5133,231219,7865,112575,5390,118644,6176,144144,6404,32508,3095,111636,5874,100594,5437,117454,5758,1742415,13948,6214,1192,5007,1000,1207,629,15331,2047,177520,6007,43290,3340,158374,6513,61828,4485,54966,4377,6862,1104,41255,3350,186529,7156,159832,6358,26697,2798,183743,6469,124152,5389,3632,975,55959,4144,614393,10331,215145,5376,399248,8878,99160,5228,21912,2507,77248,4353,71608,4490,83170,3919,0400000US17,3982479,22056,2240064,16998,38667,2519,30645,2307,8022,1202,168013,5805,423836,8518,106622,5857,208543,7689,201570,7504,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
71251,3995,17264,1773,19038,1945,53541,3558,35787,2828,17754,2236,83337,4222,51649,3764,594,388,31094,2605,107380,5348,54036,3135,53344,3868,50014,4210,12625,1956,37389,3576,48527,3525,51868,3051,834512,11140,4057,860,3748,865,309,222,10355,1480,118470,5724,14966,1798,86399,5098,25304,2665,21151,2332,4153,1086,13079,1392,71491,3726,57754,3508,13737,1627,61319,3951,39388,3259,548,307,21383,1898,304352,7450,94835,4430,209517,6767,54252,4135,12635,1879,41617,3372,31891,2416,38577,3123,0400000US18,1927642,15979,1093130,11059,29161,2641,23924,2390,5237,1060,96284,5480,312267,7082,46556,3214,106642,4175,88515,4130,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
36200,2568,11053,1418,9836,1737,40185,2364,34345,2155,5840,1046,39359,2784,22942,2121,486,425,15931,1952,56667,3468,29729,2181,26938,2607,22498,2816,7293,1395,15205,2218,25900,2438,24179,2230,453719,5732,5492,918,5373,932,119,120,4794,916,45174,2718,10848,1591,45024,3128,13795,1677,10683,1385,3112,793,10451,1409,61364,3266,56012,3077,5352,1305,28758,2470,18172,1779,186,191,10400,1664,170617,4415,55480,2893,115137,3687,21998,2177,4893,848,17105,1971,15129,1787,20275,1752,0400000US19,1043792,9102,590073,7192,43131,2386,41966,2324,1165,382,60274,3216,134952,5032,29323,2569,56516,3209,47253,2870,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
28034,2287,9527,1260,14286,1953,28658,2366,22101,2224,6557,1054,46497,3476,31372,2792,327,250,14798,1856,58252,3746,30563,2315,27689,3000,25360,2952,6116,1450,19244,2655,20109,1996,31082,2101,412610,7620,4826,1102,3677,819,1149,525,5475,1072,35452,2922,7984,1321,40457,3208,10248,1605,8269,1412,1979,601,10597,1496,36165,3282,29819,2943,6346,1232,34681,2846,21749,2201,633,388,12299,1925,163640,5404,60871,3239,102769,4574,21639,2440,4133,846,17506,2197,15338,2000,26108,2489,0400000US20,945070,11476,532460,8523,34329,2362,28458,2120,5871,1123,54479,3576,105444,4407,22638,2376,53765,3569,37561,2577,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
45751,3629,13561,1694,15272,1996,30470,2719,22093,2388,8377,1444,54799,4003,30974,3244,451,225,23374,2588,73896,4398,34513,2882,39383,3403,29397,2920,5825,1129,23572,3004,34204,3192,38117,2966,549827,9103,4580,959,3407,860,1173,453,6253,1452,49677,3296,10681,1802,59812,4168,16550,2056,13112,1892,3438,933,11183,1638,47848,3450,41674,3211,6174,1346,38536,3289,26139,2864,930,409,11467,1463,221738,6376,73560,4630,148178,5134,30488,2876,4614,1026,25874,2754,20609,2335,31872,2563,0400000US21,1237818,14639,687991,11377,40562,3064,19477,2472,21085,2099,63399,4616,143990,5841,30171,3160,74402,4367,59312,4119,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
52952,3737,15552,2211,11527,1817,33241,3274,19327,2237,13914,2226,59954,4721,35108,2982,416,276,24430,3319,74658,4719,35006,3000,39652,3625,48493,3944,14367,2545,34126,3264,38584,3459,57153,4028,624765,9718,5129,1095,1011,546,4118,1029,10598,1607,27418,2998,10455,1557,75810,4567,14655,2400,11014,2028,3641,1059,9305,1579,54206,3305,41620,3308,12586,1957,45060,3957,32423,3159,207,162,12430,2111,255445,7456,93860,4182,161585,6796,48365,3929,13603,1903,34762,3620,23524,2431,44795,3433,0400000US22,1388346,14662,763581,10168,55590,4033,13503,1776,42087,3991,101353,6115,112141,5801,35560,3222,66823,4538,68504,4354,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
11488,1847,3243,825,4704,1192,12338,1395,9758,1310,2580,674,21187,2310,12443,1795,60,99,8684,1386,32291,2708,14653,1840,17638,1833,10710,1657,3716,1065,6994,1296,7927,1035,13775,1621,191364,4061,1242,443,1242,443,0,230,2054,579,11169,1471,3501,996,20190,2319,3359,794,2838,741,521,269,4227,979,20985,2023,18601,1921,2384,691,16962,2160,11536,1718,271,298,5155,1164,81529,4087,25288,1985,56241,3571,10003,1579,1881,695,8122,1408,7139,1241,9004,1354,0400000US23,421165,6486,229801,4955,7901,968,7634,997,267,181,25745,2576,38962,2839,11419,1396,28111,2206,14731,1899,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
57606,4205,14649,2028,31003,2909,72244,4232,47616,3887,24628,2196,197788,6234,145663,5208,706,452,51419,4050,127278,5563,59680,3843,67598,4176,63131,4760,15212,2361,47919,4149,49530,3874,153193,5503,964784,12739,1492,596,1442,591,50,68,14524,2054,34968,2984,11784,1979,68814,3689,21504,2314,17537,2293,3967,976,24525,2728,81626,4627,60239,3715,21387,2358,131184,5276,98356,4513,360,297,32468,3803,317311,9971,107673,5743,209638,7753,51984,4378,10287,1752,41697,3823,52227,3819,152841,5804,0400000US24,2077888,16354,1113104,9849,7712,1442,6274,1353,1438,621,123585,5642,92541,5072,35300,2852,87544,5270,72255,4689,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
51017,4406,17344,2054,36427,3070,105066,5926,79517,4710,25549,3254,189270,6928,143067,5817,987,512,45216,3713,174624,6474,84835,4583,89789,4987,65916,4630,12615,1694,53301,4549,45189,3515,67800,3714,928541,13979,1373,534,1373,534,0,285,8709,1545,71832,3819,16930,1881,79365,5086,16705,1877,13399,1742,3306,857,26546,2489,96111,5060,81518,4635,14593,2118,110313,5002,86154,4000,1336,606,22823,2429,367785,9726,129459,5388,238326,7696,50755,4272,10597,1847,40158,3904,38683,3523,43434,3373,0400000US25,2123288,17078,1194747,12054,6212,1457,5276,1321,936,487,99928,5263,177975,6164,46079,3046,111900,4932,68361,5092,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
73844,3907,24295,2414,27964,2724,76133,3901,51858,2744,24275,2649,142949,5856,89773,4327,1241,515,51935,3300,160854,5659,75929,3675,84925,4198,74063,4326,17217,2199,56846,4172,69077,4251,70726,3457,1150440,10073,4152,757,3511,639,641,275,10867,1362,141206,5675,18973,1756,112536,5239,32151,2526,25177,2402,6974,1090,19190,2141,102920,4786,85046,4238,17874,1808,94623,4847,59887,3539,1020,439,33716,3047,438478,7834,139874,4526,298604,7255,66243,4352,14457,1896,51786,3650,46515,3089,62586,3532,0400000US26,2606918,17017,1456478,14088,31666,2945,26823,2701,4843,953,100324,4723,398640,8343,63811,3783,142132,5898,98139,4602,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
57023,3007,12798,1486,23610,2338,71449,3897,57873,3445,13576,1618,104567,4748,72672,3480,1317,489,30578,2564,112910,4721,47733,2803,65177,4035,49425,3221,18252,2166,31173,2737,40530,2931,43809,2576,759694,8223,6004,832,5772,820,232,162,8064,1090,86195,3776,17064,1595,75287,3963,18419,1652,15135,1584,3284,746,16609,1786,84931,3905,73050,3635,11881,1604,72919,3438,48385,2908,1130,448,23404,2145,269632,6973,75591,3960,194041,5936,37526,2475,10698,1410,26828,2446,29526,2139,37518,2222,0400000US27,1759872,13212,1000178,9349,42183,1973,39617,1845,2566,569,79532,3956,212249,5586,48226,3224,101867,5121,69821,3208,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
33238,3114,9703,1890,9461,1662,15267,1954,9673,1649,5594,1379,29434,2785,14735,2029,107,123,14592,1998,47334,3574,24217,2467,23117,2065,30152,3573,12976,1974,17176,2656,25602,2534,33322,3087,387666,8056,1751,702,1687,678,64,86,3803,1003,35053,3119,6522,1347,42816,3392,10101,1758,8013,1660,2088,659,6871,1318,27126,2730,22656,2494,4470,974,18938,2408,12477,1632,210,220,6251,1502,163053,6796,60753,4254,102300,5241,28280,2847,9889,1714,18391,2382,15816,2340,27536,2566,0400000US28,844618,12754,456952,9298,20337,2276,13202,2066,7135,1565,46405,4087,90085,5221,20656,2382,45956,3750,42941,3308,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
68383,4035,18167,1516,31671,3006,64694,3766,45514,3154,19180,2403,94639,4278,54865,3578,995,481,38779,2952,111312,4789,54365,3044,56947,3641,54494,4003,14249,2086,40245,3399,47225,3196,61984,3857,864211,11482,5716,1023,5415,997,301,185,9121,1573,75798,4133,17820,2134,88797,4963,21797,2392,15867,1919,5930,1134,19383,2300,88343,5124,72789,4514,15554,2194,70436,4245,43288,3266,1235,485,25913,2824,331265,8326,110766,5000,220499,6362,51235,3646,12336,1895,38899,3293,31610,2680,52890,3748,0400000US29,1876462,14881,1012251,10121,30563,2730,26320,2502,4243,918,90024,5214,184658,6140,47199,3604,107238,4892,86550,4407,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
11691,1907,3123,777,2956,831,8355,1407,5877,1157,2478,765,13038,1433,8792,1181,16,25,4230,1093,18317,1727,9580,1300,8737,1409,9507,1491,2459,613,7048,1333,7207,1234,14826,1853,127636,3685,3531,677,3170,671,361,231,1694,651,3615,844,2243,654,14073,1722,3615,839,2741,751,874,451,3206,920,11936,1429,9624,1349,2312,671,10339,1445,7215,1107,85,153,3039,865,48277,2882,14890,1844,33387,2348,9789,1813,2259,712,7530,1592,4553,955,10765,1556,0400000US30,297092,6441,169456,5187,19996,1644,15308,1484,4688,892,22890,2363,12891,1774,7437,1276,17222,1983,14814,1938,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
30355,2405,8642,1099,8847,1563,24323,2033,19508,1771,4815,1107,31861,2712,20690,1907,45,74,11126,1764,36878,2659,18910,1779,17968,2094,16486,2272,2987,791,13499,2142,15936,2053,16721,1529,277364,5279,2474,591,2375,572,99,124,2842,771,21736,1975,4632,966,27193,2238,8008,1334,6064,1090,1944,642,5469,1042,35317,2756,31467,2686,3850,862,21645,2511,12983,1868,405,361,8257,1415,107051,4093,34342,2589,72709,3580,13546,2039,2768,741,10778,1871,11172,1505,16279,1731,0400000US31,643541,7418,366177,5508,28948,1896,28105,1857,843,381,37200,3037,56996,3244,17128,1641,35856,2593,38997,2637,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
26255,2776,4988,1059,11138,1607,22976,2383,11989,1785,10987,1816,53953,5073,29496,3895,654,510,23803,2935,37667,3037,17517,2253,20150,2103,115050,6534,42444,4347,72606,4757,18281,2446,29824,3410,365635,8412,2662,810,449,304,2213,692,6709,1632,11681,2131,7061,1420,39184,3865,11507,2059,8833,1783,2674,812,4136,1046,30697,2469,19324,2093,11373,1617,31069,3341,19311,2450,410,463,11348,2180,89119,5306,29797,2702,59322,4409,94630,5989,32241,3218,62389,4873,14246,2246,22934,2840,0400000US32,829620,12837,463985,9620,12916,1788,2582,754,10334,1641,40948,3513,27518,2792,15956,2222,46515,3927,31243,2925,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
11967,1688,3880,904,4921,827,15790,1908,11899,1748,3891,909,29941,2632,21142,1921,227,193,8572,1663,26784,2129,12352,1525,14432,1683,13832,2113,3699,855,10133,1850,9131,1232,12391,1413,196017,5060,983,614,983,614,0,257,2021,765,18876,2142,4940,1102,23243,2774,3689,953,2942,886,747,403,4106,912,19277,2000,16270,1786,3007,758,16699,1853,12383,1463,433,293,3883,991,76441,4034,27216,2344,49225,3040,10151,1629,2223,740,7928,1372,6503,1181,9088,1412,0400000US33,457890,7287,261873,5155,3440,998,3260,914,180,230,29171,2764,54502,3914,12194,2046,33929,2893,15847,1846,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
119787,5222,22202,2100,62261,3860,172382,5984,137943,5384,34439,2839,227859,7311,156281,5449,1874,698,69704,4785,180190,7461,81147,4875,99043,5517,105154,6135,27442,2912,77712,5556,66949,4617,104271,4599,1257550,15842,2459,787,2265,763,194,163,12508,1832,116302,5524,37456,3244,108615,4919,40977,3336,35504,3474,5473,1092,37391,3242,138060,5655,117044,5693,21016,2182,143610,5439,102933,4447,1911,606,38766,3282,430372,10007,147108,6097,283264,8525,70634,4389,18041,2240,52593,3971,53609,4097,65557,3962,0400000US34,2923398,20240,1665848,13661,6455,1292,5528,1195,927,443,150379,6736,201521,6479,82094,4521,164344,7311,141989,5681,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
17227,2274,6202,1139,6665,1634,11862,2081,6627,1452,5235,1271,41924,2788,30334,2462,60,99,11530,1832,43290,3333,23264,2396,20026,2472,23775,2901,7899,1465,15876,2455,14053,2226,37521,3403,263537,7783,2870,784,1766,594,1104,470,3667,969,8861,1525,3800,1002,24912,2750,6728,1569,5125,1416,1603,663,4291,1104,15465,1662,11441,1544,4024,836,24554,2529,16509,1950,57,96,7988,1931,102588,5019,39474,2867,63114,4399,24116,2751,8226,1825,15890,2321,9777,1984,31908,2911,0400000US35,600559,11028,337022,6818,23190,2575,10724,1892,12466,1844,38885,3524,24235,2582,9518,1565,38675,3241,23429,2398,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
