GEO_ID,C08501_001E,C08501_001M,C08501_002E,C08501_002M,C08501_003E,C08501_003M,C08501_004E,C08501_004M,C08501_005E,C08501_005M,C08501_006E,C08501_006M,C08501_007E,C08501_007M,C08501_008E,C08501_008M,C08501_009E,C08501_009M,C08501_010E,C08501_010M,C08501_011E,C08501_011M,C08501_012E,C08501_012M,C08501_013E,C08501_013M,C08501_014E,C08501_014M,C08501_015E,C08501_015M,C08501_016E,C08501_016M,C08501_017E,C08501_017M,C08501_018E,C08501_018M,C08501_019E,C08501_019M,C08501_020E,C08501_020M,C08501_021E,C08501_021M,C08501_022E,C08501_022M,C08501_023E,C08501_023M,C08501_024E,C08501_024M,C08501_025E,C08501_025M,C08501_026E,C08501_026M,C08501_027E,C08501_027M,C08501_028E,C08501_028M,C08501_029E,C08501_029M,C08501_030E,C08501_030M,C08501_031E,C08501_031M,C08501_032E,C08501_032M,C08501_033E,C08501_033M,C08501_034E,C08501_034M,C08501_035E,C08501_035M,C08501_036E,C08501_036M,C08501_037E,C08501_037M,C08501_038E,C08501_038M,C08501_039E,C08501_039M,C08501_040E,C08501_040M,C08501_041E,C08501_041M,C08501_042E,C08501_042M,NAME,C08501_001EA,C08501_001MA,C08501_002EA,C08501_002MA,C08501_003MA,C08501_003EA,C08501_004EA,C08501_004MA,C08501_005EA,C08501_005MA,C08501_006MA,C08501_006EA,C08501_007MA,C08501_007EA,C08501_008EA,C08501_008MA,C08501_009EA,C08501_009MA,C08501_010EA,C08501_010MA,C08501_011EA,C08501_011MA,C08501_012MA,C08501_012EA,C08501_013MA,C08501_013EA,C08501_014MA,C08501_014EA,C08501_015MA,C08501_015EA,C08501_016MA,C08501_016EA,C08501_017EA,C08501_017MA,C08501_018MA,C08501_018EA,C08501_019MA,C08501_019EA,C08501_020EA,C08501_020MA,C08501_021EA,C08501_021MA,C08501_022MA,C08501_022EA,C08501_023MA,C08501_023EA,C08501_024EA,C08501_024MA,C08501_025MA,C08501_025EA,C08501_026EA,C08501_026MA,C08501_027EA,C08501_027MA,C08501_028MA,C08501_028EA,C08501_029MA,C08501_029EA,C08501_030EA,C08501_030MA,C08501_031MA,C08501_031EA,C08501_032MA,C08501_032EA,C08501_033MA,C08501_033EA,C08501_034EA,C08501_034MA,C08501_035EA,C08501_035MA,C08501_036MA,C08501_036EA,C08501_037EA,C08501_037MA,C08501_038EA,C08501_038MA,C08501_039MA,C08501_039EA,C08501_040EA,C08501_040MA,C08501_041EA,C08501_041MA,C08501_042MA,C08501_042EA,state
0400000US13,4114847,23689,116032,6309,376112,8626,1929437,14512,969543,10472,350273,8664,373450,8240,3267359,24057,79554,5181,274566,7593,1529726,14482,789366,10553,290452,7931,303695,7278,418873,13923,16392,2147,50192,3560,215673,10050,81944,5184,25003,2770,29669,3088,93218,7009,2636,881,14156,2760,44017,4958,20479,2607,6855,1452,5075,919,136508,7781,10623,1874,22780,3173,59763,5027,25220,2899,8267,1507,9855,1574,198889,8662,6827,1711,14418,2713,80258,5834,52534,3748,19696,2074,25156,2428,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,658038,8063,17029,1866,67298,2788,272716,5186,150044,3355,65671,3622,85280,3936,437174,8661,7335,1451,39430,2865,189805,5850,101218,4077,44969,2970,54417,3009,90543,5598,3305,972,9751,2265,38029,3083,22159,2362,7012,1256,10287,1807,43994,4220,2121,757,5208,1469,13941,2480,10159,1495,5494,1208,7071,1426,52669,5294,3698,1208,8931,2238,20632,2968,8898,1556,3353,866,7157,1481,33658,4890,570,525,3978,3368,10309,1654,7610,1569,4843,1180,6348,1147,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,654351,9215,26782,3042,69674,3805,286314,5486,147718,3678,59362,3390,64501,3630,507226,9334,20264,2467,54020,3719,219596,5834,117179,3710,46556,3273,49611,3149,65080,4005,2405,709,7165,1575,32670,2989,14423,1752,4575,1172,3842,872,5344,1223,73,120,168,176,2381,897,1818,585,583,294,321,216,36444,3534,3446,1082,5995,1434,13833,2098,6907,1524,2770,865,3493,930,40257,3944,594,406,2326,1153,17834,2408,7391,1526,4878,1341,7234,1483,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5790603,23746,195461,5943,525103,10102,2585245,15414,1369778,10850,545695,9407,569321,8461,4268164,24607,130042,5260,357883,8897,1883372,14715,1039547,10886,423190,8916,434130,7556,502451,12100,26154,2597,52072,4461,232778,8715,111765,4815,42057,2702,37625,3072,496783,12170,11994,1975,59177,4234,252671,9191,99604,4930,37266,2593,36071,2866,273998,10368,22409,2485,46475,3923,112945,5986,52224,3578,17907,1977,22038,2101,249207,7603,4862,1345,9496,1707,103479,5787,66638,4376,25275,2727,39457,2745,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2787823,17846,105536,4776,267537,7720,1185471,9773,669684,6868,268647,6268,290948,6775,2337812,17798,76962,4291,209707,7492,997054,9011,572918,7560,233312,6439,247859,6190,236138,8247,12361,1636,28390,2929,111655,4685,50970,4276,16073,1819,16689,2144,23123,2773,1337,524,5264,1484,9439,1821,4848,1343,937,590,1298,473,97124,5065,11589,1706,18690,2480,32335,2986,17793,1943,7707,1407,9010,1398,93626,4782,3287,1047,5486,1164,34988,2942,23155,2409,10618,1592,16092,1479,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1515823,11740,72651,3310,153277,4821,608061,6656,354333,4448,149463,4467,178038,4887,1200336,10631,52413,3134,111470,4371,483984,6251,289111,5157,121938,4225,141420,4366,147364,5851,8849,1413,17564,1927,65089,3806,32629,2767,11145,1243,12088,1546,16724,2468,1366,781,3900,1257,7078,1647,2312,686,1112,607,956,357,78235,5197,7074,1313,15020,1907,27736,2976,13711,1480,6865,1143,7829,1011,73164,4712,2949,934,5323,1518,24174,2312,16570,1827,8403,1117,15745,1968,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1372924,11343,60355,4411,142357,4846,569522,8172,316857,5878,130357,4585,153476,4549,1127331,11975,45685,3773,111648,4341,467950,8492,266048,6009,111610,4150,124390,4311,128220,7734,7467,1458,14890,2144,60696,4570,25811,2733,8967,1424,10389,1617,6795,1633,356,331,1643,798,2440,960,1469,767,463,273,424,246,50692,3930,4827,966,10564,2136,17666,2369,9578,1258,2728,604,5329,895,59886,4477,2020,763,3612,1214,20770,2124,13951,1918,6589,1218,12944,1546,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1820806,17174,77868,6091,182843,5810,792659,9694,426772,8402,167108,4868,173556,5693,1500173,17611,54165,3788,139555,5829,660206,10042,357989,7751,142108,4708,146150,4938,187745,8726,9718,1340,23679,2900,87438,5618,41499,3500,13748,2119,11663,1775,17429,2649,1675,693,2012,829,6937,1330,4362,1107,1131,590,1312,560,49537,4094,4891,982,9543,1532,16974,2217,9774,1840,3326,819,5029,1117,65922,4936,7419,3943,8054,3011,21104,3295,13148,1597,6795,1161,9402,1336,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1950271,14337,67054,4912,198920,6963,857721,10555,445225,6934,176876,5141,204475,6018,1591805,15822,45299,3545,152752,5526,698322,11171,373545,6579,147242,4867,174645,5899,211668,9070,12253,2024,26629,3326,103812,6348,38899,3605,15860,1855,14215,1788,28446,3454,1516,659,4693,1487,13256,2167,5090,1369,2195,755,1696,481,76243,5278,7140,1485,12882,1978,29860,3386,15269,2081,6095,1361,4997,1074,42109,3455,846,470,1964,1000,12471,1925,12422,1707,5484,1077,8922,1528,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,615364,6884,24724,2268,53624,2961,233279,3515,157854,3208,67631,2660,78252,3644,494739,6938,15243,1583,41556,2876,189989,3656,129092,3512,56002,2501,62857,3104,54282,3855,2672,641,5840,1299,21997,2135,14067,1557,4880,946,4826,1156,2954,883,370,272,209,198,1132,636,583,358,140,116,520,335,31043,2449,5534,1176,5084,1229,9423,1541,5537,1070,2391,581,3074,774,32346,2471,905,500,935,512,10738,1453,8575,1098,4218,900,6975,1288,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2557335,19868,89800,4587,231093,6538,1091800,13329,623160,8538,236212,6396,285270,7586,1939421,19561,50568,3717,156999,6434,838746,11458,485510,8899,187117,6142,220481,7019,269275,10512,16830,2303,31151,3285,118301,7414,61243,4203,20739,2268,21011,2627,133487,6454,7894,1770,20014,2592,59912,4693,25576,2637,10026,1651,10065,1564,92517,5433,10895,1843,17020,2465,33342,3284,17423,2004,5834,1207,8003,1281,122635,5991,3613,1017,5909,1409,41499,3960,33408,3129,12496,1955,25710,2553,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3205372,19260,114894,5637,290538,6688,1339002,11526,782183,8866,303148,6461,375607,9262,2339387,17005,64114,4267,175787,6319,958219,12238,607680,8682,243623,6127,289964,8088,250631,9310,17692,2577,25215,2803,107183,6448,59860,3967,19227,2167,21454,2730,290481,9305,7728,1663,41564,3516,146724,6930,54351,3589,17094,2144,23020,2197,191441,7547,20567,2228,39410,3786,79231,5020,26443,2462,9118,1561,16672,2027,133432,5258,4793,1079,8562,1910,47645,3544,33849,2418,14086,1925,24497,2070,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4003428,19255,154656,4912,386852,7281,1673609,11167,1020469,8382,397248,7421,370594,9338,3338038,19701,111285,4018,304518,6838,1402860,11272,867755,10512,339953,7078,311667,8039,342406,8830,20308,2167,39881,3922,157465,6339,77877,4755,27144,2381,19731,1738,50852,3601,3886,996,10006,2014,20509,2360,9609,1525,3668,868,3174,736,128426,6038,15248,2059,25626,2606,44057,3319,23171,2190,9899,1403,10425,1666,143706,7029,3929,970,6821,1380,48718,3796,42057,3589,16584,1823,25597,2240,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2666098,12451,109201,3932,246218,5554,1133122,7772,655199,6126,258097,5719,264261,5722,2088371,12999,76529,3415,178850,5732,899442,8312,523434,6618,204172,5095,205944,5923,226454,6988,10504,1484,24258,2477,102858,5500,52156,3002,19949,1728,16729,1823,92173,5377,3757,935,12857,2129,45902,3591,15170,1888,7920,1366,6567,1323,115298,5304,11198,1673,19870,2456,37806,2818,24799,2251,9950,1365,11675,1418,143802,4672,7213,1473,10383,1883,47114,3342,39640,2565,16106,1579,23346,1771,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1111361,13626,35564,3260,106293,5253,491540,7871,258351,6133,105268,4447,114345,4636,935393,14291,27497,3177,86249,5034,413313,7811,220762,5420,88603,4410,98969,4701,111606,6156,3712,908,12146,1750,56809,4198,22058,2828,9919,1459,6962,1147,5019,1446,51,92,889,817,2244,903,1533,642,140,168,162,167,31256,2849,3783,1275,5677,1217,8894,1446,6131,1417,3416,1273,3355,876,28087,3116,521,417,1332,731,10280,1883,7867,1710,3190,943,4897,1042,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2743623,14858,112076,4757,265221,6618,1158146,11165,668742,6047,257522,6649,281916,7075,2246377,14771,83126,4342,205481,6235,951250,10799,556919,7257,213833,6071,235768,6626,251011,9116,13748,2017,30494,2913,110990,5786,57361,3690,20490,2393,17928,2001,45970,3828,2475,896,5829,1522,19481,2129,10156,1672,4285,1004,3744,1039,87586,3963,9030,1631,16792,2290,32502,2648,17731,2177,5692,1102,5839,1023,112679,6051,3697,1943,6625,2053,43923,5248,26575,2512,13222,2015,18637,1960,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
