GEO_ID,B10056_001E,B10056_001M,B10056_002E,B10056_002M,B10056_003E,B10056_003M,B10056_004E,B10056_004M,B10056_005E,B10056_005M,B10056_006E,B10056_006M,B10056_007E,B10056_007M,B10056_008E,B10056_008M,B10056_009E,B10056_009M,B10056_010E,B10056_010M,B10056_011E,B10056_011M,NAME,B10056_001EA,B10056_001MA,B10056_002MA,B10056_002EA,B10056_003MA,B10056_003EA,B10056_004EA,B10056_004MA,B10056_005MA,B10056_005EA,B10056_006MA,B10056_006EA,B10056_007MA,B10056_007EA,B10056_008MA,B10056_008EA,B10056_009EA,B10056_009MA,B10056_010MA,B10056_010EA,B10056_011MA,B10056_011EA,state
0400000US01,123935,7326,40884,3357,23589,2696,13028,2259,10561,1395,17295,2220,83051,5029,44815,3390,31996,2866,12819,1824,38236,3458,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,14048,2038,5474,1120,1675,418,836,301,839,327,3799,1009,8574,1254,3335,680,2295,637,1040,274,5239,1179,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,158383,7778,60937,3776,26306,2646,16703,2348,9603,1435,34631,3125,97446,5221,40811,3238,28287,2850,12524,2105,56635,3975,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,71629,5050,26661,2543,15091,1712,9861,1452,5230,1106,11570,1926,44968,3154,25259,2321,17950,2015,7309,1190,19709,2516,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1110809,21607,418588,11266,116874,5821,67610,4919,49264,3641,301714,9232,692221,12782,183985,6196,115692,5721,68293,4146,508236,11103,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,88655,6045,33859,3024,13779,1953,8254,1467,5525,1275,20080,2259,54796,3811,21706,2159,14430,1852,7276,1419,33090,3219,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,72372,5579,25812,2586,8229,1631,4717,1210,3512,854,17583,2109,46560,3696,14867,1780,10066,1650,4801,1107,31693,3243,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,18454,2599,6476,1384,2798,877,1983,784,815,368,3678,912,11978,1536,5036,1069,2841,771,2195,713,6942,1163,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10495,1984,2970,863,1060,436,508,275,552,341,1910,742,7525,1412,3632,845,2241,646,1391,541,3893,1075,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,469274,13859,160912,6386,64099,3442,35837,3028,28262,2705,96813,5527,308362,10232,107123,5594,72663,3962,34460,3631,201239,9378,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,252342,10270,84167,4797,40753,3963,25423,2931,15330,2060,43414,3766,168175,6831,74876,4983,54586,4373,20290,2251,93299,4666,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,52495,4528,20332,2225,4708,1150,2277,733,2431,873,15624,2178,32163,2837,7361,1324,4601,991,2760,905,24802,2407,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,29140,3560,11232,1862,4841,1038,2712,834,2129,628,6391,1348,17908,2098,7702,1502,4775,1267,2927,879,10206,1570,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,277226,10936,98015,4928,36094,3348,24395,2517,11699,1782,61921,4291,179211,7261,65857,4148,47214,3308,18643,2304,113354,5554,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,120385,5755,45569,3072,23637,1874,16312,1709,7325,1256,21932,2445,74816,3744,35322,2389,25887,2326,9435,1312,39494,3208,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,36216,3273,14042,1562,6990,1126,4520,953,2470,654,7052,1173,22174,2056,10825,1522,7287,1352,3538,704,11349,1375,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,45981,3606,18821,2128,8800,1406,5535,1129,3265,864,10021,1614,27160,1968,11450,1354,8015,1277,3435,821,15710,1644,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,90958,6211,32653,3023,19350,2382,12325,1991,7025,1289,13303,1579,58305,3799,31201,3053,22592,2630,8609,1503,27104,2885,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,131054,7282,42939,3347,25344,2740,14755,1944,10589,1643,17595,1944,88115,4858,46410,3744,32734,2985,13676,1874,41705,3482,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18421,2323,7147,1106,3370,767,2271,622,1099,418,3777,809,11274,1423,4602,1013,3494,862,1108,511,6672,1132,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,146413,8277,49909,3851,16945,2212,10394,1758,6551,1203,32964,3126,96504,5557,33909,3221,24189,2854,9720,1493,62595,4073,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,112199,6252,39251,3215,10683,1803,6124,1529,4559,1008,28568,2606,72948,4246,20441,2500,14077,2093,6364,1336,52507,3665,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,181567,6930,64418,3806,26384,2528,15691,1994,10693,1603,38034,3105,117149,4385,46317,3133,33234,2835,13083,1734,70832,4150,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,58789,3629,22108,1990,8779,1273,5460,1028,3319,706,13329,1596,36681,2306,12933,1366,8955,1337,3978,745,23748,2086,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,97070,5536,30293,2726,19002,2116,12060,1759,6942,1231,11291,1633,66777,3887,36501,3182,26839,2357,9662,1615,30276,3387,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,110116,6967,41059,2974,20598,2317,12676,1868,7922,1319,20461,2176,69057,4644,30271,2575,21671,2324,8600,1407,38786,3279,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14488,2222,5495,1069,2679,747,1625,585,1054,421,2816,816,8993,1433,3910,897,2472,714,1438,479,5083,1080,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,23632,2849,8387,1289,4171,842,2620,724,1551,497,4216,871,15245,1951,6983,1282,4078,940,2905,797,8262,1344,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,72805,6299,25715,3284,10872,1956,6333,1439,4539,1034,14843,2329,47090,3990,16599,2133,10211,1742,6388,1309,30491,3697,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20623,3014,8344,1483,3496,1059,2655,988,841,320,4848,1046,12279,1783,4594,1149,3835,1110,759,331,7685,1189,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
