GEO_ID,B24090_001E,B24090_001M,B24090_002E,B24090_002M,B24090_003E,B24090_003M,B24090_004E,B24090_004M,B24090_005E,B24090_005M,B24090_006E,B24090_006M,B24090_007E,B24090_007M,B24090_008E,B24090_008M,B24090_009E,B24090_009M,B24090_010E,B24090_010M,B24090_011E,B24090_011M,B24090_012E,B24090_012M,B24090_013E,B24090_013M,B24090_014E,B24090_014M,B24090_015E,B24090_015M,B24090_016E,B24090_016M,B24090_017E,B24090_017M,B24090_018E,B24090_018M,B24090_019E,B24090_019M,B24090_020E,B24090_020M,B24090_021E,B24090_021M,NAME,B24090_001EA,B24090_001MA,B24090_002MA,B24090_002EA,B24090_003EA,B24090_003MA,B24090_004MA,B24090_004EA,B24090_005EA,B24090_005MA,B24090_006EA,B24090_006MA,B24090_007EA,B24090_007MA,B24090_008EA,B24090_008MA,B24090_009MA,B24090_009EA,B24090_010MA,B24090_010EA,B24090_011EA,B24090_011MA,B24090_012EA,B24090_012MA,B24090_013MA,B24090_013EA,B24090_014EA,B24090_014MA,B24090_015EA,B24090_015MA,B24090_016EA,B24090_016MA,B24090_017EA,B24090_017MA,B24090_018EA,B24090_018MA,B24090_019MA,B24090_019EA,B24090_020MA,B24090_020EA,B24090_021EA,B24090_021MA,state
0400000US01,1382634,14540,775054,11255,574405,9787,539678,9230,34727,3201,32076,2554,55054,4112,34381,3114,34332,3238,44438,4097,368,339,607580,8589,400804,6977,390752,7410,10052,1479,55639,4214,59212,4250,51926,3187,26046,2202,13512,1574,441,288,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,211404,6231,119367,4143,70938,3839,65506,3809,5432,1152,6311,1222,8927,1505,12213,1460,15503,1899,5278,1055,197,184,92037,4124,46495,3440,44445,3576,2050,736,13729,1984,8245,1295,11116,1747,9117,1561,3067,820,268,307,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1808287,19511,1023282,12916,770363,13621,721926,13350,48437,3519,43539,3714,78389,5156,38391,2864,39412,3650,52118,4413,1070,692,785005,13672,529370,10652,510832,10725,18538,2660,76794,4818,77427,4770,45713,3614,25297,2666,30019,3543,385,226,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,863790,12000,479317,7613,356889,7617,334634,8083,22255,2113,22480,2369,25334,2569,27383,2483,16303,1977,30346,2981,582,421,384473,8030,242744,6668,236145,6654,6599,1204,34440,2777,31691,3017,52402,3376,10399,1738,12401,1819,396,254,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10696984,45223,6210460,30182,4647827,26346,4352902,22879,294925,9269,283740,9510,410471,11168,209462,8794,190923,6901,464634,11996,3403,984,4486524,31022,2976954,26398,2875052,27028,101902,4889,426843,11344,475328,10998,244743,7490,121627,6463,236291,8137,4738,1219,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1643249,15641,945947,10050,708715,10502,642263,9993,66452,3972,48085,3857,62462,3832,30831,2866,40444,3203,54821,3054,589,432,697302,10606,453983,7702,430874,7634,23109,2232,75210,4278,72925,4566,37663,3239,25489,2621,30818,2865,1214,1089,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1154616,12170,650806,9291,487203,9394,452324,9073,34879,2321,38743,3183,37722,3386,27613,2292,17669,2267,41528,3397,328,259,503810,7916,333483,8094,325064,8037,8419,1212,72445,4671,43346,2721,29250,2730,6317,1260,18653,2349,316,220,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,286298,6785,151315,4461,114873,4758,106038,4507,8835,1531,7981,1305,6324,1098,10713,1777,5061,1127,6070,1143,293,380,134983,4821,88591,4315,86366,4278,2225,658,16760,2302,7083,1296,16490,2125,2906,911,3140,799,13,21,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,224082,4940,112073,3565,61086,3825,58098,3800,2988,957,15562,2142,5633,1257,1906,733,23452,2680,4434,1008,0,292,112009,3779,44945,3170,43475,3025,1470,630,25645,2425,8725,1298,2331,720,27652,2620,2640,773,71,117,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5480279,30143,2979711,23180,2301558,23345,2050604,23322,250954,7837,122988,6557,219603,7032,87529,4927,94371,4791,151735,8117,1927,927,2500568,20555,1762170,19550,1678404,19329,83766,5418,221898,7169,255042,8796,114474,6880,61773,4071,83269,5700,1942,690,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
