GEO_ID,B27003_001E,B27003_001M,B27003_002E,B27003_002M,B27003_003E,B27003_003M,B27003_004E,B27003_004M,B27003_005E,B27003_005M,B27003_006E,B27003_006M,B27003_007E,B27003_007M,B27003_008E,B27003_008M,B27003_009E,B27003_009M,B27003_010E,B27003_010M,B27003_011E,B27003_011M,B27003_012E,B27003_012M,B27003_013E,B27003_013M,B27003_014E,B27003_014M,B27003_015E,B27003_015M,B27003_016E,B27003_016M,B27003_017E,B27003_017M,B27003_018E,B27003_018M,B27003_019E,B27003_019M,B27003_020E,B27003_020M,B27003_021E,B27003_021M,B27003_022E,B27003_022M,B27003_023E,B27003_023M,B27003_024E,B27003_024M,B27003_025E,B27003_025M,B27003_026E,B27003_026M,B27003_027E,B27003_027M,B27003_028E,B27003_028M,B27003_029E,B27003_029M,B27003_030E,B27003_030M,B27003_031E,B27003_031M,B27003_032E,B27003_032M,B27003_033E,B27003_033M,B27003_034E,B27003_034M,B27003_035E,B27003_035M,B27003_036E,B27003_036M,B27003_037E,B27003_037M,B27003_038E,B27003_038M,B27003_039E,B27003_039M,B27003_040E,B27003_040M,B27003_041E,B27003_041M,B27003_042E,B27003_042M,B27003_043E,B27003_043M,B27003_044E,B27003_044M,B27003_045E,B27003_045M,B27003_046E,B27003_046M,B27003_047E,B27003_047M,B27003_048E,B27003_048M,B27003_049E,B27003_049M,B27003_050E,B27003_050M,B27003_051E,B27003_051M,B27003_052E,B27003_052M,B27003_053E,B27003_053M,B27003_054E,B27003_054M,B27003_055E,B27003_055M,B27003_056E,B27003_056M,B27003_057E,B27003_057M,NAME,B27003_001EA,B27003_001MA,B27003_002MA,B27003_002EA,B27003_003EA,B27003_003MA,B27003_004EA,B27003_004MA,B27003_005MA,B27003_005EA,B27003_006MA,B27003_006EA,B27003_007EA,B27003_007MA,B27003_008EA,B27003_008MA,B27003_009MA,B27003_009EA,B27003_010EA,B27003_010MA,B27003_011EA,B27003_011MA,B27003_012MA,B27003_012EA,B27003_013EA,B27003_013MA,B27003_014EA,B27003_014MA,B27003_015EA,B27003_015MA,B27003_016EA,B27003_016MA,B27003_017EA,B27003_017MA,B27003_018MA,B27003_018EA,B27003_019EA,B27003_019MA,B27003_020EA,B27003_020MA,B27003_021MA,B27003_021EA,B27003_022MA,B27003_022EA,B27003_023EA,B27003_023MA,B27003_024MA,B27003_024EA,B27003_025EA,B27003_025MA,B27003_026MA,B27003_026EA,B27003_027MA,B27003_027EA,B27003_028EA,B27003_028MA,B27003_029MA,B27003_029EA,B27003_030MA,B27003_030EA,B27003_031EA,B27003_031MA,B27003_032MA,B27003_032EA,B27003_033MA,B27003_033EA,B27003_034EA,B27003_034MA,B27003_035MA,B27003_035EA,B27003_036EA,B27003_036MA,B27003_037EA,B27003_037MA,B27003_038MA,B27003_038EA,B27003_039MA,B27003_039EA,B27003_040MA,B27003_040EA,B27003_041MA,B27003_041EA,B27003_042EA,B27003_042MA,B27003_043MA,B27003_043EA,B27003_044MA,B27003_044EA,B27003_045EA,B27003_045MA,B27003_046MA,B27003_046EA,B27003_047EA,B27003_047MA,B27003_048EA,B27003_048MA,B27003_049MA,B27003_049EA,B27003_050MA,B27003_050EA,B27003_051EA,B27003_051MA,B27003_052EA,B27003_052MA,B27003_053EA,B27003_053MA,B27003_054MA,B27003_054EA,B27003_055MA,B27003_055EA,B27003_056EA,B27003_056MA,B27003_057MA,B27003_057EA,state
0400000US01,4702769,1669,2264282,5426,188286,3666,90500,3896,97786,4476,392123,4605,150993,6351,241130,6709,236302,3998,25564,3061,210738,4483,276701,4038,24600,2637,252101,4726,292383,4241,33674,3158,258709,4886,327871,3597,50506,3776,277365,4719,278439,2068,69026,3696,209413,3837,167773,1670,163921,1696,3852,930,104404,1650,103892,1587,512,350,2438487,5571,178951,3512,87195,4857,91756,4297,374278,4155,135163,5761,239115,5781,242582,2992,39717,3630,202865,4228,305380,3742,43123,3531,262257,4444,312342,3234,38881,3124,273461,4406,350702,2437,47939,3362,302763,4420,308834,1550,64034,4175,244800,4156,198107,1475,193635,1791,4472,1068,167311,1992,165759,2090,1552,712,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689249,1872,351120,2257,33667,1374,13180,1450,20487,1429,64400,2292,17806,1852,46594,2362,31899,1604,2913,824,28986,1610,47996,1811,4577,1110,43419,1972,45510,1647,4479,1115,41031,1805,56100,1441,6679,1332,49421,1748,46546,828,8704,1110,37842,1366,17286,721,15414,831,1872,658,7716,531,7579,572,137,186,338129,1869,30792,1532,10972,1474,19820,1791,59125,1729,16366,1732,42759,2074,33878,1226,5901,1158,27977,1441,47646,1232,7142,1453,40504,1676,44094,1124,5135,1119,38959,1501,54924,1223,4073,910,50851,1370,40842,895,6053,1098,34789,1241,16632,733,15978,651,654,413,10196,716,10004,686,192,188,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6310174,2001,3105385,4053,280992,4198,128579,5892,152413,5924,554357,3998,176337,7092,378020,7781,311034,2932,58817,4817,252217,4959,410783,3438,65085,4610,345698,5397,397024,2712,61928,5140,335096,5565,405281,2351,71473,4480,333808,5109,345382,1304,79714,4181,265668,4161,236711,1478,227964,2202,8747,1565,163821,1344,160329,1687,3492,900,3204789,3753,266773,4076,116829,4662,149944,4962,527809,3948,177377,7012,350432,7318,301742,2276,74844,5308,226898,5032,419039,2229,94286,5061,324753,5029,403764,2259,70218,5046,333546,5101,427190,2282,68524,4035,358666,4022,383444,1067,65149,4090,318295,4312,262884,1449,252187,2297,10697,1832,212144,1791,208528,1996,3616,983,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2867611,1672,1395533,6537,123400,3855,71866,3883,51534,3638,236667,4150,105306,4530,131361,5011,141178,3650,15789,2226,125389,3572,176009,4209,16390,2176,159619,4209,176951,3383,19763,2084,157188,3672,194640,2628,32880,2944,161760,3676,167002,1479,48548,3022,118454,3050,110609,1659,108739,1793,1870,658,69077,1312,68756,1350,321,227,1472078,6426,114999,2861,64642,3682,50357,3342,234308,3343,113100,5346,121208,4850,143662,3459,24326,2358,119336,3355,180206,3706,22952,3163,157254,3886,185609,2837,22172,2255,163437,2718,204804,2473,31589,2213,173215,2979,183372,1520,42240,3191,141132,3259,122305,1789,120170,1893,2135,720,102813,1833,102088,1903,725,576,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36815569,4634,18152479,9393,1561392,7583,703918,13255,857474,12723,3187808,8503,1130625,18714,2057183,18312,1955217,5842,244346,9519,1710871,11578,2598957,6290,245657,8632,2353300,9681,2529992,6352,248180,10182,2281812,11851,2548771,5249,295856,9172,2252915,10042,1945031,2998,361910,9235,1583121,9377,1048445,2855,965564,5696,82881,4957,776866,2601,757614,2986,19252,2011,18663090,7973,1485825,6604,662719,12100,823106,13080,3053666,6254,1095201,18250,1958465,18801,1877834,4146,343497,10287,1534337,10752,2591500,4970,400135,10811,2191365,10847,2573727,4032,344317,9995,2229410,10172,2633301,3387,327149,8258,2306152,8334,2095577,3072,335006,9301,1760571,9283,1221552,2250,1138479,4906,83073,4463,1130108,5102,1100383,5300,29725,2664,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4956873,2211,2462240,6565,211470,3516,72383,4488,139087,4544,418369,3965,102749,6279,315620,6901,238879,3036,19497,2568,219382,3553,355392,3429,25016,2569,330376,3783,343914,3236,27311,2200,316603,4073,360658,2825,35638,3181,325020,4345,293958,1614,46692,2553,247266,3065,146421,1406,140868,1573,5553,1139,93179,1394,91569,1500,1610,576,2494633,6292,201887,3482,66300,3170,135587,4174,394482,3430,94547,6020,299935,6853,234438,2515,26608,2277,207830,2988,347950,3192,40960,3118,306990,3890,343257,2746,32574,3156,310683,3860,370437,2084,33168,2761,337269,3365,305647,1338,36272,2656,269375,3034,161686,1503,154237,1972,7449,1288,134849,1680,133149,1612,1700,579,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3519913,989,1704117,2239,122941,2309,45165,3081,77776,3379,293204,2575,74927,5007,218277,5047,159817,1219,16743,2163,143074,2526,201014,1967,21639,2921,179375,3232,230998,1889,24444,2693,206554,2872,275921,1397,30506,2862,245415,3336,212900,922,32004,2553,180896,2762,118138,1194,110096,1885,8042,1493,89184,946,87756,1065,1428,691,1815796,2076,119947,1900,43198,3009,76749,3095,278918,1811,73418,3627,205500,3883,158570,1138,27761,2799,130809,2778,210731,1611,43234,3081,167497,3147,246441,1323,35604,2558,210837,2839,293984,1363,34246,2551,259738,2842,229702,936,29771,2287,199931,2242,137034,1007,128600,1470,8434,1265,140469,1476,139065,1566,1404,532,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885232,820,426205,1636,33808,1245,15541,1740,18267,2051,71675,1300,22904,2313,48771,2375,45213,1107,5772,1151,39441,1517,51130,1188,8069,1390,43061,1678,53961,1172,9129,1679,44832,1903,63102,1088,10323,1500,52779,1722,51844,537,8587,1301,43257,1229,33638,645,32434,889,1204,713,21834,430,21702,444,132,120,459027,1568,33216,1216,13939,1629,19277,1749,67347,1258,20959,2324,46388,2332,45443,839,9870,1772,35573,1833,55722,869,13379,1670,42343,1610,60068,1086,11775,1842,48293,2007,68267,1034,9926,1435,58341,1827,59019,642,10343,1527,48676,1448,38261,534,36981,919,1280,685,31684,603,31482,633,202,154,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594282,401,278370,1152,19737,841,10194,1201,9543,1193,31482,1086,16314,1816,15168,1822,37037,748,7096,1303,29941,1562,58359,713,7959,1549,50400,1715,39492,482,5604,1170,33888,1238,36965,472,8958,1488,28007,1591,28562,707,8780,1175,19782,1148,16043,328,14443,554,1600,438,10693,299,9892,493,801,481,315912,1126,18119,842,8254,1237,9865,1160,31652,1067,18856,1809,12796,1620,47566,165,11289,1683,36277,1695,66057,135,11035,1604,55022,1596,40470,649,10736,1356,29734,1529,37367,444,11040,1352,26327,1379,34300,418,9817,1505,24483,1504,20849,634,18580,919,2269,805,19532,939,18668,978,864,382,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18534081,4456,8979510,7602,656093,6433,298301,7914,357792,8013,1384332,6378,460772,10286,923560,10451,858468,6021,80895,5260,777573,8257,1081604,6473,88920,5711,992684,8271,1160503,5173,106700,5470,1053803,6699,1306011,3636,157003,7062,1149008,7105,1096600,3232,245139,8682,851461,8326,803499,3244,759961,4859,43538,3608,632400,2822,622112,3498,10288,1620,9554571,6409,631346,6717,280268,8657,351078,7692,1318476,7586,433192,11173,885284,11858,854559,4148,124089,6362,730470,6528,1118472,5184,148069,7073,970403,8878,1224525,5011,122791,7176,1101734,8489,1394513,3995,147733,6606,1246780,7216,1240024,2596,187244,7255,1052780,7493,920438,2950,875547,3982,44891,3318,852218,3159,834932,3804,17286,2742,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
