GEO_ID,C06007_001E,C06007_001M,C06007_002E,C06007_002M,C06007_003E,C06007_003M,C06007_004E,C06007_004M,C06007_005E,C06007_005M,C06007_006E,C06007_006M,C06007_007E,C06007_007M,C06007_008E,C06007_008M,C06007_009E,C06007_009M,C06007_010E,C06007_010M,C06007_011E,C06007_011M,C06007_012E,C06007_012M,C06007_013E,C06007_013M,C06007_014E,C06007_014M,C06007_015E,C06007_015M,C06007_016E,C06007_016M,C06007_017E,C06007_017M,C06007_018E,C06007_018M,C06007_019E,C06007_019M,C06007_020E,C06007_020M,C06007_021E,C06007_021M,C06007_022E,C06007_022M,C06007_023E,C06007_023M,C06007_024E,C06007_024M,C06007_025E,C06007_025M,NAME,C06007_001EA,C06007_001MA,C06007_002MA,C06007_002EA,C06007_003MA,C06007_003EA,C06007_004EA,C06007_004MA,C06007_005MA,C06007_005EA,C06007_006MA,C06007_006EA,C06007_007MA,C06007_007EA,C06007_008MA,C06007_008EA,C06007_009MA,C06007_009EA,C06007_010EA,C06007_010MA,C06007_011MA,C06007_011EA,C06007_012EA,C06007_012MA,C06007_013MA,C06007_013EA,C06007_014MA,C06007_014EA,C06007_015EA,C06007_015MA,C06007_016EA,C06007_016MA,C06007_017EA,C06007_017MA,C06007_018EA,C06007_018MA,C06007_019MA,C06007_019EA,C06007_020EA,C06007_020MA,C06007_021EA,C06007_021MA,C06007_022EA,C06007_022MA,C06007_023MA,C06007_023EA,C06007_024MA,C06007_024EA,C06007_025MA,C06007_025EA,state
0400000US01,4477229,3071,4246569,9029,230660,8994,121837,6697,108823,5770,3076293,19522,3031926,19003,44367,3927,35271,3536,9096,1704,1199637,18241,1156742,18427,42895,3953,34441,3244,8454,1534,34620,3541,27649,3105,6971,1467,5004,1314,1967,766,166679,7211,30252,3349,136427,6657,47121,4079,89306,5802,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,660403,1218,551159,5408,109244,4913,71484,5131,37760,3584,234756,6461,195957,6530,38799,2702,27549,2381,11250,1374,361817,7248,336673,6979,25144,3152,22836,2954,2308,772,14776,1978,10005,1743,4771,1024,3105,942,1666,637,49054,3898,8524,1871,40530,3140,17994,2433,22536,3016,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5957961,1719,4365286,22587,1592675,22635,1005377,20904,587298,15796,2017425,26419,1449501,26652,567924,14607,474079,14803,93845,4973,3017640,23046,2738938,20039,278702,12709,235568,12019,43134,4143,72650,5281,47056,4053,25594,3338,18560,2949,7034,1400,850246,17288,129791,7546,720455,16121,277170,11640,443285,13711,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2727155,2544,2539497,7449,187658,6959,99665,5877,87993,5360,1627424,13913,1593059,13827,34365,3308,26442,2837,7923,1606,952361,14788,910660,13725,41701,3847,34597,3692,7104,1613,18056,2579,14174,2378,3882,1193,2730,986,1152,611,129314,6045,21604,3187,107710,5960,35896,3934,71814,5103,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34820465,2428,19588115,60893,15232350,61078,8333983,53237,6898367,53797,17703226,64312,12520397,65926,5182829,34949,4382463,31234,800366,18520,6571471,37376,5911436,32859,660035,16962,536176,15343,123859,7468,438394,12005,224332,8831,214062,7929,147609,6620,66453,4611,10107374,60055,931950,22040,9175424,57447,3267735,37674,5907689,47765,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4706794,1540,3901647,19549,805147,19263,477277,14370,327870,11361,1846526,20891,1633854,23780,212672,10152,176804,9781,35868,3284,2297031,21677,2135151,20249,161880,7908,135722,7083,26158,2689,70161,4901,52439,3980,17722,2990,13094,2272,4628,1629,493076,13369,80203,5007,412873,13164,151657,6716,261216,10568,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3375388,930,2657608,13477,717780,13511,425218,9594,292562,9790,1797359,17178,1638212,16506,159147,7386,142250,7173,16897,2222,970414,15408,884728,14305,85686,5129,75694,4946,9992,1577,124351,6442,23752,2589,100599,5469,45455,4712,55144,3738,483264,13762,110916,6419,372348,12178,161819,6383,210529,9105,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,843674,492,742113,5186,101561,5080,62632,4693,38929,4103,362030,8711,343533,9236,18497,2651,14421,2274,4076,1388,396652,9071,376886,8900,19766,2865,16314,2514,3452,973,13743,2796,6521,1419,7222,2489,4500,2172,2722,1070,71249,3538,15173,2292,56076,3462,27397,3027,28679,3426,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,571592,205,488519,5212,83073,5218,59343,4330,23730,3426,199523,4955,189397,4831,10126,2007,8452,1892,1674,676,280590,6610,257721,6245,22869,2655,20614,2768,2255,713,10399,1744,7216,1374,3183,1061,2437,851,746,618,81080,4471,34185,4003,46895,4136,27840,2892,19055,3078,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17775340,3060,12907073,31111,4868267,30883,2756184,34066,2112083,27325,5676978,41587,4838172,42503,838806,18503,731388,18165,107418,6304,7877369,41334,7216088,37236,661281,16382,576652,16716,84629,5213,578691,16360,165632,7241,413059,14362,268693,13280,144366,8277,3642302,36992,687181,18354,2955121,32338,1179451,22585,1775670,23583,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
