GEO_ID,B27021_001E,B27021_001M,B27021_002E,B27021_002M,B27021_003E,B27021_003M,B27021_004E,B27021_004M,B27021_005E,B27021_005M,B27021_006E,B27021_006M,B27021_007E,B27021_007M,B27021_008E,B27021_008M,B27021_009E,B27021_009M,B27021_010E,B27021_010M,B27021_011E,B27021_011M,B27021_012E,B27021_012M,B27021_013E,B27021_013M,B27021_014E,B27021_014M,B27021_015E,B27021_015M,B27021_016E,B27021_016M,B27021_017E,B27021_017M,B27021_018E,B27021_018M,B27021_019E,B27021_019M,B27021_020E,B27021_020M,B27021_021E,B27021_021M,B27021_022E,B27021_022M,B27021_023E,B27021_023M,B27021_024E,B27021_024M,B27021_025E,B27021_025M,B27021_026E,B27021_026M,B27021_027E,B27021_027M,B27021_028E,B27021_028M,B27021_029E,B27021_029M,B27021_030E,B27021_030M,B27021_031E,B27021_031M,B27021_032E,B27021_032M,B27021_033E,B27021_033M,B27021_034E,B27021_034M,B27021_035E,B27021_035M,B27021_036E,B27021_036M,B27021_037E,B27021_037M,B27021_038E,B27021_038M,B27021_039E,B27021_039M,B27021_040E,B27021_040M,B27021_041E,B27021_041M,B27021_042E,B27021_042M,B27021_043E,B27021_043M,B27021_044E,B27021_044M,B27021_045E,B27021_045M,B27021_046E,B27021_046M,B27021_047E,B27021_047M,B27021_048E,B27021_048M,B27021_049E,B27021_049M,B27021_050E,B27021_050M,B27021_051E,B27021_051M,B27021_052E,B27021_052M,B27021_053E,B27021_053M,NAME,B27021_001EA,B27021_001MA,B27021_002EA,B27021_002MA,B27021_003EA,B27021_003MA,B27021_004EA,B27021_004MA,B27021_005EA,B27021_005MA,B27021_006EA,B27021_006MA,B27021_007EA,B27021_007MA,B27021_008EA,B27021_008MA,B27021_009EA,B27021_009MA,B27021_010MA,B27021_010EA,B27021_011EA,B27021_011MA,B27021_012EA,B27021_012MA,B27021_013EA,B27021_013MA,B27021_014MA,B27021_014EA,B27021_015MA,B27021_015EA,B27021_016EA,B27021_016MA,B27021_017EA,B27021_017MA,B27021_018MA,B27021_018EA,B27021_019MA,B27021_019EA,B27021_020MA,B27021_020EA,B27021_021EA,B27021_021MA,B27021_022EA,B27021_022MA,B27021_023EA,B27021_023MA,B27021_024MA,B27021_024EA,B27021_025MA,B27021_025EA,B27021_026EA,B27021_026MA,B27021_027EA,B27021_027MA,B27021_028MA,B27021_028EA,B27021_029EA,B27021_029MA,B27021_030MA,B27021_030EA,B27021_031EA,B27021_031MA,B27021_032EA,B27021_032MA,B27021_033MA,B27021_033EA,B27021_034MA,B27021_034EA,B27021_035EA,B27021_035MA,B27021_036MA,B27021_036EA,B27021_037MA,B27021_037EA,B27021_038MA,B27021_038EA,B27021_039EA,B27021_039MA,B27021_040EA,B27021_040MA,B27021_041MA,B27021_041EA,B27021_042MA,B27021_042EA,B27021_043MA,B27021_043EA,B27021_044EA,B27021_044MA,B27021_045EA,B27021_045MA,B27021_046EA,B27021_046MA,B27021_047MA,B27021_047EA,B27021_048EA,B27021_048MA,B27021_049EA,B27021_049MA,B27021_050EA,B27021_050MA,B27021_051EA,B27021_051MA,B27021_052MA,B27021_052EA,B27021_053EA,B27021_053MA,state
0400000US01,4702769,1669,3951572,15234,2727922,34653,2711861,34509,2436171,31587,2098596,30904,690251,15026,275690,13321,16061,2630,8812,1706,2287,886,6627,1555,7249,1918,1223650,30247,266784,17129,238731,14645,172151,11768,109520,8409,78782,7677,66580,6399,28053,4168,15069,3069,9093,2275,6563,1775,12984,2582,956866,25917,923274,25403,739111,20577,360953,15220,446686,13953,184163,10622,33592,3627,18480,2484,10645,1669,9111,2106,15112,2174,751197,14943,585452,11433,510269,10808,448847,10048,335895,8924,248687,7635,61422,3962,75183,4670,57621,4079,49870,3951,13707,2038,17562,2300,165745,7694,119915,6714,98597,6064,27708,3793,45830,4517,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689249,1872,562619,6563,417059,11938,411833,11675,355245,11915,313169,11953,77323,6051,56588,5945,5226,1690,3579,1645,2908,1428,1458,1095,1647,571,145560,10413,48142,6198,41352,5547,28986,4763,19725,3612,11192,2369,12366,2754,6790,1571,4790,1417,2942,1089,1988,858,2000,643,97418,8988,89170,7987,65812,6285,33895,4292,37286,4266,23358,3321,8248,1663,4458,1133,3066,971,1534,694,3790,971,126630,6663,82190,4124,62519,3779,48225,3018,37101,3021,20933,1785,14294,1824,19671,2398,13514,2038,11849,1830,2915,1071,6157,1164,44440,3786,27800,3373,21701,2746,8326,1724,16640,2659,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6310174,2001,5233144,16885,3730905,39916,3700472,39692,3186808,36920,2536828,35439,1113453,25683,513664,20496,30433,4119,19606,3162,8237,2186,12782,2063,10827,2215,1502239,36764,449512,26538,388835,23486,296497,18977,179867,12665,135365,12432,92338,9805,60677,5708,40283,4629,22023,2928,20253,3388,20394,2851,1052727,33059,985912,31369,794720,25785,388375,19271,464770,19703,191192,12164,66815,5587,39008,3628,20399,2720,21184,3037,27807,3708,1077030,16858,782979,11575,619074,11809,526592,10512,395975,8776,279497,7556,92482,5730,163905,7229,126847,6634,104972,5306,34308,3230,37058,3372,294051,10601,214681,9525,154797,8337,76556,6500,79370,6526,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2867611,1672,2405929,12274,1711436,20387,1698193,20623,1472706,23026,1167198,20427,527447,13725,225487,9119,13243,2748,7297,1727,1989,773,5731,1512,5946,1669,694493,19956,169033,12581,151961,11333,108722,8909,63308,5880,56348,5929,43239,4633,17072,2457,7338,1445,4404,1060,3214,1226,9734,1936,525460,16347,498855,15562,389818,13889,176589,8054,244164,11024,109037,8044,26605,3463,13558,2332,7928,1519,6277,1634,13047,2282,461682,12406,351988,8292,300993,7514,257377,6437,175991,5649,158482,5163,43616,3942,50995,3911,33955,3549,28353,3236,9349,1678,17040,2283,109694,6826,76227,5647,59799,4747,20304,2680,33467,4592,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36815569,4634,31171426,44743,22128477,95667,21795015,94342,18416026,89497,14741098,81346,5459423,60239,3378989,48873,333462,14596,182644,9886,101565,7325,91374,7901,150818,9340,9042949,92845,2797459,54150,2458369,48831,1745234,40004,1067001,30541,780409,24561,713135,22542,339090,14008,198198,9759,115761,7130,88599,6441,140892,8466,6245490,77553,5760724,70526,4559444,54802,2476219,40470,2402208,46197,1201280,33001,484766,16548,270848,12179,174242,9461,108045,7588,213918,9647,5644143,44259,3883826,22613,2990281,21809,2605335,21423,2010832,18513,1257389,15316,384946,9008,893545,15613,700509,13194,612395,12518,152598,6265,193036,8201,1760317,29563,1312418,23414,1028150,21565,360511,14121,447899,17254,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4956873,2211,4008808,17208,3036924,28905,3017665,28726,2663561,27382,2336565,24493,620000,18037,354104,16439,19259,2998,13152,2422,7802,1559,6116,1882,6107,1540,971884,25312,294269,18479,261101,16795,192476,13088,141613,10291,63270,7679,68625,7968,33168,3396,20231,2598,13715,2156,7084,1665,12937,2136,677615,23713,628920,22272,490112,18814,296934,13932,225555,12977,138808,9896,48695,4508,26294,3421,18385,2394,8574,1913,22401,2389,948065,17535,698635,12718,552719,11880,469096,10413,381279,10732,203192,6262,83623,4968,145916,6246,111205,5605,103017,5612,14711,1739,34711,3577,249430,8854,181637,8441,158799,8347,31036,4583,67793,6276,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3519913,989,2870321,11868,2109438,24290,2097192,24058,1974555,25202,1759961,22540,450175,15757,122637,7528,12246,2547,8373,1920,5935,1537,2980,1102,3873,1219,760883,21693,186871,14584,169045,13242,135707,10604,95089,8045,52683,6805,33338,4729,17826,2895,12054,2216,7586,1699,5130,1486,5772,1901,574012,22203,540758,20628,477493,18599,266653,14531,249563,13448,63265,5346,33254,3182,22677,2518,13256,1818,9944,1936,10577,1914,649592,11922,467251,8419,383650,8020,349630,7620,272350,7881,179699,4974,34020,3854,83601,4730,68646,4235,59873,3776,16071,2186,14955,2089,182341,6997,150645,5347,125629,5305,31932,3900,31696,4186,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885232,820,733590,7824,525205,14936,521627,14918,479828,14560,411115,14387,140307,8151,41799,5416,3578,1340,3071,1245,1128,613,2271,1125,507,360,208385,11891,50815,6862,44053,5774,36612,5340,24442,4547,17664,2960,7441,1910,6762,2201,4002,1266,1743,728,2520,899,2760,1428,157570,10991,149100,10244,133832,9531,74102,7859,72648,6604,15268,2840,8470,1855,5816,1676,4522,1558,1661,737,2654,963,151642,7846,106907,4785,86491,4209,79259,3924,63232,3548,40550,2615,7232,1387,20416,2350,17913,2196,15932,2146,4930,994,2503,872,44735,4369,39098,3979,31202,3470,10564,1921,5637,1653,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594282,401,355755,7362,182706,8207,177984,8041,165224,8038,142592,6982,46081,5259,12760,2631,4722,1433,3596,1193,3406,1143,250,330,1126,571,173049,8734,29696,5205,27369,4619,24345,4530,13848,3116,13410,3903,3024,1157,2327,1169,2188,1116,805,397,1534,1070,139,227,143353,8943,136117,8448,127044,8258,60484,7439,85830,6399,9073,2076,7236,1951,6285,1839,3962,1546,3601,1135,951,657,238527,7410,150561,4778,120728,4449,113785,4344,95785,4168,40564,2534,6943,1531,29833,2753,26858,2462,24336,2258,3665,947,2975,1038,87966,4650,79793,4140,69594,4306,12580,1996,8173,1853,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18534081,4456,15163742,32130,10539705,66876,10448379,66798,8736807,59409,7108149,58645,3041233,32305,1711572,37647,91326,7627,46486,4917,25006,3532,24979,3659,44840,5300,4624037,66032,1181153,36537,1039081,33416,683040,26233,425354,20124,321989,16327,356041,16950,142072,8575,73979,6366,45677,4274,30344,4194,68093,6336,3442884,52595,3237645,50987,2351645,43802,1262269,31739,1264738,31651,886000,26624,205239,9637,97338,5973,62164,4985,39574,3695,107901,6981,3370339,33065,2469117,24563,2007096,23438,1689158,21769,1239804,19065,963517,14107,317938,9745,462021,9658,331255,8478,272572,7761,103106,4776,130766,5798,901222,19282,583313,17795,447301,14482,184188,10871,317909,14998,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
