GEO_ID,C17019_001E,C17019_001M,C17019_002E,C17019_002M,C17019_003E,C17019_003M,C17019_004E,C17019_004M,C17019_005E,C17019_005M,C17019_006E,C17019_006M,C17019_007E,C17019_007M,NAME,C17019_001MA,C17019_001EA,C17019_002EA,C17019_002MA,C17019_003EA,C17019_003MA,C17019_004EA,C17019_004MA,C17019_005MA,C17019_005EA,C17019_006MA,C17019_006EA,C17019_007MA,C17019_007EA,state
0400000US01,1227884,13886,180849,6757,74526,5041,106323,5574,1047035,12901,857470,10810,189565,8232,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,170859,4484,12277,1505,4101,854,8176,1172,158582,4656,116074,4330,42508,3080,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1548428,12546,194239,8312,70796,4550,123443,6665,1354189,11236,1026807,10399,327382,9357,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761361,9102,107243,4728,39345,3016,67898,4479,654118,7896,517367,8585,136751,5836,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8507856,27357,1003305,17807,238860,7311,764445,15932,7504551,26422,4981196,25087,2523355,24276,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1258885,11852,118446,6082,37302,2924,81144,5812,1140439,10316,896222,10417,244217,7423,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890770,9681,63695,4324,15849,1824,47846,3875,827075,9311,665370,8612,161705,6460,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,221233,4976,17881,2221,6392,1078,11489,1793,203352,5101,166605,4454,36747,3161,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101519,4051,14285,1749,2058,714,12227,1669,87234,3887,51173,2990,36061,3005,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4556930,26451,548767,9830,220054,8065,328713,8938,4008163,23287,3121391,22207,886772,15202,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2385969,17984,325880,9256,112807,5553,213073,7658,2060089,17879,1602401,15884,457688,11020,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,303075,5409,22324,2366,6522,1232,15802,2039,280751,5326,189632,5134,91119,4002,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,401806,7285,46538,2990,18305,1944,28233,2865,355268,7116,289250,6228,66018,3417,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3133813,17339,314986,8610,98466,4544,216520,7004,2818827,14565,2270436,13342,548391,10370,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1656386,11547,181892,6598,62159,3841,119733,5128,1474494,11123,1220598,12384,253896,7133,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,793768,7580,65423,3399,26028,2335,39395,3172,728345,7976,622333,7564,106012,4693,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,721592,9016,68317,4100,25177,2079,43140,3281,653275,9369,531797,8807,121478,4773,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1126685,9960,163415,6061,60702,3769,102713,5435,963270,10364,789468,11175,173802,6439,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1129117,11989,163646,5973,60338,3830,103308,5159,965471,10427,776483,10108,188988,8056,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,345328,4830,30399,2206,12738,1573,17661,1665,314929,4967,269327,4466,45602,3029,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1431958,12327,94931,5235,27743,2562,67188,4834,1337027,12969,1033502,12452,303525,10497,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
