GEO_ID,B01002G_001E,B01002G_001M,B01002G_002E,B01002G_002M,B01002G_003E,B01002G_003M,NAME,B01002G_001EA,B01002G_001MA,B01002G_002EA,B01002G_002MA,B01002G_003MA,B01002G_003EA,state
0400000US01,18.5,1.2,19.0,2.9,18.2,1.3,Alabama,null,null,null,null,null,null,01
0400000US02,18.5,1.7,16.8,1.7,20.9,2.7,Alaska,null,null,null,null,null,null,02
0400000US04,16.9,1.2,16.4,1.2,18.0,1.4,Arizona,null,null,null,null,null,null,04
0400000US05,18.5,1.2,20.0,3.2,17.6,1.6,Arkansas,null,null,null,null,null,null,05
0400000US06,20.8,0.4,19.9,0.5,21.9,0.6,California,null,null,null,null,null,null,06
0400000US08,18.6,0.8,18.2,1.0,19.0,1.4,Colorado,null,null,null,null,null,null,08
0400000US09,17.4,1.2,15.8,1.1,18.9,1.5,Connecticut,null,null,null,null,null,null,09
0400000US10,16.5,2.9,15.8,1.8,18.8,6.7,Delaware,null,null,null,null,null,null,10
0400000US11,30.9,3.5,32.0,5.0,30.4,4.6,District of Columbia,null,null,null,null,null,null,11
0400000US12,21.0,0.7,19.8,1.0,22.7,1.2,Florida,null,null,null,null,null,null,12
0400000US13,16.6,1.2,15.4,0.8,18.0,1.7,Georgia,null,null,null,null,null,null,13
0400000US15,23.8,0.8,23.1,1.1,24.5,1.3,Hawaii,null,null,null,null,null,null,15
0400000US16,19.7,1.6,19.0,2.0,20.6,2.8,Idaho,null,null,null,null,null,null,16
0400000US17,16.6,1.0,16.1,1.3,17.0,1.1,Illinois,null,null,null,null,null,null,17
0400000US18,15.6,1.0,15.8,1.3,15.5,1.1,Indiana,null,null,null,null,null,null,18
0400000US19,16.8,1.2,17.2,1.9,16.2,2.0,Iowa,null,null,null,null,null,null,19
0400000US20,17.7,1.1,16.8,1.8,18.6,1.9,Kansas,null,null,null,null,null,null,20
0400000US21,15.3,1.5,14.8,2.0,15.8,1.8,Kentucky,null,null,null,null,null,null,21
0400000US22,19.5,1.5,20.6,2.1,18.5,2.5,Louisiana,null,null,null,null,null,null,22
0400000US23,20.3,2.9,17.8,4.9,22.0,3.1,Maine,null,null,null,null,null,null,23
0400000US24,18.7,1.4,18.3,1.6,19.1,1.6,Maryland,null,null,null,null,null,null,24
0400000US25,23.5,1.2,23.4,1.6,23.5,1.9,Massachusetts,null,null,null,null,null,null,25
0400000US26,17.4,0.6,17.1,0.8,17.7,1.0,Michigan,null,null,null,null,null,null,26
0400000US27,15.6,0.8,13.9,1.7,17.1,1.2,Minnesota,null,null,null,null,null,null,27
0400000US28,16.1,2.7,14.2,2.4,19.3,4.6,Mississippi,null,null,null,null,null,null,28
0400000US29,19.4,1.4,19.8,1.6,19.0,1.6,Missouri,null,null,null,null,null,null,29
0400000US30,20.1,2.5,21.2,2.8,19.2,2.5,Montana,null,null,null,null,null,null,30
0400000US31,16.4,2.2,16.7,3.6,16.4,2.6,Nebraska,null,null,null,null,null,null,31
0400000US32,20.7,1.9,18.9,3.6,21.3,1.6,Nevada,null,null,null,null,null,null,32
0400000US33,22.6,5.9,18.9,4.3,27.5,4.8,New Hampshire,null,null,null,null,null,null,33
0400000US34,23.1,1.4,22.7,1.4,23.8,2.5,New Jersey,null,null,null,null,null,null,34
0400000US35,18.5,1.8,18.0,1.5,19.5,2.6,New Mexico,null,null,null,null,null,null,35
0400000US36,22.3,0.8,21.7,0.8,23.2,1.0,New York,null,null,null,null,null,null,36
0400000US37,17.3,1.0,17.0,1.5,17.5,1.4,North Carolina,null,null,null,null,null,null,37
0400000US38,14.6,1.9,13.1,2.8,16.5,2.9,North Dakota,null,null,null,null,null,null,38
0400000US39,15.2,0.7,14.8,0.9,15.5,1.0,Ohio,null,null,null,null,null,null,39
0400000US40,21.9,1.1,20.6,1.2,23.8,1.7,Oklahoma,null,null,null,null,null,null,40
0400000US41,21.6,1.7,19.2,1.7,24.3,1.3,Oregon,null,null,null,null,null,null,41
0400000US42,17.8,0.8,17.3,1.1,18.4,1.0,Pennsylvania,null,null,null,null,null,null,42
0400000US44,19.0,2.4,18.4,3.1,20.2,3.1,Rhode Island,null,null,null,null,null,null,44
0400000US45,16.5,2.0,15.9,3.2,16.7,1.8,South Carolina,null,null,null,null,null,null,45
0400000US46,15.5,2.9,13.0,4.4,17.0,8.2,South Dakota,null,null,null,null,null,null,46
0400000US47,16.2,1.7,17.0,3.1,16.0,1.5,Tennessee,null,null,null,null,null,null,47
0400000US48,19.3,0.7,18.3,0.9,20.3,0.9,Texas,null,null,null,null,null,null,48
0400000US49,14.2,1.6,13.2,1.7,15.8,1.6,Utah,null,null,null,null,null,null,49
0400000US50,15.5,5.0,11.1,3.9,20.4,3.9,Vermont,null,null,null,null,null,null,50
0400000US51,16.7,0.7,16.1,1.0,17.5,1.5,Virginia,null,null,null,null,null,null,51
0400000US53,19.2,0.7,18.1,0.9,20.3,0.8,Washington,null,null,null,null,null,null,53
0400000US54,19.4,1.1,19.5,1.7,19.3,1.7,West Virginia,null,null,null,null,null,null,54
0400000US55,15.7,0.8,15.9,0.9,15.4,1.5,Wisconsin,null,null,null,null,null,null,55
0400000US56,18.9,4.4,18.9,9.5,18.9,4.7,Wyoming,null,null,null,null,null,null,56
0400000US72,32.7,0.7,31.5,0.8,34.0,0.8,Puerto Rico,null,null,null,null,null,null,72
