GEO_ID,C05003I_001E,C05003I_001M,C05003I_002E,C05003I_002M,C05003I_003E,C05003I_003M,C05003I_004E,C05003I_004M,C05003I_005E,C05003I_005M,C05003I_006E,C05003I_006M,C05003I_007E,C05003I_007M,C05003I_008E,C05003I_008M,C05003I_009E,C05003I_009M,C05003I_010E,C05003I_010M,C05003I_011E,C05003I_011M,C05003I_012E,C05003I_012M,C05003I_013E,C05003I_013M,C05003I_014E,C05003I_014M,C05003I_015E,C05003I_015M,NAME,C05003I_001MA,C05003I_001EA,C05003I_002EA,C05003I_002MA,C05003I_003EA,C05003I_003MA,C05003I_004EA,C05003I_004MA,C05003I_005MA,C05003I_005EA,C05003I_006EA,C05003I_006MA,C05003I_007MA,C05003I_007EA,C05003I_008EA,C05003I_008MA,C05003I_009EA,C05003I_009MA,C05003I_010EA,C05003I_010MA,C05003I_011MA,C05003I_011EA,C05003I_012MA,C05003I_012EA,C05003I_013EA,C05003I_013MA,C05003I_014EA,C05003I_014MA,C05003I_015EA,C05003I_015MA,state
0400000US22,193732,1434,108210,2394,27949,2025,25569,2167,2380,816,80261,2033,31468,3110,48793,3263,85522,2038,25228,1900,23229,1906,1999,857,60294,1572,29955,2390,30339,2173,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,16490,910,8527,771,2695,589,2589,623,106,217,5832,736,4369,832,1463,779,7963,917,2966,647,2966,647,0,230,4997,693,4044,665,953,402,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,473721,180,248107,1561,75741,1291,66215,2016,9526,1780,172366,1171,39503,4236,132863,4252,225614,1553,73096,1291,64996,1856,8100,1586,152518,921,45631,3103,106887,3022,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,631016,448,308667,1270,107377,1002,100639,1810,6738,1471,201290,870,104325,4294,96965,4294,322349,1177,104430,1003,97860,1797,6570,1517,217919,766,121926,3970,95993,3943,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,439282,1084,225406,2244,88307,1989,82034,2388,6273,1506,137099,1269,83525,3706,53574,3515,213876,2176,82809,1784,77078,2500,5731,1518,131067,1407,88500,2931,42567,3045,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,248297,1066,129839,2048,51775,1794,46054,2109,5721,1480,78064,1089,30514,2325,47550,2342,118458,1972,48577,1828,43615,1987,4962,1107,69881,1308,31897,2507,37984,2026,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,73435,3496,42573,2152,12927,1328,10950,1258,1977,651,29646,1929,13253,2282,16393,1992,30862,2537,11530,1614,9438,1420,2092,770,19332,1683,9921,1710,9411,1305,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,213180,1267,109473,2248,41743,1643,36669,2189,5074,1760,67730,1721,34281,2456,33449,2209,103707,2395,37795,1556,35830,1542,1965,681,65912,1585,41036,2611,24876,2212,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,28176,514,14697,1271,5720,956,5650,965,70,94,8977,991,7759,1138,1218,638,13479,1235,5187,895,5187,895,0,237,8292,793,7389,852,903,350,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,168298,179,87156,1704,35317,1665,32636,1850,2681,849,51839,863,22362,2141,29477,2205,81142,1719,34803,1581,31789,1974,3014,1029,46339,1041,20665,2304,25674,1856,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,720068,-555555555,368184,1415,133248,1100,121885,2665,11363,2118,234936,818,95073,4160,139863,4188,351884,1416,129497,1201,119840,2044,9657,1679,222387,706,96681,3965,125706,3898,Nevada,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,36941,649,17430,1125,6327,858,5579,707,748,517,11103,673,7149,1424,3954,1198,19511,1221,7013,1035,6275,1030,738,450,12498,809,7236,1229,5262,1124,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1564037,-555555555,788523,1301,238066,1264,213838,3462,24228,3319,550457,467,214758,6899,335699,6906,775514,1300,225130,1263,201734,2911,23396,2879,550384,470,231701,7266,318683,7258,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,959411,-555555555,476387,1599,154780,1600,149036,2385,5744,1636,321607,-555555555,247018,5002,74589,5002,483024,1601,148759,1600,139982,2838,8777,2203,334265,-555555555,262565,4807,71700,4807,New Mexico,*****,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,35
0400000US36,3434888,1840,1692533,2312,497700,1734,456994,4760,40706,4157,1194833,1822,558636,12341,636197,12199,1742355,2427,476929,2039,441150,4061,35779,3539,1265426,2107,607769,10741,657657,10269,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,804826,1735,426244,4874,157511,3916,137343,4156,20168,2641,268733,3059,67551,4318,201182,4722,378582,4661,153225,4420,135487,4378,17738,2931,225357,2376,73350,4333,152007,4147,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13919,1285,7506,1130,3532,668,3532,668,0,211,3974,755,3418,793,556,316,6413,867,2377,591,2357,589,20,44,4036,641,3523,611,513,292,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,355016,1895,181559,2935,68420,2130,63413,2142,5007,1180,113139,2081,67889,3342,45250,3290,173457,2681,65783,2114,60793,2066,4990,1008,107674,1876,75090,2933,32584,2568,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,332611,545,171761,2232,65646,1525,57872,2253,7774,1652,106115,1478,46061,3056,60054,3005,160850,2161,67760,2086,61840,2222,5920,1423,93090,1290,48370,2956,44720,2436,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,451940,354,237905,1876,94537,1549,85608,2581,8929,2093,143368,1034,56697,4175,86671,4146,214035,1924,86374,1538,79924,2492,6450,1800,127661,1030,59371,3529,68290,3645,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,722111,1496,370315,2320,136231,1986,127555,2457,8676,1878,234084,1803,153145,5047,80939,4596,351796,2050,126027,1805,117670,2408,8357,1815,225769,1494,158659,4132,67110,3936,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,131383,-555555555,65227,671,23613,454,21839,852,1774,773,41614,665,15442,1962,26172,1982,66156,671,22421,453,19963,802,2458,860,43735,593,17828,2211,25907,2210,Rhode Island,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,231001,1427,128098,2428,40837,1836,35044,1840,5793,1146,87261,1673,25488,2719,61773,2873,102903,2169,39976,2027,35723,2087,4253,1423,62927,1216,25470,2512,37457,2589,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,20467,1596,11126,1135,4240,819,4197,819,43,77,6886,876,3609,861,3277,610,9341,1126,3896,670,3844,676,52,66,5445,882,3566,970,1879,657,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,287505,3000,153538,3245,53095,2561,44554,2461,8541,1825,100443,2370,26340,3553,74103,4208,133967,3067,54191,2512,48844,2656,5347,1359,79776,2212,31588,2892,48188,2795,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9533880,1481,4799968,4100,1705644,3668,1574788,8157,130856,7332,3094324,1851,1696773,19931,1397551,20308,4733912,4358,1636213,3799,1524684,7533,111529,6490,3097699,1824,1793798,17014,1303901,16722,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,361956,-555555555,188237,939,76158,897,70468,1650,5690,1305,112079,407,47800,3282,64279,3231,173719,939,69091,897,62601,2094,6490,1860,104628,406,49029,2591,55599,2614,Utah,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9692,826,5148,764,1599,504,1411,491,188,197,3549,689,2394,728,1155,637,4544,626,996,352,753,273,243,219,3548,635,2970,686,578,315,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,630112,2058,329238,3858,106832,3125,93738,3315,13094,2276,222406,2688,71001,4431,151405,4753,300874,4205,96888,3378,84015,3847,12873,2196,203986,2343,69350,4100,134636,3917,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,760434,1237,397787,2420,154529,1835,140268,2587,14261,2280,243258,1628,106779,4760,136479,4750,362647,2186,145978,1803,133958,2488,12020,2004,216669,1335,108241,4210,108428,4286,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22018,1963,10540,1288,3263,906,3229,902,34,50,7277,1176,4866,1134,2411,652,11478,1437,4529,816,4253,744,276,267,6949,1078,5709,1261,1240,540,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,336567,1024,175485,1938,67885,1619,62246,2072,5639,1211,107600,1467,53759,3065,53841,3184,161082,2036,66956,1708,61115,2013,5841,1293,94126,1160,52876,2701,41250,2599,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,50693,-555555555,26118,1421,9678,970,9273,1007,405,243,16440,992,11749,1265,4691,1156,24575,1422,10112,1191,9004,1318,1108,1056,14463,948,11758,1256,2705,932,Wyoming,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3680273,3531,1763547,3837,457555,2995,455484,3164,2071,763,1305992,2212,1263352,4429,42640,3751,1916726,3304,431106,2746,429386,2846,1720,716,1485620,1982,1433302,3917,52318,3380,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
