GEO_ID,B25055_001E,B25055_001M,B25055_002E,B25055_002M,B25055_003E,B25055_003M,B25055_004E,B25055_004M,B25055_005E,B25055_005M,B25055_006E,B25055_006M,B25055_007E,B25055_007M,B25055_008E,B25055_008M,B25055_009E,B25055_009M,B25055_010E,B25055_010M,B25055_011E,B25055_011M,B25055_012E,B25055_012M,B25055_013E,B25055_013M,NAME,B25055_001EA,B25055_001MA,B25055_002MA,B25055_002EA,B25055_003EA,B25055_003MA,B25055_004MA,B25055_004EA,B25055_005MA,B25055_005EA,B25055_006EA,B25055_006MA,B25055_007EA,B25055_007MA,B25055_008EA,B25055_008MA,B25055_009MA,B25055_009EA,B25055_010MA,B25055_010EA,B25055_011MA,B25055_011EA,B25055_012MA,B25055_012EA,B25055_013MA,B25055_013EA,state
0400000US13,1100624,13774,883370,13189,3119,934,880251,13003,118999,6102,607,347,118392,6044,54280,3604,906,492,53374,3562,43975,3317,11232,1815,32743,2687,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,174698,5350,124969,4300,354,307,124615,4259,25530,1946,266,393,25264,1905,13293,1636,135,133,13158,1606,10906,1521,883,407,10023,1507,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,163288,5081,128745,5266,499,356,128246,5296,17027,2001,591,575,16436,1979,7529,1345,501,393,7028,1299,9987,1416,3849,988,6138,936,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1466636,13003,1109899,14600,2804,944,1107095,14465,165657,6746,1679,777,163978,6757,89282,4113,3862,1165,85420,4130,101798,4658,25890,2448,75908,3979,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,685629,9292,523811,8619,1752,728,522059,8681,75345,4082,503,371,74842,3997,40582,3060,882,529,39700,3105,45891,2445,10405,1464,35486,2540,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,315499,6705,236014,5994,637,410,235377,5888,30213,2245,188,251,30025,2236,17823,1792,405,271,17418,1803,31449,2340,9795,1435,21654,1873,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,330148,6881,252863,6689,976,619,251887,6765,33046,2197,65,109,32981,2204,18067,1649,284,195,17783,1650,26172,1960,6489,1185,19683,1809,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,477420,10921,371710,9458,1168,437,370542,9434,55704,3333,486,414,55218,3348,25874,2160,345,291,25529,2093,24132,1878,4320,836,19812,1741,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,493147,11579,389563,10444,2292,942,387271,10410,58047,2857,377,385,57670,2899,25886,2474,615,484,25271,2425,19651,2028,4175,1023,15476,1778,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,137968,5508,95391,4578,284,237,95107,4592,18839,1955,322,367,18517,1945,11090,1466,769,639,10321,1391,12648,1698,1675,611,10973,1548,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,674212,10857,508074,8897,683,457,507391,8889,77459,4091,160,160,77299,4115,40934,2886,1254,526,39680,2894,47745,2982,10828,1405,36917,2578,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,918330,10625,655750,9767,2289,826,653461,9895,109835,4917,839,431,108996,4901,69135,3752,1941,803,67194,3711,83610,3574,14243,2032,69367,3250,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,978383,12412,723177,10391,2757,857,720420,10294,115425,5028,1397,683,114028,5032,58933,3264,1328,571,57605,3178,80848,3163,19659,1930,61189,3034,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,538519,8009,395888,7581,1833,607,394055,7622,54039,3423,643,314,53396,3486,29706,2530,855,328,28851,2504,58886,2822,15464,1676,43422,2592,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,285593,6853,224455,5542,689,598,223766,5629,30325,2553,105,112,30220,2526,17145,2070,212,199,16933,2057,13668,1828,3060,875,10608,1572,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,680686,11303,509932,9523,1701,670,508231,9554,77226,4580,415,297,76811,4551,42541,2990,1237,691,41304,2874,50987,3021,11743,1583,39244,2629,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,108062,4611,78042,3831,651,440,77391,3901,14463,1661,357,315,14106,1659,7083,1053,348,305,6735,1020,8474,1085,3173,830,5301,863,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,218494,6077,167524,5793,853,419,166671,5876,21344,1815,334,303,21010,1813,10420,1641,339,234,10081,1595,19206,1671,6737,1184,12469,1287,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,409948,8644,312698,6762,1449,795,311249,6831,51832,3829,753,666,51079,3889,26503,2582,230,282,26273,2546,18915,2111,2669,841,16246,1882,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,139793,5134,101410,4415,60,76,101350,4408,16404,1930,184,156,16220,1904,9702,1428,285,234,9417,1416,12277,1362,2167,695,10110,1235,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1031471,12089,736834,10691,2185,927,734649,10699,135865,5012,366,223,135499,4997,72945,3922,1139,596,71806,3953,85827,3651,11736,1479,74091,3424,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,223507,7294,171905,6435,1195,546,170710,6425,26951,2573,299,359,26652,2520,14693,1821,311,287,14382,1807,9958,1565,2119,655,7839,1472,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3182906,16954,2201857,16413,7691,1597,2194166,16498,441616,8558,3206,1079,438410,8595,266598,6534,3032,925,263566,6402,272835,6222,21155,2406,251680,6340,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1114068,13882,871317,11968,2318,787,868999,12022,128135,5667,724,469,127411,5507,63243,4159,1473,590,61770,4135,51373,3481,14945,1996,36428,2624,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,84635,3753,62676,3209,900,714,61776,3033,7641,1217,69,121,7572,1219,4476,829,195,215,4281,802,9842,966,2093,711,7749,947,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1353338,16504,996611,14395,4598,1237,992013,14519,167354,5247,960,492,166394,5253,89434,3891,1090,476,88344,3841,99939,3787,24836,2676,75103,3335,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,416373,7638,326373,7252,853,392,325520,7226,43906,2860,438,345,43468,2840,22064,2102,1024,599,21040,1958,24030,2088,7189,1266,16841,1934,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,540713,10892,409151,10045,1384,682,407767,9943,61002,4410,1761,766,59241,4291,29295,2144,1804,613,27491,2186,41265,2758,18361,1985,22904,1969,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1380016,15293,969500,13651,2945,890,966555,13645,165498,6386,1439,594,164059,6406,100195,3786,2219,937,97976,3721,144823,4312,31349,2275,113474,4070,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,150933,5599,103248,5025,180,215,103068,5049,19375,1893,107,128,19268,1901,12073,1613,393,306,11680,1642,16237,1506,3118,929,13119,1617,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,494631,10949,383562,10352,1203,771,382359,10361,60389,4204,471,335,59918,4130,28436,2765,393,384,28043,2702,22244,2295,5713,1171,16531,1839,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,92510,3535,65361,3290,283,226,65078,3291,8813,1446,0,223,8813,1446,6274,893,157,168,6117,902,12062,1227,3011,668,9051,1030,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,708811,11226,543822,10576,1872,671,541950,10607,86358,4448,237,198,86121,4403,43216,2952,796,548,42420,2874,35415,2773,10383,1891,25032,2382,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2993082,25560,2443838,22492,11907,2210,2431931,22933,286987,8204,1602,627,285385,8132,135888,5889,3407,944,132481,5622,126369,5089,33533,2801,92836,4320,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,252062,6227,209979,5765,1422,664,208557,5845,20862,1860,197,224,20665,1891,9697,1500,152,178,9545,1473,11524,1529,4979,1210,6545,1063,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,71467,3317,52003,2578,160,139,51843,2586,9025,1478,17,31,9008,1476,4701,940,0,211,4701,940,5738,968,1317,515,4421,915,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,909871,12962,720976,11451,2345,957,718631,11410,92678,4752,645,495,92033,4823,48626,3201,1777,647,46849,3067,47591,2795,12829,1661,34762,2352,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,924551,11904,708879,11978,1823,755,707056,12126,101921,4125,1083,513,100838,3998,50276,3269,2030,695,48246,3200,63475,3339,24639,2138,38836,2987,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,158758,5945,118978,5196,362,311,118616,5224,19196,2028,66,84,19130,2028,11396,1455,267,253,11129,1461,9188,1159,591,441,8597,1044,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,683127,10945,499940,10377,1912,936,498028,10474,74881,3696,379,280,74502,3618,38987,2372,1605,704,37382,2285,69319,3364,16140,1992,53179,3058,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,58920,3473,46899,2948,110,146,46789,2939,5709,1121,50,86,5659,1124,3808,958,59,102,3749,933,2504,655,741,371,1763,510,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,245087,6170,183086,6426,558,368,182528,6472,29906,2278,0,285,29906,2278,19250,1780,147,168,19103,1762,12845,1387,176,212,12669,1377,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
