GEO_ID,C18130_001E,C18130_001M,C18130_002E,C18130_002M,C18130_003E,C18130_003M,C18130_004E,C18130_004M,C18130_005E,C18130_005M,C18130_006E,C18130_006M,C18130_007E,C18130_007M,C18130_008E,C18130_008M,C18130_009E,C18130_009M,C18130_010E,C18130_010M,C18130_011E,C18130_011M,C18130_012E,C18130_014E,C18130_012M,C18130_013E,C18130_013M,C18130_014M,C18130_015E,C18130_015M,C18130_016E,C18130_016M,C18130_017E,C18130_017M,C18130_018E,C18130_018M,C18130_019E,C18130_019M,C18130_020E,C18130_020M,C18130_021E,C18130_021M,C18130_022E,C18130_022M,NAME,C18130_001EA,C18130_001MA,C18130_002MA,C18130_002EA,C18130_003MA,C18130_003EA,C18130_004MA,C18130_004EA,C18130_005MA,C18130_005EA,C18130_006EA,C18130_006MA,C18130_007MA,C18130_007EA,C18130_008MA,C18130_008EA,C18130_009EA,C18130_009MA,C18130_010MA,C18130_010EA,C18130_011MA,C18130_011EA,C18130_012EA,C18130_012MA,C18130_014EA,C18130_014MA,C18130_013MA,C18130_013EA,C18130_015MA,C18130_015EA,C18130_016MA,C18130_016EA,C18130_017EA,C18130_017MA,C18130_018EA,C18130_018MA,C18130_019EA,C18130_019MA,C18130_020EA,C18130_020MA,C18130_021MA,C18130_021EA,C18130_022MA,C18130_022EA,state
0400000US01,4653597,3125,1120468,3595,55521,4657,24306,2833,31215,3190,1064947,6307,286284,11767,778663,12042,2895534,3917,421393,12239,128435,7066,292958,380486,9885,2474141,12731,11913,2093655,14998,637595,2562,280973,6079,39203,2942,241770,5921,356622,6556,29003,2573,327619,6745,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,683599,2461,184174,1718,6169,1368,1091,621,5078,1210,178005,2242,22682,2808,155323,3558,447595,2178,48489,3110,7672,1454,40817,34851,2811,399106,3658,3299,364255,4433,51830,1042,20335,1797,1333,562,19002,1818,31495,1689,1598,722,29897,1836,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6259083,4476,1606108,3804,53320,4106,13848,2294,39472,3844,1552788,6037,378381,17441,1174407,18279,3777415,3190,362645,10408,98471,6674,264174,535431,9441,3414770,10962,16078,2879339,20021,875560,2405,286903,6278,30530,3126,256373,5630,588657,6150,37079,3381,551578,6181,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2833775,2478,699403,3290,38648,3429,12749,2277,25899,2628,660755,4869,180332,8653,480423,9340,1729568,3599,255108,7463,69785,4248,185323,230622,6861,1474460,8025,8758,1243838,10453,404804,2660,172982,4964,23153,2116,149829,4756,231822,5128,18223,2014,213599,5333,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36514381,9382,9157609,9554,275697,10365,72569,5683,203128,8814,8881912,14824,1940016,37756,6941896,38151,23179801,7833,1813264,22614,456067,14649,1357197,2905931,20782,21366537,23563,32952,18460606,45668,4176971,6408,1538526,16236,196619,7239,1341907,16100,2638445,16348,210624,7564,2427821,15768,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4914516,3184,1213411,3318,40274,3822,9982,1566,30292,3784,1173137,4523,200550,11599,972587,11405,3164970,3708,271315,8931,66507,4450,204808,339016,7708,2893655,9837,12336,2554639,14397,536135,2272,185219,5017,20820,2120,164399,5109,350916,5215,22339,2411,328577,5125,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3463164,2282,805841,2370,28216,3077,7197,1423,21019,2852,777625,3640,96301,7582,681324,8008,2172498,1880,177073,7142,41397,4296,135676,173317,6336,1995425,7530,8548,1822108,10457,484825,1411,159485,4834,15081,1905,144404,4858,325340,4940,16852,2097,308488,5325,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,871457,1341,202599,1292,8451,1799,2335,1051,6116,1283,194148,2292,34320,4210,159828,4508,543441,1146,59946,4184,11066,2248,48880,45967,3627,483495,4159,3797,437528,5687,125417,821,39242,1969,3833,872,35409,1744,86175,1993,5855,1386,80320,2104,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,569625,671,100353,683,6116,1640,3380,1290,2736,865,94237,1690,27175,3527,67062,3771,402300,1136,36577,3245,15736,2600,20841,54364,2386,365723,3403,4640,311359,5559,66972,946,22836,1805,4146,805,18690,1727,44136,1840,4622,1011,39514,1973,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18397865,7023,3936518,7504,152506,7479,45875,4449,106631,5502,3784012,10313,878088,22450,2905924,23015,11252792,6437,1112944,17746,298739,11439,814205,1505776,14853,10139848,19232,24952,8634072,31553,3208555,3802,1096170,13998,143738,7330,952432,13871,2112385,14223,174884,6704,1937501,13266,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
