GEO_ID,B15012_001E,B15012_001M,B15012_002E,B15012_002M,B15012_003E,B15012_003M,B15012_004E,B15012_004M,B15012_005E,B15012_005M,B15012_006E,B15012_006M,B15012_007E,B15012_007M,B15012_008E,B15012_008M,B15012_009E,B15012_009M,B15012_010E,B15012_010M,B15012_011E,B15012_011M,B15012_012E,B15012_012M,B15012_013E,B15012_013M,B15012_014E,B15012_014M,B15012_015E,B15012_015M,B15012_016E,B15012_016M,NAME,B15012_001MA,B15012_001EA,B15012_002EA,B15012_002MA,B15012_003EA,B15012_003MA,B15012_004MA,B15012_004EA,B15012_005EA,B15012_005MA,B15012_006EA,B15012_006MA,B15012_007MA,B15012_007EA,B15012_008MA,B15012_008EA,B15012_009EA,B15012_009MA,B15012_010EA,B15012_010MA,B15012_011MA,B15012_011EA,B15012_012EA,B15012_012MA,B15012_013MA,B15012_013EA,B15012_014EA,B15012_014MA,B15012_015EA,B15012_015MA,B15012_016MA,B15012_016EA,state
0400000US01,751842,13800,30605,2658,40346,2648,24369,2522,28951,2585,38399,2904,61078,4622,3192,833,74651,4382,167620,7387,134403,5965,25825,2504,33798,2896,18366,2552,20601,2525,49638,3484,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,138810,6555,3928,1080,14146,2112,6749,1331,6316,1331,11390,1472,11719,1763,609,363,14260,1863,19182,2323,17225,1858,6501,1268,7615,1450,4497,1124,5365,1235,9308,1639,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1153768,16462,49447,4498,58876,4036,38187,3831,52091,3599,80846,4961,89971,5168,8086,1476,106403,5224,243402,8252,174067,7926,42245,2934,54057,3676,42286,3088,43932,3594,69872,4755,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,403735,11880,16358,2191,30847,2924,13791,1759,15722,1948,23381,2631,19930,2320,1162,511,39732,3105,82641,4342,81828,4428,12122,1935,21967,2632,10666,1493,12294,1492,21294,2091,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7773345,48256,370561,8856,494445,13361,278388,8869,403315,10633,803506,14521,742726,15065,61694,4054,602622,11512,1389308,19299,611579,11349,437653,10964,466245,12359,431104,12283,310658,9380,369541,11070,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1330194,17467,63148,4204,88776,5050,52190,3837,76918,4341,113506,5480,106096,4606,10623,1580,109261,5327,252701,8130,147848,5990,61158,4047,66222,3074,56279,3331,53771,3652,71697,4549,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,930837,15729,36295,3115,51375,3598,30048,2378,55026,3488,94332,4797,68193,3448,4072,924,75139,4358,179943,7023,105978,5025,59029,3555,55364,3572,41749,3269,32519,3129,41775,3294,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,180019,6444,6730,1372,10860,1827,10309,1431,8257,1296,14298,1758,13096,1659,2032,645,15938,1541,35902,2732,23234,1848,8115,1508,10208,1646,5365,1095,3734,865,11941,1818,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,235900,5640,9415,1488,14032,2122,5257,1091,9630,1477,62526,4423,8864,1264,3256,774,7617,1567,25275,3026,10407,1687,23604,2281,23458,2460,9183,1302,13648,1922,9728,1451,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3603456,30088,122024,5854,162735,7389,117023,6818,173052,7094,262105,6297,292018,8087,20132,2289,343604,9746,841709,12007,541457,12354,138249,5994,164883,6283,115240,6214,129074,5640,180151,6048,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1817166,22588,87138,5146,98391,5494,53940,3816,85446,4526,126684,5459,122578,6113,9263,1502,164098,6596,426954,10829,253061,8775,75384,4540,85956,4908,64669,4105,64922,4609,98682,4987,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,290739,8035,8493,1338,18623,2189,9887,1547,17764,2262,31037,2683,20110,2175,1215,510,24046,2495,52850,3225,38286,3267,13452,1945,14395,1695,12234,1781,12367,1721,15980,1850,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,261963,7232,6995,1366,24931,2372,8176,1320,10426,1571,18063,1896,18823,1869,1642,579,25448,2425,44670,4031,45973,3215,10996,1529,13607,1961,9397,1741,7943,1354,14873,1823,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2809950,24180,127830,5222,150612,6303,91660,4342,127014,5098,224549,6711,193964,6509,14724,1448,251289,7328,587287,11297,390332,9166,125785,5940,141361,5386,121603,5601,133229,5627,128711,5785,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1042952,15085,36488,2604,61117,3657,36914,3479,41060,3479,59389,3053,68256,4125,4890,1047,119626,5732,210874,6677,180939,6124,37735,3037,64020,3744,32039,2648,34990,3100,54615,3321,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,552847,13037,19289,1762,44886,3021,17829,2306,24970,2472,35196,2525,26679,2168,2485,809,53227,3362,103916,4829,109115,4792,19045,1936,26995,2438,19093,1831,19608,2153,30514,2253,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,597155,12620,20034,2173,44632,3579,17355,2133,23630,2534,34863,2880,33671,2689,1989,639,57625,3554,125348,5545,105724,4330,21721,2344,29622,2825,17830,1999,25115,2232,37996,2499,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,652254,13057,21894,2609,44271,3057,23230,2435,30726,2770,47656,3574,31025,2551,2746,757,70948,3862,122213,5120,113546,4956,25537,2760,32656,3009,18155,2033,28381,2919,39270,2942,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,672611,13627,19459,2160,43685,3455,25356,2883,24784,2360,39004,3811,41857,3504,3383,866,78322,4546,127294,5812,124691,5313,23270,2181,45638,2957,20763,2070,19047,1950,36058,2876,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,273030,7711,7467,1153,23714,1857,8792,1379,12407,1635,26219,2481,14630,1550,2479,975,26409,2438,38021,3031,43119,2762,18088,1873,16102,2057,13010,1851,7875,1335,14698,2019,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1518219,19165,93152,4632,97229,4815,63581,3736,78218,4809,164572,7044,126955,5914,12109,1660,126939,5639,248414,8443,155711,6122,82136,4991,91195,4923,51855,3403,53598,2958,72555,4443,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1886223,18515,87998,4880,112727,5184,76314,4496,105686,5380,200903,7160,154975,5942,10897,1440,146915,6237,332465,9147,180112,6298,130441,5932,114625,4496,83886,4365,59278,3707,89001,4451,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1803762,20156,66433,3713,94006,4426,61739,3649,76494,4337,110564,4262,171934,5728,8616,1236,182577,5691,370069,8609,286257,8631,68373,3850,80037,3912,56728,3113,65867,3699,104068,4456,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1254298,16253,58383,2945,79990,4469,40611,2850,61166,2941,105118,4684,78939,3753,7297,1116,112158,4263,230048,7545,183459,5397,57671,3446,59126,3505,49473,3331,55411,3254,75448,3738,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,396740,10617,14159,2057,28526,2418,11916,1789,14836,1974,16508,1961,17697,2083,1265,614,43786,3847,82302,4997,88177,4777,11148,1731,18658,1875,9078,1847,9709,1432,28975,3288,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1108742,16894,46025,3632,77068,3794,30706,2193,51255,3486,60708,3453,62454,3636,5777,1080,110381,5027,229659,6855,189594,6763,41958,2834,59326,3606,40247,3447,46877,3146,56707,3811,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,213728,8440,4345,832,23469,2133,7672,1079,9384,1354,16921,2251,10907,1520,689,290,22652,2423,32571,3048,37891,2797,9613,1568,10252,1379,9905,1571,6372,1086,11085,1693,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,370509,7557,12702,1763,29770,2480,10398,1556,16271,1753,19494,1828,13822,1560,1893,534,39685,2621,77844,3895,72508,3639,11577,1447,15329,2044,9399,1229,14483,1767,25334,2252,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,417824,12056,14634,1841,21566,2662,16260,2264,16361,2003,33121,2981,27570,2558,2095,654,42228,3957,92032,4877,55472,3978,15558,2085,21865,2772,18162,2598,14739,1833,26161,3434,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,321618,8265,17114,1981,20472,2049,11007,1520,15555,1817,26009,2602,27158,2519,2839,798,24814,1884,61574,3236,39258,2836,22236,2182,17353,1854,13599,2015,10130,1602,12500,1823,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2263361,21943,123222,5316,107232,5351,87980,4569,113531,5553,199029,5879,186868,6512,11668,1370,175867,6447,479502,11302,281270,7646,118960,5901,111000,4314,92965,4292,81804,4090,92463,5679,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,366649,9614,13703,1916,27443,2379,18197,2216,19301,2372,28305,2608,29863,2801,1378,595,31279,2644,52293,3371,60814,4745,21273,2392,19943,2266,16266,1880,9651,1469,16940,2097,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4589235,30926,195505,6746,212322,6967,152508,6841,261386,8080,480801,8895,249195,6844,29616,2538,389618,8833,821991,16614,546782,11588,291889,7489,289645,8684,296405,9258,176445,6681,195127,6861,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1813573,24872,78575,4566,112117,5254,71029,3810,89235,4752,143700,6498,118958,5032,10682,1852,163095,5934,353012,10157,253938,9319,81518,4469,100317,5381,58881,4315,63309,4586,115207,5492,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,133423,4691,3673,801,11524,1259,4410,904,3872,835,6796,998,4717,1054,665,268,16731,1775,24144,2075,29346,1924,2939,667,5019,948,3150,769,3929,1010,12508,1657,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2048434,20913,73563,4445,117333,4587,71521,4073,83342,4331,131028,5032,151958,5809,10292,1457,206026,6914,415242,8665,358572,9549,79450,4150,96687,4493,72603,4600,80208,4186,100609,4296,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,605838,12667,22160,1801,39728,2976,21234,2627,25398,2648,32231,2569,31731,2361,4298,938,58852,3460,130544,5306,116110,4569,17676,2256,28710,2543,19787,2265,20923,2063,36456,3464,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,824925,12917,28030,2697,69392,4366,34649,2536,44075,3115,84626,4665,52010,3879,7917,1424,65156,4943,115116,4997,104341,4864,47414,3281,58045,3582,44174,3701,31846,2600,38134,3240,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2524218,27888,109787,4761,158281,7515,97850,4443,131169,5892,184391,7466,171214,6530,15410,1833,244941,8287,469243,10034,396698,10094,109022,4746,131731,6125,86726,4490,88678,4111,129077,5897,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,234038,6721,10810,1621,11544,1776,7925,1295,12515,1812,19283,2027,16345,2144,1108,443,22988,2310,39021,2903,29927,2687,15701,1911,14545,2160,10259,1762,7848,1522,14219,1816,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,808083,14997,25744,2852,43899,3691,31013,2713,40807,3186,57669,4234,51311,3371,5508,1053,77472,4855,176129,7397,123947,4947,36807,3085,46107,3914,24582,2904,23705,2430,43383,3577,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,153808,5543,4536,919,13841,1488,4660,1132,5706,1180,9194,1121,8441,1352,892,380,18256,1584,26337,1911,33246,2736,4731,1136,5538,1036,3274,828,4627,957,10529,1705,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1058819,16967,34417,2837,65133,3704,38318,2941,48483,3960,62496,3985,64247,3688,4673,1049,103900,5121,230679,7743,172377,6749,43804,3295,53734,3968,34407,2936,41203,3472,60948,3516,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4403125,39039,203748,7997,262845,9133,172022,6921,175693,7393,276243,9671,381830,10395,41908,3348,366149,8999,984088,18016,630431,14143,170539,6280,209272,7740,140082,6805,156449,6466,231826,8019,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,509046,10171,22668,1974,30901,2658,15472,1792,23813,2286,41264,3134,32197,2547,3908,942,45923,3127,91218,4554,74843,3509,29507,2454,19149,1699,18533,2191,21450,2515,38200,3011,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,160975,5143,4234,847,15281,1482,6606,988,10037,1436,16483,1828,8079,1225,1408,474,13775,1579,15841,1642,21038,1723,13511,1920,13629,1580,9683,1330,3319,693,8051,1363,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1998058,20442,118540,5074,112128,5152,72792,3678,104356,5606,220991,6505,173403,6632,16327,1752,143625,5619,354737,8756,209213,7194,109585,4934,124895,5696,68389,3869,63812,4016,105265,5220,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1534380,17777,78847,4542,104495,4067,56205,2953,79005,4378,145474,4965,131865,5241,14012,1967,132977,6061,238423,7829,172067,6526,84907,4686,88779,4257,71261,3355,61061,4140,75002,4688,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,247633,7980,7546,1394,15436,1907,7604,1167,11642,1630,13570,1793,13243,1857,2014,589,27070,2351,45097,3082,55415,3427,6926,1198,11211,1292,8031,1636,7380,1355,15448,2025,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1107538,13141,37862,3071,82884,3656,36669,2941,44939,2403,82764,4184,66117,3401,5284,1106,118166,3934,206407,6079,185283,6428,43868,2833,48401,2957,40390,2555,46089,2939,62415,3760,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,98472,5942,3195,936,11836,1843,4066,898,3960,1217,5139,955,7868,1434,1651,1002,10240,1545,12666,1779,20506,2256,3013,985,3889,908,2677,886,1926,617,5840,1212,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,559559,10477,16105,1981,27185,2983,28932,2891,20391,2366,27493,2722,29648,3122,2272,793,55532,3555,165461,6806,113136,5116,4990,1210,14336,1836,10858,1630,12664,1903,30556,3037,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
