GEO_ID,B06007_001E,B06007_001M,B06007_002E,B06007_002M,B06007_003E,B06007_003M,B06007_004E,B06007_004M,B06007_005E,B06007_005M,B06007_006E,B06007_006M,B06007_007E,B06007_007M,B06007_008E,B06007_008M,B06007_009E,B06007_009M,B06007_010E,B06007_010M,B06007_011E,B06007_011M,B06007_012E,B06007_012M,B06007_013E,B06007_013M,B06007_014E,B06007_014M,B06007_015E,B06007_015M,B06007_016E,B06007_016M,B06007_017E,B06007_017M,B06007_018E,B06007_018M,B06007_019E,B06007_019M,B06007_020E,B06007_020M,B06007_021E,B06007_021M,B06007_022E,B06007_022M,B06007_023E,B06007_023M,B06007_024E,B06007_024M,B06007_025E,B06007_025M,B06007_026E,B06007_026M,B06007_027E,B06007_027M,B06007_028E,B06007_028M,B06007_029E,B06007_029M,B06007_030E,B06007_030M,B06007_031E,B06007_031M,B06007_032E,B06007_032M,B06007_033E,B06007_033M,B06007_034E,B06007_034M,B06007_035E,B06007_035M,B06007_036E,B06007_036M,B06007_037E,B06007_037M,B06007_038E,B06007_038M,B06007_039E,B06007_039M,B06007_040E,B06007_040M,NAME,B06007_001EA,B06007_001MA,B06007_002MA,B06007_002EA,B06007_003EA,B06007_003MA,B06007_004EA,B06007_004MA,B06007_005MA,B06007_005EA,B06007_006EA,B06007_006MA,B06007_007EA,B06007_007MA,B06007_008EA,B06007_008MA,B06007_009MA,B06007_009EA,B06007_010EA,B06007_010MA,B06007_011MA,B06007_011EA,B06007_012EA,B06007_012MA,B06007_013EA,B06007_013MA,B06007_014EA,B06007_014MA,B06007_015MA,B06007_015EA,B06007_016MA,B06007_016EA,B06007_017MA,B06007_017EA,B06007_018EA,B06007_018MA,B06007_019EA,B06007_019MA,B06007_020MA,B06007_020EA,B06007_021MA,B06007_021EA,B06007_022EA,B06007_022MA,B06007_023MA,B06007_023EA,B06007_024MA,B06007_024EA,B06007_025EA,B06007_025MA,B06007_026MA,B06007_026EA,B06007_027EA,B06007_027MA,B06007_028MA,B06007_028EA,B06007_029EA,B06007_029MA,B06007_030MA,B06007_030EA,B06007_031EA,B06007_031MA,B06007_032EA,B06007_032MA,B06007_033MA,B06007_033EA,B06007_034EA,B06007_034MA,B06007_035EA,B06007_035MA,B06007_036MA,B06007_036EA,B06007_037EA,B06007_037MA,B06007_038EA,B06007_038MA,B06007_039MA,B06007_039EA,B06007_040EA,B06007_040MA,state
0400000US01,4477229,3071,4246569,9029,152831,6305,69614,5251,83217,4652,77829,5454,52223,4318,25606,3100,3076293,19522,3031926,19003,32134,3485,24746,2992,7388,1568,12233,2100,10525,2008,1708,623,1199637,18241,1156742,18427,30925,3282,23936,2632,6989,1518,11970,1747,10505,1636,1465,523,34620,3541,27649,3105,4889,1337,3157,1037,1732,750,2082,804,1847,800,235,228,166679,7211,30252,3349,84883,4719,17775,2514,67108,4678,51544,4102,29346,3242,22198,2771,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,660403,1218,551159,5408,21950,2946,14802,1937,7148,1878,87294,5055,56682,4807,30612,3157,234756,6461,195957,6530,3247,1228,3170,1222,77,93,35552,2574,24379,2150,11173,1378,361817,7248,336673,6979,9337,1679,8257,1543,1080,517,15807,2672,14579,2552,1228,565,14776,1978,10005,1743,1037,406,590,321,447,303,3734,963,2515,875,1219,539,49054,3898,8524,1871,8329,2113,2785,982,5544,1662,32201,2891,15209,2214,16992,2574,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5957961,1719,4365286,22587,1214905,18737,747369,18512,467536,14225,377770,10899,258008,10039,119762,7137,2017425,26419,1449501,26652,445981,13038,382191,13670,63790,4497,121943,5817,91888,5333,30055,2675,3017640,23046,2738938,20039,212665,10690,180871,10102,31794,3667,66037,4723,54697,4425,11340,1868,72650,5281,47056,4053,16288,2426,11055,2215,5233,1205,9306,2503,7505,2355,1801,732,850246,17288,129791,7546,539971,13281,173252,10139,366719,12658,180484,7458,103918,5537,76566,5741,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2727155,2544,2539497,7449,136992,5221,67679,4378,69313,4739,50666,4805,31986,3510,18680,2887,1627424,13913,1593059,13827,27056,2931,20042,2519,7014,1573,7309,1517,6400,1486,909,448,952361,14788,910660,13725,29796,3017,24275,2996,5521,1348,11905,2184,10322,2013,1583,746,18056,2579,14174,2378,2526,975,1433,660,1093,610,1356,979,1297,974,59,92,129314,6045,21604,3187,77614,4788,21929,2982,55685,4366,30096,3685,13967,2614,16129,2828,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34820465,2428,19588115,60893,10059973,43652,5406702,38807,4653271,44690,5172377,35926,2927281,32774,2245096,28761,17703226,64312,12520397,65926,4279113,31508,3605484,28281,673629,17248,903716,18106,776979,16862,126737,7093,6571471,37376,5911436,32859,430123,13227,337028,11608,93095,6540,229912,8003,199148,7868,30764,3173,438394,12005,224332,8831,108025,6451,69234,5231,38791,3157,106037,5942,78375,5060,27662,3292,10107374,60055,931950,22040,5242712,42523,1394956,25618,3847756,39217,3932712,33822,1872779,26150,2059933,26621,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4706794,1540,3901647,19549,573076,16522,331886,12320,241190,9920,232071,8836,145391,7397,86680,4722,1846526,20891,1633854,23780,181876,9136,150353,8820,31523,3218,30796,3494,26451,3587,4345,911,2297031,21677,2135151,20249,122195,7398,101078,6469,21117,2478,39685,2726,34644,2489,5041,1260,70161,4901,52439,3980,11258,2181,8130,1742,3128,1306,6464,1437,4964,1176,1500,924,493076,13369,80203,5007,257747,10464,72325,5222,185422,8529,155126,7570,79332,5950,75794,4530,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3375388,930,2657608,13477,354079,7611,196541,8056,157538,7897,363701,10048,228677,7052,135024,5970,1797359,17178,1638212,16506,89582,5759,79433,5553,10149,1827,69565,4473,62817,4242,6748,1301,970414,15408,884728,14305,47908,3719,42765,3688,5143,1085,37778,3104,32929,2990,4849,1110,124351,6442,23752,2589,92250,5514,39965,4423,52285,3897,8349,1929,5490,1495,2859,939,483264,13762,110916,6419,124339,8337,34378,3843,89961,7577,248009,8497,127441,5723,120568,5813,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,843674,492,742113,5186,58082,3664,31319,3104,26763,3441,43479,3827,31313,3604,12166,2029,362030,8711,343533,9236,12263,2111,9328,1937,2935,1078,6234,1659,5093,1291,1141,748,396652,9071,376886,8900,12059,2214,9744,1920,2315,884,7707,1697,6570,1649,1137,492,13743,2796,6521,1419,6833,2434,4169,2107,2664,1056,389,343,331,317,58,104,71249,3538,15173,2292,26927,2976,8078,1927,18849,2908,29149,2271,19319,2340,9830,1636,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,571592,205,488519,5212,39395,3672,25971,3001,13424,2595,43678,3308,33372,2724,10306,2084,199523,4955,189397,4831,7778,1857,6383,1731,1395,657,2348,693,2069,681,279,211,280590,6610,257721,6245,11449,1905,10285,2003,1164,589,11420,1652,10329,1538,1091,540,10399,1744,7216,1374,1803,794,1447,700,356,397,1380,667,990,472,390,454,81080,4471,34185,4003,18365,2335,7856,1619,10509,2090,28530,2942,19984,2368,8546,1912,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17775340,3060,12907073,31111,3566655,20841,1951895,26402,1614760,22516,1301612,25329,804289,21080,497323,14754,5676978,41587,4838172,42503,670563,16467,583036,16289,87527,5447,168243,10474,148352,9838,19891,2937,7877369,41334,7216088,37236,495661,14210,430048,14372,65613,5183,165620,8315,146604,8032,19016,1973,578691,16360,165632,7241,384282,13654,244887,12703,139395,8064,28777,3364,23806,3078,4971,1550,3642302,36992,687181,18354,2016149,22297,693924,17173,1322225,19266,938972,21287,485527,14307,453445,14412,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9030273,3859,7848274,17645,702834,10197,348208,9732,354626,9852,479165,13693,311691,12391,167474,7787,4757318,29893,4556759,28791,142112,7226,107682,7197,34430,3649,58447,5057,49489,4734,8958,1970,3220459,30329,3043494,30490,115755,6169,96075,5943,19680,2497,61210,4788,55194,4449,6016,1285,115542,7566,78041,5758,28554,3825,20082,3001,8472,1984,8947,1852,7263,1612,1684,784,936954,14618,169980,7355,416413,9795,124369,7819,292044,9070,350561,11323,199745,9771,150816,7489,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
