GEO_ID,C27009_001E,C27009_001M,C27009_002E,C27009_002M,C27009_003E,C27009_003M,C27009_004E,C27009_004M,C27009_005E,C27009_005M,C27009_006E,C27009_006M,C27009_007E,C27009_007M,C27009_008E,C27009_008M,C27009_009E,C27009_009M,C27009_010E,C27009_010M,C27009_011E,C27009_011M,C27009_012E,C27009_012M,C27009_013E,C27009_013M,C27009_014E,C27009_014M,C27009_015E,C27009_015M,C27009_016E,C27009_016M,C27009_017E,C27009_017M,C27009_018E,C27009_018M,C27009_019E,C27009_019M,C27009_020E,C27009_020M,C27009_021E,C27009_021M,NAME,C27009_001EA,C27009_001MA,C27009_002EA,C27009_002MA,C27009_003MA,C27009_003EA,C27009_004EA,C27009_004MA,C27009_005MA,C27009_005EA,C27009_006EA,C27009_006MA,C27009_007EA,C27009_007MA,C27009_008EA,C27009_008MA,C27009_009EA,C27009_009MA,C27009_010MA,C27009_010EA,C27009_011EA,C27009_011MA,C27009_012EA,C27009_012MA,C27009_013EA,C27009_013MA,C27009_014MA,C27009_014EA,C27009_015EA,C27009_015MA,C27009_016MA,C27009_016EA,C27009_017MA,C27009_017EA,C27009_018MA,C27009_018EA,C27009_019MA,C27009_019EA,C27009_020EA,C27009_020MA,C27009_021MA,C27009_021EA,state
0400000US01,4702769,1669,2264282,5426,580409,4165,619,446,579790,4145,1411696,4278,51283,3704,1360413,5930,272177,2147,48636,2755,223541,3315,2438487,5571,553229,3838,558,475,552671,3853,1519840,3855,9220,1425,1510620,4031,365418,2200,6498,1035,358920,2201,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689249,1872,351120,2257,98067,1769,0,246,98067,1769,228051,1873,11833,1562,216218,2405,25002,744,4120,903,20882,1252,338129,1869,89917,1576,72,90,89845,1582,221384,1182,3438,1203,217946,1541,26828,631,388,245,26440,666,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6310174,2001,3105385,4053,835349,2384,1390,782,833959,2683,1869504,3564,65078,4389,1804426,5370,400532,1319,69042,3316,331490,3323,3204789,3753,794582,2245,1458,990,793124,2645,1935179,2604,11014,1623,1924165,3267,475028,1801,6191,1208,468837,2141,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2867611,1672,1395533,6537,360067,3837,347,327,359720,3947,855780,5332,42134,3073,813646,6001,179686,1735,38935,2207,140751,2661,1472078,6426,349307,3824,222,218,349085,3808,897653,5403,8922,1435,888731,5349,225118,1959,4097,896,221021,2099,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36815569,4634,18152479,9393,4749200,4391,5052,1577,4744148,4695,11577968,9176,225264,7273,11352704,11990,1825311,3391,217661,6437,1607650,6320,18663090,7973,4539491,3888,3873,1542,4535618,4015,11771939,6474,37006,3224,11734933,6943,2351660,4990,20084,2085,2331576,5452,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4956873,2211,2462240,6565,629839,3148,525,478,629314,3220,1592801,5038,45055,3272,1547746,6102,239600,1431,34476,2405,205124,2655,2494633,6292,596369,3090,262,208,596107,3129,1601729,4414,8456,1441,1593273,4580,296535,1791,4005,778,292530,1945,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3519913,989,1704117,2239,416145,1288,115,142,416030,1305,1080650,1981,20364,2409,1060286,3231,207322,1165,32807,2283,174515,2554,1815796,2076,398865,1282,53,93,398812,1292,1139428,1712,2966,864,1136462,1890,277503,1289,2489,724,275014,1505,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885232,820,426205,1636,105483,1063,0,265,105483,1063,265250,1178,6103,1119,259147,1657,55472,575,7882,936,47590,1088,459027,1568,100563,969,0,265,100563,969,288519,1142,1537,681,286982,1271,69945,566,820,421,69125,680,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594282,401,278370,1152,51219,734,0,292,51219,734,200415,1083,4681,1130,195734,1583,26736,414,3467,780,23269,878,315912,1126,49771,582,0,292,49771,582,225760,797,918,807,224842,1172,40381,1099,206,203,40175,1118,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18534081,4456,8979510,7602,2040425,4878,3055,1113,2037370,5094,5503186,7114,203221,8474,5299965,11179,1435899,3228,272685,7563,1163214,8076,9554571,6409,1949822,4738,2924,1142,1946898,4929,5832093,4854,33870,3563,5798223,6043,1772656,3805,24569,2515,1748087,4507,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
