GEO_ID,B11003_001E,B11003_001M,B11003_002E,B11003_002M,B11003_003E,B11003_003M,B11003_004E,B11003_004M,B11003_005E,B11003_005M,B11003_006E,B11003_006M,B11003_007E,B11003_007M,B11003_008E,B11003_008M,B11003_009E,B11003_009M,B11003_010E,B11003_010M,B11003_011E,B11003_011M,B11003_012E,B11003_012M,B11003_013E,B11003_013M,B11003_014E,B11003_014M,B11003_015E,B11003_015M,B11003_016E,B11003_016M,B11003_017E,B11003_017M,B11003_018E,B11003_018M,B11003_019E,B11003_019M,B11003_020E,B11003_020M,NAME,B11003_001MA,B11003_001EA,B11003_002MA,B11003_002EA,B11003_003EA,B11003_003MA,B11003_004MA,B11003_004EA,B11003_005MA,B11003_005EA,B11003_006EA,B11003_006MA,B11003_007EA,B11003_007MA,B11003_008EA,B11003_008MA,B11003_009EA,B11003_009MA,B11003_010EA,B11003_010MA,B11003_011MA,B11003_011EA,B11003_012EA,B11003_012MA,B11003_013EA,B11003_013MA,B11003_014MA,B11003_014EA,B11003_015EA,B11003_015MA,B11003_016MA,B11003_016EA,B11003_017EA,B11003_017MA,B11003_018MA,B11003_018EA,B11003_019EA,B11003_019MA,B11003_020EA,B11003_020MA,state
0400000US15,303075,5409,224402,5525,88908,4044,19329,1883,19201,2482,50378,3059,135494,4330,78673,4327,24247,2959,8342,1481,2360,869,642,342,5340,1291,15905,2341,54426,2960,22691,2297,4137,1034,3813,1003,14741,1997,31735,2482,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,401806,7285,322129,6712,136620,4726,32907,2912,36912,3017,66801,3327,185509,4827,79677,4442,23583,2487,13396,1979,4269,1263,2156,948,6971,1357,10187,1786,56094,3557,37246,2927,7344,1619,6937,1412,22965,2352,18848,2094,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3133813,17339,2301009,16110,994964,12252,220901,6946,207356,7259,566707,9344,1306045,12981,832804,13173,220197,7340,102488,6309,28323,2929,17140,2210,57025,3774,117709,5883,612607,10402,338365,8867,63543,3837,64494,4456,210328,6999,274242,7715,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1656386,11547,1236518,12152,489020,9966,105172,5396,110636,4372,273212,7436,747498,9270,419868,8650,110663,4929,60819,4259,18959,2619,8195,1601,33665,2942,49844,3054,309205,7393,188597,6075,40280,3573,40352,3876,107965,3939,120608,4536,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,793768,7580,633602,8262,245452,5703,56467,3281,57242,2923,131743,4506,388150,5242,160166,5199,46829,3391,26987,2689,8318,1635,4406,1142,14263,1920,19842,2299,113337,4485,74556,4083,16771,2073,14683,1875,43102,3094,38781,2661,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,721592,9016,559199,8275,221090,6111,49828,3570,51781,3295,119481,3834,338109,6109,162393,5482,46692,3436,26313,2609,9335,1569,2938,815,14040,2006,20379,2456,115701,5172,76708,4441,19180,1989,15063,1857,42465,3365,38993,2773,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1126685,9960,833872,10734,316214,7344,71311,4217,66682,4243,178221,5619,517658,7830,292813,7103,76832,4703,40128,3531,13048,2099,4829,1134,22251,2291,36704,3278,215981,6046,128274,4609,28465,2968,24091,2940,75718,4232,87707,4356,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1129117,11989,753423,10404,290484,7950,59614,4111,68347,4228,162523,6409,462939,8271,375694,9086,79560,4260,37268,3255,9003,1677,5440,1711,22825,2421,42292,3033,296134,8472,165014,6221,35675,3240,33885,3510,95454,5297,131120,5363,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,345328,4830,266670,4677,90004,4016,20420,2011,15034,2059,54550,2959,176666,4103,78658,3715,23620,2312,13586,1615,3469,1052,1065,520,9052,1438,10034,1557,55038,3388,34440,2418,6757,1299,4861,1092,22822,1999,20598,2040,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1431958,12327,1022613,12943,430441,9198,102453,4863,85419,4227,242569,7447,592172,10034,409345,9928,104112,5962,46879,3927,12447,2258,6995,1497,27437,3279,57233,4710,305233,8950,166495,6620,26794,2735,28470,3240,111231,6040,138738,5974,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1590257,14005,1166204,12454,498547,8336,119907,5095,90712,4211,287928,8040,667657,9841,424053,10657,100400,5251,45431,3991,12930,2138,5325,1444,27176,3311,54969,3364,323653,8980,181920,6766,38025,3319,29288,3472,114607,4896,141733,6622,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2508780,17418,1845094,15583,718440,11893,149389,6097,143006,4638,426045,8597,1126654,10223,663686,11930,168337,6639,83509,4677,23937,2729,9652,1531,49920,2959,84828,4418,495349,9077,283740,6549,59671,3922,51330,3459,172739,6291,211609,6033,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1353758,11075,1069000,10516,447290,7665,109856,3527,95320,4279,242114,6265,621710,8020,284758,7731,87757,4090,46694,3262,12448,1682,6141,1243,28105,2647,41063,2674,197001,5875,129583,4844,28704,2479,24757,2307,76122,3813,67418,3684,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,746115,9375,501571,8828,193319,6936,42212,3779,40970,3405,110137,4452,308252,7298,244544,6618,51400,4060,23677,2820,6271,1395,3443,1224,13963,1855,27723,2587,193144,5681,105800,4726,18605,2352,22703,2544,64492,3677,87344,4404,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1524078,14162,1146501,12644,436837,9035,99351,5011,92859,4370,244627,7434,709664,8843,377577,9283,99807,5626,55681,4477,17160,2536,5991,1439,32530,2901,44126,3171,277770,7142,164033,6740,35532,2853,32229,2733,96272,5460,113737,4562,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,255199,5113,203500,4726,72739,3589,19036,1720,15658,1761,38045,2520,130761,3509,51699,3195,16926,1801,9398,1319,2738,865,389,217,6271,1207,7528,1273,34773,2849,21114,2496,5701,1444,3748,1089,11665,1834,13659,1482,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,468407,6176,368023,5747,148405,4273,33753,2494,33485,2256,81167,3039,219618,4591,100384,3815,31177,2458,17059,1834,5623,1199,2228,942,9208,1240,14118,1718,69207,3484,44233,2914,10859,1782,7649,1368,25725,2052,24974,2084,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,639686,9203,452361,8383,193732,6826,40314,3444,46034,3940,107384,5855,258629,6190,187325,6612,63327,4061,33524,3080,9831,1863,5851,1363,17842,2370,29803,3002,123998,5497,70572,4650,17293,2262,15418,2643,37861,3161,53426,3553,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,344057,6102,274195,5659,103546,3948,21783,1981,18650,1964,63113,3125,170649,4797,69862,4149,22205,2587,12549,2134,3439,1080,1389,722,7721,1536,9656,1675,47657,2791,27539,2294,5644,1086,4125,1264,17770,1847,20118,1932,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2185732,12750,1614230,12458,730620,8125,170268,5807,137229,4990,423123,7692,883610,10811,571502,11203,154036,4945,66214,3881,19871,2764,7709,1234,38634,2669,87822,4572,417466,10462,210678,8776,39324,3137,38346,3639,133008,7157,206788,8530,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,501092,8213,349344,7420,137279,5767,31405,2829,28129,2838,77745,4244,212065,5515,151748,6324,49041,4520,24297,2972,5671,1459,5346,1547,13280,1982,24744,2735,102707,5093,61636,4548,11629,1919,11907,1950,38100,3750,41071,2964,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4632676,21902,3210895,23988,1373666,14232,310230,8991,283395,8460,780041,11719,1837229,19442,1421781,18719,355236,9965,147983,6645,42500,3985,21943,2686,83540,4597,207253,7745,1066545,16419,560077,12063,100579,5672,104485,5082,355013,10154,506468,11959,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2441916,18415,1770863,17462,702528,11252,163273,6378,153792,6048,385463,8416,1068335,14182,671053,12133,159752,7168,79910,4928,22135,2913,12012,1989,45763,3385,79842,4679,511301,11303,292972,9769,65247,5204,53863,4264,173862,7985,218329,6924,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,171945,3437,140277,3438,53463,2081,12987,1375,12936,1398,27540,1860,86814,2544,31668,2203,8846,1434,4707,1026,1722,681,461,249,2524,640,4139,879,22822,1878,14963,1532,3574,856,2965,672,8424,1309,7859,1197,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2960107,17479,2169003,17387,837062,11364,178592,5918,172399,5573,486071,9015,1331941,12816,791104,12931,196130,6911,99933,5179,26210,3030,12040,1824,61683,4074,96197,4681,594974,12143,347369,10460,79226,5211,66934,3747,201209,7963,247605,6380,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,954622,8374,709256,9175,275553,6140,62904,3516,63417,3868,149232,5085,433703,7002,245366,7117,62855,3857,32621,2798,10326,1544,4814,1353,17481,2045,30234,2642,182511,5803,110245,5112,26445,2763,23366,2532,60434,3662,72266,3247,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,963362,9735,733095,9535,287606,7375,65232,4631,62861,3657,159513,6202,445489,7979,230267,7103,65972,3528,33698,2564,8052,1692,5524,1482,20122,2292,32274,2457,164295,6403,98196,5768,19976,2368,17845,2420,60375,4581,66099,3619,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3197710,17008,2381094,16045,894756,9787,193725,6462,171275,5678,529756,8270,1486338,14379,816616,13039,215082,7301,99667,4974,26397,2948,13614,2337,59656,3463,115415,4852,601534,11012,331097,9129,69736,3932,59268,4350,202093,7733,270437,8463,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,246028,5431,173848,5462,71052,3712,13610,1730,13520,1762,43922,3061,102796,4274,72180,3875,17525,2127,6927,1153,1840,819,1031,465,4056,952,10598,1762,54655,3188,31659,2912,5175,1329,6400,1434,20084,2276,22996,2314,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1180687,11186,827387,11112,303324,8583,65171,4272,59558,3625,178595,6177,524063,8346,353300,8819,77062,4690,32680,3736,8621,1714,4130,1274,19929,2768,44382,3550,276238,7538,152891,6091,34546,3108,29937,3579,88408,5372,123347,5707,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,204029,4559,161534,4342,62695,2705,14517,1536,13754,1401,34424,2190,98839,3296,42495,3030,12526,1843,7140,1479,1627,701,856,423,4657,1145,5386,1002,29969,2137,19369,1904,5190,1137,3530,928,10649,1442,10600,1434,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1644896,14706,1195406,12392,443527,8158,97885,4402,91955,4615,253687,6212,751879,9770,449490,10761,106616,5304,49989,4107,15349,2169,4894,1320,29746,2997,56627,3185,342874,8790,190835,6855,42185,4239,32622,3385,116028,5195,152039,5815,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6091590,24172,4386996,26008,2021898,19135,440152,9601,485066,12280,1096680,15537,2365098,18542,1704594,21279,436727,10464,207389,7967,57709,4500,41054,3670,108626,5612,229338,8363,1267867,17880,761487,14564,144985,6817,160588,7333,455914,11909,506380,11684,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,665964,7680,543212,7068,280917,6169,70739,3913,85187,3898,124991,4778,262295,5581,122752,4416,37258,3320,18921,2250,4001,1185,3700,1248,11220,1596,18337,2325,85494,3989,48822,3075,9887,1390,10948,1537,27987,2741,36672,2745,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,159846,3532,125678,3324,45063,2544,8564,1293,7862,1090,28637,1967,80615,2550,34168,2266,10887,1429,5941,1026,801,335,707,407,4433,895,4946,946,23281,2050,14672,1711,3391,864,2287,829,8994,1309,8609,1347,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2013520,16738,1517627,16113,617975,10678,143801,5984,124541,5220,349633,7813,899652,12976,495893,9851,124273,6048,58657,4331,17176,2870,7291,1559,34190,3033,65616,4128,371620,7527,208337,6281,43066,3181,36986,3431,128285,5134,163283,6311,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1681386,12734,1297240,12312,535314,8977,130923,5308,113574,5833,290817,6608,761926,8720,384146,9397,114187,5903,57673,4485,16407,2288,7524,1757,33742,3046,56514,4119,269959,7750,166240,6571,39210,3885,31851,2809,95179,4860,103719,4630,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,485652,6805,372301,7081,122282,5080,24923,2297,24532,2403,72827,4181,250019,6789,113351,4355,28515,2675,13508,1705,3515,855,1256,497,8737,1376,15007,1673,84836,3759,40841,2761,10261,1647,5966,1269,24614,2402,43995,2796,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1453332,10977,1125314,11860,437433,7139,99726,4486,89828,4224,247879,5194,687881,8566,328018,7724,96237,4096,56150,3475,17373,2121,6642,1195,32135,2607,40087,2637,231781,6854,151278,5979,32614,3155,26888,2636,91776,4027,80503,4045,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,147394,3852,119756,3863,46694,3302,12118,1776,10389,1373,24187,2652,73062,2830,27638,2495,7804,1346,4353,1032,990,529,495,318,2868,860,3451,941,19834,2088,11954,1734,3066,931,2281,764,6607,1286,7880,1320,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,966123,10138,557851,8275,200406,6147,36027,3316,35874,3132,128505,5079,357445,6552,408272,8309,82129,4459,39285,3557,11871,1694,7333,1484,20081,2452,42844,2659,326143,6662,166242,5751,26642,2510,30866,2681,108734,5031,159901,4311,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
