GEO_ID,C17010A_001E,C17010A_001M,C17010A_002E,C17010A_002M,C17010A_003E,C17010A_003M,C17010A_004E,C17010A_004M,C17010A_005E,C17010A_005M,C17010A_006E,C17010A_006M,C17010A_007E,C17010A_007M,C17010A_008E,C17010A_008M,C17010A_009E,C17010A_009M,C17010A_010E,C17010A_010M,C17010A_011E,C17010A_011M,C17010A_012E,C17010A_012M,C17010A_013E,C17010A_013M,C17010A_014E,C17010A_014M,C17010A_015E,C17010A_015M,C17010A_016E,C17010A_016M,C17010A_017E,C17010A_017M,NAME,C17010A_001EA,C17010A_001MA,C17010A_002EA,C17010A_002MA,C17010A_003MA,C17010A_003EA,C17010A_004MA,C17010A_004EA,C17010A_005MA,C17010A_005EA,C17010A_006EA,C17010A_006MA,C17010A_007MA,C17010A_007EA,C17010A_008EA,C17010A_008MA,C17010A_009MA,C17010A_009EA,C17010A_010EA,C17010A_010MA,C17010A_011EA,C17010A_011MA,C17010A_012EA,C17010A_012MA,C17010A_013EA,C17010A_013MA,C17010A_014MA,C17010A_014EA,C17010A_015EA,C17010A_015MA,C17010A_016MA,C17010A_016EA,C17010A_017MA,C17010A_017EA,state
0400000US01,898158,9802,89922,4643,39785,2530,23340,2387,50137,4057,9559,1897,7195,1895,40578,3238,34255,3108,808236,9996,678339,9848,257408,6961,129897,5499,41596,3841,20691,2607,88301,4036,44827,3171,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,127506,3738,5117,1110,1620,570,1030,504,3497,1006,522,365,470,353,2975,955,2975,955,122389,3661,102497,4140,48457,3266,19892,1920,8189,1561,4879,1050,11703,1625,7926,1280,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1290382,12372,139714,6848,61646,4221,40543,3623,78068,5729,16440,2391,13048,2070,61628,5457,54347,5193,1150668,11418,919179,12479,342259,10347,231489,7822,77937,5069,44495,3933,153552,5577,92758,4635,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,620472,7995,67440,3987,28669,2567,17690,2385,38771,3470,7379,1547,4709,1244,31392,3049,28036,2879,553032,7528,459620,7857,170203,5077,93412,4875,30388,2567,14787,1935,63024,3766,37638,3264,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5553548,24507,541885,11635,249235,7814,180281,6889,292650,9019,61964,4986,48828,4388,230686,6810,198438,6172,5011663,23967,3901647,21349,1738012,17958,1110016,17265,370608,10660,191794,7674,739408,14105,401936,12359,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1084019,11915,83042,5042,34931,3506,20732,2520,48111,3930,8880,1803,7241,1649,39231,3488,35308,3417,1000977,10700,818176,10213,343654,8278,182801,5767,61775,4090,36549,3351,121026,5261,70827,3821,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,725461,8928,33001,3023,12228,1737,6046,1123,20773,2497,3701,1088,3098,1041,17072,2327,14985,2236,692460,8691,559068,7847,233672,6015,133392,5673,38765,3211,17877,2321,94627,5321,51257,3765,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,161710,4170,8717,1673,3836,1170,2607,974,4881,1093,1193,611,1032,561,3688,847,3127,820,152993,3913,123838,3985,46401,2565,29155,2668,8617,1449,4434,937,20538,2304,11526,2060,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,37456,2071,1220,485,690,396,373,329,530,376,90,151,90,151,440,325,270,274,36236,2001,32273,1933,12718,1228,3963,939,1670,578,1038,445,2293,702,1128,413,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3645416,22467,348721,9146,163774,6920,85211,5381,184947,7602,40071,3381,26409,2965,144876,7040,118083,6826,3296695,19960,2657265,18599,890009,12811,639430,13092,193599,7975,95191,5958,445831,8947,235528,6851,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1549354,13478,136221,5659,66533,4086,43262,3306,69688,4375,13562,2068,9499,1545,56126,4167,46067,3652,1413133,12542,1189110,12029,494404,9470,224023,7088,73033,3903,38169,2997,150990,6269,86825,4749,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
