GEO_ID,B10058_001E,B10058_001M,B10058_002E,B10058_002M,B10058_003E,B10058_003M,B10058_004E,B10058_004M,B10058_005E,B10058_005M,B10058_006E,B10058_006M,B10058_007E,B10058_007M,B10058_008E,B10058_008M,B10058_009E,B10058_009M,B10058_010E,B10058_010M,B10058_011E,B10058_011M,NAME,B10058_001EA,B10058_001MA,B10058_002MA,B10058_002EA,B10058_003MA,B10058_003EA,B10058_004EA,B10058_004MA,B10058_005MA,B10058_005EA,B10058_006MA,B10058_006EA,B10058_007MA,B10058_007EA,B10058_008EA,B10058_008MA,B10058_009EA,B10058_009MA,B10058_010MA,B10058_010EA,B10058_011MA,B10058_011EA,state
0400000US21,90958,6211,46003,4503,27069,3493,21699,3220,5370,1211,18934,2370,44955,3863,23482,2913,13218,2107,10264,1612,21473,2822,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,131054,7282,67514,4747,40132,3968,32587,3476,7545,1577,27382,2944,63540,4568,31622,3386,14902,2195,16720,2180,31918,3086,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18421,2323,10279,1759,5149,1442,4352,1311,797,474,5130,1133,8142,1450,2823,736,1413,423,1410,646,5319,1138,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,146413,8277,81721,5221,34718,3182,26713,2897,8005,1201,47003,3913,64692,4825,16136,2465,7870,1750,8266,1473,48556,3891,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,112199,6252,53983,4038,20579,2782,15378,2495,5201,1395,33404,2953,58216,4335,10545,1886,4823,1293,5722,1180,47671,4139,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,181567,6930,87228,4673,41934,3811,34581,3563,7353,1189,45294,3512,94339,4719,30767,2684,14344,1740,16423,2332,63572,4703,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,58789,3629,35729,2984,15520,1980,12198,1718,3322,812,20209,2579,23060,2265,6192,945,2217,620,3975,773,16868,2218,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,97070,5536,52045,4707,32570,3365,27601,2864,4969,1237,19475,3094,45025,3217,22933,2562,11298,1546,11635,1882,22092,2714,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,110116,6967,60405,4727,32094,3441,25856,3297,6238,1159,28311,3068,49711,4512,18775,2330,8491,1409,10284,1663,30936,3409,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14488,2222,9687,1740,4457,1162,3302,988,1155,450,5230,1242,4801,1157,2132,645,795,408,1337,536,2669,897,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,23632,2849,14932,2317,7482,1509,5855,1360,1627,630,7450,1522,8700,1460,3672,935,843,398,2829,816,5028,956,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,72805,6299,38676,4600,17444,2943,12830,2416,4614,1334,21232,3328,34129,3684,10027,1726,3714,951,6313,1448,24102,3392,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20623,3014,12605,2708,5988,1963,5064,1827,924,473,6617,1642,8018,1454,2102,790,1426,630,676,323,5916,1096,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,193435,7311,92881,5532,32231,3258,24236,2827,7995,1419,60650,4280,100554,5474,18958,2164,6534,1359,12424,1672,81596,5411,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,54907,4605,29207,3014,15316,2453,12583,2185,2733,670,13891,1902,25700,2978,10100,1852,4422,1244,5678,1313,15600,2257,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,426692,11380,191654,7778,72013,4942,56946,4276,15067,2417,119641,6756,235038,7972,57023,4230,22431,2367,34592,3198,178015,6394,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,205216,8570,109506,6242,58376,4513,48316,4118,10060,1689,51130,4022,95710,5540,42293,3545,20164,2379,22129,2638,53417,3782,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6241,1273,4180,975,2605,784,2297,791,308,159,1575,495,2061,562,925,402,388,253,537,292,1136,420,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,216194,7758,115953,5676,60148,4070,50569,3903,9579,1469,55805,3906,100241,4891,39808,3373,19981,2411,19827,2069,60433,4244,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,77710,4322,43346,3138,23862,2449,19689,2233,4173,994,19484,2436,34364,3213,16046,1765,8385,1219,7661,1359,18318,2491,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,62645,5099,32102,2860,13849,2055,9835,1532,4014,1208,18253,2253,30543,3532,10530,1753,3569,1028,6961,1410,20013,2673,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,227728,9035,116991,5800,51198,3577,41406,3199,9792,1394,65793,4499,110737,5878,35770,3165,17261,2101,18509,2323,74967,4815,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,19323,2964,8352,1682,3900,1162,2781,975,1119,541,4452,1081,10971,1981,2799,787,1172,594,1627,586,8172,1828,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,112941,6260,61071,4695,34097,3505,27502,3206,6595,1418,26974,3439,51870,3763,22632,2540,9963,1692,12669,2075,29238,2810,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11513,1898,8207,1600,4201,1040,3653,949,548,340,4006,1265,3306,841,2276,707,1620,577,656,313,1030,486,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,149402,7528,73601,5007,42437,3841,33196,3506,9241,1715,31164,3388,75801,4373,31321,2918,15431,2096,15890,2316,44480,3629,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,721850,20525,382219,13416,197115,9568,166301,9118,30814,3098,185104,8810,339631,12752,113937,6733,60111,4133,53826,4597,225694,10159,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,60817,4552,37713,3763,12894,2175,9027,1843,3867,1275,24819,2893,23104,2226,6960,1229,2852,776,4108,1125,16144,1920,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8216,1723,5569,1407,2850,1138,2562,1081,288,237,2719,803,2647,720,1018,460,517,336,501,272,1629,534,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,180631,7816,92967,5735,39566,3371,29520,2983,10046,1481,53401,4554,87664,5729,30230,3009,13623,2099,16607,2179,57434,4259,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,117290,7399,62098,4576,27765,3063,21859,2819,5906,1234,34333,3347,55192,4981,13438,2185,5524,1368,7914,1603,41754,4562,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,43924,4345,19312,2694,11421,2006,9557,1837,1864,669,7891,1664,24612,2732,11411,2186,5432,1368,5979,1503,13201,2043,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,72245,4744,41677,3419,18928,2084,15959,1983,2969,779,22749,2704,30568,2662,10368,1708,5749,1395,4619,964,20200,2243,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,11287,2223,7808,1760,5093,1327,4601,1195,492,323,2715,1022,3479,1114,963,443,572,349,391,270,2516,1008,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,115377,6363,39872,3492,23660,2746,19243,2620,4417,997,16212,1824,75505,5093,32554,3098,14652,2016,17902,2222,42951,3569,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
