GEO_ID,B20005A_001E,B20005A_001M,B20005A_002E,B20005A_002M,B20005A_003E,B20005A_003M,B20005A_004E,B20005A_004M,B20005A_005E,B20005A_005M,B20005A_006E,B20005A_006M,B20005A_007E,B20005A_007M,B20005A_008E,B20005A_008M,B20005A_009E,B20005A_009M,B20005A_010E,B20005A_010M,B20005A_011E,B20005A_011M,B20005A_012E,B20005A_012M,B20005A_013E,B20005A_013M,B20005A_014E,B20005A_014M,B20005A_015E,B20005A_015M,B20005A_016E,B20005A_016M,B20005A_017E,B20005A_017M,B20005A_018E,B20005A_018M,B20005A_019E,B20005A_019M,B20005A_020E,B20005A_020M,B20005A_021E,B20005A_021M,B20005A_022E,B20005A_022M,B20005A_023E,B20005A_023M,B20005A_024E,B20005A_024M,B20005A_025E,B20005A_025M,B20005A_026E,B20005A_026M,B20005A_027E,B20005A_027M,B20005A_028E,B20005A_028M,B20005A_029E,B20005A_029M,B20005A_030E,B20005A_030M,B20005A_031E,B20005A_031M,B20005A_032E,B20005A_032M,B20005A_033E,B20005A_033M,B20005A_034E,B20005A_034M,B20005A_035E,B20005A_035M,B20005A_036E,B20005A_036M,B20005A_037E,B20005A_037M,B20005A_038E,B20005A_038M,B20005A_039E,B20005A_039M,B20005A_040E,B20005A_040M,B20005A_041E,B20005A_041M,B20005A_042E,B20005A_042M,B20005A_043E,B20005A_043M,B20005A_044E,B20005A_044M,B20005A_045E,B20005A_045M,B20005A_046E,B20005A_046M,B20005A_047E,B20005A_047M,B20005A_048E,B20005A_048M,B20005A_049E,B20005A_049M,B20005A_050E,B20005A_050M,B20005A_051E,B20005A_051M,B20005A_052E,B20005A_052M,B20005A_053E,B20005A_053M,B20005A_054E,B20005A_054M,B20005A_055E,B20005A_055M,B20005A_056E,B20005A_056M,B20005A_057E,B20005A_057M,B20005A_058E,B20005A_058M,B20005A_059E,B20005A_059M,B20005A_060E,B20005A_060M,B20005A_061E,B20005A_061M,B20005A_062E,B20005A_062M,B20005A_063E,B20005A_063M,B20005A_064E,B20005A_064M,B20005A_065E,B20005A_065M,B20005A_066E,B20005A_066M,B20005A_067E,B20005A_067M,B20005A_068E,B20005A_068M,B20005A_069E,B20005A_069M,B20005A_070E,B20005A_070M,B20005A_071E,B20005A_071M,B20005A_072E,B20005A_072M,B20005A_073E,B20005A_073M,B20005A_074E,B20005A_074M,B20005A_075E,B20005A_075M,B20005A_076E,B20005A_076M,B20005A_077E,B20005A_077M,B20005A_078E,B20005A_078M,B20005A_079E,B20005A_079M,B20005A_080E,B20005A_080M,B20005A_081E,B20005A_081M,B20005A_082E,B20005A_082M,B20005A_083E,B20005A_083M,B20005A_084E,B20005A_084M,B20005A_085E,B20005A_085M,B20005A_086E,B20005A_086M,B20005A_087E,B20005A_087M,B20005A_088E,B20005A_088M,B20005A_089E,B20005A_089M,B20005A_090E,B20005A_090M,B20005A_091E,B20005A_091M,B20005A_092E,B20005A_092M,B20005A_093E,B20005A_093M,B20005A_094E,B20005A_094M,B20005A_095E,B20005A_095M,NAME,B20005A_001MA,B20005A_001EA,B20005A_002EA,B20005A_002MA,B20005A_003EA,B20005A_003MA,B20005A_004MA,B20005A_004EA,B20005A_005EA,B20005A_005MA,B20005A_006MA,B20005A_006EA,B20005A_007EA,B20005A_007MA,B20005A_008MA,B20005A_008EA,B20005A_009MA,B20005A_009EA,B20005A_010MA,B20005A_010EA,B20005A_011EA,B20005A_011MA,B20005A_012MA,B20005A_012EA,B20005A_013EA,B20005A_013MA,B20005A_014MA,B20005A_014EA,B20005A_015EA,B20005A_015MA,B20005A_016MA,B20005A_016EA,B20005A_017EA,B20005A_017MA,B20005A_018EA,B20005A_018MA,B20005A_019MA,B20005A_019EA,B20005A_020EA,B20005A_020MA,B20005A_021EA,B20005A_021MA,B20005A_022EA,B20005A_022MA,B20005A_023MA,B20005A_023EA,B20005A_024MA,B20005A_024EA,B20005A_025MA,B20005A_025EA,B20005A_026EA,B20005A_026MA,B20005A_027EA,B20005A_027MA,B20005A_028MA,B20005A_028EA,B20005A_029EA,B20005A_029MA,B20005A_030MA,B20005A_030EA,B20005A_031EA,B20005A_031MA,B20005A_032EA,B20005A_032MA,B20005A_033MA,B20005A_033EA,B20005A_034EA,B20005A_034MA,B20005A_035MA,B20005A_035EA,B20005A_036EA,B20005A_036MA,B20005A_037EA,B20005A_037MA,B20005A_038EA,B20005A_038MA,B20005A_039EA,B20005A_039MA,B20005A_040EA,B20005A_040MA,B20005A_041MA,B20005A_041EA,B20005A_042EA,B20005A_042MA,B20005A_043EA,B20005A_043MA,B20005A_044EA,B20005A_044MA,B20005A_045EA,B20005A_045MA,B20005A_046EA,B20005A_046MA,B20005A_047MA,B20005A_047EA,B20005A_048EA,B20005A_048MA,B20005A_049EA,B20005A_049MA,B20005A_050MA,B20005A_050EA,B20005A_051MA,B20005A_051EA,B20005A_052EA,B20005A_052MA,B20005A_053MA,B20005A_053EA,B20005A_054EA,B20005A_054MA,B20005A_055EA,B20005A_055MA,B20005A_056MA,B20005A_056EA,B20005A_057EA,B20005A_057MA,B20005A_058EA,B20005A_058MA,B20005A_059MA,B20005A_059EA,B20005A_060EA,B20005A_060MA,B20005A_061EA,B20005A_061MA,B20005A_062MA,B20005A_062EA,B20005A_063EA,B20005A_063MA,B20005A_064MA,B20005A_064EA,B20005A_065MA,B20005A_065EA,B20005A_066EA,B20005A_066MA,B20005A_067EA,B20005A_067MA,B20005A_068MA,B20005A_068EA,B20005A_069EA,B20005A_069MA,B20005A_070EA,B20005A_070MA,B20005A_071MA,B20005A_071EA,B20005A_072MA,B20005A_072EA,B20005A_073EA,B20005A_073MA,B20005A_074EA,B20005A_074MA,B20005A_075MA,B20005A_075EA,B20005A_076EA,B20005A_076MA,B20005A_077EA,B20005A_077MA,B20005A_078MA,B20005A_078EA,B20005A_079EA,B20005A_079MA,B20005A_080MA,B20005A_080EA,B20005A_081EA,B20005A_081MA,B20005A_082EA,B20005A_082MA,B20005A_083EA,B20005A_083MA,B20005A_084EA,B20005A_084MA,B20005A_085MA,B20005A_085EA,B20005A_086EA,B20005A_086MA,B20005A_087EA,B20005A_087MA,B20005A_088MA,B20005A_088EA,B20005A_089EA,B20005A_089MA,B20005A_090MA,B20005A_090EA,B20005A_091EA,B20005A_091MA,B20005A_092EA,B20005A_092MA,B20005A_093MA,B20005A_093EA,B20005A_094EA,B20005A_094MA,B20005A_095EA,B20005A_095MA,state
0400000US01,2691915,5736,1309021,3860,616357,8872,54,89,616303,8867,1947,721,1536,751,3659,1005,4258,1241,13158,2182,11599,2284,17637,2375,13814,2218,29178,3098,16836,2290,42548,3466,50227,4082,45843,3385,47312,3664,34499,3313,46056,3673,53041,3936,43067,3692,60421,3860,79667,3939,692664,9848,405579,8255,287085,8623,46342,3809,32006,2895,28030,2991,20883,2171,31728,3182,15038,2037,15375,2315,9516,1665,17499,2588,5378,1156,12330,1997,11409,1758,6418,1247,7359,1401,3523,1058,4957,1075,5336,1133,3264,1102,4841,1057,5853,1207,1382894,3243,424413,7744,31,55,424382,7745,495,241,1177,548,4642,1217,6487,1299,14333,1977,13494,1803,22569,2855,16893,2181,31588,2965,21791,2620,46407,3748,41482,3176,37855,3202,36193,3201,22962,2144,25686,2424,25066,2670,18446,2384,21826,2504,14990,1775,958481,7855,627604,8632,330877,7382,63841,3411,48305,3191,39660,3338,28608,2637,30467,2186,18831,2194,16768,2074,10157,1489,15162,1896,5720,1351,9545,1484,10915,1644,6120,1062,7076,1389,4555,969,5472,1042,4439,1157,1281,734,2217,649,1738,756,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,386647,2361,206373,2058,106642,4026,155,164,106487,4025,171,201,368,320,410,323,328,233,1830,628,284,223,1048,683,1091,525,3659,1196,2296,805,5492,1079,7175,1430,4175,1094,6298,1084,3900,977,6612,1237,13866,2260,11699,1893,16131,1829,19654,2343,99731,4111,34060,2280,65671,3479,6239,1089,6551,1363,4940,1193,2212,854,4377,844,1811,636,4107,961,1674,623,4254,1087,1328,623,3290,966,2197,880,1463,588,3091,1073,1865,691,3180,919,3250,1005,2028,757,3240,740,4574,1154,180274,1113,67936,3258,19,33,67917,3257,361,321,431,468,368,280,596,334,1598,563,1160,514,2415,957,1195,518,2098,665,1605,641,4217,819,5061,983,5404,1165,6932,1702,5468,1096,5618,1202,5903,970,4028,972,8110,1364,5349,1025,112338,3240,50781,3220,61557,2974,7963,1124,6016,1072,7054,1346,3807,900,6135,1228,3139,860,2697,843,2162,833,3880,910,1414,578,4065,993,2882,810,1973,640,1729,619,1349,526,1138,498,1587,502,761,434,1288,603,518,408,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4037242,17299,1991608,9382,873448,11750,170,170,873278,11738,1824,645,860,371,5727,1283,7892,1530,21774,3108,15432,2653,30668,3842,20066,2229,38922,3730,27081,2809,57092,4520,69485,3958,65338,4678,66831,5376,49392,3602,58440,4770,76809,4624,52850,4422,91625,5149,115170,4942,1118160,11231,654587,10178,463573,10523,72749,5493,48041,4094,51315,3687,37115,3262,46793,3743,20324,2726,23515,2777,13754,1984,24248,2978,10877,1989,21031,2454,20833,2312,13576,2028,10929,1628,5986,1341,7271,1302,8150,1425,5989,1223,8171,1862,12906,2132,2045634,9944,641118,12217,61,102,641057,12207,1452,576,1025,525,5849,1450,6430,1353,16538,2479,14498,2182,26007,2896,18563,2308,41333,3287,26603,3441,62848,4002,70909,5239,60692,3558,56949,3925,36071,3416,38755,3378,48416,3833,30052,2786,44397,3376,33670,3009,1404516,15174,893362,11544,511154,11269,86354,5477,60057,4434,58535,3602,43776,3501,56200,3531,26112,3464,33741,3604,14823,1911,24346,2891,9760,1391,19769,2467,16848,1986,15202,2442,11047,1966,7609,1406,7156,1169,8354,1627,4092,1015,3732,1135,3641,985,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1836353,5307,895851,3948,410068,6414,15,24,410053,6415,1181,550,591,364,3706,1040,2954,916,10066,2008,6511,1561,16262,2110,12585,2102,23379,2633,13290,1514,34386,3114,39931,3161,34027,2903,36801,3537,25308,2872,26579,2598,30968,3175,24723,2440,30786,2704,36019,2770,485783,6891,288299,5702,197484,6227,35667,3372,26037,2965,20285,2227,14328,2129,20603,2288,8916,1838,9185,1655,4676,1115,9278,1596,4680,1237,10136,1749,7762,1582,4823,1163,4478,1209,2261,709,3538,1214,2670,739,1849,668,2967,911,3345,806,940502,3309,303902,6196,0,273,303902,6196,526,276,809,379,2503,919,4470,1049,11425,1748,12519,2245,18252,2223,17292,2384,27376,2635,16910,2168,36775,2813,32826,2801,25108,2633,22259,2368,14988,1629,13801,1604,14882,1895,11908,1668,12079,1614,7194,1227,636600,6657,400230,6768,236370,6809,49877,3954,28861,2645,29888,2858,22150,2345,27395,2455,12506,1666,15385,2050,6841,1521,9290,1819,2975,876,6212,1309,6065,1080,4298,1104,3737,919,2935,810,1921,689,2674,675,921,351,1380,524,1059,422,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18613583,50227,9251674,30481,4110186,28014,148,140,4110038,28043,15578,5540,6889,1814,23705,2720,28126,3130,82865,6092,62979,5089,118828,6296,105381,5948,171244,7511,109439,6729,230260,9006,256884,9411,230018,8773,251633,9134,192722,7286,237789,8129,337945,9404,279011,8935,507576,12273,861166,13963,5141488,30363,2764882,23150,2376606,24549,317285,9295,218531,8725,219684,8586,171913,7415,226534,8368,110356,6307,147832,6550,74211,5165,129100,6493,54540,3808,112566,6228,105926,5445,69431,4569,68140,4138,40087,3217,48364,3591,59134,3742,44290,3525,67241,4135,91441,4555,9361909,24740,2768740,26241,433,350,2768307,26297,8819,1464,7198,1024,23861,2488,23892,2674,74148,5028,54961,4936,93427,6014,86918,4313,140563,6558,89693,5650,192974,8509,224968,9027,207265,6761,205159,7983,162285,7018,174241,7298,234560,8153,189834,6867,280165,8714,293376,8113,6593169,32158,3984280,27091,2608889,28704,394270,11331,268419,9388,266803,8733,209741,8390,273943,8665,130959,6921,145084,6290,80296,4823,130253,5069,61880,3803,116114,5634,108612,4796,62559,4576,58669,4907,39743,3143,44908,3272,58543,3450,46511,3735,68652,4122,42930,3655,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3364747,11229,1669696,6486,841891,9476,0,279,841891,9476,3970,1064,1605,445,4530,934,5404,1227,19496,2593,7732,1521,16928,2670,15000,1974,26842,2754,19313,2155,48883,4385,63211,5334,57289,3547,57917,3894,46441,3960,58038,4118,75070,4047,66409,4042,102596,4663,145217,5116,827805,10853,374116,8192,453689,8243,71755,4218,53244,3847,47210,3648,29436,2992,41925,3430,18585,2378,24626,2746,13469,1626,23576,2460,9253,1782,21692,2316,21178,2166,11727,1897,13084,1798,7948,1413,8799,1409,7666,1408,6642,1471,9294,1476,12580,1669,1695051,6516,613199,9307,0,279,613199,9307,1572,652,1165,509,5437,1263,6548,1342,17725,2101,9998,1653,20187,2363,15670,2317,29948,2808,19819,2343,51078,3841,63321,3609,53473,3681,51274,3711,40153,3157,41136,2927,50245,3427,40871,2943,52214,3696,41365,3075,1081852,11253,570360,9962,511492,9003,88150,4229,58303,3781,56945,3538,38011,2688,53818,3568,25376,2683,29557,3213,16242,2072,27327,2905,10935,1691,26946,2553,19657,1665,11986,1657,10356,1479,7030,1159,6695,1247,8326,1399,5345,1199,6042,1123,4445,938,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2291661,8007,1101074,4705,548344,8051,74,123,548270,8052,907,356,339,230,2973,902,2316,799,5208,1318,2752,804,6783,1713,5412,1347,14016,2059,5865,1167,22115,2624,27329,2446,26370,2807,32075,2867,29179,2509,40691,3030,57234,3353,48217,3754,80429,4497,138060,4607,552730,7605,276068,6248,276662,7079,45590,3037,30283,2795,26739,2451,16643,2247,24085,2524,7269,1195,13556,1711,7299,1278,11824,1765,5103,1019,12390,1840,13727,2056,8329,1504,7745,1479,5650,1003,9181,1292,6811,1152,6051,1149,7332,1139,11055,1699,1190587,4397,399842,6744,107,126,399735,6708,929,391,757,416,3185,901,1610,623,4884,1283,3879,998,8196,1658,7051,1149,14048,1879,8818,1693,25987,2505,33387,2733,31043,2885,35710,2551,26940,3052,31302,2671,38920,2825,34497,2584,47803,3248,40789,3219,790745,7132,431832,6509,358913,7406,55614,3382,36553,3028,37372,2501,23869,2623,34070,2767,14588,1919,18971,1942,12596,1496,18673,2170,8649,1363,19105,2194,16035,1890,8353,1343,10468,1433,6131,1044,9080,1482,8219,1304,7311,1121,8260,1202,4996,996,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,524872,3262,253115,1918,117450,4061,0,265,117450,4061,138,144,168,200,539,389,281,231,1695,569,1454,616,3825,1233,1598,690,3040,837,2945,762,6387,1203,9662,1609,7845,1463,9391,1654,7487,1631,8396,1392,10347,1691,10181,1585,13246,1811,18825,1950,135665,3778,77161,2980,58504,3414,10300,1517,6530,1383,5154,1187,3560,907,4944,1030,3080,831,2358,766,1873,640,3058,961,1097,535,2566,1196,2723,899,1726,721,1432,559,1030,439,1370,725,1625,535,803,357,1607,712,1668,616,271757,2047,98321,3884,0,265,98321,3884,90,112,442,453,541,338,864,452,2121,730,2202,917,2805,936,2741,915,5077,1188,2480,727,8904,1354,9798,1711,9666,1405,9233,1499,5332,1119,7347,1422,7898,1325,8077,1734,7452,1230,5251,1054,173436,4348,104969,4347,68467,3149,10449,1451,9986,1495,7620,1294,6504,1117,7558,1527,2603,635,2953,833,2943,1041,2864,899,1046,406,2372,780,2228,649,2006,646,1606,530,910,434,988,370,2009,555,429,242,844,400,549,287,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,220004,2945,108582,1711,67097,2543,0,292,67097,2543,70,114,71,117,155,182,129,125,359,288,85,105,471,381,117,125,1735,659,1441,756,1437,767,3018,1114,1873,754,3461,898,4096,1326,2991,1063,4653,961,4752,987,10816,1452,25367,1897,41485,2521,17382,1815,24103,2194,4346,1169,2477,913,1256,482,539,361,1028,447,1048,598,971,544,763,451,782,408,382,254,1598,615,1908,690,848,592,658,343,953,821,919,507,718,317,267,236,1132,477,1510,501,111422,1659,54088,2580,0,292,54088,2580,0,292,438,531,43,69,345,355,573,422,508,416,971,783,391,454,287,227,712,405,769,396,3086,929,2971,952,3281,701,3238,886,3475,903,5475,1076,4669,1162,7419,1112,15437,1697,57334,2817,26759,2241,30575,2572,5608,1315,2695,769,4143,1135,1112,460,2446,960,877,500,876,414,749,393,1427,560,219,185,1516,673,1298,456,1006,609,1232,840,439,304,498,299,989,392,934,423,968,534,1543,651,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12031378,24542,5842857,15064,2443969,21331,355,269,2443614,21343,6020,1404,5227,1611,19822,2617,22705,2913,61672,5392,40797,3784,91045,6344,63206,4877,140744,7051,72679,3881,190791,8504,208758,7372,170658,8503,184614,6963,128860,5741,170304,7799,192753,6755,141046,5913,221737,6902,310176,9144,3398888,22979,2100454,17207,1298434,17746,189358,7444,137833,5920,144689,7362,97866,5742,149206,6708,63986,4521,83111,5352,41878,4334,67146,5190,29456,3207,57385,4334,50627,3965,32684,3212,30130,3421,18904,2633,19779,2025,17609,1783,10891,1808,20015,1862,35881,3061,6188521,12928,1922479,17230,259,206,1922220,17205,4163,1055,6231,1370,19592,2815,19158,2587,60904,5144,49814,4264,101041,6936,70782,4895,130764,6322,83253,5222,201932,8617,203775,7925,179486,8416,163697,6990,105824,5864,114664,6212,133549,5706,80291,4909,101448,5473,91852,4710,4266042,21167,2846723,21151,1419319,18914,225646,6636,158454,7051,163403,8542,124359,6596,175449,7799,73854,4468,90744,4801,52858,4377,62456,4628,31084,2900,57930,3647,47437,3916,34873,3325,31436,2870,18923,2380,20205,2684,18424,1942,10180,1470,12242,1681,9362,1618,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
