GEO_ID,B25045_001E,B25045_001M,B25045_002E,B25045_002M,B25045_003E,B25045_003M,B25045_004E,B25045_004M,B25045_005E,B25045_005M,B25045_006E,B25045_006M,B25045_007E,B25045_007M,B25045_008E,B25045_008M,B25045_009E,B25045_009M,B25045_010E,B25045_010M,B25045_011E,B25045_011M,B25045_012E,B25045_012M,B25045_013E,B25045_013M,B25045_014E,B25045_014M,B25045_015E,B25045_015M,B25045_016E,B25045_016M,B25045_017E,B25045_017M,B25045_018E,B25045_018M,B25045_019E,B25045_019M,NAME,B25045_001MA,B25045_001EA,B25045_002EA,B25045_002MA,B25045_003EA,B25045_003MA,B25045_004EA,B25045_004MA,B25045_005EA,B25045_005MA,B25045_006EA,B25045_006MA,B25045_007MA,B25045_007EA,B25045_008MA,B25045_008EA,B25045_009EA,B25045_009MA,B25045_010EA,B25045_010MA,B25045_011EA,B25045_011MA,B25045_012MA,B25045_012EA,B25045_013MA,B25045_013EA,B25045_014EA,B25045_014MA,B25045_015EA,B25045_015MA,B25045_016EA,B25045_016MA,B25045_017EA,B25045_017MA,B25045_018MA,B25045_018EA,B25045_019MA,B25045_019EA,state
0400000US01,1815152,10938,1272846,12811,39869,2560,1760,725,17440,1838,20669,1932,1232977,12739,144024,5365,755268,9500,333685,5466,542306,10228,79742,4317,18837,2502,38831,3423,22074,2118,462564,9986,185896,6782,231463,6437,45205,3055,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,254610,2804,162785,3878,9735,1249,1029,385,5513,820,3193,635,153050,3649,19256,2146,111091,2788,22703,1227,91825,3849,16753,1987,4470,939,8955,1625,3328,823,75072,3876,34292,2387,37749,2863,3031,840,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2334050,12895,1522938,13309,41966,3409,3506,858,17828,1976,20632,2504,1480972,12959,172103,5657,885657,12177,423212,5916,811112,13574,118200,5523,34961,3420,55481,4181,27758,2680,692912,12683,281651,7795,348781,9271,62480,3973,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1114902,8104,751568,9191,20492,1855,1379,580,8159,1177,10954,1664,731076,9144,88380,4434,436858,6509,205838,4344,363334,8761,53697,3841,13623,2365,25359,2622,14715,1748,309637,8924,123558,5638,153897,6776,32182,2364,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12406475,16820,6903175,27402,187617,6220,11121,1498,65176,4057,111320,4641,6715558,27029,588454,11030,4426122,23736,1700982,14514,5503300,25377,781483,12846,189212,7428,343920,9261,248351,7298,4721817,25479,1684484,17393,2637017,19939,400316,8395,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1960585,9151,1292792,11248,26533,2498,2427,782,12501,1813,11605,1382,1266259,11252,163776,5721,836913,9336,265570,4282,667793,12023,87492,5102,23252,2879,38917,2960,25323,2495,580301,11758,265810,8415,270452,8290,44039,2735,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1358809,7109,923617,8286,24559,2266,1036,425,7963,1106,15560,2070,899058,8286,76337,3774,601667,6601,221054,3797,435192,8295,98565,5018,25317,2633,43672,3117,29576,2788,336627,7840,118399,5311,174081,6354,44147,3025,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,328765,4178,239884,4113,7163,1127,543,355,2102,548,4518,996,232721,4067,23019,1895,148625,3932,61077,1956,88881,3899,14616,1971,4070,1050,6281,1413,4265,924,74265,3672,31389,2793,35039,2849,7837,1128,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,252388,3730,107193,3924,14984,1772,2424,835,7206,1356,5354,790,92209,3433,11489,1529,57230,3054,23490,1551,145195,4932,73406,3748,27777,2665,32777,2841,12852,1293,71789,4139,31730,2726,33630,2641,6429,1188,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7035068,25739,4794130,25332,166145,7118,5254,1145,53307,3662,107584,5784,4627985,25767,368714,10593,2737630,22421,1521641,13546,2240938,20709,322989,9399,71726,4794,140263,6981,111000,5639,1917949,19839,685861,12108,1030900,16097,201188,5397,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3482420,15694,2304165,17073,55456,3301,3859,1164,25075,2106,26522,2645,2248709,16997,265507,7104,1496414,13666,486788,6334,1178255,14458,178653,8017,49447,4103,87277,5521,41929,3758,999602,14256,407749,9032,517439,12061,74414,4129,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,445812,4223,258533,5422,11561,1495,245,216,4276,1058,7040,997,246972,4970,16681,2039,156014,4733,74277,2664,187279,5414,28164,2704,5757,1279,11433,1675,10974,1521,159115,4614,54841,3245,87716,3572,16558,1867,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,576709,5739,401532,6302,9151,1464,761,427,3825,883,4565,1045,392381,6289,58953,3238,236674,5038,96754,2694,175177,5242,17874,2269,4088,1105,7415,1300,6371,1289,157303,5177,72315,4214,71388,4227,13600,1517,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4752857,13579,3219338,16289,120195,4087,10840,1505,43935,2858,65420,3048,3099143,15605,361738,8557,2002959,14027,734446,7580,1533519,13202,380163,8321,117648,5884,166682,6436,95833,4234,1153356,13457,464957,9664,577675,10469,110724,4558,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2470905,11185,1736751,11947,46804,3193,5061,938,20151,2064,21592,1853,1689947,11992,213126,6132,1062473,9242,414348,5553,734154,9897,110214,5504,28583,2483,50593,3848,31038,2637,623940,10002,264991,6454,292397,7809,66552,3321,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1223439,6610,885284,8254,19061,1656,1851,551,7224,1038,9986,1142,866223,8107,122049,4611,523457,5659,220717,3205,338155,6728,51826,3714,12985,2452,19530,2182,19311,2090,286329,6132,130614,4834,119402,4455,36313,2219,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
