GEO_ID,C25079_001E,C25079_001M,C25079_002E,C25079_002M,C25079_003E,C25079_003M,NAME,C25079_001MA,C25079_001EA,C25079_002MA,C25079_002EA,C25079_003MA,C25079_003EA,state
0400000US01,201483505600,3146081403,149533237500,2768977865,51950268100,1686364525,Alabama,null,null,null,null,null,null,01
0400000US02,41481764900,1436308895,35361773000,1359397345,6119991800,489550756,Alaska,null,null,null,null,null,null,02
0400000US04,333134547300,5434309226,237827113400,4968777951,95307433900,2885269681,Arizona,null,null,null,null,null,null,04
0400000US05,102684492200,2849608109,75014024800,2557572072,27670467400,1145360694,Arkansas,null,null,null,null,null,null,05
0400000US06,3250360458500,19601447439,2370112933700,16765487188,880247524800,12012267921,California,null,null,null,null,null,null,06
0400000US08,379747860600,6980994099,303272424600,6624465862,76475436000,2596233197,Colorado,null,null,null,null,null,null,08
0400000US09,360764969100,8168800530,271923538100,7695449868,88841431000,2952840054,Connecticut,null,null,null,null,null,null,09
0400000US10,67441079100,2374018598,49104311000,2398101294,18336768100,1237182134,Delaware,null,null,null,null,null,null,10
0400000US11,63552283200,4112213621,44525289600,3371010958,19026993700,2492073473,District of Columbia,null,null,null,null,null,null,11
0400000US12,1069709737900,12491411257,718117516700,10082316100,351592221200,8098270014,Florida,null,null,null,null,null,null,12
0400000US13,451722610700,5375874203,357634497500,4690253476,94088113100,2240048244,Georgia,null,null,null,null,null,null,13
0400000US15,151438635200,5034712064,100570849900,4549503542,50867785300,2732534395,Hawaii,null,null,null,null,null,null,15
0400000US16,81992212300,2460327548,60463622000,2023303006,21528590200,1606720932,Idaho,null,null,null,null,null,null,16
0400000US17,781427028600,8019879980,605989027900,7916697558,175438000700,3887874693,Illinois,null,null,null,null,null,null,17
0400000US18,260129304600,3105326930,202007254800,2932830353,58122049800,1241475769,Indiana,null,null,null,null,null,null,18
0400000US19,130506418900,2063324606,99910188000,1770059010,30596230900,1032378899,Iowa,null,null,null,null,null,null,19
0400000US20,114698624700,2215442139,88850936900,1904968115,25847687800,1240976676,Kansas,null,null,null,null,null,null,20
0400000US21,172846027400,3586163878,132849897000,3338862885,39996130300,1416262945,Kentucky,null,null,null,null,null,null,21
0400000US22,183044139600,3295318824,138473068500,2619825860,44571071100,1515000763,Louisiana,null,null,null,null,null,null,22
0400000US23,85077148700,2162804771,61365794200,1686637885,23711354400,1502180841,Maine,null,null,null,null,null,null,23
0400000US24,508706739500,5832579605,392002028800,5730538001,116704710700,3408764642,Maryland,null,null,null,null,null,null,24
0400000US25,608622730800,6678683656,457276901200,6122977079,151345829600,3857931281,Massachusetts,null,null,null,null,null,null,25
