GEO_ID,B27006_001E,B27006_001M,B27006_002E,B27006_002M,B27006_003E,B27006_003M,B27006_004E,B27006_004M,B27006_005E,B27006_005M,B27006_006E,B27006_006M,B27006_007E,B27006_007M,B27006_008E,B27006_008M,B27006_009E,B27006_009M,B27006_010E,B27006_010M,B27006_011E,B27006_011M,B27006_012E,B27006_012M,B27006_013E,B27006_013M,B27006_014E,B27006_014M,B27006_015E,B27006_015M,B27006_016E,B27006_016M,B27006_017E,B27006_017M,B27006_018E,B27006_018M,B27006_019E,B27006_019M,B27006_020E,B27006_020M,B27006_021E,B27006_021M,B27006_022E,B27006_022M,B27006_023E,B27006_023M,B27006_024E,B27006_024M,B27006_025E,B27006_025M,B27006_026E,B27006_026M,B27006_027E,B27006_027M,B27006_028E,B27006_028M,B27006_029E,B27006_029M,B27006_030E,B27006_030M,B27006_031E,B27006_031M,B27006_032E,B27006_032M,B27006_033E,B27006_033M,B27006_034E,B27006_034M,B27006_035E,B27006_035M,B27006_036E,B27006_036M,B27006_037E,B27006_037M,B27006_038E,B27006_038M,B27006_039E,B27006_039M,B27006_040E,B27006_040M,B27006_041E,B27006_041M,B27006_042E,B27006_042M,B27006_043E,B27006_043M,B27006_044E,B27006_044M,B27006_045E,B27006_045M,B27006_046E,B27006_046M,B27006_047E,B27006_047M,B27006_048E,B27006_048M,B27006_049E,B27006_049M,B27006_050E,B27006_050M,B27006_051E,B27006_051M,B27006_052E,B27006_052M,B27006_053E,B27006_053M,B27006_054E,B27006_054M,B27006_055E,B27006_055M,B27006_056E,B27006_056M,B27006_057E,B27006_057M,NAME,B27006_001EA,B27006_001MA,B27006_002EA,B27006_002MA,B27006_003EA,B27006_003MA,B27006_004EA,B27006_004MA,B27006_005MA,B27006_005EA,B27006_006EA,B27006_006MA,B27006_007EA,B27006_007MA,B27006_008EA,B27006_008MA,B27006_009EA,B27006_009MA,B27006_010MA,B27006_010EA,B27006_011EA,B27006_011MA,B27006_012EA,B27006_012MA,B27006_013EA,B27006_013MA,B27006_014EA,B27006_014MA,B27006_015MA,B27006_015EA,B27006_016EA,B27006_016MA,B27006_017EA,B27006_017MA,B27006_018MA,B27006_018EA,B27006_019EA,B27006_019MA,B27006_020EA,B27006_020MA,B27006_021EA,B27006_021MA,B27006_022EA,B27006_022MA,B27006_023EA,B27006_023MA,B27006_024EA,B27006_024MA,B27006_025EA,B27006_025MA,B27006_026MA,B27006_026EA,B27006_027EA,B27006_027MA,B27006_028MA,B27006_028EA,B27006_029EA,B27006_029MA,B27006_030EA,B27006_030MA,B27006_031MA,B27006_031EA,B27006_032EA,B27006_032MA,B27006_033MA,B27006_033EA,B27006_034EA,B27006_034MA,B27006_035EA,B27006_035MA,B27006_036EA,B27006_036MA,B27006_037EA,B27006_037MA,B27006_038MA,B27006_038EA,B27006_039MA,B27006_039EA,B27006_040EA,B27006_040MA,B27006_041EA,B27006_041MA,B27006_042EA,B27006_042MA,B27006_043MA,B27006_043EA,B27006_044MA,B27006_044EA,B27006_045EA,B27006_045MA,B27006_046EA,B27006_046MA,B27006_047EA,B27006_047MA,B27006_048MA,B27006_048EA,B27006_049MA,B27006_049EA,B27006_050EA,B27006_050MA,B27006_051EA,B27006_051MA,B27006_052EA,B27006_052MA,B27006_053EA,B27006_053MA,B27006_054MA,B27006_054EA,B27006_055EA,B27006_055MA,B27006_056MA,B27006_056EA,B27006_057EA,B27006_057MA,state
0400000US01,4702769,1669,2264282,5426,188286,3666,1384,654,186902,3798,392123,4605,2324,963,389799,4618,236302,3998,1405,585,234897,3905,276701,4038,5377,1408,271324,4266,292383,4241,13443,2173,278940,4841,327871,3597,22321,2353,305550,4167,278439,2068,37319,2790,241120,3222,167773,1670,163584,1744,4189,1006,104404,1650,103784,1586,620,365,2438487,5571,178951,3512,1800,761,177151,3383,374278,4155,2913,1313,371365,4339,242582,2992,1549,638,241033,3065,305380,3742,5593,1213,299787,3748,312342,3234,11416,1865,300926,3589,350702,2437,23554,2387,327148,3211,308834,1550,40348,2866,268486,3111,198107,1475,193616,1795,4491,1068,167311,1992,165732,2086,1579,709,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689249,1872,351120,2257,33667,1374,499,280,33168,1364,64400,2292,542,357,63858,2247,31899,1604,0,246,31899,1604,47996,1811,335,241,47661,1860,45510,1647,454,330,45056,1623,56100,1441,1566,694,54534,1496,46546,828,2090,595,44456,989,17286,721,15312,851,1974,650,7716,531,7534,578,182,204,338129,1869,30792,1532,222,193,30570,1540,59125,1729,246,174,58879,1732,33878,1226,414,508,33464,1370,47646,1232,466,329,47180,1253,44094,1124,1197,595,42897,1153,54924,1223,1212,436,53712,1190,40842,895,2691,751,38151,1037,16632,733,15978,651,654,413,10196,716,10004,686,192,188,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6310174,2001,3105385,4053,280992,4198,1129,607,279863,4277,554357,3998,2853,1288,551504,4094,311034,2932,1585,720,309449,2972,410783,3438,3931,1032,406852,3554,397024,2712,7570,1589,389454,2861,405281,2351,16000,2226,389281,2945,345382,1304,28803,2887,316579,2905,236711,1478,227397,2230,9314,1678,163821,1344,159824,1721,3997,1082,3204789,3753,266773,4076,1827,914,264946,4121,527809,3948,2543,978,525266,4053,301742,2276,886,445,300856,2287,419039,2229,4546,1228,414493,2688,403764,2259,6057,1229,397707,2675,427190,2282,17341,2061,409849,2628,383444,1067,29931,2473,353513,2684,262884,1449,252187,2297,10697,1832,212144,1791,208528,1996,3616,983,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2867611,1672,1395533,6537,123400,3855,431,345,122969,3827,236667,4150,878,457,235789,4178,141178,3650,1218,623,139960,3739,176009,4209,3676,1228,172333,4422,176951,3383,7239,1304,169712,3479,194640,2628,15291,2103,179349,3237,167002,1479,25284,2086,141718,2351,110609,1659,108229,1802,2380,742,69077,1312,68739,1352,338,223,1472078,6426,114999,2861,881,554,114118,2791,234308,3343,1027,654,233281,3424,143662,3459,1010,495,142652,3459,180206,3706,3087,1012,177119,3763,185609,2837,8067,1591,177542,2765,204804,2473,16342,1504,188462,3008,183372,1520,29359,2899,154013,3121,122305,1789,120170,1893,2135,720,102813,1833,102088,1903,725,576,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36815569,4634,18152479,9393,1561392,7583,14136,2545,1547256,7711,3187808,8503,24092,3167,3163716,9418,1955217,5842,12569,1956,1942648,6315,2598957,6290,23092,3184,2575865,6829,2529992,6352,41236,4160,2488756,6997,2548771,5249,77688,5552,2471083,6765,1945031,2998,138663,6291,1806368,6838,1048445,2855,963100,5803,85345,5056,776866,2601,755958,3257,20908,2210,18663090,7973,1485825,6604,10013,1717,1475812,6435,3053666,6254,21397,2818,3032269,6820,1877834,4146,12341,2088,1865493,4207,2591500,4970,21534,2410,2569966,5688,2573727,4032,36652,3162,2537075,4556,2633301,3387,78366,5074,2554935,5686,2095577,3072,151749,6554,1943828,6704,1221552,2250,1138409,4890,83143,4449,1130108,5102,1100256,5315,29852,2683,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4956873,2211,2462240,6565,211470,3516,1548,688,209922,3541,418369,3965,1869,840,416500,3882,238879,3036,1666,937,237213,2980,355392,3429,2121,895,353271,3482,343914,3236,6092,1290,337822,3596,360658,2825,12359,1648,348299,3358,293958,1614,16761,2033,277197,2862,146421,1406,140489,1589,5932,1217,93179,1394,91179,1561,2000,669,2494633,6292,201887,3482,956,536,200931,3542,394482,3430,1509,816,392973,3466,234438,2515,1217,654,233221,2669,347950,3192,2211,812,345739,3380,343257,2746,5181,1314,338076,2743,370437,2084,12044,1658,358393,2728,305647,1338,18648,1849,286999,2103,161686,1503,154237,1972,7449,1288,134849,1680,133149,1612,1700,579,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3519913,989,1704117,2239,122941,2309,450,326,122491,2392,293204,2575,753,506,292451,2578,159817,1219,508,325,159309,1272,201014,1967,3196,1120,197818,2151,230998,1889,5330,1558,225668,2317,275921,1397,8763,1776,267158,2227,212900,922,14550,1770,198350,2039,118138,1194,109887,1877,8251,1473,89184,946,87756,1065,1428,691,1815796,2076,119947,1900,508,369,119439,1940,278918,1811,903,586,278015,1890,158570,1138,966,499,157604,1179,210731,1611,1324,545,209407,1684,246441,1323,3798,930,242643,1714,293984,1363,10985,1719,282999,2125,229702,936,16979,1954,212723,1897,137034,1007,128600,1470,8434,1265,140469,1476,139065,1566,1404,532,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885232,820,426205,1636,33808,1245,312,263,33496,1295,71675,1300,87,106,71588,1297,45213,1107,248,215,44965,1145,51130,1188,916,496,50214,1290,53961,1172,1866,807,52095,1189,63102,1088,2828,741,60274,1288,51844,537,4161,915,47683,844,33638,645,32434,889,1204,713,21834,430,21702,444,132,120,459027,1568,33216,1216,423,449,32793,1203,67347,1258,221,217,67126,1246,45443,839,110,131,45333,807,55722,869,717,405,55005,938,60068,1086,1462,560,58606,1138,68267,1034,4050,1163,64217,1688,59019,642,5685,1266,53334,1313,38261,534,36981,919,1280,685,31684,603,31482,633,202,154,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594282,401,278370,1152,19737,841,0,292,19737,841,31482,1086,279,301,31203,1123,37037,748,310,245,36727,759,58359,713,452,511,57907,946,39492,482,226,221,39266,548,36965,472,1979,895,34986,1058,28562,707,2734,861,25828,1086,16043,328,14390,566,1653,452,10693,299,9892,493,801,481,315912,1126,18119,842,293,252,17826,881,31652,1067,314,275,31338,1100,47566,165,257,335,47309,372,66057,135,362,382,65695,400,40470,649,962,494,39508,865,37367,444,1544,574,35823,743,34300,418,2855,874,31445,925,20849,634,18580,919,2269,805,19532,939,18668,978,864,382,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18534081,4456,8979510,7602,656093,6433,4405,1307,651688,6483,1384332,6378,9056,2099,1375276,6454,858468,6021,5646,1524,852822,6358,1081604,6473,10915,2228,1070689,6522,1160503,5173,24676,2857,1135827,5317,1306011,3636,53002,4082,1253009,4952,1096600,3232,103904,5407,992696,5345,803499,3244,758201,4799,45298,3670,632400,2822,621015,3632,11385,1723,9554571,6409,631346,6717,3979,1364,627367,6596,1318476,7586,8581,2433,1309895,7549,854559,4148,4341,1348,850218,4254,1118472,5184,12824,2345,1105648,5482,1224525,5011,23663,2789,1200862,5752,1394513,3995,58279,4147,1336234,5097,1240024,2596,114662,5882,1125362,6182,920438,2950,875153,3976,45285,3322,852218,3159,834868,3786,17350,2742,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
