GEO_ID,C23002I_001E,C23002I_001M,C23002I_002E,C23002I_002M,C23002I_003E,C23002I_003M,C23002I_004E,C23002I_004M,C23002I_005E,C23002I_005M,C23002I_006E,C23002I_006M,C23002I_007E,C23002I_007M,C23002I_008E,C23002I_008M,C23002I_009E,C23002I_009M,C23002I_010E,C23002I_010M,C23002I_011E,C23002I_011M,C23002I_012E,C23002I_012M,C23002I_013E,C23002I_013M,C23002I_014E,C23002I_014M,C23002I_015E,C23002I_015M,C23002I_016E,C23002I_016M,C23002I_017E,C23002I_017M,C23002I_018E,C23002I_018M,C23002I_019E,C23002I_019M,C23002I_020E,C23002I_020M,C23002I_021E,C23002I_021M,C23002I_022E,C23002I_022M,C23002I_023E,C23002I_023M,C23002I_024E,C23002I_024M,C23002I_025E,C23002I_025M,C23002I_026E,C23002I_026M,C23002I_027E,C23002I_027M,NAME,C23002I_001MA,C23002I_001EA,C23002I_002MA,C23002I_002EA,C23002I_003MA,C23002I_003EA,C23002I_004MA,C23002I_004EA,C23002I_005EA,C23002I_005MA,C23002I_006EA,C23002I_006MA,C23002I_007EA,C23002I_007MA,C23002I_008MA,C23002I_008EA,C23002I_009MA,C23002I_009EA,C23002I_010EA,C23002I_010MA,C23002I_011EA,C23002I_011MA,C23002I_012EA,C23002I_012MA,C23002I_013MA,C23002I_013EA,C23002I_014MA,C23002I_014EA,C23002I_015MA,C23002I_015EA,C23002I_016EA,C23002I_016MA,C23002I_017EA,C23002I_017MA,C23002I_018MA,C23002I_018EA,C23002I_019MA,C23002I_019EA,C23002I_020MA,C23002I_020EA,C23002I_021EA,C23002I_021MA,C23002I_022EA,C23002I_022MA,C23002I_023MA,C23002I_023EA,C23002I_024MA,C23002I_024EA,C23002I_025MA,C23002I_025EA,C23002I_026MA,C23002I_026EA,C23002I_027EA,C23002I_027MA,state
0400000US16,110926,988,59011,1149,56256,1205,43404,1860,469,463,42935,1893,37121,1825,5814,1266,12852,1579,2755,614,846,408,846,408,0,267,1909,463,51915,1299,48294,1467,32097,1824,0,267,32097,1824,28835,1788,3262,1030,16197,1797,3621,676,371,296,339,276,32,61,3250,757,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1386978,3373,716878,2751,679556,2677,564690,5687,564,365,564126,5694,491424,7127,72702,4598,114866,5360,37322,744,8319,1305,7075,1322,1244,645,29003,1367,670100,2703,623308,2672,406473,5962,90,106,406383,5952,350803,7444,55580,3983,216835,6023,46792,878,4995,936,4370,905,625,317,41797,1284,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,249353,1840,133431,1863,127760,1942,103365,2791,51,98,103314,2791,90038,2942,13276,1805,24395,2718,5671,797,1167,418,1125,412,42,71,4504,772,115922,1826,109118,1813,66846,2708,0,267,66846,2708,56543,2785,10303,1846,42272,2343,6804,884,1156,435,1124,445,32,50,5648,908,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,96076,1635,50478,1650,48914,1546,40626,1742,40,69,40586,1732,36201,1954,4385,1306,8288,1334,1564,477,540,288,529,282,11,33,1024,476,45598,1495,43798,1784,29120,1697,0,228,29120,1697,25435,1648,3685,977,14678,1932,1800,620,289,211,279,207,10,34,1511,567,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,190313,1477,100126,1729,95776,1762,78373,2015,1123,513,77250,2169,69683,2287,7567,1533,17403,2007,4350,1063,680,355,406,243,274,240,3670,992,90187,1575,84790,1611,57439,2797,102,166,57337,2822,50290,2966,7047,1551,27351,2500,5397,609,440,301,440,301,0,248,4957,623,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,85599,2955,49742,2974,47940,2791,41063,2521,3715,1265,37348,2326,31869,2473,5479,1392,6877,1482,1802,839,147,139,147,139,0,271,1655,818,35857,2074,34307,2045,22110,2194,901,945,21209,2030,18603,1998,2606,832,12197,1768,1550,448,136,136,14,25,122,133,1414,436,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,145515,2045,83196,2109,77267,2072,66386,2328,1904,845,64482,2399,58895,2755,5587,1351,10881,1578,5929,868,1996,609,1933,607,63,109,3933,784,62319,1656,55127,1701,34505,2131,361,265,34144,2075,30466,2039,3678,1039,20622,2140,7192,808,919,474,903,466,16,29,6273,916,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,11147,857,6061,745,5641,716,3973,782,40,75,3933,795,3010,698,923,413,1668,686,420,246,163,163,87,109,76,122,257,174,5086,713,4451,647,3493,593,0,230,3493,593,3060,665,433,323,958,426,635,297,10,24,10,24,0,230,625,296,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,338702,1418,179751,1527,172690,1603,154124,1954,1947,706,152177,1986,141482,2489,10695,1783,18566,2139,7061,734,2949,670,2599,678,350,317,4112,741,158951,1338,149884,1450,109951,2966,252,215,109699,2961,98515,2912,11184,2144,39933,2929,9067,613,1128,509,1034,485,94,154,7939,801,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,442668,1873,213211,1516,202616,1464,151774,3643,81,101,151693,3642,126425,3738,25268,2877,50842,3485,10595,482,1724,543,1331,538,393,385,8871,645,229457,1593,213013,1745,136540,4004,235,287,136305,3996,113574,4265,22731,2556,76473,4142,16444,604,1998,892,1680,819,318,297,14446,959,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,282981,1916,145654,1569,136143,1778,106788,2167,247,229,106541,2209,86677,2968,19864,2361,29355,2245,9511,869,928,404,720,353,208,184,8583,899,137327,1621,126676,1817,82560,2846,0,244,82560,2846,69727,3124,12833,1812,44116,2650,10651,854,1178,500,957,485,221,218,9473,1005,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,156493,1443,82910,1252,80268,1295,67822,1884,0,211,67822,1884,59955,2197,7867,1412,12446,1786,2642,516,699,363,699,363,0,211,1943,480,73583,1574,70238,1610,48498,2029,0,211,48498,2029,43247,2050,5251,1072,21740,1782,3345,719,444,291,366,236,78,160,2901,673,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,50864,2624,30588,1863,29482,1820,22786,2144,662,498,22124,2129,18643,1797,3481,1594,6696,1269,1106,407,540,243,540,243,0,287,566,318,20276,1757,19020,1776,9908,1872,1031,904,8877,1536,7985,1469,892,556,9112,1614,1256,591,102,136,102,136,0,287,1154,533,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,141643,1647,71891,1984,67508,1812,56379,2077,2160,903,54219,2191,49545,2084,4674,1113,11129,1912,4383,801,1045,565,837,484,208,210,3338,721,69752,2030,64478,2037,43608,2640,937,405,42671,2640,38013,2610,4658,1188,20870,2321,5274,891,562,373,467,306,95,153,4712,806,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,18690,873,9773,1089,9298,1071,6465,822,51,86,6414,833,5157,806,1257,552,2833,778,475,245,24,43,24,43,0,237,451,247,8917,881,8045,918,6002,777,116,174,5886,788,5008,732,878,389,2043,686,872,397,0,237,0,237,0,237,872,397,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,104336,1274,55059,1152,52875,1081,44604,1235,180,220,44424,1290,38784,1628,5640,1171,8271,1240,2184,489,348,224,348,224,0,228,1836,458,49277,1205,46699,1165,33480,1943,128,207,33352,1947,30203,1944,3149,877,13219,1572,2578,622,199,214,132,187,67,111,2379,593,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,484431,1578,248593,1545,235560,1583,198511,2640,997,615,197514,2658,164644,3454,32870,3085,37049,2973,13033,506,4013,890,3203,816,810,543,9020,1020,235838,1436,220177,1440,148819,3771,53,86,148766,3768,128969,4315,19797,2716,71358,3628,15661,460,2153,859,2019,865,134,133,13508,959,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,24852,715,11397,794,10357,647,8133,915,0,257,8133,915,7814,946,319,334,2224,910,1040,419,487,395,431,394,56,96,553,306,13455,947,12260,1202,7674,988,0,257,7674,988,6469,1084,1205,582,4586,1046,1195,524,231,337,76,123,155,316,964,406,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1151622,2234,577354,1920,537287,2148,438265,4878,546,315,437719,4892,381910,5929,55809,4268,99022,5110,40067,761,12049,1455,11101,1410,948,561,28018,1507,574268,1714,518285,1902,353753,6543,335,305,353418,6534,309836,6828,43582,4235,164532,6825,55983,681,5699,1200,4937,1208,762,288,50284,1283,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,688049,2070,337658,1536,299073,1678,221869,3937,959,462,220910,3969,194009,4540,26901,3031,77204,4250,38585,578,7682,1199,6652,1179,1030,468,30903,1468,350391,1626,302518,1695,193814,4837,339,156,193475,4820,173501,4432,19974,2224,108704,4832,47873,603,4567,769,4423,762,144,128,43306,919,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2571164,3756,1252041,3018,1153779,3051,887106,7856,3517,1033,883589,8003,779696,9243,103893,5017,266673,8006,98262,889,16867,1862,15657,1900,1210,564,81395,2116,1319123,3114,1165792,3159,738839,8820,153,229,738686,8805,641576,10844,97110,6207,426953,8989,153331,910,14988,2058,14016,1909,972,512,138343,2187,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,518720,3218,281973,3498,274672,3386,241768,4149,9098,1211,232670,4210,202308,4533,30362,3396,32904,3396,7301,1258,2871,752,1864,619,1007,533,4430,991,236747,2920,227645,2887,134900,5373,1286,645,133614,5387,111243,5522,22371,2722,92745,4956,9102,1051,759,354,482,280,277,215,8343,1038,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8563,857,4362,766,4039,704,3112,684,388,275,2724,642,2500,688,224,242,927,316,323,248,74,137,74,137,0,211,249,218,4201,640,3794,625,2378,649,227,179,2151,613,1810,553,341,271,1416,481,407,265,204,227,204,227,0,211,203,131,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,231674,2286,117518,2189,110817,2100,86993,2973,430,315,86563,2998,74100,3225,12463,1810,23824,2556,6701,1216,1200,460,954,398,246,208,5501,1153,114156,2298,104926,2252,66996,3085,510,652,66486,3096,57874,3046,8612,1273,37930,2682,9230,973,1206,495,1113,480,93,127,8024,905,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,210490,1941,111574,1756,107132,1795,90378,2129,1277,550,89101,2246,82838,2649,6263,1328,16754,1755,4442,565,1388,511,1307,534,81,115,3054,610,98916,1545,94621,1586,59574,2933,661,400,58913,2944,52854,3071,6059,1305,35047,2770,4295,418,740,357,740,357,0,253,3555,514,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,288901,1597,152766,1755,147125,1893,120590,2567,108,171,120482,2577,104495,2993,15987,2329,26535,2526,5641,845,1658,571,1463,566,195,183,3983,894,136135,1585,128899,1744,84127,3161,0,277,84127,3161,73340,3540,10787,2029,44772,3650,7236,938,1514,709,1474,692,40,52,5722,829,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,488152,2220,249323,2232,237237,2049,171394,4641,205,288,171189,4607,142961,4125,28228,3206,65843,4349,12086,823,1642,579,1642,579,0,246,10444,1003,238829,1980,222000,2104,134845,4022,0,246,134845,4022,110296,4338,24549,2713,87155,4081,16829,1059,1999,538,1826,503,173,173,14830,1048,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,91077,755,44218,806,41752,688,31218,1569,121,134,31097,1591,24965,1965,6132,1461,10534,1630,2466,398,168,198,168,198,0,291,2298,388,46859,649,43498,732,28939,1833,0,291,28939,1833,25280,1985,3659,955,14559,1683,3361,323,151,177,151,177,0,291,3210,335,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,155279,1838,90181,1827,87906,1692,75590,1946,2922,778,72668,2333,65232,2705,7436,1750,12316,1648,2275,574,509,305,410,272,99,149,1766,518,65098,1524,61188,1784,38285,2310,1027,452,37258,2421,31284,2575,5974,1390,22903,2338,3910,740,302,220,302,220,0,296,3608,707,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,13094,1194,7326,932,6852,803,5407,750,374,287,5033,839,4522,845,511,334,1445,475,474,432,0,223,0,223,0,223,474,432,5768,867,5400,846,3982,837,33,45,3949,834,3889,832,60,70,1418,539,368,331,0,223,0,223,0,223,368,331,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,189175,2724,104950,2655,101487,2730,88611,2754,256,256,88355,2745,81544,3258,6811,1521,12876,1686,3463,905,1251,517,1251,517,0,287,2212,782,84225,2491,79465,2468,47127,2986,70,117,47057,3003,41338,3006,5719,1224,32338,2742,4760,1071,364,289,364,289,0,287,4396,1042,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6531700,6803,3268854,5190,3039568,5580,2419123,11459,13689,2904,2405434,11449,2186270,13016,219164,8292,620445,11694,229286,1897,46120,2977,42285,3055,3835,875,183166,2768,3262846,5124,2953401,5594,1822685,15502,2920,911,1819765,15474,1635682,16326,184083,7794,1130716,16335,309445,1517,31066,2422,29375,2353,1691,648,278379,2950,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,230470,975,120004,983,115173,1186,96520,1734,266,290,96254,1776,81951,2253,14303,2007,18653,1914,4831,640,1984,794,1681,696,303,281,2847,557,110466,817,104862,980,71357,2793,203,210,71154,2848,61106,3023,10048,1821,33505,2712,5604,555,640,424,640,424,0,267,4964,706,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7600,867,3806,767,3451,765,2561,650,0,211,2561,650,2183,654,378,217,890,382,355,317,121,197,121,197,0,211,234,255,3794,598,3572,588,2383,538,0,211,2383,538,2071,534,312,283,1189,416,222,177,0,211,0,211,0,211,222,177,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,445311,3017,232808,3026,225422,3065,198591,3069,9594,1605,188997,3553,174237,4038,14760,2400,26831,3031,7386,829,3104,658,2995,644,109,178,4282,700,212503,2582,201593,2496,149497,4118,2150,972,147347,3999,134057,3795,13290,2022,52096,3951,10910,1016,1809,614,1809,614,0,287,9101,1129,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
