GEO_ID,C23001_001E,C23001_001M,C23001_002E,C23001_002M,C23001_003E,C23001_003M,C23001_004E,C23001_004M,C23001_005E,C23001_005M,C23001_006E,C23001_006M,C23001_007E,C23001_007M,C23001_008E,C23001_008M,C23001_009E,C23001_009M,C23001_010E,C23001_010M,C23001_011E,C23001_011M,C23001_012E,C23001_012M,C23001_013E,C23001_013M,C23001_014E,C23001_014M,C23001_015E,C23001_015M,C23001_016E,C23001_016M,C23001_017E,C23001_017M,C23001_018E,C23001_018M,C23001_019E,C23001_019M,C23001_020E,C23001_020M,C23001_021E,C23001_021M,C23001_022E,C23001_022M,C23001_023E,C23001_023M,C23001_024E,C23001_024M,C23001_025E,C23001_025M,C23001_026E,C23001_026M,C23001_027E,C23001_027M,C23001_028E,C23001_028M,C23001_029E,C23001_029M,C23001_030E,C23001_030M,C23001_031E,C23001_031M,C23001_032E,C23001_032M,C23001_033E,C23001_033M,C23001_034E,C23001_034M,C23001_035E,C23001_035M,C23001_036E,C23001_036M,C23001_037E,C23001_037M,C23001_038E,C23001_038M,C23001_039E,C23001_039M,C23001_040E,C23001_040M,C23001_041E,C23001_041M,C23001_042E,C23001_042M,C23001_043E,C23001_043M,C23001_044E,C23001_044M,C23001_045E,C23001_045M,C23001_046E,C23001_046M,C23001_047E,C23001_047M,C23001_048E,C23001_048M,C23001_049E,C23001_049M,C23001_050E,C23001_050M,C23001_051E,C23001_051M,C23001_052E,C23001_052M,C23001_053E,C23001_053M,C23001_054E,C23001_054M,C23001_055E,C23001_055M,C23001_056E,C23001_056M,C23001_057E,C23001_057M,C23001_058E,C23001_058M,C23001_059E,C23001_059M,C23001_060E,C23001_060M,C23001_061E,C23001_061M,C23001_062E,C23001_062M,C23001_063E,C23001_063M,C23001_064E,C23001_064M,C23001_065E,C23001_065M,C23001_066E,C23001_066M,C23001_067E,C23001_067M,C23001_068E,C23001_068M,C23001_069E,C23001_069M,C23001_070E,C23001_070M,C23001_071E,C23001_071M,C23001_072E,C23001_072M,C23001_073E,C23001_073M,C23001_074E,C23001_074M,C23001_075E,C23001_075M,C23001_076E,C23001_076M,C23001_077E,C23001_077M,C23001_078E,C23001_078M,C23001_079E,C23001_079M,C23001_080E,C23001_080M,C23001_081E,C23001_081M,C23001_082E,C23001_082M,C23001_083E,C23001_083M,C23001_084E,C23001_084M,C23001_085E,C23001_085M,C23001_086E,C23001_086M,C23001_087E,C23001_087M,C23001_088E,C23001_088M,C23001_089E,C23001_089M,C23001_090E,C23001_090M,C23001_091E,C23001_091M,C23001_092E,C23001_092M,C23001_093E,C23001_093M,NAME,C23001_001EA,C23001_001MA,C23001_002MA,C23001_002EA,C23001_003EA,C23001_003MA,C23001_004MA,C23001_004EA,C23001_005MA,C23001_005EA,C23001_006EA,C23001_006MA,C23001_007EA,C23001_007MA,C23001_008EA,C23001_008MA,C23001_009MA,C23001_009EA,C23001_010EA,C23001_010MA,C23001_011MA,C23001_011EA,C23001_012EA,C23001_012MA,C23001_013MA,C23001_013EA,C23001_014EA,C23001_014MA,C23001_015MA,C23001_015EA,C23001_016MA,C23001_016EA,C23001_017EA,C23001_017MA,C23001_018MA,C23001_018EA,C23001_019EA,C23001_019MA,C23001_020MA,C23001_020EA,C23001_021MA,C23001_021EA,C23001_022MA,C23001_022EA,C23001_023EA,C23001_023MA,C23001_024EA,C23001_024MA,C23001_025MA,C23001_025EA,C23001_026MA,C23001_026EA,C23001_027MA,C23001_027EA,C23001_028EA,C23001_028MA,C23001_029MA,C23001_029EA,C23001_030EA,C23001_030MA,C23001_031MA,C23001_031EA,C23001_032MA,C23001_032EA,C23001_033MA,C23001_033EA,C23001_034MA,C23001_034EA,C23001_035EA,C23001_035MA,C23001_036MA,C23001_036EA,C23001_037MA,C23001_037EA,C23001_038MA,C23001_038EA,C23001_039EA,C23001_039MA,C23001_040EA,C23001_040MA,C23001_041EA,C23001_041MA,C23001_042EA,C23001_042MA,C23001_043MA,C23001_043EA,C23001_044EA,C23001_044MA,C23001_045MA,C23001_045EA,C23001_046EA,C23001_046MA,C23001_047EA,C23001_047MA,C23001_048MA,C23001_048EA,C23001_049MA,C23001_049EA,C23001_050EA,C23001_050MA,C23001_051EA,C23001_051MA,C23001_052EA,C23001_052MA,C23001_053MA,C23001_053EA,C23001_054EA,C23001_054MA,C23001_055MA,C23001_055EA,C23001_056EA,C23001_056MA,C23001_057EA,C23001_057MA,C23001_058MA,C23001_058EA,C23001_059EA,C23001_059MA,C23001_060MA,C23001_060EA,C23001_061EA,C23001_061MA,C23001_062EA,C23001_062MA,C23001_063EA,C23001_063MA,C23001_064MA,C23001_064EA,C23001_065EA,C23001_065MA,C23001_066MA,C23001_066EA,C23001_067EA,C23001_067MA,C23001_068EA,C23001_068MA,C23001_069MA,C23001_069EA,C23001_070EA,C23001_070MA,C23001_071MA,C23001_071EA,C23001_072EA,C23001_072MA,C23001_073EA,C23001_073MA,C23001_074EA,C23001_074MA,C23001_075MA,C23001_075EA,C23001_076MA,C23001_076EA,C23001_077MA,C23001_077EA,C23001_078EA,C23001_078MA,C23001_079EA,C23001_079MA,C23001_080MA,C23001_080EA,C23001_081MA,C23001_081EA,C23001_082MA,C23001_082EA,C23001_083EA,C23001_083MA,C23001_084EA,C23001_084MA,C23001_085MA,C23001_085EA,C23001_086EA,C23001_086MA,C23001_087MA,C23001_087EA,C23001_088MA,C23001_088EA,C23001_089EA,C23001_089MA,C23001_090EA,C23001_090MA,C23001_091EA,C23001_091MA,C23001_092EA,C23001_092MA,C23001_093MA,C23001_093EA,state
0400000US01,3785555,4340,1810815,3872,146337,4326,51587,3871,709,458,50878,3758,32217,3247,18661,2571,94750,4441,168179,3527,127295,4440,1199,402,126096,4465,100133,4436,25963,2680,40884,3422,599182,4101,510126,6541,9335,1268,500791,6528,444738,6554,56053,4389,89056,4703,336384,3179,267997,4716,1750,648,266247,4743,242391,5168,23856,2723,68387,4156,281860,2062,179976,4345,175,172,179801,4324,167638,4238,12163,1847,101884,4382,169767,1670,45323,2657,42129,2536,3194,841,124444,2933,109106,1545,7555,1230,6995,1242,560,251,101551,1690,1974740,3613,138184,4409,50312,3467,58,105,50254,3449,34521,3272,15733,2261,87872,4858,171334,3931,117904,4197,662,377,117242,4107,95211,3844,22031,2581,53430,3489,623565,4078,464236,6586,1225,426,463011,6547,409121,7333,53890,3893,159329,6954,352643,2421,242919,5507,145,130,242774,5511,220439,5512,22335,2745,109724,5033,309913,1469,155613,4329,0,273,155613,4329,146831,4295,8782,1496,154300,4453,199860,1371,32956,2189,31011,2166,1945,570,166904,2273,179241,1382,5667,1004,5450,1011,217,194,173574,1643,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,546981,1582,284507,1399,20449,1643,9336,1226,562,152,8774,1220,5775,867,2999,931,11113,1421,29794,1392,24968,1542,6466,994,18502,1699,15290,1496,3212,799,4826,878,104639,1793,94027,2432,9084,1494,84943,2578,77852,2702,7091,1224,10612,1606,57152,1331,48966,1613,416,253,48550,1643,44584,1697,3966,774,8186,1231,46943,815,35005,1664,86,144,34919,1647,30961,1770,3958,873,11938,1428,17373,713,6251,885,5867,959,384,284,11122,996,8157,537,1109,396,1001,386,108,92,7048,608,262474,1206,19981,1400,9172,1157,0,246,9172,1157,6687,1124,2485,762,10809,1207,26180,1229,19617,1670,1003,474,18614,1667,15439,1696,3175,904,6563,1473,92511,1607,67659,2785,483,331,67176,2783,61861,2585,5315,1170,24852,2500,55077,1234,44820,1969,61,101,44759,1965,42534,2060,2225,654,10257,1639,40916,891,25478,1781,0,246,25478,1781,24450,1786,1028,425,15438,1693,16824,715,4516,852,4454,844,62,89,12308,946,10985,700,940,448,928,448,12,21,10045,761,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4963740,4639,2448501,3913,193640,4266,71507,4507,1298,973,70209,4364,47496,3573,22713,2620,122133,4985,230975,2661,174613,4816,4826,1325,169787,4738,136319,5394,33468,3581,56362,4323,855154,2958,726149,6862,9488,1742,716661,7102,637450,8316,79211,4512,129005,6690,415360,2212,348086,4814,705,312,347381,4790,309666,5704,37715,3667,67274,4490,349388,1176,236304,4747,0,305,236304,4747,213659,4940,22645,2575,113084,5005,237993,1413,54111,2981,48104,2755,6007,1003,183882,3324,165991,1302,13103,1738,11888,1699,1215,464,152888,1877,2515239,3465,178287,3729,67720,4239,227,286,67493,4220,46622,3751,20871,2719,110567,4533,214080,2145,150742,5101,1186,635,149556,4967,126917,4985,22639,2937,63338,4858,828056,2649,603767,7018,988,443,602779,7063,542912,7589,59867,4088,224289,6831,428133,2228,315652,5832,59,98,315593,5828,287217,6240,28376,2890,112481,5295,383872,1061,213416,5254,0,305,213416,5254,196404,5091,17012,1866,170456,5244,263795,1289,47539,3235,44319,3083,3220,772,216256,3368,219016,1080,7636,2280,6584,2172,1052,436,211380,2606,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2290670,4069,1108867,4134,86766,4120,34703,3067,486,553,34217,3082,22356,2412,11861,2158,52063,3569,99024,3309,75162,4341,1136,801,74026,4445,59954,3716,14072,1842,23862,3328,370735,3949,316504,4961,3667,891,312837,5003,286867,4596,25970,2470,54231,3861,199077,2443,158750,3720,675,427,158075,3768,147568,3998,10507,1402,40327,2942,169804,1449,103524,2855,136,167,103388,2870,96581,3192,6807,1296,66280,2739,111557,1672,27472,2204,25676,2113,1796,711,84085,2596,71904,1188,5786,1030,5329,944,457,416,66118,1635,1181803,3203,84559,3766,32913,3188,0,273,32913,3188,23868,2894,9045,1575,51646,3688,100899,4599,71690,4408,76,127,71614,4403,58459,4234,13155,1931,29209,2850,369155,3012,277142,4399,423,364,276719,4436,252940,4500,23779,2779,92013,4455,205967,2133,147846,3453,111,137,147735,3446,138550,3257,9185,1472,58121,2807,184609,1449,103275,3323,0,273,103275,3323,99452,3220,3823,1011,81334,3440,123713,1904,24477,2044,23036,1881,1441,645,99236,2702,112901,1724,4900,1108,4692,1092,208,177,108001,2162,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29159527,10611,14383067,8797,1180333,9391,366010,9283,10131,1800,355879,9185,215639,7066,140240,6607,814323,11642,1452473,4502,1076435,10890,44972,3306,1031463,11549,821280,11523,210183,8360,376038,10777,5325809,6055,4716947,15793,57648,3350,4659299,15405,4114367,17991,544932,13051,608862,14269,2603201,4040,2239244,9494,4983,1283,2234261,9549,1994433,11577,239828,8053,363957,8794,1964821,2662,1390952,10547,539,310,1390413,10543,1237097,10244,153316,5430,573869,10297,1060261,2399,335590,7570,300613,7489,34977,2286,724671,7863,796169,2125,69111,4038,62784,3908,6327,1203,727058,4328,14776460,9125,1099359,9206,336723,9061,992,514,335731,8974,222600,8494,113131,6127,762636,13340,1330162,5878,903541,10177,6161,1327,897380,10263,741705,11287,155675,6970,426621,10348,5188709,4746,3841719,18364,7749,1557,3833970,18314,3392018,19155,441952,10285,1346990,18211,2642336,3359,1956485,11990,584,428,1955901,12028,1757987,13440,197914,7482,685851,12312,2102829,2752,1228529,8854,0,294,1228529,8854,1113353,10505,115176,5281,874300,8891,1230784,2102,254379,6977,229412,6838,24967,2139,976405,6832,1182281,1806,43609,3105,39884,3115,3725,785,1138672,3353,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3955676,4325,1969530,3935,143146,4042,64036,3881,2847,1179,61189,3672,42312,3503,18877,2679,79110,3692,181249,3075,148433,3758,6743,1114,141690,3649,116377,3508,25313,2650,32816,3027,734079,2992,664423,4778,13634,1913,650789,5361,592124,6728,58665,4418,69656,4753,368986,2474,329269,2998,1873,692,327396,3267,298119,4363,29277,2734,39717,2500,296938,1505,217812,4122,73,120,217739,4121,197498,4065,20241,2308,79126,3659,147900,1361,48794,2596,44419,2515,4375,801,99106,2527,97232,1343,7572,999,7135,925,437,350,89660,1633,1986146,3174,134296,3278,57911,2799,731,287,57180,2807,42780,2565,14400,1997,76385,3010,168940,2588,129970,3647,1827,584,128143,3684,114142,4266,14001,2271,38970,3416,697726,3245,547105,6305,2622,803,544483,6410,500777,6971,43706,3384,150621,5963,372065,2047,289768,4325,217,189,289551,4334,270611,4587,18940,1996,82297,3960,306613,1252,194990,4115,40,65,194950,4114,179434,4804,15516,1877,111623,4069,162944,1424,39815,2723,36426,2466,3389,831,123129,2801,143562,1407,4933,908,4520,888,413,261,138629,1794,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2862777,2581,1373102,2159,101599,2360,41067,3133,831,524,40236,3185,28416,2438,11820,1582,60532,2551,116775,1391,92002,3259,2370,702,89632,3253,72720,3367,16912,1961,24773,2974,446737,1628,403903,3467,3295,817,400608,3612,361664,4451,38944,3384,42834,3482,279871,1124,248918,2889,453,383,248465,2846,227147,3578,21318,2394,30953,2543,214686,753,165791,3257,228,272,165563,3261,150604,3494,14959,1547,48895,3130,119825,1039,45155,2115,39861,1972,5294,1013,74670,2202,93609,875,10558,1600,9549,1562,1009,411,83051,1865,1489675,2596,98851,2601,40835,2643,274,211,40561,2651,31882,2737,8679,1355,58016,2818,111169,1205,86255,2668,163,150,86092,2637,74575,2626,11517,1703,24914,2534,459130,1639,369137,4900,162,183,368975,4921,331673,5190,37302,3272,89993,4556,295155,1315,240416,3174,103,161,240313,3181,220843,3554,19470,2051,54739,3080,230651,862,158911,2789,0,281,158911,2789,146756,2800,12155,1505,71740,2863,138832,948,38984,2432,35287,2427,3697,790,99848,2625,155887,832,5906,1238,5469,1187,437,278,149981,1496,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,716786,1359,342504,1689,26369,1754,8267,1361,90,154,8177,1335,6254,1191,1923,671,18102,2063,32212,1216,23990,1885,712,372,23278,1887,18986,1940,4292,1282,8222,1780,110448,1129,94912,2166,1529,475,93383,2140,84959,2264,8424,1284,15536,1832,64554,1050,55573,1799,145,139,55428,1820,50808,1966,4620,1163,8981,1425,52214,515,35599,1813,0,265,35599,1813,33295,1749,2304,776,16615,1897,34099,599,9227,1134,8520,1112,707,326,24872,1210,22608,376,1365,477,1238,450,127,159,21243,574,374282,1557,27494,1693,10082,1600,0,265,10082,1600,7329,1315,2753,922,17412,1762,29932,1443,23148,1705,171,249,22977,1702,20113,1907,2864,1087,6784,1314,116304,1271,93030,2573,217,251,92813,2560,85923,2802,6890,1212,23274,2359,68400,1024,53016,2111,0,265,53016,2111,49370,2335,3646,995,15384,1874,59389,603,36784,1805,0,265,36784,1805,34148,1855,2636,737,22605,1832,38571,461,8803,1100,7936,1086,867,405,29768,1218,34192,446,2274,815,2241,815,33,54,31918,886,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,515434,1028,240738,1083,18182,1735,3113,873,270,159,2843,847,1751,783,1092,500,15069,1772,26855,1489,18283,1861,762,427,17521,1948,11954,1876,5567,1278,8572,1828,100655,679,89036,1845,1228,548,87808,2006,79265,2080,8543,1420,11619,1756,37682,379,31507,1161,79,85,31428,1169,26959,1256,4469,1097,6175,1123,29696,270,19544,1483,60,100,19484,1471,17260,1494,2224,736,10152,1432,16451,209,6093,815,5671,735,422,269,10358,793,11217,223,1935,582,1935,582,0,292,9282,611,274696,987,19585,1527,4001,1041,40,71,3961,1033,2372,706,1589,714,15584,1731,33988,1324,21450,2354,86,94,21364,2350,17932,2082,3432,1090,12538,2040,107071,554,92377,2001,263,183,92114,2020,81546,2436,10568,1678,14694,1905,37695,439,27288,1350,44,73,27244,1345,24846,1310,2398,635,10407,1394,34598,373,22755,1422,0,292,22755,1422,21034,1535,1721,577,11843,1422,21059,595,5859,1037,5567,927,292,385,15200,917,20700,542,1086,425,1035,407,51,86,19614,716,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15327982,7856,7413703,7471,512393,7427,166336,6868,4599,1650,161737,6523,100671,5565,61066,4533,346057,8441,641648,6014,463204,9515,12557,2256,450647,9143,350851,9965,99796,6379,178444,7767,2349619,6536,2039020,9704,24950,3586,2014070,10295,1751076,11588,262994,9322,310599,9576,1341311,3860,1130765,8947,2998,1057,1127767,9099,995903,9725,131864,5974,210546,8438,1110967,2894,745314,9014,75,126,745239,9014,652309,9182,92930,4257,365653,8926,810880,2643,221430,5785,196071,5087,25359,2373,589450,5789,646885,2429,52599,3271,47304,3072,5295,1142,594286,3869,7914279,6559,490681,7688,173749,6880,670,457,173079,6869,117280,6083,55799,4840,316932,8964,606081,4613,442597,7412,4340,1624,438257,7292,364888,8079,73369,5123,163484,6964,2359322,4740,1842898,12953,4303,1176,1838595,13424,1621339,13633,217256,8104,516424,12954,1398657,3998,1064895,8765,138,167,1064757,8761,955223,9546,109534,6453,333762,8281,1244104,2695,707496,8518,115,138,707381,8487,635850,8160,71531,4495,536608,8100,927804,2704,176844,5936,159058,5853,17786,2024,750960,6518,887630,2276,31183,2661,27122,2422,4061,1198,856447,3607,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
